"Player","Team","Dribbling","Fouling","Interrupting","Passing","Receiving","Shooting","Goals Added"
"Roland Lamah","FCD","-0.036","-0.1217","0.2351","0.7817","0.5806","0.1116","1.5513"
"Mauro Manotas","HOU","-0.6602","-0.1291","-0.1137","-0.0071","2.2277","0.2083","1.5259"
"Dominique Badji","COL","1.2851","0.454","-0.1532","-0.1775","-0.1219","0.17","1.4565"
"Víctor Rodríguez","SEA","0.7634","0.0205","-0.1882","0.1674","0.193","0.4668","1.4229"
"Edgar Castillo","COL","1.5826","0.3181","0.1268","-0.3063","-0.2446","-0.0706","1.406"
"Cristian Techera","VAN","-0.1524","-0.0401","-0.1924","0.0132","1.0249","0.7268","1.38"
"Gyasi Zardes","CLB","-1.0223","0.3609","-0.3883","-1.0025","3.0924","0.3226","1.3628"
"Wil Trapp","CLB","0.5326","-0.2096","-0.0168","1.5661","-0.382","-0.1405","1.3498"
"Kei Kamara","VAN","0.2523","0.0384","0.1119","-0.3162","1.5071","-0.2805","1.313"
"Romain Alessandrini","LAG","0.6151","-0.0467","0.3425","0.7184","-0.3214","0","1.3079"
"Ilsinho","PHI","1.6919","-0.0624","0.0949","-0.0646","-0.4121","0.0436","1.2913"
"Paul Arriola","DCU","0.3336","0.2295","0.4068","0.0118","0.6185","-0.3437","1.2565"
"Ilie Sánchez","SKC","1.2368","-0.3179","-0.4818","0.586","0.0877","0.1413","1.2521"
"Darren Mattocks","DCU","0.5678","0.2871","-0.0512","-0.4527","0.6011","0.2804","1.2325"
"Alvas Powell","POR","1.0208","-0.0238","0.5665","-0.7099","0.5048","-0.1316","1.2268"
"Gerso","SKC","0.954","-0.0156","-0.2524","-0.9247","1.1206","0.3341","1.216"
"Alejandro Romero Gamarra","NYRB","0.27","-0.292","-0.1199","2.4732","-0.8061","-0.3118","1.2134"
"Diego Chara","POR","1.2504","-0.0696","0.3372","0.2978","-0.3148","-0.2964","1.2046"
"David Villa","NYC","0.5883","-0.2351","0.507","0.7319","-0.3723","-0.0262","1.1936"
"Giovani dos Santos","LAG","0.8053","0.0003","-0.2402","0.1904","0.1292","0.2609","1.1459"
"Romario Williams","ATL","0.195","0.3194","0.3631","0.0744","-0.0066","0.2001","1.1454"
"Michael Parkhurst","ATL","0.6024","0.0629","1.193","-0.0428","-0.6995","-0.0217","1.0943"
"Angelo Rodríguez","MIN","1.231","-0.1017","-0.1444","-0.147","0.496","-0.2629","1.071"
"Bacary Sagna","MTL","-0.1459","0.0836","0.402","-0.0412","0.5893","0.1611","1.0489"
"Santiago Mosquera","FCD","1.1982","-0.0493","0.1442","-0.0044","-0.1504","-0.0931","1.0452"
"Jeremy Ebobisse","POR","0.1978","-0.0524","-0.1197","-0.1727","0.9173","0.2655","1.0358"
"Lucas Janson","TOR","0.0517","-0.0773","-0.1068","-0.1631","0.8584","0.4706","1.0335"
"Raúl Ruidíaz","SEA","0.1005","-0.1067","0.102","-0.5674","0.9029","0.5922","1.0235"
"Auro","TOR","0.7351","0.2666","-0.2915","0.2246","0.0076","0.0729","1.0153"
"Ibson","MIN","0.2412","0.1041","-0.1873","0.1196","0.5677","0.1389","0.9842"
"Jordan Hamilton","TOR","0.6382","-0.0696","-0.0696","-0.8551","0.9622","0.3585","0.9646"
"Guram Kashia","SJE","0.0969","0.1186","0.2252","0.3468","0.1791","-0.0085","0.9581"
"Marc Rzatkowski","NYRB","-0.3724","0.1196","0.2631","0.6986","0.1069","0.137","0.9528"
"Osvaldo Alonso","SEA","-0.3382","0.0739","0.4273","0.7589","0.1401","-0.1143","0.9477"
"Aníbal Godoy","SJE","0.6868","-0.2789","1.0421","0.0935","-0.5806","-0.0274","0.9355"
"Román Torres","SEA","-0.0133","0.4288","0.1633","0.0414","0.2253","0.0836","0.9291"
"Nick Hagglund","TOR","-0.0092","0.1444","0.2648","0.0572","0.3674","0.1013","0.9259"
"Shea Salinas","SJE","1.0249","-0.0251","-0.3803","0.4929","-0.1719","-0.0172","0.9233"
"Reggie Cannon","FCD","0.0877","0.2286","1.2183","-0.5193","-0.103","0.002","0.9143"
"Larrys Mabiala","POR","-0.1451","-0.03","0.4995","0.038","0.5646","-0.0142","0.9128"
"Lucas Melano","POR","0.0837","0.0099","0.501","0.0512","0.1495","0.083","0.8783"
"Felipe Gutiérrez","SKC","-0.6744","0.5012","-0.1167","-0.1887","1.0813","0.2604","0.8631"
"Marlon Hairston","COL","0.062","0.0756","0.5438","0.1519","-0.029","0.0557","0.86"
"Andrew Wenger","HOU","-0.2871","0.001","0.1297","-0.3692","1.0226","0.336","0.833"
"David Accam","PHI","1.1489","-0.102","0.0409","-0.4586","-0.0211","0.2229","0.831"
"Sebastián Saucedo","RSL","1.2141","0.4814","0.0288","-0.3213","-0.1636","-0.4567","0.7827"
"Niko Hansen","CLB","0.4726","-0.0437","-0.2304","-0.5431","0.8977","0.2286","0.7817"
"Danilo Silva","LAFC","0.2172","0.0439","0.2892","-0.048","0.0887","0.1731","0.7641"
"Chris Mavinga","TOR","0.0446","0.0495","0.8031","-0.0513","-0.0378","-0.0545","0.7536"
"Zoltán Stieber","DCU","0.1705","-0.2008","0.5882","0.0197","-0.281","0.4493","0.7459"
"Jonathan Lewis","NYC","0.2349","-0.0194","0.0939","0.0569","0.2445","0.1239","0.7347"
"Nicolás Lodeiro","SEA","0.0644","0.2822","0.0566","1.1691","-0.8964","0.0582","0.7341"
"Albert Rusnák","RSL","0.6775","-0.1963","-0.466","0.4818","-0.1545","0.3868","0.7293"
"Liam Ridgewell","POR","-0.0584","0.1421","0.1835","0.7014","-0.222","-0.0241","0.7225"
"Wyatt Omsberg","MIN","-0.0503","0.0376","0.9323","-0.0878","-0.1148","-0.0075","0.7095"
"Tyler Adams","NYRB","-0.288","0.1351","0.0822","0.5612","0.1079","0.1025","0.7009"
"Jordon Mutch","VAN","0.3206","-0.0545","-0.0458","0.2342","0.0823","0.1626","0.6994"
"Víctor Cabrera","MTL","-0.1425","-0.2548","1.2059","-0.0787","-0.0416","0.0075","0.6958"
"Roger Espinoza","SKC","0.2847","-0.3725","-1.1098","1.4412","0.3862","0.0373","0.6671"
"Chris Pontius","LAG","-0.2848","0.0473","-0.0035","-0.0627","0.8784","0.0879","0.6626"
"Jack Elliott","PHI","0.0165","0.0987","0.3942","-0.0698","0.0869","0.115","0.6415"
"Tommy Smith","COL","0.4379","0.0564","-1.2767","0.2919","0.8139","0.3123","0.6357"
"Valentín Castellanos","NYC","-0.1782","0.0261","0.0504","0.0515","0.5042","0.1765","0.6305"
"Cristian Penilla","NER","2.1391","-0.4081","-0.3193","0.4213","-0.9518","-0.2542","0.627"
"Raheem Edwards","CHI","0.1496","-0.0372","0.2603","0.1765","0.3042","-0.2266","0.6268"
"Yeferson Quintana","SJE","-0.0305","-0.1386","0.5092","-0.238","0.3111","0.2065","0.6197"
"Eriq Zavaleta","TOR","0.0489","-0.362","0.9274","0.1626","-0.2694","0.0693","0.5768"
"Dejan Jakovic","LAFC","0.0796","-0.4099","1.1185","-0.0398","-0.1854","-0.0016","0.5614"
"Julio Cascante","POR","-0.1543","-0.1071","0.7048","-0.2926","0.2566","0.1411","0.5485"
"Harold Cummings","SJE","-0.2134","0.1887","0.8722","0.0683","-0.3663","-0.0138","0.5357"
"Patrick Mullins","CLB","-0.007","0.2367","-0.0088","-0.1671","0.4572","0.0211","0.5321"
"Ulises Segura","DCU","0.3597","0.1528","0.7722","-0.8055","-0.0395","0.0883","0.528"
"Dom Dwyer","ORL","-1.5657","0.3458","-0.4082","-0.1493","1.8399","0.4642","0.5267"
"Jesús Medina","NYC","-0.2889","-0.1142","-0.2613","-0.5271","1.4063","0.3107","0.5255"
"Andrés Flores","POR","0.1188","0.1778","0.3809","0.011","-0.1224","-0.0424","0.5237"
"Oriol Rosell","ORL","-0.0084","0.0318","0.282","0.5266","-0.1625","-0.1517","0.5178"
"Nick DeLeon","DCU","-0.0312","0.0507","0.6931","-0.351","0.1604","-0.0359","0.4861"
"Fanendo Adi","POR","-0.1662","-0.0379","0.0557","-0.1381","0.5873","0.1836","0.4844"
"Jonathan dos Santos","LAG","0.3756","-0.0677","-0.0913","0.6035","-0.2347","-0.1218","0.4636"
"Romario Ibarra","MIN","0.4135","-0.0256","-0.1908","0.0021","0.2353","0.023","0.4575"
"Jay Chapman","TOR","-0.4381","0.2638","0.4809","-0.0114","0.4075","-0.2574","0.4453"
"Maximiliano Urruti","FCD","0.1235","0.5051","0.2705","-0.8648","0.1545","0.2523","0.4411"
"Jack Price","COL","0.1384","0.117","0.065","0.7133","-0.6712","0.0779","0.4404"
"Andrew Farrell","NER","0.1675","0.4153","-0.7212","1.0247","-0.344","-0.1073","0.435"
"Raymon Gaddis","PHI","0.339","0.2393","0.7457","-0.538","-0.3741","0.0107","0.4226"
"Yohan Croizet","SKC","0.0706","0.0011","0.1977","-0.5188","0.6928","-0.0243","0.4191"
"Kyle Beckerman","RSL","-0.3085","0.0601","1.1795","0.0351","-0.4711","-0.0925","0.4026"
"Juan Agudelo","NER","0.9951","-0.1103","-0.0794","-0.7891","0.3601","0.0243","0.4007"
"Carlos Ascues","ORL","0.0426","0.0155","0.43","-0.0649","-0.0759","0.051","0.3983"
"Chad Marshall","SEA","-0.2355","0.4688","-0.4565","-0.3317","0.9921","-0.0406","0.3966"
"Justin Meram","CLB","0.4351","-0.027","-0.0221","-0.1185","0.0463","0.0786","0.3924"
"Anthony Blondell","VAN","0.3087","0.1483","-0.1238","0.2938","-0.3684","0.1291","0.3877"
"Mauro Díaz","FCD","0.0926","0.1066","-0.0853","0.7173","-0.3772","-0.067","0.387"
"Luis Felipe","SJE","0.0662","-0.0889","1.0495","-0.3159","-0.2703","-0.0668","0.3738"
"Rod Fanni","MTL","-0.1194","0.1966","0.7387","-0.2486","-0.18","-0.0145","0.3728"
"Shane O'Neill","ORL","0.2064","0.0318","0.7082","-0.2817","-0.1958","-0.0975","0.3714"
"Mac Steeves","HOU","-0.042","-0.0047","-0.0112","-0.0052","0.3135","0.1181","0.3685"
"Reto Ziegler","FCD","0.1764","-0.0512","0.0453","0.7834","-0.5437","-0.0451","0.3651"
"Aaron Kovar","LAFC","0.0736","0.0257","0.0735","0.03","-0.0252","0.1864","0.364"
"Ethan Finlay","MIN","-0.3666","-0.3387","-0.0698","0.0494","0.7138","0.3667","0.3548"
"Brandon Vázquez","ATL","0.0046","-0.0017","0.0386","-0.1629","0.2821","0.1925","0.3532"
"Andy Polo","POR","1.1756","-0.0364","-0.1757","-0.7649","-0.0278","0.1609","0.3317"
"Tommy Thompson","SJE","0.3422","0.3161","0.0524","-0.4289","0.077","-0.0278","0.331"
"Florian Valot","NYRB","-0.4893","-0.2788","0.1103","0.2841","0.5921","0.1049","0.3233"
"Krisztián Németh","SKC","-0.7232","-0.0228","-0.0249","-0.0909","0.805","0.3726","0.3158"
"Felipe","VAN","0.2333","0.1141","0.1591","0.2596","-0.3163","-0.1354","0.3144"
"Mariano Miño","TOR","0.1733","0.252","-0.0775","-0.0255","-0.006","-0.0026","0.3137"
"Doneil Henry","VAN","-0.1632","-0.6413","0.6202","0.1557","0.2581","0.0831","0.3126"
"Chris Tierney","NER","0.0476","-0.2259","0.2265","0.281","-0.0412","0.0192","0.3072"
"Jonathan Spector","ORL","-0.0131","0.0506","0.4033","0.1001","-0.149","-0.0889","0.303"
"Mohammed Abu","CLB","0.043","-0.0089","0.2282","0.0263","-0.0156","0.0296","0.3026"
"Pedro Santos","CLB","0.3671","0.1308","0.0449","0.7739","-0.7494","-0.2651","0.3022"
"Gianluca Busio","SKC","0.0248","0.0091","-0.0928","-0.0449","0.2768","0.1161","0.2891"
"Ethan Kutler","NYRB","-0.0296","0.0044","0.1412","0.2222","-0.0445","-0.0116","0.2821"
"Jaylin Lindsey","SKC","0.2006","0.133","0.0877","-0.2573","0.0694","0.0436","0.277"
"Jimmy Medranda","SKC","0.1421","0.0378","0.0451","0.0247","0.0225","-0.0029","0.2693"
"Mark-Anthony Kaye","LAFC","-0.214","-0.0255","0.0924","0.2716","0.0984","0.0457","0.2686"
"Marco Donadel","MTL","0.0612","-0.0087","-0.0342","0.2799","-0.0284","-0.0092","0.2606"
"Handwalla Bwana","SEA","0.1913","-0.0318","0.3156","-0.1235","-0.0452","-0.0525","0.2539"
"Eduard Atuesta","LAFC","0.1251","-0.3088","0.11","0.165","-0.0343","0.1883","0.2453"
"Tim Parker","NYRB","-0.1183","0.2711","-0.4579","0.5768","-0.0271","-0.006","0.2386"
"Cristian Colmán","FCD","-0.4505","-0.0763","-0.0466","-0.1104","0.8407","0.0753","0.2322"
"Jesús Ferreira","FCD","0.1573","-0.0008","0.0021","0.0057","0.0325","0.0344","0.2312"
"Pablo Ruiz","RSL","0.0418","-0.023","0.1291","0.3062","-0.1748","-0.06","0.2193"
"Luis Silva","RSL","-0.3599","0.1893","-0.0801","-0.2342","0.1395","0.5646","0.2192"
"Tosaint Ricketts","TOR","-0.038","-0.0783","-0.1621","-0.2423","0.501","0.2305","0.2108"
"Simon Colyn","VAN","-0.0039","-0.0008","-0.0051","-0.027","0.1569","0.0855","0.2056"
"Marco Ureña","LAFC","0.5919","0.152","-0.2057","-0.8873","0.4068","0.1458","0.2035"
"Eloi Amagat","NYC","0.0426","0.0216","0.0199","0.2695","-0.1168","-0.0362","0.2006"
"Luke Mulholland","RSL","-0.0226","0.0083","0.0985","0.1291","-0.0092","-0.0037","0.2004"
"Jonathan Mensah","CLB","0.1823","0.1503","-0.811","0.1717","0.3092","0.1921","0.1946"
"Victor Giro","ORL","0.1295","0.2122","-0.1784","0.0492","-0.0238","0.0004","0.1891"
"Danny Hoesen","SJE","0.2909","0.4563","-0.4217","-0.045","0.0497","-0.1426","0.1876"
"Saad Abdul-Salaam","NYC","0.0788","-0.0223","0.157","-0.0613","0.0072","0.0276","0.187"
"Ariel Lassiter","LAG","0.0813","-0.0104","0.0088","-0.0694","0.0781","0.0932","0.1816"
"Mason Toye","MIN","-0.1991","-0.058","0.0202","-0.1247","0.3573","0.1852","0.1809"
"Drew Moor","TOR","0.0646","0.077","-0.1625","0.304","-0.1078","0.0022","0.1775"
"Jack McBean","COL","0.0943","0.2468","0.2877","-0.446","0.2615","-0.2669","0.1774"
"Andreu Fontàs","SKC","0.0482","-0.0069","0.098","0.0619","-0.0237","-0.0007","0.1768"
"Ben Mines","NYRB","-0.0034","0.0079","-0.0097","0.0646","0.0537","0.0555","0.1686"
"Matt Hedges","FCD","0.1414","0.2213","-0.9411","0.6958","-0.1194","0.1615","0.1595"
"Ben Spencer","TOR","-0.1516","-0.0071","0.0008","-0.1089","0.2755","0.1502","0.1589"
"Mark Segbers","NER","0.0505","0.0247","0.0006","0.0406","0.0389","-0.0005","0.1548"
"Daniel Lovitz","MTL","0.443","0.0135","-0.1037","0.1274","-0.2528","-0.0748","0.1526"
"Chris McCann","ATL","0.3657","0.0801","-0.5604","0.3841","-0.04","-0.0773","0.1522"
"Baggio Husidic","LAG","-0.0611","0.0005","0.147","-0.0535","0.1124","0.0015","0.1468"
"Nick Lima","SJE","-0.0695","0.3356","0.6051","-0.4085","-0.173","-0.1465","0.1432"
"Alexander Ring","NYC","0.1495","-0.3445","0.5666","-0.0183","-0.0727","-0.1407","0.1399"
"Frantz Pangop","MIN","0.2487","0.0685","0.0332","0.0187","-0.1483","-0.081","0.1398"
"Arturo Álvarez","HOU","0.3452","-0.0635","0.1111","-0.1684","-0.1486","0.0574","0.1332"
"Jonathan Campbell","CHI","-0.1181","-0.1334","0.4984","-0.0891","-0.0467","0.0151","0.1262"
"Ezequiel Barco","ATL","1.9072","-0.2643","-0.4737","0.1218","-1.0765","-0.0987","0.1158"
"Brooks Lennon","RSL","1.2406","0.0488","-0.3093","-0.3545","-0.4008","-0.111","0.1138"
"Juan David Cabezas","HOU","-0.0106","-0.0344","-0.1337","0.0751","0.1718","0.0394","0.1076"
"Fabian Herbers","PHI","0.0415","0.2537","0.1462","-0.111","-0.1646","-0.0626","0.1032"
"Michael Petrasso","MTL","0.0181","0.0278","0.3026","-0.1649","-0.0367","-0.0483","0.0986"
"Mohamed El-Munir","ORL","-0.1525","-0.5111","0.8934","0.1923","-0.233","-0.0918","0.0973"
"Henry Wingo","SEA","-0.0174","-0.002","-0.0181","-0.0092","0.1455","-0.0015","0.0973"
"Cristian Lobato","SKC","0.2859","-0.0485","0.1526","-0.2832","-0.0853","0.0754","0.0969"
"Aaron Herrera","RSL","0.0002","0.0607","0.4073","-0.1783","-0.1514","-0.05","0.0885"
"Wilfried Zahibo","NER","-0.056","0.0349","-0.0874","0.1526","0.0827","-0.0406","0.0862"
"Mikey Ambrose","ATL","0.1379","0.0861","-0.0828","-0.0255","0.0169","-0.0489","0.0837"
"Andrew Wheeler-Omiunu","ATL","-0.0049","0","0.0984","0.0034","-0.0123","-0.0024","0.0822"
"Russell Canouse","DCU","-0.2623","-0.0208","0.6683","-0.0027","-0.2458","-0.0551","0.0816"
"Jackson Yueill","SJE","0.0851","0.0211","0.1055","0.0791","-0.1886","-0.0209","0.0813"
"Philippe Senderos","HOU","0.0943","-0.1875","-0.2216","0.0659","0.244","0.0826","0.0777"
"A.J. DeLaGarza","HOU","-0.174","0.2251","0.1601","-0.0748","-0.0549","-0.0041","0.0774"
"Luis Argudo","CLB","0.2546","0.4661","-0.0761","-0.367","-0.1027","-0.0995","0.0754"
"Brian White","NYRB","-0.1327","-0.0345","-0.0763","-0.1411","0.4077","0.0412","0.0643"
"Yangel Herrera","NYC","-0.4337","0.0723","0.7243","-0.2632","0.0784","-0.1159","0.0622000000000001"
"Tommy Redding","NYRB","0.0072","-0.0109","0.0973","-0.0098","-0.0222","-0.0007","0.0609"
"George Bello","ATL","0.1333","0.0162","-0.0567","-0.1174","0.0747","0.0077","0.0578"
"Adolfo Machado","HOU","-0.328","-0.1684","0.2641","0.3611","-0.026","-0.0474","0.0554"
"Dax McCarty","CHI","0.174","0.0168","0.4832","-0.1245","-0.3295","-0.1649","0.0551"
"Jerome Thiesson","MIN","0.0175","-0.1732","0.2076","0.2147","-0.1793","-0.0326","0.0547"
"Chris Durkin","DCU","-0.6561","0.0848","1.3624","-0.4055","-0.2502","-0.0846","0.0508"
"Fernando Bob","MIN","-0.1144","-0.0322","0.2599","0.0169","-0.0435","-0.0366","0.0501"
"Luiz Fernando","MIN","0.3045","0.0135","0.3254","-0.4414","-0.1379","-0.0154","0.0487"
"Andreas Ivan","NYRB","0.1456","-0.0016","0.0459","0.0513","-0.1271","-0.0702","0.0439"
"Michael Mancienne","NER","0.0912","0.098","0.0076","0.0123","-0.1777","0.0122","0.0436"
"Enzo Martínez","COL","0.6474","0.0713","0.4612","-0.4598","-0.3741","-0.3041","0.0419"
"Grant Lillard","CHI","0.0161","0.0566","0.2148","-0.104","-0.1205","-0.0253","0.0377"
"José Rafael Hernández","ATL","-0.0072","0.0011","-0.0065","0.0433","0.0013","-0.0002","0.0318"
"José Villarreal","ORL","0.0138","-0.0001","-0.0316","0.048","0.0049","-0.0041","0.0309"
"Brad Smith","SEA","-0.0771","0.0348","0.0401","-0.0869","0.1221","-0.0037","0.0293"
"Marcus Epps","PHI","-0.0513","0.1839","0.0512","-0.1798","-0.0028","0.027","0.0282"
"Aidan Daniels","TOR","0.0359","-0.0015","0.0072","-0.0101","-0.0174","0.0124","0.0265"
"Mathieu Choinière","MTL","0.1498","-0.0106","0.0256","-0.0811","-0.0357","-0.0222","0.0258"
"Lalas Abubakar","CLB","-0.1121","0.0744","0.1185","-0.0955","0.0005","0.0374","0.0232"
"Eduardo Sosa","CLB","0.15","0.0205","0.0732","-0.2141","-0.026","0.0181","0.0217"
"Chris Mueller","ORL","0.8707","0.3792","-0.0626","-0.4386","-0.2681","-0.4598","0.0208"
"Kharlton Belmar","SKC","-0.1401","-0.0001","-0.063","0.0489","0.2155","-0.0417","0.0195"
"Mitchell Taintor","TOR","-0.0355","0.0224","-0.0442","-0.0225","0.0578","0.0413","0.0193"
"Louis Béland-Goyette","MTL","0.0035","0.0009","0.1802","-0.0443","-0.0954","-0.0259","0.019"
"Nicolás Mezquida","VAN","-0.201","0.1983","0.1797","-0.4982","0.1416","0.1919","0.0123"
"Kevin Garcia","HOU","0.0198","0.0922","0.3358","-0.2749","-0.1552","-0.0065","0.0112"
"Kim Kee-hee","SEA","0.0654","0.2777","-0.0072","-0.2892","0.0511","-0.0889","0.00889999999999998"
"Andrew Carleton","ATL","-0.0478","0.0035","-0.0526","0.2837","-0.1506","-0.0275","0.00869999999999999"
"Boniek García","HOU","0.581","-0.3747","-0.1208","0.5311","-0.4371","-0.1712","0.00830000000000002"
"Paxton Pomykal","FCD","0.0497","0.0086","-0.0295","0.011","-0.0159","-0.0171","0.0068"
"Shaft Brewer","LAFC","-0.0056","-0.06","-0.0272","0.0096","0.0382","0.0491","0.0041"
"Dane Kelly","DCU","0.0048","0.0004","-0.0063","0.0018","0.0009","-0.0001","0.0015"
"Keegan Rosenberry","PHI","-0.1711","0.1524","0.0774","-0.1057","-0.022","0.0698","0.000800000000000002"
"Alexander Callens","NYC","1.2691","-0.099","-1.4928","0.6397","-0.2988","-0.0187","-0.00049999999999998"
"Chris Odoi-Atsem","DCU","0.0043","0.0008","-0.0243","0.0019","0.0166","-0.0025","-0.0032"
"Modou Jadama","POR","-0.0088","0.0016","0.0145","-0.0085","-0.0061","0.0032","-0.0041"
"Waylon Francis","SEA","-0.0564","-0.0629","-0.0005","0.2781","-0.1159","-0.0472","-0.00479999999999998"
"Júnior Moreno","DCU","-0.2128","0.0166","0.3723","0.065","-0.242","-0.0051","-0.00599999999999996"
"Taylor Peay","RSL","-0.0003","0.0004","-0.0028","-0.0031","-0.0009","0","-0.0067"
"Isaac Angking","NER","-0.1396","-0.0049","0.0089","0.0929","-0.0232","0.0576","-0.00830000000000001"
"João Pedro","LAG","-0.0391","-0.0076","0.0815","-0.0469","0.0112","-0.0079","-0.0088"
"Olivier Mbaizo","PHI","-0.0293","-0.0121","0.0776","-0.0314","-0.0129","-0.0009","-0.00899999999999999"
"Jared Jeffrey","DCU","-0.0012","-0.0004","-0.002","-0.0057","-0.0039","-0.0009","-0.0141"
"Maxime Chanot","NYC","0.1265","0.2055","0.0176","-0.1419","-0.0846","-0.1372","-0.0141"
"Vytautas Andriuskevicius","POR","0.015","-0.0029","-0.0035","-0.0155","-0.0081","-0.0004","-0.0154"
