"Player","Team","Season","MinutesIncludes stoppage time.","Shots","SoTShots on Target","GGoals","xGxGoals","xPlaceDifference between post- and pre-shot xG models.","G-xG","KeyPKey Passes","APrimary Assists","xAxAssists","A-xA","xG+xA","PAExpected points added through scoring goals.","xPAExpected points added through taking shots."
"Federico Higuaín","CLB","2013","2782","3","0","0","0.0826","-0.0826","-0.0826","18","2","1.1972","0.8027","1.2798","0","0.052"
"Blas Pérez","FCD","2013","2189","5","4","4","1.0526","1.4388","2.9474","2","1","0.1891","0.8109","1.2417","4.0907","1.3487"
"Nat Borchers","RSL","2013","2741","5","2","1","1.2045","-0.1704","-0.2045","0","0","0","0","1.2045","0.6907","0.835"
"George John","FCD","2013","2245","6","2","1","1.1717","-0.3427","-0.1717","0","0","0","0","1.1717","0.6858","1.0013"
"Ryan Johnson","POR","2013","1880","3","2","1","1.075","0.3379","-0.075","1","1","0.0809","0.9191","1.1559","0.5992","0.7624"
"Andrew Driver","HOU","2013","1840","2","0","0","0.3137","-0.3137","-0.3137","5","0","0.8118","-0.8118","1.1255","0","0.1837"
"Will Bruin","HOU","2013","2768","3","1","1","0.7955","-0.3428","0.2045","3","0","0.3163","-0.3163","1.1118","0.0719","0.2719"
"Brad Davis","HOU","2013","2326","3","2","1","0.2455","0.0828","0.7545","7","1","0.8517","0.1483","1.0972","1.2851","0.2654"
"Matt Hedges","FCD","2013","3030","5","3","2","1.0283","0.5811","0.9717","1","0","0.068","-0.068","1.0963","1.3749","0.7263"
"Doneil Henry","TOR","2013","1779","2","0","0","0.3307","-0.3307","-0.3307","2","2","0.7365","1.2635","1.0672","0","0.211"
"Mauro Rosales","SEA","2013","2291","1","0","0","0.0195","-0.0195","-0.0195","12","3","1.0401","1.9599","1.0596","0","0.0077"
"Lamar Neagle","SEA","2013","2588","6","5","1","0.8133","0.6284","0.1867","2","0","0.2276","-0.2276","1.0409","0.6328","0.3704"
"Chris Tierney","NER","2013","2556","0","0","0","0","0","0","6","0","1.0321","-1.0321","1.0321","0","0"
"Edgar Mejía","CHV","2013","2428","1","0","0","0.2552","-0.2552","-0.2552","10","1","0.7714","0.2286","1.0266","0","0.1815"
"Sheanon Williams","PHI","2013","3105","3","2","1","1","0.0838","0","0","0","0","0","1","0.9584","0.9742"
"Álvaro Saborio","RSL","2013","1449","8","2","1","0.9484","-0.3405","0.0516","1","0","0.0414","-0.0414","0.9898","0.0303","1.0366"
"Kyle Beckerman","RSL","2013","2456","4","2","2","0.3597","0.9926","1.6403","8","0","0.5777","-0.5777","0.9374","1.4108","0.2771"
"Steven Lenhart","SJE","2013","1425","4","3","2","0.7402","0.8432","1.2598","2","0","0.1755","-0.1755","0.9157","0.9786","0.3514"
"Diego Valeri","POR","2013","2417","1","0","0","0.0573","-0.0573","-0.0573","5","1","0.8479","0.1521","0.9052","0","0.0988"
"Will Johnson","POR","2013","2725","2","1","1","0.3517","0.2104","0.6483","4","0","0.5298","-0.5298","0.8815","0.4014","0.4581"
"Drew Moor","COL","2013","3023","3","1","0","0.8269","-0.5036","-0.8269","0","0","0","0","0.8269","0","0.872"
"Marc Burch","SEA","2013","1266","2","0","0","0.0609","-0.0609","-0.0609","4","2","0.7615","1.2385","0.8223","0","0.0656"
"Brian Ching","HOU","2013","315","3","1","0","0.4067","-0.1993","-0.4067","1","1","0.3863","0.6137","0.7931","0","0.4271"
"Chance Myers","SKC","2013","2595","7","2","1","0.7039","0.2406","0.2961","2","0","0.0853","-0.0853","0.7891","0.6659","0.4902"
"Rodney Wallace","POR","2013","2154","2","1","1","0.2877","0.3532","0.7123","2","1","0.4993","0.5007","0.787","0.6328","0.1694"
"Maicon Santos","CHI","2013","457","2","1","1","0.7501","0.1226","0.2499","1","0","0.0309","-0.0309","0.7811","0.1495","0.1606"
"Steven Beitashour","SJE","2013","2629","0","0","0","0","0","0","2","1","0.7778","0.2222","0.7778","0","0"
"Atiba Harris","COL","2013","2171","5","2","2","0.7288","-0.004","1.2712","0","0","0","0","0.7288","1.5351","0.4867"
"Carlos Ruiz","DCU","2013","586","2","1","0","0.7066","-0.0876","-0.7066","0","0","0","0","0.7066","0","0.2637"
"Dillon Powers","COL","2013","2646","1","1","1","0.057","0.0546","0.943","9","1","0.6366","0.3634","0.6937","0.3829","0.0218"
"Darren O'Dea","TOR","2013","1669","2","1","0","0.5849","0.1694","-0.5849","2","0","0.0958","-0.0958","0.6807","0","0.5736"
"Juninho Pernambucano","NYRB","2013","1064","0","0","0","0","0","0","4","1","0.6569","0.3431","0.6569","0","0"
"Soony Saad","SKC","2013","1458","5","2","1","0.6146","0.2497","0.3854","1","0","0.0377","-0.0377","0.6523","1.1147","0.6599"
"C.J. Sapong","SKC","2013","1706","5","1","0","0.6386","-0.3761","-0.6386","0","0","0","0","0.6386","0","0.4817"
"Claudio Bieler","SKC","2013","2243","1","1","0","0.1291","0.6482","-0.1291","1","1","0.4864","0.5136","0.6155","0","0.1152"
"Kelyn Rowe","NER","2013","2763","3","1","0","0.1286","-0.1128","-0.1286","4","1","0.484","0.516","0.6126","0","0.1769"
"Jack McInerney","PHI","2013","2367","5","3","2","0.6086","0.4291","1.3914","0","0","0","0","0.6086","2.7243","0.675"
"Gyasi Zardes","LAG","2013","2317","3","1","1","0.3159","0.421","0.6841","2","0","0.2852","-0.2852","0.6012","0.8297","0.2444"
"Andrew Jacobson","FCD","2013","2477","5","1","1","0.4138","0.4071","0.5862","1","0","0.1746","-0.1746","0.5884","0.6786","0.321"
"Steven Caldwell","TOR","2013","2230","3","1","0","0.4964","-0.418","-0.4964","1","1","0.087","0.913","0.5834","0","0.3267"
"Michael Farfan","PHI","2013","2159","3","1","1","0.2749","0.468","0.7251","2","0","0.3085","-0.3085","0.5834","1.0441","0.2701"
"Darlington Nagbe","POR","2013","3036","1","0","0","0.0256","-0.0256","-0.0256","1","1","0.5545","0.4455","0.5801","0","0.0033"
"Sam Cronin","SJE","2013","3211","2","0","0","0.0466","-0.0466","-0.0466","3","0","0.5233","-0.5233","0.57","0","0.0608"
"Justin Braun","TOR","2013","880","1","1","1","0.5604","0.1281","0.4396","0","0","0","0","0.5604","0.5986","0.3355"
"Jackson","FCD","2013","2513","2","0","0","0.551","-0.551","-0.551","0","0","0","0","0.551","0","0.5636"
"Hassoun Camara","MTL","2013","3115","2","2","1","0.2553","0.5873","0.7447","1","0","0.295","-0.295","0.5503","0.6256","0.15"
"Nigel Reo-Coker","VAN","2013","3034","1","1","0","0.2705","0.2063","-0.2705","2","0","0.2788","-0.2788","0.5493","0","0.1167"
"Ike Opara","SKC","2013","1529","1","0","0","0.0377","-0.0377","-0.0377","3","0","0.5061","-0.5061","0.5437","0","0.0219"
"Dwayne De Rosario","DCU","2013","1715","6","4","0","0.3214","0.1148","-0.3214","2","1","0.2133","0.7867","0.5347","0","0.2337"
"Kenny Cooper","FCD","2013","1866","2","2","1","0.3311","0.354","0.6689","1","1","0.1938","0.8062","0.5249","0.4014","0.0958"
"Warren Creavalle","HOU","2013","1764","3","0","0","0.5238","-0.5238","-0.5238","0","0","0","0","0.5238","0","0.4253"
"Josh Williams","CLB","2013","2487","6","4","1","0.516","0.4658","0.484","0","0","0","0","0.516","0.5956","0.3165"
"Camilo Sanvezzo","VAN","2013","2580","3","3","1","0.3005","0.3801","0.6995","3","0","0.2114","-0.2114","0.5119","0.593","0.3974"
"Amobi Okugo","PHI","2013","3125","4","1","0","0.5086","-0.4462","-0.5086","0","0","0","0","0.5086","0","0.6436"
"Andy Rose","SEA","2013","985","1","1","0","0.5018","0.3335","-0.5018","0","0","0","0","0.5018","0","0.8347"
"Andy Dorman","NER","2013","457","2","0","0","0.488","-0.488","-0.488","0","0","0","0","0.488","0","0.429"
"Shalrie Joseph","SEA","2013","642","4","2","1","0.4774","0.3693","0.5226","0","0","0","0","0.4774","0.3709","0.243"
"Ricardo Clark","HOU","2013","2686","5","3","1","0.4722","-0.1447","0.5278","0","0","0","0","0.4722","0.8983","0.2708"
"Jámison Olave","NYRB","2013","2559","3","1","0","0.4668","-0.115","-0.4668","0","0","0","0","0.4668","0","0.2768"
"Mario de Luna","CHV","2013","2832","4","0","0","0.3943","-0.3943","-0.3943","1","0","0.071","-0.071","0.4652","0","0.4846"
"Daniel Paladini","CHI","2013","927","0","0","0","0","0","0","5","0","0.4611","-0.4611","0.4611","0","0"
"Mike Magee","CHI","2013","2032","0","0","0","0","0","0","5","0","0.4536","-0.4536","0.4536","0","0"
"Tyson Wahl","CLB","2013","2318","1","0","0","0.0535","-0.0535","-0.0535","6","1","0.3993","0.6007","0.4528","0","0.0389"
"Walker Zimmerman","FCD","2013","460","3","3","2","0.4518","0.6139","1.5482","0","0","0","0","0.4518","1.8048","0.389"
"Fabian Castillo","FCD","2013","2328","2","0","0","0.0875","-0.0875","-0.0875","3","0","0.3478","-0.3478","0.4353","0","0.074"
"Jack Jewsbury","POR","2013","2389","3","1","0","0.4346","-0.0553","-0.4346","0","0","0","0","0.4346","0","0.1107"
"Bobby Convey","TOR","2013","1898","0","0","0","0","0","0","2","0","0.4276","-0.4276","0.4276","0","0"
"Jerry Bengtson","NER","2013","1128","2","1","0","0.4247","-0.27","-0.4247","0","0","0","0","0.4247","0","0.4658"
"Juan Agudelo","NER","2013","1108","2","0","0","0.4241","-0.4241","-0.4241","0","0","0","0","0.4241","0","0.2484"
"Tony Cascio","COL","2013","601","1","0","0","0.4213","-0.4213","-0.4213","0","0","0","0","0.4213","0","0.2214"
"Juan Luis Anangonó","CHI","2013","902","4","1","0","0.4136","0.2794","-0.4136","0","0","0","0","0.4136","0","0.1648"
"Boniek García","HOU","2013","2056","0","0","0","0","0","0","4","0","0.4132","-0.4132","0.4132","0","0"
"Clarence Goodson","SJE","2013","846","4","2","0","0.409","-0.0404","-0.409","0","0","0","0","0.409","0","0.2832"
"Kléberson","PHI","2013","587","0","0","0","0","0","0","2","1","0.399","0.601","0.399","0","0"
"Teal Bunbury","SKC","2013","285","1","1","0","0.3801","0.084","-0.3801","0","0","0","0","0.3801","0","0.2618"
"Mikaël Silvestre","POR","2013","747","1","0","0","0.3747","-0.3747","-0.3747","0","0","0","0","0.3747","0","0.266"
"Ethan White","DCU","2013","1161","1","0","0","0.3672","-0.3672","-0.3672","0","0","0","0","0.3672","0","0.2176"
"Luis Silva","DCU","2013","1091","0","0","0","0","0","0","1","0","0.3672","-0.3672","0.3672","0","0"
"Eddie Johnson","SEA","2013","1862","4","2","2","0.3324","0.7389","1.6676","1","0","0.0331","-0.0331","0.3655","1.3629","0.2218"
"Víctor Bernárdez","SJE","2013","2416","4","2","0","0.3554","-0.209","-0.3554","0","0","0","0","0.3554","0","0.2349"
"Darren Mattocks","VAN","2013","1029","4","1","0","0.3443","-0.2987","-0.3443","0","0","0","0","0.3443","0","0.4364"
"Chad Marshall","CLB","2013","2857","5","3","1","0.3398","0.4493","0.6602","0","0","0","0","0.3398","0.9736","0.2675"
"Robert Earnshaw","TOR","2013","1993","5","1","1","0.3382","-0.0109","0.6618","0","0","0","0","0.3382","0.6713","0.2592"
"Matteo Ferrari","MTL","2013","3041","2","0","0","0.3371","-0.3371","-0.3371","0","0","0","0","0.3371","0","0.3329"
"Kyle Porter","DCU","2013","1708","3","0","0","0.1075","-0.1075","-0.1075","3","0","0.2279","-0.2279","0.3354","0","0.0621"
"Todd Dunivant","LAG","2013","2390","1","0","0","0.3351","-0.3351","-0.3351","0","0","0","0","0.3351","0","0.283"
"Conor Casey","PHI","2013","2361","1","0","0","0.3344","-0.3344","-0.3344","0","0","0","0","0.3344","0","0.5869"
"Hendry Thomas","COL","2013","2481","4","2","0","0.2255","0.3707","-0.2255","2","0","0.1085","-0.1085","0.3339","0","0.1589"
"José Gonçalves","NER","2013","3329","2","1","1","0.332","0.2229","0.668","0","0","0","0","0.332","0.637","0.2227"
"Juninho Pereira","LAG","2013","2963","2","2","0","0.0563","0.0459","-0.0563","3","1","0.2757","0.7243","0.332","0","0.0358"
"Chris Klute","COL","2013","2916","0","0","0","0","0","0","2","1","0.3303","0.6697","0.3303","0","0"
"Carlos Alvarez","CHV","2013","2320","4","1","0","0.1775","0.0866","-0.1775","2","0","0.1517","-0.1517","0.3292","0","0.1161"
"Bobby Burling","CHV","2013","1814","3","0","0","0.1276","-0.1276","-0.1276","2","0","0.1761","-0.1761","0.3036","0","0.0647"
"Jonathan Osorio","TOR","2013","1881","4","1","1","0.2417","0.3486","0.7583","1","0","0.0616","-0.0616","0.3033","1.0628","0.1784"
"Jack McBean","LAG","2013","615","2","1","0","0.3008","0.308","-0.3008","0","0","0","0","0.3008","0","0.2394"
"Perry Kitchen","DCU","2013","2973","2","2","1","0.2995","0.3379","0.7005","0","0","0","0","0.2995","0.5059","0.194"
"Landon Donovan","LAG","2013","2008","1","0","0","0.0306","-0.0306","-0.0306","3","1","0.2682","0.7318","0.2988","0","0.0293"
"Jermaine Taylor","HOU","2013","2294","3","0","0","0.2988","-0.2988","-0.2988","0","0","0","0","0.2988","0","0.2352"
"Sherjill MacDonald","CHI","2013","624","1","0","0","0.026","-0.026","-0.026","1","0","0.2692","-0.2692","0.2952","0","0.0272"
"Luis Silva","TOR","2013","1002","2","0","0","0.1496","-0.1496","-0.1496","1","0","0.142","-0.142","0.2916","0","0.0786"
"Justin Mapp","MTL","2013","2307","1","0","0","0.0099","-0.0099","-0.0099","1","1","0.2776","0.7224","0.2875","0","0.0058"
"Mike Fucito","SJE","2013","265","1","0","0","0.2863","-0.2863","-0.2863","0","0","0","0","0.2863","0","0.2499"
"Lee Nguyen","NER","2013","3069","1","0","0","0.0264","-0.0264","-0.0264","3","0","0.2576","-0.2576","0.284","0","0.0264"
"Obafemi Martins","SEA","2013","1562","2","1","1","0.2833","0.2278","0.7167","0","0","0","0","0.2833","0.5437","0.1904"
"Jeff Parke","PHI","2013","2981","1","1","0","0.2796","0.2405","-0.2796","0","0","0","0","0.2796","0","0.2804"
"Jacob Peterson","SKC","2013","917","2","1","0","0.2782","0.2712","-0.2782","0","0","0","0","0.2782","0","0.1588"
"Russell Teibert","VAN","2013","1922","2","0","0","0.1578","-0.1578","-0.1578","2","1","0.1202","0.8798","0.278","0","0.1116"
"Karl Ouimette","MTL","2013","592","1","1","1","0.2776","0.2973","0.7224","0","0","0","0","0.2776","1.4135","0.3924"
"Yordany Alvarez","RSL","2013","1084","2","1","0","0.277","0.0561","-0.277","0","0","0","0","0.277","0","0.2685"
"Fabián Espíndola","NYRB","2013","2173","3","2","1","0.2749","0.1677","0.7251","0","0","0","0","0.2749","0.2936","0.2537"
"Sal Zizzo","POR","2013","315","1","1","0","0.2658","0.1448","-0.2658","0","0","0","0","0.2658","0","0.4849"
"Jairo Arrieta","CLB","2013","1993","4","2","0","0.2522","-0.2025","-0.2522","1","0","0.0122","-0.0122","0.2643","0","0.182"
"Austin Berry","CHI","2013","3300","3","0","0","0.2579","-0.2579","-0.2579","0","0","0","0","0.2579","0","0.1854"
"Gláuber","CLB","2013","1254","3","1","0","0.2046","-0.1429","-0.2046","1","0","0.0519","-0.0519","0.2565","0","0.2324"
"Oriol Rosell","SKC","2013","2903","3","1","1","0.2044","-0.0736","0.7956","1","0","0.0507","-0.0507","0.2551","0.9674","0.1512"
"Bobby Boswell","HOU","2013","3043","2","0","0","0.1177","-0.1177","-0.1177","2","0","0.1362","-0.1362","0.254","0","0.0801"
"Mauro Díaz","FCD","2013","464","0","0","0","0","0","0","2","1","0.2539","0.7461","0.2539","0","0"
"Bakary Soumaré","CHI","2013","2068","1","1","1","0.248","0.2039","0.752","0","0","0","0","0.248","0.5927","0.147"
"Je-Vaughn Watson","FCD","2013","1495","2","0","0","0.247","-0.247","-0.247","0","0","0","0","0.247","0","0.1675"
"Matt Besler","SKC","2013","2254","2","0","0","0.2186","-0.2186","-0.2186","1","0","0.0282","-0.0282","0.2468","0","0.1173"
"Germán Mera","COL","2013","652","3","0","0","0.2459","-0.2459","-0.2459","0","0","0","0","0.2459","0","0.1652"
"Matthew Fondy","CHV","2013","270","1","0","0","0.2457","-0.2457","-0.2457","0","0","0","0","0.2457","0","0.2505"
"Markus Holgersson","NYRB","2013","3104","4","1","0","0.2438","-0.1391","-0.2438","0","0","0","0","0.2438","0","0.193"
"Mike Magee","LAG","2013","955","3","2","1","0.2405","0.4571","0.7595","0","0","0","0","0.2405","0.5979","0.1319"
"Heath Pearce","NYRB","2013","1188","1","1","0","0.0543","0.1562","-0.0543","1","0","0.183","-0.183","0.2374","0","0.0375"
"A.J. Soares","NER","2013","1602","2","1","1","0.2373","0.0571","0.7627","0","0","0","0","0.2373","0.6802","0.152"
"Alex","CHI","2013","1745","3","0","0","0.1505","-0.1505","-0.1505","1","0","0.0784","-0.0784","0.2289","0","0.1299"
"Bernardo Añor","CLB","2013","1775","4","2","1","0.2272","0.0823","0.7728","0","0","0","0","0.2272","1.0378","0.1661"
"Marco Di Vaio","MTL","2013","2933","2","0","0","0.0851","-0.0851","-0.0851","1","0","0.1406","-0.1406","0.2257","0","0.0954"
"Edson Buddle","COL","2013","1766","4","1","0","0.2245","0.2657","-0.2245","0","0","0","0","0.2245","0","0.1622"
"Chris Pontius","DCU","2013","1873","1","0","0","0.0089","-0.0089","-0.0089","4","0","0.2154","-0.2154","0.2243","0","0.007"
"Gonzalo Segares","CHI","2013","3073","4","1","0","0.2227","0.0027","-0.2227","0","0","0","0","0.2227","0","0.241"
"Carlos Bocanegra","CHV","2013","1131","2","0","0","0.2187","-0.2187","-0.2187","0","0","0","0","0.2187","0","0.1111"
"Diego Chara","POR","2013","2963","1","1","0","0.2178","0.3664","-0.2178","0","0","0","0","0.2178","0","0.1507"
"Jordan Harvey","VAN","2013","2260","1","0","0","0.2166","-0.2166","-0.2166","0","0","0","0","0.2166","0","0.1217"
"Dom Dwyer","SKC","2013","750","2","1","0","0.1803","-0.1182","-0.1803","1","0","0.036","-0.036","0.2163","0","0.1253"
"Erick","FCD","2013","693","2","0","0","0.2161","-0.2161","-0.2161","0","0","0","0","0.2161","0","0.2417"
"Ramiro Corrales","SJE","2013","912","2","0","0","0.0314","-0.0314","-0.0314","2","0","0.1668","-0.1668","0.1982","0","0.0303"
"Jeremy Brockie","TOR","2013","1164","2","0","0","0.1077","-0.1077","-0.1077","2","0","0.0902","-0.0902","0.1978","0","0.061"
"Diego Fagundez","NER","2013","2593","2","0","0","0.1968","-0.1968","-0.1968","0","0","0","0","0.1968","0","0.1646"
"Steve Zakuani","SEA","2013","525","1","0","0","0.1963","-0.1963","-0.1963","0","0","0","0","0.1963","0","0.3266"
"Collen Warner","MTL","2013","975","3","1","1","0.1951","0.4381","0.8049","0","0","0","0","0.1951","0.9321","0.1988"
"Erick Torres","CHV","2013","1452","2","2","0","0.1927","0.3502","-0.1927","0","0","0","0","0.1927","0","0.0594"
"José Erick Correa","CHV","2013","1139","2","1","0","0.1917","0.3672","-0.1917","0","0","0","0","0.1917","0","0.0942"
"Benjamin Speas","CLB","2013","1015","2","1","1","0.1134","-0.0314","0.8866","1","0","0.074","-0.074","0.1873","0.9498","0.1013"
"Wil Trapp","CLB","2013","1505","0","0","0","0","0","0","2","0","0.1856","-0.1856","0.1856","0","0"
"Sean Franklin","LAG","2013","2946","1","0","0","0.0159","-0.0159","-0.0159","1","0","0.1691","-0.1691","0.185","0","0.0096"
"Péguy Luyindula","NYRB","2013","980","1","0","0","0.183","-0.183","-0.183","0","0","0","0","0.183","0","0.1264"
"Brian Mullan","COL","2013","1473","0","0","0","0","0","0","2","0","0.1821","-0.1821","0.1821","0","0"
"Dilly Duka","CHI","2013","1877","2","0","0","0.0821","-0.0821","-0.0821","1","0","0.0953","-0.0953","0.1775","0","0.0797"
"Andrew Wiedeman","TOR","2013","875","1","1","1","0.1761","0.4255","0.8239","0","0","0","0","0.1761","0.8557","0.1507"
"Róger Torres","PHI","2013","96","0","0","0","0","0","0","2","0","0.1747","-0.1747","0.1747","0","0"
"Brad Evans","SEA","2013","1896","1","0","0","0.0401","-0.0401","-0.0401","1","0","0.1296","-0.1296","0.1697","0","0.0233"
"Frédéric Piquionne","POR","2013","886","2","1","1","0.1671","-0.0384","0.8329","0","0","0","0","0.1671","0.5608","0.0948"
"Clint Dempsey","SEA","2013","709","2","0","0","0.1667","-0.1667","-0.1667","0","0","0","0","0.1667","0","0.1683"
"David Carney","NYRB","2013","686","1","0","0","0.0638","-0.0638","-0.0638","2","0","0.1006","-0.1006","0.1644","0","0.0259"
"Wálter Martínez","SJE","2013","1009","2","1","0","0.1398","0.2775","-0.1398","1","0","0.0247","-0.0247","0.1644","0","0.0802"
"Djimi Traore","SEA","2013","2418","3","0","0","0.1639","-0.1639","-0.1639","0","0","0","0","0.1639","0","0.0821"
"Vicente Sánchez","COL","2013","650","0","0","0","0","0","0","1","0","0.1591","-0.1591","0.1591","0","0"
"Giles Barnes","HOU","2013","2653","1","1","0","0.0302","-0.0013","-0.0302","2","0","0.1284","-0.1284","0.1586","0","0.0176"
"Konrad Warzycha","CLB","2013","343","1","0","0","0.1544","-0.1544","-0.1544","0","0","0","0","0.1544","0","0.1946"
"Daigo Kobayashi","VAN","2013","1765","0","0","0","0","0","0","2","0","0.1542","-0.1542","0.1542","0","0"
"Juan Carlos Toja","NER","2013","983","0","0","0","0","0","0","1","0","0.1539","-0.1539","0.1539","0","0"
"Jason Johnson","HOU","2013","493","2","2","0","0.1529","0.2874","-0.1529","0","0","0","0","0.1529","0","0.1678"
"Kei Kamara","SKC","2013","1146","3","1","0","0.1526","-0.0654","-0.1526","0","0","0","0","0.1526","0","0.1745"
"London Woodberry","FCD","2013","410","1","1","0","0.1511","-0.0631","-0.1511","0","0","0","0","0.1511","0","0.0636"
"Nathan Sturgis","COL","2013","2186","1","0","0","0.0235","-0.0235","-0.0235","3","0","0.127","-0.127","0.1505","0","0.0271"
"Marcelo Sarvas","LAG","2013","3083","1","0","0","0.1448","-0.1448","-0.1448","0","0","0","0","0.1448","0","0.1459"
"Jamie Smith","COL","2013","200","0","0","0","0","0","0","1","0","0.1407","-0.1407","0.1407","0","0"
"Eric Avila","CHV","2013","2343","0","0","0","0","0","0","1","0","0.1398","-0.1398","0.1398","0","0"
"Jhon Kennedy Hurtado","SEA","2013","2434","2","0","0","0.1394","-0.1394","-0.1394","0","0","0","0","0.1394","0","0.1014"
"Joao Plata","RSL","2013","1766","1","1","0","0.027","-0.0118","-0.027","1","0","0.1091","-0.1091","0.1361","0","0.0036"
"Carlyle Mitchell","VAN","2013","1289","2","0","0","0.1346","-0.1346","-0.1346","0","0","0","0","0.1346","0","0.0794"
"Chad Barrett","NER","2013","693","1","0","0","0.0817","-0.0817","-0.0817","1","0","0.05","-0.05","0.1317","0","0.029"
"Stephen Keel","FCD","2013","549","1","1","1","0.1307","0.4199","0.8693","0","0","0","0","0.1307","0.1495","0.0195"
"Stephen McCarthy","NER","2013","1698","2","1","0","0.1302","-0.0978","-0.1302","0","0","0","0","0.1302","0","0.1233"
"Brandon McDonald","DCU","2013","1043","4","2","0","0.1293","0.0089","-0.1293","0","0","0","0","0.1293","0","0.0863"
"Zac MacMath","PHI","2013","3324","0","0","0","0","0","0","1","0","0.1245","-0.1245","0.1245","0","0"
"Patrick Nyarko","CHI","2013","2298","4","0","0","0.1212","-0.1212","-0.1212","0","0","0","0","0.1212","0","0.1617"
"Nana Attakora","SJE","2013","718","2","0","0","0.1208","-0.1208","-0.1208","0","0","0","0","0.1208","0","0.0773"
"Martin Ponce","CHV","2013","201","0","0","0","0","0","0","1","0","0.1208","-0.1208","0.1208","0","0"
"Ramón Núñez","FCD","2013","315","1","1","0","0.1204","-0.0009","-0.1204","0","0","0","0","0.1204","0","0.0134"
"Agustín Viana","CLB","2013","1602","1","0","0","0.0818","-0.0818","-0.0818","1","0","0.0377","-0.0377","0.1195","0","0.0486"
"Jaime Castrillon","COL","2013","422","1","1","0","0.1169","0.0947","-0.1169","0","0","0","0","0.1169","0","0.1065"
"Chris Schuler","RSL","2013","1563","2","1","0","0.1163","-0.0719","-0.1163","0","0","0","0","0.1163","0","0.0896"
"Devon Sandoval","RSL","2013","958","2","0","0","0.1156","-0.1156","-0.1156","0","0","0","0","0.1156","0","0.0446"
"Chris Korb","DCU","2013","2897","3","0","0","0.1107","-0.1107","-0.1107","0","0","0","0","0.1107","0","0.0979"
"Aaron Maund","RSL","2013","301","1","0","0","0.1091","-0.1091","-0.1091","0","0","0","0","0.1091","0","0.064"
"Chris Wingert","RSL","2013","1879","0","0","0","0","0","0","1","0","0.1065","-0.1065","0.1065","0","0"
"Kevin Harbottle","COL","2013","286","0","0","0","0","0","0","1","0","0.1052","-0.1052","0.1052","0","0"
"Benny Feilhaber","SKC","2013","1857","1","0","0","0.0191","-0.0191","-0.0191","2","0","0.0808","-0.0808","0.0999","0","0.0063"
"Brian Carroll","PHI","2013","3223","1","0","0","0.0263","-0.0263","-0.0263","1","0","0.0724","-0.0724","0.0986","0","0.0225"
"Pa Modou Kah","POR","2013","1860","1","1","0","0.0952","0.0758","-0.0952","0","0","0","0","0.0952","0","0.0952"
"Osvaldo Alonso","SEA","2013","2351","0","0","0","0","0","0","1","0","0.0947","-0.0947","0.0947","0","0"
"Darel Russell","TOR","2013","1025","1","1","1","0.0917","0.234","0.9083","0","0","0","0","0.0917","0.593","0.0544"
"Marvin Chávez","SJE","2013","1119","0","0","0","0","0","0","1","0","0.0908","-0.0908","0.0908","0","0"
