"Player","Team","Season","MinutesIncludes stoppage time.","Shots","SoTShots on Target","GGoals","xGxGoals","xPlaceDifference between post- and pre-shot xG models.","G-xG","KeyPKey Passes","APrimary Assists","xAxAssists","A-xA","xG+xA","PAExpected points added through scoring goals.","xPAExpected points added through taking shots."
"Kenny Cooper","SEA","2014","1065","3","1","0","0.307","-0.0525","-0.307","0","0","0","0","0.307","0","0.3136"
"Leandro Barrera","CHV","2014","2173","1","0","0","0.0283","-0.0283","-0.0283","4","0","0.2784","-0.2784","0.3067","0","0.0197"
"Futty Danso","POR","2014","947","4","0","0","0.301","-0.301","-0.301","0","0","0","0","0.301","0","0.1965"
"David Texeira","FCD","2014","897","3","1","0","0.2995","0.4022","-0.2995","0","0","0","0","0.2995","0","0.2698"
"Steven Caldwell","TOR","2014","1917","1","0","0","0.2981","-0.2981","-0.2981","0","0","0","0","0.2981","0","0.2602"
"Jason Hernandez","SJE","2014","1868","0","0","0","0","0","0","2","0","0.2879","-0.2879","0.2879","0","0"
"Pedro Morales","VAN","2014","2741","1","0","0","0.0202","-0.0202","-0.0202","4","0","0.2659","-0.2659","0.2861","0","0.0124"
"Álvaro Saborio","RSL","2014","1250","3","1","1","0.2809","-0.109","0.7191","0","0","0","0","0.2809","0.5991","0.1093"
"Dillon Serna","COL","2014","1762","3","0","0","0.0792","-0.0792","-0.0792","3","1","0.1966","0.8034","0.2759","0","0.0605"
"Justin Mapp","MTL","2014","1840","0","0","0","0","0","0","1","0","0.2758","-0.2758","0.2758","0","0"
"Harry Shipp","CHI","2014","2518","2","2","0","0.0324","0.4324","-0.0324","2","0","0.2396","-0.2396","0.272","0","0.0157"
"Ibrahim Sekagya","NYRB","2014","2080","2","0","0","0.2308","-0.2308","-0.2308","1","0","0.0324","-0.0324","0.2632","0","0.1264"
"Carlos Alvarez","COL","2014","612","2","0","0","0.1637","-0.1637","-0.1637","1","0","0.0983","-0.0983","0.262","0","0.1922"
"Jackson","TOR","2014","1971","4","1","0","0.2597","-0.0546","-0.2597","0","0","0","0","0.2597","0","0.2071"
"Ty Harden","SJE","2014","1333","2","1","0","0.2512","0.0082","-0.2512","0","0","0","0","0.2512","0","0.191"
"Scott Caldwell","NER","2014","1715","1","0","0","0.0232","-0.0232","-0.0232","3","1","0.2265","0.7735","0.2497","0","0.0279"
"Eric Gehrig","CLB","2014","1282","2","0","0","0.247","-0.247","-0.247","0","0","0","0","0.247","0","0.169"
"Aaron Maund","RSL","2014","460","1","0","0","0.235","-0.235","-0.235","0","0","0","0","0.235","0","0.0025"
"Maxim Tissot","MTL","2014","864","1","0","0","0.0643","-0.0643","-0.0643","1","0","0.1705","-0.1705","0.2348","0","0.0642"
"Carlyle Mitchell","VAN","2014","778","2","0","0","0.2236","-0.2236","-0.2236","0","0","0","0","0.2236","0","0.119"
"Jonathan Osorio","TOR","2014","2193","2","0","0","0.1386","-0.1386","-0.1386","1","0","0.0774","-0.0774","0.216","0","0.1587"
"Ned Grabavoy","RSL","2014","2934","0","0","0","0","0","0","2","0","0.212","-0.212","0.212","0","0"
"Benjamin Speas","CLB","2014","748","1","0","0","0.1878","-0.1878","-0.1878","1","0","0.0234","-0.0234","0.2112","0","0.1294"
"Zach Scott","SEA","2014","1512","0","0","0","0","0","0","1","0","0.2088","-0.2088","0.2088","0","0"
"Lovel Palmer","CHI","2014","2823","2","0","0","0.1207","-0.1207","-0.1207","1","0","0.0876","-0.0876","0.2083","0","0.1176"
"Darren Mattocks","VAN","2014","1970","2","1","0","0.2065","-0.1718","-0.2065","0","0","0","0","0.2065","0","0.0076"
"Tesho Akindele","FCD","2014","1876","1","0","0","0.1245","-0.1245","-0.1245","2","1","0.0817","0.9183","0.2062","0","0.1096"
"Khari Stephenson","SJE","2014","1178","3","1","1","0.2052","0.3246","0.7948","0","0","0","0","0.2052","0.6907","0.107"
"Jordan Harvey","VAN","2014","3182","2","0","0","0.2016","-0.2016","-0.2016","0","0","0","0","0.2016","0","0.1363"
"Adam Jahn","SJE","2014","205","1","0","0","0.2013","-0.2013","-0.2013","0","0","0","0","0.2013","0","0.1176"
"Andy Rose","SEA","2014","633","2","2","2","0.2009","0.7429","1.7991","0","0","0","0","0.2009","0.4151","0.0493"
"Robbie Keane","LAG","2014","2734","1","1","0","0.0329","0.0085","-0.0329","3","0","0.166","-0.166","0.1989","0","0.0032"
"Jonny Steele","NYRB","2014","699","1","0","0","0.0203","-0.0203","-0.0203","1","0","0.173","-0.173","0.1933","0","0.0163"
"Alex Martinez","SKC","2014","466","2","1","0","0.1915","0.1287","-0.1915","0","0","0","0","0.1915","0","0.244"
"Charlie Davies","NER","2014","1219","2","1","0","0.1909","-0.0861","-0.1909","0","0","0","0","0.1909","0","0.1165"
"DeAndre Yedlin","SEA","2014","2395","1","0","0","0.1549","-0.1549","-0.1549","1","0","0.0341","-0.0341","0.189","0","0.2867"
"Juninho Pereira","LAG","2014","2940","4","0","0","0.1598","-0.1598","-0.1598","1","0","0.0218","-0.0218","0.1816","0","0.0985"
"Michael Parkhurst","CLB","2014","3025","1","0","0","0.1804","-0.1804","-0.1804","0","0","0","0","0.1804","0","0.0743"
"Graham Zusi","SKC","2014","2324","1","0","0","0.0404","-0.0404","-0.0404","3","0","0.1384","-0.1384","0.1788","0","0.0092"
"Lloyd Sam","NYRB","2014","3046","1","0","0","0.0368","-0.0368","-0.0368","1","1","0.141","0.859","0.1778","0","0.0132"
"Marc Burch","COL","2014","2036","0","0","0","0","0","0","2","0","0.1769","-0.1769","0.1769","0","0"
"Armando Lozano","NYRB","2014","1483","1","0","0","0.1737","-0.1737","-0.1737","0","0","0","0","0.1737","0","0.0919"
"Edson Buddle","COL","2014","1201","3","1","0","0.1734","0.0361","-0.1734","0","0","0","0","0.1734","0","0.0743"
"Alex","CHI","2014","2112","1","0","0","0.0462","-0.0462","-0.0462","2","0","0.1258","-0.1258","0.172","0","0.0484"
"Darlington Nagbe","POR","2014","2922","2","0","0","0.1552","-0.1552","-0.1552","1","0","0.0116","-0.0116","0.1668","0","0.247"
"Juan Luis Anangonó","CHI","2014","567","3","1","1","0.1643","0.2424","0.8357","0","0","0","0","0.1643","1.0571","0.164"
"Aaron Schoenfeld","CLB","2014","814","2","1","0","0.163","0.08","-0.163","0","0","0","0","0.163","0","0.1406"
"Hassoun Camara","MTL","2014","2553","0","0","0","0","0","0","1","0","0.1628","-0.1628","0.1628","0","0"
"Devon Sandoval","RSL","2014","701","1","1","0","0.1624","0.0658","-0.1624","0","0","0","0","0.1624","0","0.0445"
"J.J. Koval","SJE","2014","1078","2","0","0","0.159","-0.159","-0.159","0","0","0","0","0.159","0","0.2229"
"Jair Benitez","FCD","2014","1869","0","0","0","0","0","0","3","0","0.1556","-0.1556","0.1556","0","0"
"Gyasi Zardes","LAG","2014","2575","2","1","0","0.1527","-0.0899","-0.1527","0","0","0","0","0.1527","0","0.1191"
"Danny Mwanga","COL","2014","239","1","0","0","0.1481","-0.1481","-0.1481","0","0","0","0","0.1481","0","0.0937"
"C.J. Sapong","SKC","2014","934","2","0","0","0.1442","-0.1442","-0.1442","0","0","0","0","0.1442","0","0.087"
"Eddie Johnson","DCU","2014","2078","1","0","0","0.029","-0.029","-0.029","1","1","0.1106","0.8894","0.1397","0","0.0156"
"Conor Casey","PHI","2014","1505","1","1","0","0.0854","0.3682","-0.0854","1","0","0.0525","-0.0525","0.1379","0","0.0492"
"Diego Chara","POR","2014","2973","1","1","0","0.025","-0.0142","-0.025","1","0","0.1128","-0.1128","0.1378","0","0.015"
"Nick DeLeon","DCU","2014","2881","3","1","0","0.0821","-0.0496","-0.0821","2","1","0.0515","0.9485","0.1336","0","0.0457"
"Giles Barnes","HOU","2014","3258","3","0","0","0.1327","-0.1327","-0.1327","0","0","0","0","0.1327","0","0.0844"
"Boniek García","HOU","2014","2367","1","0","0","0.0267","-0.0267","-0.0267","1","0","0.1034","-0.1034","0.1301","0","0.0248"
"Steven Birnbaum","DCU","2014","2044","2","1","0","0.1297","-0.0879","-0.1297","0","0","0","0","0.1297","0","0.1257"
"Servando Carrasco","HOU","2014","879","1","0","0","0.0294","-0.0294","-0.0294","1","0","0.0991","-0.0991","0.1286","0","0.0173"
"Mauro Rosales","VAN","2014","852","0","0","0","0","0","0","2","0","0.1283","-0.1283","0.1283","0","0"
"José Mari","COL","2014","1854","2","1","0","0.071","0.0186","-0.071","2","0","0.0539","-0.0539","0.1249","0","0.0409"
"Leonardo","LAG","2014","1981","1","1","1","0.1141","0.1042","0.8859","0","0","0","0","0.1141","0.5221","0.0596"
"Sanna Nyassi","CHI","2014","527","1","0","0","0.1118","-0.1118","-0.1118","0","0","0","0","0.1118","0","0.0445"
"Andrés Escobar","FCD","2014","1711","1","1","1","0.1115","-0.0456","0.8885","0","0","0","0","0.1115","0.6635","0.074"
"Carlos Alvarez","CHV","2014","762","2","0","0","0.1101","-0.1101","-0.1101","0","0","0","0","0.1101","0","0.0652"
"Zat Knight","COL","2014","342","2","1","0","0.1083","0.2461","-0.1083","0","0","0","0","0.1083","0","0.0644"
"Norberto Paparatto","POR","2014","1133","2","1","0","0.1069","-0.0624","-0.1069","0","0","0","0","0.1069","0","0.0699"
"Victor Ulloa","FCD","2014","2583","1","0","0","0.0106","-0.0106","-0.0106","1","0","0.0954","-0.0954","0.106","0","0.0098"
"Amobi Okugo","PHI","2014","3007","1","1","0","0.1045","0.2876","-0.1045","0","0","0","0","0.1045","0","0.1713"
"Sebastián Fernandez","VAN","2014","2101","1","0","0","0.1043","-0.1043","-0.1043","0","0","0","0","0.1043","0","0.1131"
"A.J. Cochran","HOU","2014","1492","1","0","0","0.1034","-0.1034","-0.1034","0","0","0","0","0.1034","0","0.0601"
"Calum Mallace","MTL","2014","1248","0","0","0","0","0","0","3","0","0.1023","-0.1023","0.1023","0","0"
"Patrick Ianni","CHI","2014","1100","0","0","0","0","0","0","1","0","0.0998","-0.0998","0.0998","0","0"
"Jalil Anibaba","SEA","2014","1390","1","0","0","0.0984","-0.0984","-0.0984","0","0","0","0","0.0984","0","0.0405"
"Shane O'Neill","COL","2014","2036","1","1","0","0.0983","0.1777","-0.0983","0","0","0","0","0.0983","0","0.144"
"Jordan Stewart","SJE","2014","2788","2","0","0","0.0572","-0.0572","-0.0572","1","0","0.0387","-0.0387","0.0959","0","0.0329"
"Jeff Attinella","RSL","2014","981","1","0","0","0.094","-0.094","-0.094","0","0","0","0","0.094","0","0.1741"
"Russell Teibert","VAN","2014","2146","0","0","0","0","0","0","2","0","0.0931","-0.0931","0.0931","0","0"
"Osvaldo Alonso","SEA","2014","3183","2","0","0","0.0576","-0.0576","-0.0576","1","0","0.0354","-0.0354","0.093","0","0.0216"
"Chad Barrett","SEA","2014","983","1","0","0","0.0911","-0.0911","-0.0911","0","0","0","0","0.0911","0","0.0911"
"Ruben Bover","NYRB","2014","307","1","1","0","0.0864","0.053","-0.0864","0","0","0","0","0.0864","0","0.0337"
"Lawrence Olum","SKC","2014","2014","0","0","0","0","0","0","1","0","0.0862","-0.0862","0.0862","0","0"
"Ambroise Oyongo","NYRB","2014","1131","1","1","0","0.0859","0.1586","-0.0859","0","0","0","0","0.0859","0","0.0625"
"Andrew Jacobson","FCD","2014","612","1","0","0","0.0858","-0.0858","-0.0858","0","0","0","0","0.0858","0","0.0515"
"Rob Friend","LAG","2014","418","1","0","0","0.0847","-0.0847","-0.0847","0","0","0","0","0.0847","0","0.0671"
"Jean-Baptiste Pierazzi","SJE","2014","2099","2","0","0","0.082","-0.082","-0.082","0","0","0","0","0.082","0","0.0501"
"Eriq Zavaleta","CHV","2014","1442","1","1","0","0.0818","0.0179","-0.0818","0","0","0","0","0.0818","0","0.0798"
"Eric Avila","CHV","2014","2314","3","1","0","0.0551","0.0422","-0.0551","1","0","0.0259","-0.0259","0.081","0","0.0428"
"Atiba Harris","SJE","2014","1705","3","1","0","0.0801","-0.0584","-0.0801","0","0","0","0","0.0801","0","0.0896"
"Andy O'Brien","VAN","2014","2449","1","1","0","0.0794","-0.0133","-0.0794","0","0","0","0","0.0794","0","0.0533"
"Josh Williams","CLB","2014","1206","2","1","0","0.0764","0.0721","-0.0764","0","0","0","0","0.0764","0","0.0596"
"Chandler Hoffman","LAG","2014","97","1","0","0","0.0761","-0.0761","-0.0761","0","0","0","0","0.0761","0","0.1338"
"Nathan Sturgis","CHV","2014","977","2","0","0","0.0447","-0.0447","-0.0447","1","0","0.0285","-0.0285","0.0732","0","0.0358"
"Teal Bunbury","NER","2014","2621","1","1","0","0.0732","-0.0174","-0.0732","0","0","0","0","0.0732","0","0.0441"
"Maximiliano Urruti","POR","2014","1325","1","0","0","0.0726","-0.0726","-0.0726","0","0","0","0","0.0726","0","0.0719"
"Robert Earnshaw","CHI","2014","203","1","1","0","0.0703","-0.0189","-0.0703","0","0","0","0","0.0703","0","0.0929"
"Nat Borchers","RSL","2014","3094","0","0","0","0","0","0","2","0","0.067","-0.067","0.067","0","0"
"Marcelo Sarvas","LAG","2014","2372","2","2","0","0.0663","-0.0114","-0.0663","0","0","0","0","0.0663","0","0.0399"
"Vincent Nogueira","PHI","2014","2666","3","1","0","0.0661","0.0717","-0.0661","0","0","0","0","0.0661","0","0.0598"
"Daigo Kobayashi","NER","2014","1983","3","0","0","0.0658","-0.0658","-0.0658","0","0","0","0","0.0658","0","0.0467"
"Djimi Traore","SEA","2014","1246","0","0","0","0","0","0","1","0","0.0638","-0.0638","0.0638","0","0"
"Florent Sinama-Pongolle","CHI","2014","416","0","0","0","0","0","0","1","0","0.0636","-0.0636","0.0636","0","0"
"Marco Delgado","CHV","2014","1233","2","1","0","0.063","-0.0145","-0.063","0","0","0","0","0.063","0","0.0423"
"Cristian Fernández","DCU","2014","1455","1","0","0","0.0628","-0.0628","-0.0628","0","0","0","0","0.0628","0","0.0296"
"Patrick Mullins","NER","2014","1300","0","0","0","0","0","0","1","0","0.0617","-0.0617","0.0617","0","0"
"Andrew Wenger","PHI","2014","1988","1","0","0","0.0607","-0.0607","-0.0607","0","0","0","0","0.0607","0","0.0505"
"Toni Dovale","SKC","2014","1095","0","0","0","0","0","0","1","0","0.0601","-0.0601","0.0601","0","0"
"Roy Miller","NYRB","2014","2088","0","0","0","0","0","0","1","0","0.0572","-0.0572","0.0572","0","0"
"Benji Joya","CHI","2014","689","0","0","0","0","0","0","1","0","0.0571","-0.0571","0.0571","0","0"
"Andrew Driver","HOU","2014","2062","0","0","0","0","0","0","2","0","0.0558","-0.0558","0.0558","0","0"
"Donny Toia","CHV","2014","2424","1","0","0","0.0285","-0.0285","-0.0285","1","0","0.027","-0.027","0.0555","0","0.0169"
"Sebastián Jaime","RSL","2014","282","1","0","0","0.0493","-0.0493","-0.0493","0","0","0","0","0.0493","0","0.029"
"Paulo Nagamura","SKC","2014","1861","2","1","0","0.0484","-0.0291","-0.0484","0","0","0","0","0.0484","0","0.0536"
"Logan Pause","CHI","2014","725","0","0","0","0","0","0","1","0","0.0481","-0.0481","0.0481","0","0"
"Martín Rivero","CHV","2014","617","1","0","0","0.0464","-0.0464","-0.0464","0","0","0","0","0.0464","0","0.0188"
"Felipe","MTL","2014","2597","1","1","0","0.0437","0.1336","-0.0437","0","0","0","0","0.0437","0","0.0501"
"Chris Wingert","RSL","2014","2746","0","0","0","0","0","0","1","0","0.0436","-0.0436","0.0436","0","0"
"Justin Meram","CLB","2014","1812","1","1","0","0.0435","0.1055","-0.0435","0","0","0","0","0.0435","0","0.0242"
"Matt Miazga","NYRB","2014","549","1","0","0","0.0432","-0.0432","-0.0432","0","0","0","0","0.0432","0","0.023"
"Mark Sherrod","HOU","2014","267","1","0","0","0.0409","-0.0409","-0.0409","0","0","0","0","0.0409","0","0.0131"
"Dax McCarty","NYRB","2014","2864","1","0","0","0.0088","-0.0088","-0.0088","1","0","0.0304","-0.0304","0.0392","0","0.0158"
"Cordell Cato","SJE","2014","1733","2","0","0","0.0384","-0.0384","-0.0384","0","0","0","0","0.0384","0","0.0242"
"Micheal Azira","SEA","2014","680","1","0","0","0.0113","-0.0113","-0.0113","1","0","0.0265","-0.0265","0.0377","0","0.0103"
"Matthew Watson","CHI","2014","2204","2","0","0","0.0365","-0.0365","-0.0365","0","0","0","0","0.0365","0","0.0406"
"Oriol Rosell","SKC","2014","635","1","0","0","0.0339","-0.0339","-0.0339","0","0","0","0","0.0339","0","0.0201"
"Tony Beltran","RSL","2014","2690","1","0","0","0.0335","-0.0335","-0.0335","0","0","0","0","0.0335","0","0.0185"
"Jermain Defoe","TOR","2014","1655","1","0","0","0.0332","-0.0332","-0.0332","0","0","0","0","0.0332","0","0.0199"
"Chris Rolfe","DCU","2014","1779","0","0","0","0","0","0","1","0","0.0326","-0.0326","0.0326","0","0"
"Robbie Findley","RSL","2014","836","1","0","0","0.0326","-0.0326","-0.0326","0","0","0","0","0.0326","0","0.0284"
"Andrés Romero","MTL","2014","2323","1","1","0","0.0322","-0.0066","-0.0322","0","0","0","0","0.0322","0","0.028"
"Ignacio Piatti","MTL","2014","475","1","1","0","0.0298","0.0063","-0.0298","0","0","0","0","0.0298","0","0.0207"
"Luis Gil","RSL","2014","1501","1","1","0","0.0298","-0.0142","-0.0298","0","0","0","0","0.0298","0","0.0184"
"Félix Borja","CHV","2014","1055","1","1","0","0.0292","0.1369","-0.0292","0","0","0","0","0.0292","0","0.0159"
"Jorge Villafaña","POR","2014","1719","0","0","0","0","0","0","1","0","0.0287","-0.0287","0.0287","0","0"
"Ben Zemanski","POR","2014","821","1","1","0","0.0279","0.0253","-0.0279","0","0","0","0","0.0279","0","0.0281"
"Leo Fernandes","PHI","2014","759","0","0","0","0","0","0","1","0","0.0277","-0.0277","0.0277","0","0"
"Fabinho","PHI","2014","1757","1","0","0","0.0277","-0.0277","-0.0277","0","0","0","0","0.0277","0","0.0474"
"Zac MacMath","PHI","2014","2822","0","0","0","0","0","0","1","0","0.0275","-0.0275","0.0275","0","0"
"Nick LaBrocca","COL","2014","2787","0","0","0","0","0","0","1","0","0.0272","-0.0272","0.0272","0","0"
"DaMarcus Beasley","HOU","2014","885","0","0","0","0","0","0","1","0","0.0267","-0.0267","0.0267","0","0"
"Mark Bloom","TOR","2014","2457","1","0","0","0.0262","-0.0262","-0.0262","0","0","0","0","0.0262","0","0.0188"
"Víctor Pineda","CHI","2014","68","0","0","0","0","0","0","1","0","0.0244","-0.0244","0.0244","0","0"
"Alvas Powell","POR","2014","1092","1","0","0","0.0242","-0.0242","-0.0242","0","0","0","0","0.0242","0","0.0015"
"Waylon Francis","CLB","2014","2265","0","0","0","0","0","0","1","0","0.0241","-0.0241","0.0241","0","0"
"Luis Bolaños","CHV","2014","65","0","0","0","0","0","0","1","0","0.0241","-0.0241","0.0241","0","0"
"Dan Gargan","LAG","2014","2551","1","0","0","0.0234","-0.0234","-0.0234","0","0","0","0","0.0234","0","0.021"
"Anthony Jackson-Hamel","MTL","2014","154","1","0","0","0.0234","-0.0234","-0.0234","0","0","0","0","0.0234","0","0.0162"
"Shaun Francis","SJE","2014","1562","1","0","0","0.0221","-0.0221","-0.0221","0","0","0","0","0.0221","0","0.0223"
"Dominic Oduro","TOR","2014","1625","1","0","0","0.0202","-0.0202","-0.0202","0","0","0","0","0.0202","0","0.0059"
"Patrice Bernier","MTL","2014","1940","2","1","0","0.0184","0.0846","-0.0184","0","0","0","0","0.0184","0","0.0169"
"Kellyn Acosta","FCD","2014","925","1","0","0","0.0184","-0.0184","-0.0184","0","0","0","0","0.0184","0","0.0182"
"Michael Lahoud","PHI","2014","488","1","0","0","0.0182","-0.0182","-0.0182","0","0","0","0","0.0182","0","0.0277"
"Dylan Remick","SEA","2014","756","1","0","0","0.0173","-0.0173","-0.0173","0","0","0","0","0.0173","0","0.0101"
"Jermaine Taylor","HOU","2014","2174","0","0","0","0","0","0","1","0","0.0171","-0.0171","0.0171","0","0"
"Erik Hurtado","VAN","2014","1946","1","0","0","0.0155","-0.0155","-0.0155","0","0","0","0","0.0155","0","0.0093"
"Lewis Neal","DCU","2014","1031","1","1","0","0.0152","0.076","-0.0152","0","0","0","0","0.0152","0","0.0152"
"Chris Korb","DCU","2014","1489","0","0","0","0","0","0","1","0","0.0152","-0.0152","0.0152","0","0"
"Kekuta Manneh","VAN","2014","1319","1","0","0","0.0137","-0.0137","-0.0137","0","0","0","0","0.0137","0","0.0072"
"Wil Trapp","CLB","2014","2669","1","1","0","0.0116","-0.0042","-0.0116","0","0","0","0","0.0116","0","0.0005"
"Moisés Hernández","FCD","2014","1216","1","0","0","0.0105","-0.0105","-0.0105","0","0","0","0","0.0105","0","0.0098"
"Baggio Husidic","LAG","2014","2329","0","0","0","0","0","0","1","0","0.0104","-0.0104","0.0104","0","0"
"Thomas Piermayr","COL","2014","1215","1","0","0","0.0103","-0.0103","-0.0103","0","0","0","0","0.0103","0","0.0056"
"Matías Pérez García","SJE","2015","2127","1","0","0","0.0287","-0.0287","-0.0287","15","2","2.0653","-0.0653","2.094","0","0.0198"
"Brad Davis","HOU","2015","2784","2","0","0","0.0657","-0.0657","-0.0657","13","3","1.6167","1.3833","1.6824","0","0.0506"
"Kelyn Rowe","NER","2015","2083","2","1","1","0.7881","-0.0117","0.2119","3","2","0.7666","1.2334","1.5548","0.4027","0.4165"
"Kendall Waston","VAN","2015","2689","10","6","0","1.4595","-0.554","-1.4595","0","0","0","0","1.4595","0","1.2441"
"Clarence Goodson","SJE","2015","2594","8","5","1","0.901","0.1845","0.099","4","0","0.5137","-0.5137","1.4147","0.7951","0.6787"
"Mauro Díaz","FCD","2015","2076","2","1","0","0.2408","0.3297","-0.2408","8","0","1.1295","-1.1295","1.3703","0","0.1492"
"Benny Feilhaber","SKC","2015","2939","2","0","0","0.0533","-0.0533","-0.0533","11","3","1.3151","1.6849","1.3683","0","0.0446"
"Krisztián Németh","SKC","2015","2179","5","3","3","1.2219","0.0763","1.7781","0","0","0","0","1.2219","1.9064","0.6801"
"Charlie Davies","NER","2015","2293","4","2","2","1.1784","0.2205","0.8216","0","0","0","0","1.1784","0.7299","0.4899"
"Chris Wondolowski","SJE","2015","2901","8","2","0","1.1732","-0.6328","-1.1732","0","0","0","0","1.1732","0","1.1986"
"Jámison Olave","RSL","2015","1984","6","3","1","1.1597","0.0708","-0.1597","0","0","0","0","1.1597","0.9254","1.0624"
"Chris Tierney","NER","2015","2812","0","0","0","0","0","0","8","0","1.1433","-1.1433","1.1433","0","0"
"Kevin Ellis","SKC","2015","2513","1","0","0","0.3327","-0.3327","-0.3327","1","1","0.7699","0.2301","1.1027","0","0.2274"
"Bobby Boswell","DCU","2015","3216","4","1","0","1.0895","-0.3009","-1.0895","0","0","0","0","1.0895","0","0.7129"
"Cristián Maidana","PHI","2015","2245","0","0","0","0","0","0","9","1","1.0815","-0.0815","1.0815","0","0"
"Sebastian Giovinco","TOR","2015","3012","5","1","0","0.1994","-0.1469","-0.1994","6","0","0.8379","-0.8379","1.0374","0","0.1408"
"Fatai Alashe","SJE","2015","2498","6","1","1","0.8632","-0.0745","0.1368","1","0","0.1439","-0.1439","1.0071","1.121","0.7308"
"Javier Morales","RSL","2015","2302","2","1","1","0.054","0.3323","0.946","9","2","0.9462","1.0538","1.0002","0.8297","0.0342"
"Matt Miazga","NYRB","2015","2289","3","2","1","0.4661","0.9888","0.5339","1","1","0.518","0.482","0.9841","0.3328","0.2301"
"Pedro Morales","VAN","2015","1545","1","0","0","0.0187","-0.0187","-0.0187","7","1","0.964","0.036","0.9827","0","0.0192"
"Luke Boden","ORL","2015","2414","0","0","0","0","0","0","4","2","0.9176","1.0824","0.9176","0","0"
"Joao Plata","RSL","2015","1513","2","0","0","0.1435","-0.1435","-0.1435","2","2","0.7579","1.2421","0.9014","0","0.1601"
"Olmes García","RSL","2015","1714","3","1","1","0.8891","-0.015","0.1109","0","0","0","0","0.8891","0.6888","0.6446"
"Kei Kamara","CLB","2015","2944","5","3","1","0.8576","0.124","0.1424","0","0","0","0","0.8576","0.5871","0.5934"
"Pa Modou Kah","VAN","2015","2340","3","2","2","0.8026","0.6867","1.1974","1","0","0.0496","-0.0496","0.8522","1.0068","0.378"
"Diego Valeri","POR","2015","1812","3","1","0","0.1007","-0.0833","-0.1007","5","0","0.7406","-0.7406","0.8413","0","0.0285"
"Dillon Powers","COL","2015","2360","2","1","1","0.0998","0.4157","0.9002","4","1","0.7409","0.2591","0.8408","0.4846","0.0506"
"Patrick Mullins","NYC","2015","1136","4","1","1","0.8358","-0.3952","0.1642","0","0","0","0","0.8358","1.0628","0.672"
"Mike Grella","NYRB","2015","2473","5","1","0","0.8315","-0.7365","-0.8315","0","0","0","0","0.8315","0","0.241"
"Juan Agudelo","NER","2015","1894","6","0","0","0.7298","-0.7298","-0.7298","1","1","0.0823","0.9177","0.8121","0","0.4649"
"Blas Pérez","FCD","2015","1396","6","3","1","0.8099","0.1442","0.1901","0","0","0","0","0.8099","1.7572","0.6208"
"Mauro Rosales","VAN","2015","1663","1","0","0","0.0496","-0.0496","-0.0496","8","0","0.7516","-0.7516","0.8012","0","0.0434"
"Shea Salinas","SJE","2015","2796","0","0","0","0","0","0","7","0","0.799","-0.799","0.799","0","0"
"Felipe","NYRB","2015","3122","2","1","0","0.1394","0.4102","-0.1394","9","0","0.6595","-0.6595","0.7988","0","0.011"
"Dom Dwyer","SKC","2015","2747","5","2","1","0.7545","0.4843","0.2455","1","0","0.0375","-0.0375","0.792","0.5362","0.4909"
"Kaká","ORL","2015","2608","1","1","1","0.3125","0.0731","0.6875","4","0","0.4685","-0.4685","0.7811","0.6713","0.2098"
"Ricardo Clark","HOU","2015","2750","5","3","1","0.7744","0.2919","0.2256","0","0","0","0","0.7744","1.2529","0.6817"
"Benoit Cheyrou","TOR","2015","2570","3","1","0","0.236","0.3201","-0.236","3","0","0.5236","-0.5236","0.7597","0","0.1817"
"Aaron Maund","RSL","2015","2138","3","2","1","0.2961","0.5718","0.7039","1","0","0.4266","-0.4266","0.7227","0.929","0.2534"
"Liam Ridgewell","POR","2015","3085","4","0","0","0.6176","-0.6176","-0.6176","1","0","0.0973","-0.0973","0.7149","0","0.2173"
"Dax McCarty","NYRB","2015","2959","4","2","1","0.6742","0.3562","0.3258","1","0","0.0383","-0.0383","0.7125","0.6156","0.3532"
"Seb Hines","ORL","2015","2080","3","0","0","0.2278","-0.2278","-0.2278","2","0","0.4598","-0.4598","0.6876","0","0.1416"
"Steven Birnbaum","DCU","2015","1961","1","1","1","0.207","0.6543","0.793","2","0","0.4786","-0.4786","0.6856","1.5719","0.3255"
"Lamar Neagle","SEA","2015","2159","6","1","1","0.6798","0.0266","0.3202","0","0","0","0","0.6798","0.6907","0.5706"
"Marco Donadel","MTL","2015","2127","0","0","0","0","0","0","7","1","0.6614","0.3386","0.6614","0","0"
"Fernando Aristeguieta","PHI","2015","1354","5","3","1","0.6565","0.4848","0.3435","0","0","0","0","0.6565","0.5836","0.4625"
"David Horst","HOU","2015","2818","4","0","0","0.5208","-0.5208","-0.5208","2","0","0.132","-0.132","0.6528","0","0.2892"
"Sacha Kljestan","NYRB","2015","3029","3","0","0","0.139","-0.139","-0.139","4","1","0.5119","0.4881","0.6508","0","0.0649"
"Kekuta Manneh","VAN","2015","2568","3","0","0","0.0536","-0.0536","-0.0536","1","1","0.5864","0.4136","0.64","0","0.0425"
"Adam Jahn","SJE","2015","1150","3","1","1","0.4436","0.3364","0.5564","2","0","0.1902","-0.1902","0.6338","0.9321","0.4594"
"Tyrone Mears","SEA","2015","3179","0","0","0","0","0","0","5","1","0.6195","0.3805","0.6195","0","0"
"Harry Shipp","CHI","2015","2757","0","0","0","0","0","0","5","1","0.6058","0.3942","0.6058","0","0"
