"Player","Team","Dribbling","Fouling","Interrupting","Passing","Receiving","Shooting","Goals Added"
"Marcelo Silva","RSL","-0.018","0.0018","-0.0285","-0.0365","0.1282","0.0106","0.0576"
"Brenden Aaronson","PHI","0.0359","-0.0266","0.1531","-0.0938","-0.0318","0.0196","0.0564"
"Sebastian Lletget","LAG","-0.1087","0.0465","-0.0298","0.0535","0.0503","0.0363","0.0481"
"Florian Valot","NYRB","-0.0177","-0.002","0.0281","0.1188","-0.0849","0.0028","0.0451"
"Jordan Harvey","LAFC","-0.0002","0.0061","-0.0491","0.077","-0.0138","0.0216","0.0416"
"Russell Canouse","DCU","0.1747","0.0077","-0.0852","-0.0594","0.06","-0.0564","0.0414"
"Dejan Jakovic","LAFC","-0.0051","0.0178","0.0677","-0.0013","-0.0385","-0.0012","0.0394"
"Matt Hedges","FCD","0.0038","0.0244","-0.1096","0.057","-0.0543","0.1174","0.0387"
"Jesús Medina","NYC","0.1495","-0.0135","-0.0178","-0.1115","0.0044","0.0271","0.0382"
"Amro Tarek","NYRB","-0.0087","0.0308","0.0667","-0.0389","-0.0059","-0.0061","0.0379"
"Djordje Mihailovic","CHI","-0.0137","-0.0105","0.1645","0.0729","-0.1057","-0.0697","0.0378"
"Leonard Owusu","VAN","-0.0032","-0.0015","0.0604","-0.0041","-0.0144","-0.0002","0.037"
"Franco Escobar","ATL","0.0242","0.0065","0.0011","0.0163","-0.0113","-0.0003","0.0365"
"Rodrigo Schlegel","ORL","0.0127","0.0098","0.0403","-0.0049","-0.0219","-0.0007","0.0353"
"Jack Price","COL","0.0199","-0.0338","-0.0755","0.1528","-0.0211","-0.0074","0.0349"
"Ali Adnan","VAN","-0.0135","-0.0098","-0.0902","0.1597","-0.0104","-0.002","0.0338"
"Darlington Nagbe","CLB","0.0734","0.0295","0.0885","-0.111","-0.0405","-0.0076","0.0323"
"Shea Salinas","SJE","0.0063","0.0041","-0.0453","0.0591","0.0071","-0.0009","0.0304"
"Pity Martínez","ATL","0.1141","-0.0042","-0.0458","0.084","-0.0695","-0.0486","0.03"
"Larrys Mabiala","POR","0.0315","0.0129","0.0141","0.0152","-0.0425","-0.0015","0.0297"
"Scott Caldwell","NER","-0.0105","0.0008","-0.0261","0.0784","-0.0125","-0.0018","0.0283"
"Fredy Montero","VAN","0.0056","-0.0007","0.0177","0.0234","0.0024","-0.0224","0.026"
"Tommy McNamara","HOU","-0.0806","-0.0237","-0.0278","0.0611","0.0528","0.0433","0.0251"
"Mauricio Pereyra","ORL","-0.0555","-0.0055","0.0007","0.1519","-0.0817","0.0132","0.0231"
"José Andrés Martínez","PHI","-0.0137","-0.0424","0.1298","-0.0359","-0.0145","-0.0011","0.0222"
"Nedum Onuoha","RSL","-0.0425","0.0199","-0.0546","-0.0192","0.1733","-0.0559","0.021"
"Everton Luiz","RSL","0.0448","-0.0134","0.0622","-0.0612","0.0002","-0.0132","0.0194"
"Boniek García","HOU","0.0267","-0.0262","-0.0182","0.0355","0.0005","0.0009","0.0192"
"Alexander Ring","NYC","0.0153","-0.0179","0.1861","-0.0982","-0.0367","-0.03","0.0186"
"Ike Opara","MIN","0.0051","-0.0017","-0.0319","-0.0602","0.0721","0.0342","0.0176"
"Pedro Santos","CLB","-0.1027","-0.002","0.0765","-0.0013","0.0843","-0.0389","0.0159"
"Shamit Shome","MTL","-0.0028","-0.0023","0.057","-0.0194","-0.0143","-0.0031","0.0151"
"Jackson Yueill","SJE","0.0699","-0.0035","0.0508","-0.0237","-0.067","-0.0127","0.0138"
"Warren Creavalle","PHI","-0.0541","0.0172","0.1174","-0.0402","-0.0238","-0.0031","0.0134"
"Jimmy Medranda","NSH","0.0072","-0.0013","-0.0079","-0.0025","-0.0037","0.0213","0.0131"
"Brandon Vázquez","CIN","0.0662","-0.0102","-0.0376","0.0297","0.0595","-0.0949","0.0127"
"Mohamed El-Munir","LAFC","0.01","0.0002","-0.004","0.0077","-0.0015","-0.0002","0.0122"
"Jonathan Bornstein","CHI","-0.0131","0.0096","-0.004","-0.0621","0.058","0.0223","0.0107"
"Mathieu Deplagne","CIN","-0.0205","0.0219","-0.0551","0.0727","-0.0109","-0.0017","0.0064"
"Daniel Ríos","NSH","-0.1322","-0.0043","-0.0147","0.0089","0.1139","0.0318","0.00339999999999999"
"Chris Duvall","POR","0.0021","0.0048","0.0782","-0.0655","-0.0156","-0.001","0.003"
"Luis Díaz","CLB","-0.0574","0.0247","0.0224","0.0595","-0.0558","0.0078","0.00119999999999999"
"Sebastien Ibeagha","NYC","-0.007","0.0056","0.0236","-0.0082","-0.0132","-0.0004","0.000399999999999999"
"Andy Polo","POR","-0.0065","0.0169","0.0442","-0.0389","-0.0125","-0.0037","-0.000499999999999996"
"Anthony Fontana","PHI","0.0263","-0.0061","-0.0291","0.0109","-0.0012","-0.002","-0.0012"
"Patrick Mullins","TOR","0.0703","-0.0026","-0.0199","-0.012","-0.0292","-0.0086","-0.002"
"Hany Mukhtar","NSH","-0.0178","-0.0185","0.0508","-0.0788","0.0302","0.0307","-0.00339999999999999"
"Francisco Ginella","LAFC","0.049","-0.0106","-0.0243","-0.0016","0.0016","-0.0182","-0.0041"
"Fanendo Adi","CLB","0.013","-0.0022","-0.0058","0.0068","-0.0092","-0.0072","-0.0046"
"Joe Corona","LAG","-0.0661","-0.005","0.0343","-0.029","0.003","0.0574","-0.00540000000000001"
"Anton Walkes","ATL","0.0047","0.0205","0.09","-0.0739","-0.0456","-0.0014","-0.0057"
"Corey Baird","RSL","-0.0114","0.0163","0.0105","0.0211","-0.0145","-0.0295","-0.0075"
"Jasser Khmiri","VAN","0.0441","0.021","0.0401","0.0302","-0.0373","-0.1057","-0.0076"
"Adam Lundkvist","HOU","-0.0173","0.0089","-0.0032","0.0285","-0.0012","-0.0238","-0.0081"
"Derek Cornelius","VAN","0.0367","0.0103","-0.0497","0.0282","-0.0051","-0.0286","-0.0082"
"Santiago Patiño","ORL","0.0125","-0.0015","0.0081","0.0001","-0.023","-0.005","-0.0088"
"Greg Garza","CIN","-0.0141","0.0144","0.0643","-0.043","-0.0288","-0.0017","-0.0089"
"Maxime Chanot","NYC","0.0028","-0.0194","0.0068","0.0005","-0.0005","0","-0.0098"
"Diego Chara","POR","-0.0042","-0.0268","0.0256","0.015","-0.0126","-0.0073","-0.0103"
"Micheal Azira","CHI","0.0081","0","-0.0106","-0.0014","-0.005","-0.0015","-0.0104"
"Darwin Cerén","HOU","-0.0002","0.0027","-0.0074","0.0046","-0.009","-0.0029","-0.0122"
"Jonathan dos Santos","LAG","0.0061","0.0017","-0.0263","0.0248","-0.0174","-0.0018","-0.0129"
"Kyle Smith","ORL","0.0003","0.0012","0.0113","-0.0337","-0.002","0.0084","-0.0145"
"Bressan","FCD","0.0007","0.0033","-0.0457","-0.0183","0.0148","0.0289","-0.0163"
"Jeizon Ramírez","RSL","-0.0003","-0.0008","-0.0051","0.0019","-0.0103","-0.002","-0.0166"
"Gastón Giménez","CHI","0.0077","0.0016","0.0121","-0.0098","-0.0059","-0.0225","-0.0168"
"Andrés Reyes","MIA","-0.0003","0.013","0.0351","-0.0795","-0.0117","0.0265","-0.0169"
"Ethan Finlay","MIN","-0.0396","-0.04","0.021","0.0924","-0.0096","-0.0432","-0.019"
"Alejandro Romero Gamarra","NYRB","-0.074","0.0033","0.0648","-0.0381","0.0039","0.0204","-0.0197"
"Diego Rubio","COL","0.0086","0.0219","-0.0278","0.0211","-0.0307","-0.0142","-0.0211"
"Niko Hansen","HOU","-0.0258","0.0033","-0.0078","0.005","0.0053","-0.0019","-0.0219"
"José Cifuentes","LAFC","-0.0019","0","-0.0091","0.0001","-0.0094","-0.002","-0.0223"
"Joevin Jones","SEA","0.1192","-0.029","-0.0606","-0.0759","-0.0213","0.0446","-0.023"
"Robin Jansson","ORL","0.0085","0.0303","-0.0406","-0.0138","-0.0043","-0.0034","-0.0233"
"Sebastián Méndez","ORL","-0.0248","-0.0028","0.0312","-0.0808","-0.0328","0.0842","-0.0258"
"Dave Romney","NSH","0.0076","0.0222","-0.1274","0.0387","-0.0125","0.0444","-0.027"
"Justin Dhillon","SEA","0.0018","-0.0017","-0.0047","0.0044","-0.0209","-0.0059","-0.027"
"Liam Fraser","TOR","0.0047","-0.0044","0.0159","0.0116","-0.0455","-0.0095","-0.0272"
"Eryk Williamson","POR","-0.0162","-0.0138","0.0087","-0.0057","-0.0002","-0.0001","-0.0273"
"Kekuta Manneh","CIN","-0.0134","-0.0017","0.0065","0.0007","-0.0159","-0.0039","-0.0277"
"Maikel van der Werff","CIN","0.0091","0.0058","-0.0591","0.071","-0.0538","-0.0013","-0.0283"
"Laurence Wyke","ATL","0.0136","-0.0106","0.0043","-0.0133","-0.0231","-0.0006","-0.0297"
"Emil Cuello","LAG","-0.0015","-0.005","-0.0125","-0.0004","-0.0088","-0.002","-0.0302"
"Miguel Ángel Navarro","CHI","-0.0034","0.0007","-0.0213","-0.0049","-0.0023","-0.0002","-0.0314"
"David Accam","NSH","0.1295","-0.012","-0.0405","-0.0521","-0.0322","-0.0267","-0.034"
"Christian Makoun","MIA","-0.0008","0.002","-0.0132","-0.0176","-0.0043","-0.0001","-0.034"
"Hassani Dotson","MIN","0.0021","-0.005","0.0253","-0.0637","-0.0042","0.0111","-0.0344"
"Chris Odoi-Atsem","DCU","-0.0045","-0.0119","-0.0109","-0.0021","-0.005","-0.0003","-0.0347"
"Raheem Edwards","MIN","-0.0312","-0.0138","0.0195","-0.0038","-0.0062","-0.0015","-0.037"
"Russell Teibert","VAN","0.0419","-0.0008","0.086","-0.0663","-0.0863","-0.0136","-0.0391"
"Joe Gyau","CIN","0.047","-0.006","0.012","-0.0549","-0.0454","0.0073","-0.04"
"Harry Shipp","SEA","0.0422","-0.005","0.0423","-0.079","-0.0322","-0.0119","-0.0436"
"Valeri Qazaishvili","SJE","0.0268","-0.0246","-0.0081","-0.1325","0.0169","0.0776","-0.0439"
"Dairon Asprilla","POR","0.0213","-0.0083","-0.004","-0.0223","-0.0256","-0.0057","-0.0446"
"Michael Salazar","HOU","-0.0083","-0.003","-0.0091","-0.0079","-0.0131","-0.0035","-0.0449"
"Vito Wormgoor","CLB","-0.0224","0.0024","-0.0862","0.0783","-0.0175","-0.0007","-0.0461"
"Oniel Fisher","DCU","-0.0242","0.0056","0.0005","-0.0195","-0.0083","-0.0006","-0.0465"
"Danny Leyva","SEA","-0.0181","0.0018","-0.0205","-0.0157","0.0074","-0.0019","-0.047"
"Michael Mancienne","NER","0.0031","0.0047","-0.0309","-0.0163","-0.008","-0.0002","-0.0476"
"Edison Flores","DCU","-0.1362","0.235","-0.0245","-0.0638","-0.1038","0.0447","-0.0486"
"Brandon Bye","NER","-0.0573","-0.003","-0.0416","-0.0152","0.0559","0.0119","-0.0493"
"Erickson Gallardo","TOR","-0.0649","-0.0059","0.1009","-0.0684","-0.0386","0.0266","-0.0503"
"Álvaro Medrán","CHI","-0.1643","-0.0005","-0.0041","0.1477","-0.0147","-0.0147","-0.0506"
"Mark-Anthony Kaye","LAFC","-0.0961","-0.0082","-0.014","0.0833","0.0328","-0.0484","-0.0506"
"Mauricio Pineda","CHI","-0.0294","-0.0033","0.0666","-0.0567","-0.0176","-0.0104","-0.0508"
"Ethan Zubak","LAG","-0.0176","-0.0113","-0.0125","-0.0027","-0.0055","-0.0015","-0.0511"
"Aaron Schoenfeld","MIN","-0.0172","-0.003","-0.008","-0.0113","-0.0027","-0.0099","-0.0521"
"Keaton Parks","NYC","-0.0238","0.0026","-0.0168","-0.0479","-0.0273","0.0598","-0.0534"
"Andy Rose","VAN","-0.0242","0.0103","-0.0362","-0.0411","-0.0015","0.0386","-0.0541"
"Valentín Castellanos","NYC","0.0135","-0.0097","0.0492","-0.0883","-0.0101","-0.0094","-0.0548"
"Nick Lima","SJE","0.0763","0.015","-0.0068","-0.1249","-0.0062","-0.0089","-0.0555"
"Robinho","ORL","0.0015","-0.011","-0.0033","-0.0244","-0.0124","-0.0066","-0.0562"
"Rod Fanni","MTL","0.0112","0.0209","-0.0151","-0.0295","-0.0431","-0.0014","-0.057"
"Eddie Segura","LAFC","0.0382","0.0085","-0.1472","0.0338","0.0884","-0.0787","-0.057"
"Felipe Mora","POR","-0.0896","0.2127","0.0578","-0.0263","-0.1592","-0.0546","-0.0592"
"Alan Winn","NSH","0.0362","-0.0096","-0.0206","-0.0115","-0.0242","-0.0299","-0.0596"
"Jeremy Ebobisse","POR","-0.0042","-0.0016","-0.0225","-0.013","-0.0137","-0.0053","-0.0603"
"Carlos Fierro","SJE","-0.0282","-0.0023","-0.0142","-0.0116","-0.004","-0.0005","-0.0608"
"Jürgen Locadia","CIN","-0.0287","-0.0203","-0.0233","-0.0679","-0.0181","0.097","-0.0613"
"Júnior Urso","ORL","0.1357","0.0043","-0.1279","-0.1467","0.0472","0.026","-0.0614"
"Jonathan Mensah","CLB","0.0067","0.0239","0.0099","-0.0562","-0.0458","-0.0014","-0.0629"
"Joel Waterman","MTL","-0.0013","0.0287","-0.0488","0.031","-0.0165","-0.056","-0.0629"
"George Campbell","ATL","0.0095","0.0025","-0.0967","0.0307","-0.0093","-0.0004","-0.0637"
"Richie Laryea","TOR","-0.178","-0.0089","-0.0331","0.1777","-0.0187","-0.0044","-0.0654"
"Amar Sejdic","MTL","-0.0397","-0.0011","-0.0046","-0.0061","-0.0114","-0.0032","-0.0661"
"Joseph Mora","DCU","-0.0386","-0.0138","0.0061","-0.0208","0.002","-0.0015","-0.0666"
"Josh Sims","NYRB","-0.0019","-0.0054","0.049","-0.0536","-0.0437","-0.0128","-0.0684"
"Justin Portillo","RSL","-0.0387","0","0.0684","-0.0781","-0.0017","-0.0189","-0.069"
"Tanner Tessmann","FCD","0.0106","0.005","0.0105","-0.0799","-0.009","-0.0062","-0.069"
"Jake Mulraney","ATL","0.0727","0.005","0.1061","-0.2323","-0.0188","-0.0019","-0.0692"
"Marc Rzatkowski","NYRB","0.002","-0.0041","-0.0279","0.0142","-0.042","-0.0121","-0.0699"
"Diego Fagundez","NER","-0.1536","0.0052","0.0365","0.0014","0.0447","-0.0044","-0.0702"
"Kellyn Acosta","COL","-0.0044","0.002","-0.025","-0.0731","0.0088","0.021","-0.0707"
"Ismael Tajouri-Shradi","NYC","-0.0251","-0.0021","-0.0131","-0.005","-0.0205","-0.0051","-0.0709"
"Andre Shinyashiki","COL","-0.0207","0.0062","-0.0029","-0.0357","-0.0459","0.0262","-0.0728"
"Andrew Gutman","CIN","-0.0062","0.0052","-0.0233","-0.0423","-0.0063","-0.0003","-0.0732"
"Brooks Lennon","ATL","0.0268","-0.0045","0.0105","-0.1294","0.0234","-0.0038","-0.077"
"Matheus Rossetto","ATL","0.006","-0.0088","-0.015","-0.0453","-0.0115","-0.0069","-0.0815"
"Derrick Etienne","CLB","-0.0201","-0.0051","-0.0059","-0.0491","0.0054","-0.007","-0.0818"
"Cristian Penilla","NER","-0.0446","-0.001","0.0113","-0.0019","0.0066","-0.0528","-0.0824"
"Ben Sweat","MIA","-0.1012","0.014","0.1818","-0.1213","-0.0548","-0.0026","-0.0841"
