"Player","Team","Dribbling","Fouling","Interrupting","Passing","Receiving","Shooting","Goals Added"
"Ronald Matarrita","NYC","-0.0347","0.1654","1.0281","0.0892","0.1461","0.1166","1.5107"
"Juan Agudelo","NER","0.0219","-0.1609","0.9441","-0.1672","0.5532","0.2661","1.4572"
"Raúl Ruidíaz","SEA","-0.9517","-0.2348","0.054","-0.9493","2.1632","1.3516","1.433"
"Jonathan dos Santos","LAG","0.694","-0.1846","-0.0315","1.5608","-0.5028","-0.1385","1.3974"
"Maximiliano Moralez","NYC","-0.9087","0.6327","-0.5225","1.5654","0.5655","0.0582","1.3906"
"Nicolás Mezquida","COL","0.5014","-0.1653","0.3452","0.0789","0.5936","0.0248","1.3786"
"C.J. Sapong","CHI","-0.7987","0.2772","0.3537","-0.5098","1.849","0.1979","1.3693"
"Román Torres","SEA","0.2234","0.0879","0.7923","-0.1793","0.3369","0.0948","1.356"
"Danny Hoesen","SJE","-0.2389","-0.2311","-0.3373","-0.0408","1.5776","0.6203","1.3498"
"Cristian Penilla","NER","0.3678","-0.1495","-0.2781","1.1972","-0.0781","0.2666","1.3259"
"Alejandro Bedoya","PHI","0.6017","-0.191","0.206","0.5106","0.2614","-0.0807","1.308"
"Chris Mavinga","TOR","0.3705","-0.5255","1.5889","0.3119","-0.3951","-0.0515","1.2992"
"Jorge Moreira","POR","1.9724","-0.6064","-0.4011","0.2725","-0.0425","0.0726","1.2675"
"Zakaria Diallo","MTL","1.0048","-0.2776","0.0033","0.4739","0.153","-0.1079","1.2495"
"Keaton Parks","NYC","0.6324","-0.0319","-0.0872","0.3216","0.1785","0.2253","1.2387"
"Pity Martínez","ATL","1.0239","0.6275","-0.3781","0.3632","0.1661","-0.5799","1.2227"
"Romell Quioto","HOU","1.0667","0.2638","-0.188","0.1404","-0.1239","0.062","1.221"
"Ike Opara","MIN","0.0137","0.1548","1.0127","-0.5877","0.4626","0.1594","1.2155"
"Diego Polenta","LAG","0.4989","-0.2564","0.3561","1.0262","-0.3995","-0.0588","1.1665"
"Kevin Molino","MIN","0.3605","0.016","0.3648","0.2396","-0.1493","0.3284","1.16"
"Alex Muyl","NYRB","-0.1067","-0.0985","0.8159","0.3916","0.2962","-0.1428","1.1557"
"Saphir Taïder","MTL","0.5082","0.7083","-0.8702","-0.6128","1.1227","0.2851","1.1413"
"Tristan Blackmon","LAFC","0.0176","0.0871","-0.0523","0.5811","0.3131","0.1888","1.1354"
"Graham Smith","SKC","0.2117","0.0676","0.4733","-0.0468","0.0778","0.3221","1.1057"
"Angelo Rodríguez","MIN","-0.9495","0.087","-0.0088","0.1488","1.3242","0.4973","1.099"
"Justin Meram","ATL","1.2735","-0.0564","0.0089","-0.1027","0.0499","-0.0767","1.0965"
"Santiago Mosquera","FCD","0.913","-0.1279","0.0934","0.044","-0.0579","0.2171","1.0817"
"Auro","TOR","0.3808","0.4643","0.1674","-0.1375","0.1603","0.0313","1.0666"
"Gyasi Zardes","CLB","-0.7344","0.2545","0.5659","-0.5523","1.2201","0.3037","1.0575"
"Bacary Sagna","MTL","-0.3458","0.4749","0.324","0.2043","0.5074","-0.1087","1.0561"
"Héctor Villalba","ATL","1.2819","-0.0987","-0.1315","-0.3103","0.1974","0.0923","1.0311"
"Michael Murillo","NYRB","0.1288","-0.0195","0.5734","0.1598","0.1373","0.0416","1.0214"
"Bastian Schweinsteiger","CHI","1.0157","0.0344","-0.2269","0.6359","-0.3246","-0.1171","1.0174"
"Brandon Bye","NER","-0.1594","-0.2106","0.4589","0.3718","0.3954","0.1535","1.0096"
"Memo Rodríguez","HOU","-0.2315","-0.0921","0.2052","0.2828","0.3188","0.5063","0.9895"
"Aaron Herrera","RSL","0.1078","-0.2928","1.4923","0.0499","-0.3655","-0.0105","0.9812"
"Paxton Pomykal","FCD","0.7651","-0.1293","0.7113","0.2095","-0.564","-0.0191","0.9735"
"Lalas Abubakar","COL","-0.1587","-0.4641","2.0342","-0.3401","-0.2185","0.0913","0.9441"
"Jan Gregus","MIN","0.5116","-0.0038","0.5063","1.0469","-0.6645","-0.4554","0.9411"
"Rudy Camacho","MTL","0.2641","0.1026","-0.0904","0.383","0.039","0.2155","0.9138"
"Ruan","ORL","1.0628","0.6085","-0.3158","-0.685","0.1279","0.1153","0.9137"
"Nicolás Lodeiro","SEA","0.0803","0.2266","0.6471","0.5844","-0.2826","-0.3474","0.9084"
"Chris Wondolowski","SJE","-0.2244","-0.2362","-0.2718","-0.7531","2.1764","0.2124","0.9033"
"Ezequiel Barco","ATL","0.4942","0.1587","-0.2119","0.0296","0.0952","0.3305","0.8963"
"Zdenek Ondrasek","FCD","-0.2309","-0.1556","0.0665","-0.0572","1.0214","0.2508","0.895"
"Nick Hagglund","CIN","0.1465","0.15","0.18","0.0111","0.1143","0.2806","0.8825"
"Nicolas Benezet","TOR","0.2107","-0.0249","0.5616","-0.1189","0.1704","0.078","0.8769"
"Florian Jungwirth","SJE","0.4315","-0.3551","1.019","0.1372","-0.354","-0.0297","0.8489"
"Edgar Castillo","NER","-0.1888","0.1312","0.6948","0.2926","-0.0453","-0.0511","0.8334"
"Miles Robinson","ATL","0.9617","0.2872","-0.2214","0.2206","-0.136","-0.2916","0.8205"
"Dave Romney","LAG","0.2541","0.0713","0.5597","-0.0977","-0.0485","0.0714","0.8103"
"Michaell Chirinos","VAN","-0.1103","0.4456","-0.0241","-0.1718","0.4009","0.263","0.8033"
"Sergio Santos","PHI","-0.0346","0.1708","0.0729","-0.0969","0.3847","0.3013","0.7982"
"Mauro Manotas","HOU","-0.4791","-0.6826","0.0472","0.9404","0.4386","0.5191","0.7836"
"Jamiro Monteiro","PHI","0.3261","-0.1263","-0.3205","0.8605","-0.2132","0.2528","0.7794"
"Kelvin Leerdam","SEA","-0.0388","-0.3251","0.9487","-0.108","0.3602","-0.0588","0.7782"
"Omir Fernandez","NYRB","0.1637","0.0778","0.2746","-0.1114","0.2457","0.1235","0.7739"
"Jack Price","COL","-0.0366","0.0385","0.2514","1.3244","-0.6463","-0.1655","0.7659"
"Uriel Antuna","LAG","0.4091","0.2093","-0.502","-0.0704","0.4783","0.2349","0.7592"
"Francisco Calvo","MIN","0.0543","0.2273","-0.0299","-0.0143","0.471","0.0501","0.7585"
"Bressan","FCD","-0.037","-0.4383","1.058","0.1918","0.0051","-0.0212","0.7584"
"Adama Diomande","LAFC","2.1383","-0.1736","-0.422","-0.3535","-0.7108","0.2787","0.7571"
"Daniel Steres","LAG","0.0694","0.2612","-0.8095","0.5272","0.7556","-0.0541","0.7498"
"Xavier Arreaga","SEA","0.2427","0.0305","0.5665","-0.1064","-0.0747","0.0841","0.7427"
"Marco Delgado","TOR","0.1646","-0.0331","-0.2281","0.4146","0.3244","0.0898","0.7322"
"Antonio Mlinar Delamea","NER","0.128","0.0859","0.6236","0.1065","-0.1402","-0.0753","0.7285"
"Michael Bradley","TOR","0.097","0.2755","0.3471","0.4468","-0.2619","-0.193","0.7115"
"Sean Davis","NYRB","-0.1332","0.0204","0.7056","0.7042","-0.4886","-0.0978","0.7106"
"Brad Smith","SEA","0.403","0.1437","-0.282","0.1412","0.3334","-0.0321","0.7072"
"Youness Mokhtar","CLB","0.6456","-0.0632","-0.0705","0.2122","-0.1682","0.1299","0.6858"
"Luis Martins","SKC","0.1921","0.0442","0.3882","0.1741","-0.0776","-0.0444","0.6766"
"Kyle Duncan","NYRB","0.0584","-0.1122","0.1639","0.3289","0.0659","0.1689","0.6738"
"Gary Mackay-Steven","NYC","0.154","-0.0594","-0.1429","0.1301","0.4009","0.1503","0.633"
"Diego Valeri","POR","0.9224","-0.1868","-0.5135","0.8701","-0.3534","-0.1117","0.6271"
"Andrew Farrell","NER","-0.5435","-0.006","1.0592","0.7437","-0.5792","-0.0499","0.6243"
"Jonathan Lewis","COL","0.9667","-0.1168","-0.0767","0.1757","-0.4672","0.1337","0.6154"
"Chris Pontius","LAG","0.0953","-0.0497","-0.1562","0.0959","0.7067","-0.0804","0.6116"
"Tommy Smith","COL","0.0866","0.4676","-0.4145","-0.5061","0.7403","0.2137","0.5876"
"Lassi Lappalainen","MTL","0.4613","-0.0624","-0.0389","-0.3686","0.2293","0.3618","0.5825"
"Valentín Castellanos","NYC","-0.3591","0.4096","-0.0547","-0.2557","0.8519","-0.0143","0.5777"
"Mohamed El-Munir","LAFC","0.3812","0.0175","0.2382","0.0324","-0.0535","-0.0419","0.5739"
"Gianluca Busio","SKC","-0.0303","0.5262","0.1803","-0.635","0.1446","0.3855","0.5713"
"Krisztián Németh","SKC","-0.0335","0.2","-0.6054","-0.7505","1.0041","0.7499","0.5646"
"Leonardo Jara","DCU","-0.0167","-0.3591","1.0911","-0.7173","0.5104","0.0485","0.5569"
"Wilfried Zahibo","NER","-0.053","0.5421","-0.6414","0.2712","0.3494","0.0793","0.5476"
"Sebastián Saucedo","RSL","0.6855","0.499","0.072","-0.1489","-0.6852","0.1071","0.5295"
"Joseph Mora","DCU","0.2128","0.1787","0.3373","-0.1518","-0.0692","0.0212","0.529"
"Paul Arriola","DCU","0.4746","-0.1501","0.2592","-0.6565","0.1965","0.4046","0.5283"
"Wayne Rooney","DCU","0.7905","-0.1414","0.1337","1.034","-2.0919","0.8031","0.528"
"Alexander Ring","NYC","-0.1944","-0.2087","-0.1217","0.14","0.618","0.2895","0.5227"
"Jonathan Mensah","CLB","0.0192","0.1865","0.2806","-0.0677","-0.0296","0.1207","0.5097"
"Jonathan Campbell","SEA","0.0027","0.0212","0.5072","0.051","-0.0828","-0.0026","0.4967"
"Renzo Zambrano","POR","-0.0029","-0.0695","0.8066","-0.1899","-0.0923","0.0259","0.4779"
"Darlington Nagbe","ATL","0.9969","0.1032","0.1087","-0.1631","-0.5296","-0.0408","0.4753"
"David Accam","PHI","0.4019","-0.0507","0.0418","-0.0827","-0.0347","0.1932","0.4688"
"Graham Zusi","SKC","0.0276","0.2156","-0.2775","0.5414","-0.0893","0.0375","0.4553"
"Walker Zimmerman","LAFC","0.3455","-0.0691","-0.756","0.7459","0.1049","0.081","0.4522"
"Carlos Fierro","SJE","0.0045","0.0872","0.1159","-0.1469","0.2942","0.0878","0.4427"
"Brooks Lennon","RSL","0.2934","-0.0532","0.3781","-0.1715","0.0161","-0.0343","0.4286"
"Bojan Krkić","MTL","0.3807","-0.0047","-0.0358","-0.1813","0.2897","-0.0203","0.4283"
"Anthony Jackson-Hamel","MTL","0.396","0.4456","-0.1655","0.0073","-0.1862","-0.0713","0.4259"
"Alex Crognale","CLB","0.048","0.1153","-0.4983","0.0967","0.4051","0.259","0.4258"
"Zachary Brault-Guillard","MTL","0.6521","-0.0245","0.0194","-0.1764","-0.0126","-0.034","0.424"
"Raheem Edwards","CHI","0.1199","0.0488","-0.1756","0.0118","0.2632","0.1452","0.4133"
"Alejandro Fuenmayor","HOU","0.1506","0.0475","-0.0802","-0.0119","0.1062","0.1958","0.408"
"Brian Rodríguez","LAFC","0.5181","0.2202","-0.1484","-0.373","-0.0059","0.1877","0.3987"
"Chase Gasper","MIN","0.2529","0.3631","0.2263","-0.1406","-0.2601","-0.0711","0.3705"
"Marc Rzatkowski","NYRB","-0.2744","0.572","-0.4843","0.4147","-0.0548","0.194","0.3672"
"Santiago Patiño","ORL","-0.075","-0.0617","0.0629","-0.1019","0.3513","0.1842","0.3598"
"Scott Caldwell","NER","-0.2549","0.0813","0.8123","-0.1119","-0.0924","-0.0869","0.3475"
"Jasser Khmiri","VAN","-0.0077","0.0124","0.4208","-0.0467","-0.021","-0.0137","0.3441"
"Josh Pérez","LAFC","-0.0952","-0.0312","-0.0406","0.0423","0.2004","0.2634","0.3391"
"Paul Marie","SJE","0.4166","-0.0613","-0.0439","-0.1051","0.0751","0.0478","0.3292"
"Andrew Gutman","CIN","0.1772","-0.2354","0.0309","0.2771","-0.0244","0.0969","0.3223"
"Micheal Azira","CHI","-0.0378","-0.0074","0.0509","-0.0545","0.2177","0.1505","0.3194"
"Romario Williams","CLB","0.0827","0.0017","0.025","-0.0649","0.2115","0.0616","0.3176"
"Cristhian Paredes","POR","-0.212","0.0337","0.1849","-0.5082","0.6767","0.142","0.3171"
"Diego Fagundez","NER","-0.043","-0.1949","0.3132","0.1867","0.2234","-0.1704","0.315"
"Djordje Mihailovic","CHI","-0.5592","0.0767","0.327","0.153","0.0683","0.2455","0.3113"
"Jordan Hamilton","TOR","-0.6203","-0.0215","-0.1469","-0.5494","1.3216","0.3252","0.3087"
"Fanendo Adi","CIN","-0.462","-0.0247","-0.1399","-0.1772","0.8405","0.2688","0.3055"
"Pedro Santos","CLB","0.5943","0.9126","-0.0822","0.3872","-1.0667","-0.4484","0.2968"
"Peter-Lee Vassell","LAFC","0.1741","0.0003","-0.1638","0.2031","0.0616","0.0061","0.2814"
"Luis Díaz","CLB","0.4049","-0.0365","-0.0948","0.2646","-0.3206","0.0472","0.2648"
"Derrick Etienne","NYRB","0.4492","0.0253","0.0065","-0.195","-0.0764","0.0536","0.2632"
"Cristian Cásseres Jr","NYRB","-0.2717","0.3229","-0.2596","0.3299","0.0142","0.1258","0.2615"
"Harrison Afful","CLB","-0.1742","-0.0406","0.2469","-0.0061","0.2086","0.0243","0.2589"
"Wilfried Moimbé","MIN","0.0007","0.0154","0.4352","-0.0498","-0.1012","-0.0477","0.2526"
"Lalas Abubakar","CLB","-0.0072","0.0098","0.1729","0.041","0.0964","-0.0666","0.2463"
"Gastón Sauro","CLB","0.1848","-0.1538","-0.0005","-0.0145","0.2488","-0.0194","0.2454"
"Christian Ramirez","HOU","-0.2625","-0.0163","-0.2152","0.1793","0.3427","0.2174","0.2454"
"Brandon Servania","FCD","-0.0676","0.0479","0.0175","-0.5284","0.6347","0.1297","0.2338"
"Joao Plata","RSL","0.3189","0.2122","-0.2491","-0.045","-0.1499","0.1372","0.2243"
"Brek Shea","ATL","-0.1096","0.2943","-0.1391","-0.0878","0.2428","0.0194","0.22"
"Emmanuel Boateng","LAG","-0.0821","-0.0657","-0.2031","-0.0404","0.4343","0.1737","0.2167"
"Harold Cummings","SJE","0.1589","-0.392","0.918","-0.1224","-0.3216","-0.0271","0.2138"
"Mauricio Pereyra","ORL","-0.1915","-0.0611","0.0139","0.5996","-0.13","-0.0177","0.2132"
"Axel Sjöberg","COL","-0.3998","0.2691","-0.069","-0.0654","0.3867","0.0852","0.2068"
"Luis Silva","SEA","-0.11","-0.0182","-0.1189","-0.1071","0.2863","0.2746","0.2067"
"Rodolfo Zelaya","LAFC","-0.0552","-0.0197","0.3078","-0.0271","-0.0319","0.0328","0.2067"
"André Horta","LAFC","0.2238","0.0188","-0.0118","-0.0013","0.0142","-0.044","0.1997"
"Robinho","CLB","0.0891","-0.0666","0.5704","-0.4273","-0.1149","0.1374","0.1881"
"Eriq Zavaleta","TOR","-0.0888","-0.0152","0.417","0.1056","-0.1776","-0.056","0.185"
"Kenny Saief","CIN","0.2822","-0.0447","0.0482","0.4238","-0.4048","-0.12","0.1847"
"Andreu Fontàs","SKC","0.4505","-0.2625","-0.4301","0.5824","-0.1685","0.0105","0.1823"
"Romario Ibarra","MIN","0.092","0.1971","-0.0312","0.1123","-0.0092","-0.1847","0.1763"
"Cristian Martínez","CHI","0.0655","-0.0061","0.0506","0.0457","-0.0229","0.0399","0.1727"
"Florian Valot","NYRB","-0.0032","-0.0012","0.0405","-0.0167","0.1406","0.003","0.163"
"Justen Glad","RSL","0.2175","0.2335","-0.4338","0.213","-0.1448","0.0676","0.153"
"Nicolás Gaitán","CHI","-0.4526","-0.0363","-0.3939","0.8952","0.2033","-0.0686","0.1471"
"Niko Hämäläinen","LAFC","0.155","-0.0322","0.1299","-0.0949","-0.0129","-0.0012","0.1437"
"Justin Meram","CLB","0.299","-0.0387","0.0844","-0.245","0.0236","0.0198","0.1431"
"Mathieu Choinière","MTL","-0.2023","0.2854","0.418","-0.2255","-0.2949","0.1621","0.1428"
"Sebastián Méndez","ORL","-0.1227","-0.0801","1.0103","-0.1495","-0.4355","-0.0887","0.1338"
"Niko Hansen","CLB","-0.1176","-0.0336","0.3805","-0.0751","0.0175","-0.039","0.1327"
"Kamal Miller","ORL","-0.0353","0.0438","0.4696","-0.0319","-0.2765","-0.0379","0.1318"
"Sam Vines","COL","0.0849","0.1005","0.7069","-0.3522","-0.3528","-0.0562","0.1311"
"Ethan Zubak","LAG","-0.1305","-0.0128","-0.0158","0.015","0.2555","0.0103","0.1217"
"Yordy Reyna","VAN","0.9493","0.4957","0.5403","0.2571","-1.7169","-0.4067","0.1188"
"Liam Fraser","TOR","0.0633","-0.0576","-0.0642","0.3503","-0.0454","-0.1283","0.1181"
"Judson","SJE","0.004","-0.0324","1.0958","-0.3481","-0.4399","-0.1628","0.1166"
"Ilie Sánchez","SKC","0.4958","-0.1739","-0.4281","0.0158","0.2054","-0.002","0.113"
"Lee Nguyen","LAFC","0.0647","0.2659","-0.2401","0.0764","-0.1193","0.0642","0.1118"
"Abdul Rwatubyaye","SKC","0.1251","0.052","-0.0266","0.0036","-0.0334","-0.0239","0.0968"
"Lucas Venuto","VAN","0.9541","-0.0807","-0.2315","-0.2036","-0.3192","-0.0241","0.095"
"Nemanja Nikolic","CHI","-0.7622","-0.2921","-0.25","0.0687","1.3457","-0.0155","0.0945999999999999"
"Hwang In-Beom","VAN","0.2566","-0.0312","0.9568","-0.425","-0.5683","-0.0959","0.093"
"Bryan Reynolds","FCD","-0.065","-0.0445","0.2796","0.0115","-0.0759","-0.0137","0.092"
"Jimmy Medranda","SKC","-0.0657","0.0347","0.0554","0.1599","-0.1295","0.0371","0.0919"
"Gustav Svensson","SEA","0.1233","0.0105","-0.3657","0.5196","-0.0176","-0.183","0.0870999999999999"
"Benny Feilhaber","COL","0.3883","0.012","0.3065","-0.0345","-0.6355","0.048","0.0848"
"João Moutinho","ORL","0.034","0.0489","-0.0813","0.1194","-0.0028","-0.0364","0.0818"
"Chris Odoi-Atsem","DCU","0.028","0.0271","0.0964","-0.0768","-0.0044","-0.0014","0.0689"
"Christian Ramirez","LAFC","-0.4426","0.144","0.2409","-0.1977","0.3122","0.0115","0.0683"
"Julian Araujo","LAG","-0.1175","-0.0668","0.4221","-0.2786","0.0485","0.0588","0.0665"
"Ricardo Clark","CLB","-0.2342","0.0054","0.3653","-0.1004","0.0215","0.004","0.0616"
"Javier Pérez","LAFC","0.0194","0","-0.0037","0.0759","-0.0044","-0.0259","0.0613"
"Perry Kitchen","LAG","-0.0329","0.0315","0.1636","0.078","-0.1495","-0.0297","0.061"
"Orji Okwonkwo","MTL","0.5659","-0.124","-0.2937","-0.9026","1.005","-0.2021","0.0484999999999999"
"Cristian Higuita","ORL","-0.0316","-0.0189","0.4248","-0.1643","-0.1088","-0.0531","0.0481"
"Tomás Conechny","POR","-0.1292","0.0204","-0.2994","0.068","0.2486","0.1376","0.046"
"Ema Twumasi","FCD","-0.1193","-0.0008","0.0027","-0.0037","0.1452","0.0195","0.0436"
"Ryan Telfer","TOR","-0.0109","-0.001","-0.0062","0.0389","0.0224","-0.0024","0.0408"
"Andy Polo","POR","0.271","-0.02","0.1733","0.0871","-0.4717","0.0009","0.0406"
"Erickson Gallardo","TOR","0.017","-0.0173","0.1448","-0.0789","-0.0279","-0.0013","0.0364"
"Michael Mancienne","NER","0.0893","0.0437","0.0901","-0.0952","-0.1297","0.0377","0.0359"
"Tajon Buchanan","NER","0.2321","-0.0085","-0.047","0.0678","-0.0955","-0.1144","0.0345"
"Alexander Callens","NYC","0.4435","-0.3153","0.0859","0.1183","-0.2959","-0.0046","0.0319"
"Shane O'Neill","ORL","-0.0496","0.0811","0.3575","-0.2397","-0.1172","-0.0019","0.0302"
"Mark McKenzie","PHI","-0.0271","0.0682","0.194","-0.0624","-0.117","-0.0274","0.0283"
"Luke Mulholland","RSL","0.0044","0.0009","-0.0051","0.0247","-0.0002","-0.0009","0.0238"
"Luis Felipe","SJE","-0.0118","0.0048","0.0385","0.0089","-0.0155","-0.0022","0.0227"
"Bradley Wright-Phillips","NYRB","-0.7079","-0.1024","-0.0831","-0.4823","1.188","0.2099","0.0222"
"Darwin Cerén","HOU","-0.0265","-0.002","0.0981","0.2105","-0.1735","-0.0879","0.0187"
"Diedie Traore","LAG","-0.0264","0.0464","-0.0048","0.0332","-0.0308","-0.0025","0.0151"
"Amando Moreno","CHI","-0.0101","-0.0238","-0.0825","-0.0527","0.0777","0.1056","0.0142"
"Matthew Real","PHI","-0.0013","0.0031","-0.0398","0.0082","0.0315","0.0078","0.0095"
"Diego Campos","CHI","0.0448","0.0179","0.162","-0.1568","-0.0777","0.0161","0.0063"
"Dejan Jakovic","LAFC","-0.0305","0.0187","0.1019","-0.0373","-0.0453","-0.0014","0.00610000000000001"
"Mo Adams","ATL","0.061","0.0007","0.0116","-0.0805","-0.0417","0.0536","0.0047"
"Kevin Kratz","ATL","0.0023","-0.0000041543","-0.0063","0.0062","-0.0027","-0.0005","-0.0010041543"
"Chris Duvall","HOU","0.0018","0.0068","0.0491","-0.0441","-0.0159","-0.001","-0.0033"
"Gilbert Fuentes","SJE","0.0084","-0.0084","0.0057","-0.0049","-0.0035","-0.0015","-0.0042"
"Danilo Silva","LAFC","0.061","0.0092","-0.0633","-0.0311","0.0743","-0.0546","-0.00449999999999999"
"Georges Mukumbilwa","VAN","0.0276","0","-0.018","-0.0096","-0.0051","-0.0012","-0.0063"
"Francis Atuahene","FCD","-0.0475","-0.0031","-0.0172","-0.0007","0.0317","0.0297","-0.0071"
"Scott Sutter","VAN","-0.1339","0.0903","0.206","0.0916","-0.1299","-0.1327","-0.0086"
