"Team","Season","Games","ShtFShots For","ShtAShots Against","GFGoals For (Own goals excluded.)","GAGoals Against (Own goals excluded.)","GDGoal Difference (Own goals excluded.)","xGFxGoals For (Own goals excluded.)","xGAxGoals Against (Own goals excluded.)","xGDxGoal Difference (Own goals excluded.)","GD-xGD","Pts","xPtsExpected points earned, given the same sample of shots over 1,000 simulations."
"POR","2014","34","20","10","1","0","1","0.9078","0.5126","0.3952","0.6048","49","44.73"
"MTL","2013","34","0","1","0","0","0","0","0.0497","-0.0497","0.0497","49","47.145"
"CHI","2013","34","0","0","0","0","0","0","0","0","0","49","47.151"
"FCD","2019","34","25","30","1","1","0","1.4063","1.6681","-0.2618","0.2618","48","48.505"
"SEA","2016","34","21","16","3","0","3","1.4305","1.0038","0.4267","2.5733","48","47.069"
"LAG","2018","34","27","24","2","2","0","1.302","1.1045","0.1975","-0.1975","48","44.372"
"NYRB","2019","34","8","9","0","0","0","0.4831","0.5101","-0.027","0.027","48","45.776"
"VAN","2013","34","0","0","0","0","0","0","0","0","0","48","43.705"
"VAN","2018","34","14","11","1","0","1","1.0064","0.6326","0.3738","0.6262","47","43.835"
"SJE","2015","34","16","30","0","0","0","0.7757","1.496","-0.7203","0.7203","47","49.848"
"SKC","2016","34","29","15","0","1","-1","1.6207","0.8829","0.7378","-1.7378","47","51.371"
"DCU","2016","34","11","21","0","4","-4","0.5947","1.3029","-0.7082","-3.2918","46","50.445"
"MTL","2018","34","19","31","1","3","-2","0.9331","1.5944","-0.6613","-1.3387","46","45.629"
"PHI","2013","34","0","1","0","0","0","0","0.0622","-0.0622","0.0622","46","48.193"
"SJE","2017","34","14","20","0","1","-1","0.9384","1.3444","-0.4059","-0.5941","46","46.272"
"FCD","2017","34","17","17","0","1","-1","0.8088","1.0647","-0.2559","-0.7441","46","54.084"
"RSL","2016","34","20","14","1","0","1","1.3029","0.7211","0.5818","0.4182","46","42.74"
"MTL","2016","34","37","30","3","2","1","2.0279","2.1271","-0.0992","1.0992","45","43.127"
"NER","2017","34","12","19","1","1","0","0.6264","0.7467","-0.1203","0.1203","45","49.081"
"RSL","2017","34","22","12","1","0","1","1.1219","0.7082","0.4137","0.5863","45","47.664"
"NER","2019","34","10","20","0","0","0","0.5467","0.977","-0.4303","0.4303","45","41.166"
"POR","2016","34","22","18","3","1","2","1.0625","1.2625","-0.2","2.2","44","51.147"
"SJE","2019","34","14","22","0","1","-1","0.7837","1.5441","-0.7604","-0.2396","44","51.094"
"ORL","2015","34","25","27","1","3","-2","1.1515","1.7692","-0.6177","-1.3823","44","44.2"
"FCD","2013","34","0","0","0","0","0","0","0","0","0","44","47.953"
"HOU","2015","34","19","25","1","2","-1","1.0812","1.4564","-0.3751","-0.6249","42","43.562"
"PHI","2017","34","14","19","1","1","0","0.7044","0.9313","-0.2269","0.2269","42","44.42"
"COL","2019","34","14","14","1","2","-1","1.1205","0.7392","0.3813","-1.3813","42","40.895"
"NER","2016","34","18","23","2","1","1","1.2013","1.1432","0.0581","0.9419","42","42.266"
"CHI","2019","34","12","13","1","0","1","0.6798","0.7336","-0.0538","1.0538","42","53.693"
"PHI","2014","34","11","6","1","1","0","0.7303","0.3652","0.3651","-0.3651","42","50.258"
"PHI","2016","34","23","22","2","2","0","1.1956","1.2862","-0.0907","0.0907","42","47.303"
"MTL","2019","34","11","11","0","1","-1","0.6199","0.5264","0.0935","-1.0935","41","44.923"
"NER","2018","34","16","23","2","0","2","0.9296","1.1843","-0.2547","2.2547","41","40.843"
"RSL","2015","34","31","8","3","0","3","1.7852","0.5088","1.2764","1.7236","41","36.932"
"TOR","2014","34","11","6","1","0","1","0.6429","0.3327","0.3101","0.6899","41","50.172"
"ORL","2016","34","19","31","1","3","-2","1.2997","2.0839","-0.7842","-1.2158","41","40.308"
"CLB","2013","34","0","0","0","0","0","0","0","0","0","41","47.14"
"HOU","2019","34","18","23","0","1","-1","1.2011","1.3268","-0.1256","-0.8744","40","48.02"
"VAN","2016","34","13","26","1","3","-2","0.9566","1.4431","-0.4865","-1.5135","39","39.252"
"MTL","2017","34","26","17","0","2","-2","1.0713","1.0724","-0.0011","-1.9989","39","40.093"
"HOU","2014","34","2","13","0","0","0","0.0783","0.8285","-0.7502","0.7502","39","39.63"
"ORL","2017","34","22","21","0","2","-2","0.9213","1.2052","-0.284","-1.716","39","40.268"
"SKC","2019","34","27","17","2","1","1","1.7873","1.0337","0.7536","0.2464","38","48.327"
"CLB","2019","34","12","24","0","2","-2","0.6917","1.6818","-0.99","-1.01","38","43.172"
"HOU","2018","34","17","19","1","0","1","1.0323","0.8823","0.15","0.85","38","50.597"
"SJE","2016","34","22","17","0","1","-1","1.0606","0.8991","0.1614","-1.1614","38","46.529"
"NYC","2015","34","24","34","2","1","1","1.1277","1.5352","-0.4075","1.4075","37","36.2"
"ORL","2019","34","14","18","2","1","1","1.014","1.2467","-0.2327","1.2327","37","47.442"
"PHI","2015","34","13","26","1","3","-2","0.8262","1.3621","-0.5359","-1.4641","37","43.689"
"COL","2015","34","22","26","1","3","-2","1.0248","1.2716","-0.2468","-1.7532","37","41.75"
"CLB","2016","34","11","11","0","1","-1","0.7426","0.5019","0.2407","-1.2407","36","51.479"
"TOR","2018","34","48","9","1","1","0","2.2674","0.626","1.6414","-1.6414","36","48.378"
"MIN","2017","34","9","15","0","0","0","0.5612","0.8701","-0.3089","0.3089","36","30.213"
"MIN","2018","34","6","25","0","1","-1","0.3039","1.1879","-0.8841","-0.1159","36","40.118"
"CHI","2014","34","3","5","0","1","-1","0.2507","0.486","-0.2352","-0.7648","36","41.7"
"HOU","2016","34","12","33","1","1","0","0.6433","1.8011","-1.1579","1.1579","34","38.698"
"VAN","2019","34","19","20","1","1","0","0.7441","1.198","-0.4539","0.4539","34","30.511"
"CHV","2014","34","9","13","0","1","-1","0.5723","0.5409","0.0314","-1.0314","33","36.492"
"COL","2017","34","8","23","0","1","-1","0.4998","1.388","-0.8883","-0.1117","33","35.645"
"COL","2014","34","6","8","0","1","-1","0.4028","0.4512","-0.0484","-0.9516","32","45.289"
"CHI","2018","34","17","19","1","0","1","1.1765","1.3926","-0.2161","1.2161","32","33.491"
"DCU","2017","34","12","10","2","0","2","0.5898","0.5656","0.0243","1.9757","32","37.897"
"LAG","2017","34","21","22","2","0","2","1.497","1.0111","0.486","1.514","32","38.313"
"CHI","2016","34","13","18","1","0","1","0.7779","1.0316","-0.2538","1.2538","31","41.404"
"COL","2018","34","20","22","1","2","-1","1.2053","1.1782","0.0271","-1.0271","31","34.651"
"CHI","2015","34","16","21","2","0","2","0.8645","1.1961","-0.3316","2.3316","30","45.708"
"SJE","2014","34","5","5","0","0","0","0.2532","0.2409","0.0123","-0.0123","30","34.864"
"TOR","2013","34","0","0","0","0","0","0","0","0","0","29","36.754"
"ORL","2018","34","24","14","0","4","-4","1.3483","1.6461","-0.2978","-3.7022","28","35.521"
"MTL","2014","34","8","8","0","0","0","0.4344","0.3904","0.044","-0.044","28","43.01"
"CHV","2013","34","0","0","0","0","0","0","0","0","0","26","27.608"
"CIN","2019","34","15","14","0","0","0","0.844","0.6855","0.1585","-0.1585","24","29.706"
"SJE","2018","34","9","24","0","5","-5","0.4869","1.2571","-0.7702","-4.2298","21","37.883"
"DCU","2013","34","0","0","0","0","0","0","0","0","0","16","31.241"
"SKC","2020","2","1","1","0","0","0","0.026","0.0142","0.0118","-0.0118","6","2.932"
"ATL","2020","2","1","0","0","0","0","0.0303","0","0.0303","-0.0303","6","2.949"
"MIN","2020","2","1","1","0","0","0","0.0296","0.0606","-0.031","0.031","6","2.85"
"COL","2020","2","0","3","0","0","0","0","0.1947","-0.1947","0.1947","6","3.039"
"NYRB","2020","2","0","1","0","0","0","0","0.0595","-0.0595","0.0595","4","1.744"
"TOR","2020","2","2","1","0","1","-1","0.1214","0.0612","0.0603","-1.0603","4","4.773"
"SEA","2020","2","1","1","0","0","0","0.1025","0.0817","0.0208","-0.0208","4","4.832"
"CLB","2020","2","2","2","0","0","0","0.1246","0.1919","-0.0672","0.0672","4","3.04"
"LAFC","2020","2","3","1","1","1","0","0.1909","0.0333","0.1576","-0.1576","4","3.719"
"MTL","2020","2","1","1","0","0","0","0.0526","0.0283","0.0243","-0.0243","4","1.966"
"FCD","2020","2","0","0","0","0","0","0","0","0","0","4","3.63"
"DCU","2020","2","3","0","0","0","0","0.1583","0","0.1583","-0.1583","3","2.101"
"VAN","2020","2","0","1","0","0","0","0","0.0257","-0.0257","0.0257","3","4.495"
"POR","2020","2","1","2","0","0","0","0.0606","0.1034","-0.0428","0.0428","3","2.059"
"RSL","2020","2","1","1","0","0","0","0.0595","0.0541","0.0055","-0.0055","2","3.451"
"HOU","2020","2","1","1","0","0","0","0.0142","0.026","-0.0118","0.0118","1","1.387"
"LAG","2020","2","1","0","0","0","0","0.0257","0","0.0257","-0.0257","1","2.32"
"CHI","2020","2","0","1","0","0","0","0","0.0732","-0.0732","0.0732","1","0.733"
"ORL","2020","2","2","0","0","0","0","0.1274","0","0.1274","-0.1274","1","3.142"
"SJE","2020","2","1","0","1","0","1","0.0612","0","0.0612","0.9388","1","1.661"
"PHI","2020","2","1","1","1","1","0","0.0333","0.0877","-0.0544","0.0544","1","1.95"
"NER","2020","2","2","1","0","0","0","0.1015","0.0526","0.0489","-0.0489","1","3.504"
"CIN","2020","2","0","1","0","0","0","0","0.0303","-0.0303","0.0303","0","1.752"
"NYC","2020","2","1","3","0","0","0","0.0894","0.1643","-0.075","0.075","0","0.816"
"NSH","2020","2","1","0","0","0","0","0.0738","0","0.0738","-0.0738","0","3.89"
"MIA","2020","2","0","3","0","0","0","0","0.1401","-0.1401","0.1401","0","3.142"
