"Date","Home","HG","HxGtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","HxGpPlayer xGoals","Away","AG","AxGtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","AxGpPlayer xGoals","GDGoal Difference (Own goals excluded.)","xGDtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","xGDpPlayer xGoals","FinalFinal Score (Own goals included.)","HxPtsExpected points earned, given the same sample of shots over 1,000 simulations.","AxPtsExpected points earned, given the same sample of shots over 1,000 simulations."
"2015-03-08","ORL","1","0.6943","0.6943","NYC","1","0.7503","0.7503","0","-0.056","-0.056","0","1.293","1.323"
"2015-03-07","HOU","1","0.8936","0.8936","CLB","0","1.3436","1.348","1","-0.45","-0.4544","1","1.054","1.648"
"2015-03-07","POR","0","1.5163","1.5523","RSL","0","0.7421","0.7449","0","0.7741","0.8075","0","1.877","0.836"
"2015-03-07","VAN","1","1.1053","1.1053","TOR","3","2.2972","2.3043","-2","-1.1919","-1.199","-2","0.588","2.217"
"2015-03-07","PHI","0","1.2292","1.2292","COL","0","0.0975","0.0975","0","1.1316","1.1316","0","2.398","0.34"
"2015-03-07","DCU","1","1.388","1.3936","MTL","0","1.1917","1.2101","1","0.1963","0.1835","1","1.451","1.274"
"2015-03-07","FCD","1","1.209","1.2246","SJE","0","0.5298","0.5298","1","0.6792","0.6948","1","1.907","0.782"
"2015-03-06","LAG","2","1.0695","1.0754","CHI","0","0.4803","0.4803","2","0.5891","0.595","2","1.871","0.788"
"2014-10-26","SKC","0","0.4617","0.4623","NYRB","2","2.1464","2.1464","-2","-1.6847","-1.6841","-2","0.299","2.555"
"2014-10-26","CHV","1","1.3986","1.4964","SJE","0","0.5477","0.5477","1","0.8509","0.9487","1","2.054","0.68"
"2014-10-26","CLB","2","2.124","2.368","PHI","1","1.0902","1.0902","1","1.0339","1.2778","1","2.162","0.629"
"2014-10-25","VAN","1","1.1781","1.1781","COL","0","0.5456","0.558","1","0.6325","0.62","1","1.867","0.814"
"2014-10-25","NER","1","1.7682","1.7756","TOR","0","0.5321","0.5362","1","1.2361","1.2394","1","2.393","0.416"
"2014-10-25","MTL","1","0.5592","0.5592","DCU","1","0.838","0.8391","0","-0.2788","-0.2799","0","1.058","1.577"
"2014-10-25","SEA","2","0.6413","0.6413","LAG","0","0.9523","0.9525","2","-0.311","-0.3113","2","1.055","1.574"
"2014-10-25","FCD","0","0.3904","0.3904","POR","2","1.1433","1.1433","-2","-0.7529","-0.7529","-2","0.719","1.97"
"2014-10-24","CHI","2","1.3646","1.3654","HOU","1","1.1738","1.1835","1","0.1908","0.1819","1","1.626","1.098"
"2014-10-22","RSL","2","2.4655","2.4671","CHV","0","0.1502","0.1502","2","2.3153","2.3169","2","2.865","0.075"
"2014-10-19","LAG","2","0.462","0.4661","SEA","2","1.6699","1.6699","0","-1.2079","-1.2038","0","0.45","2.337"
"2014-10-19","NYRB","1","0.4203","0.4203","CLB","3","1.3139","1.3139","-2","-0.8937","-0.8937","-2","0.611","2.099"
"2014-10-18","SJE","0","0.6576","0.6635","VAN","0","0.6088","0.6088","0","0.0488","0.0547","0","1.353","1.245"
"2014-10-18","PHI","2","2.1582","2.1587","SKC","1","1.6568","1.6568","1","0.5014","0.5019","1","1.693","1.054"
"2014-10-18","DCU","2","1.3907","1.3907","CHI","1","1.0085","1.016","1","0.3821","0.3747","1","1.698","1.005"
"2014-10-18","TOR","1","1.0519","1.0587","MTL","1","2.0406","2.0604","0","-0.9887","-1.0017","0","0.761","2.012"
"2014-10-18","COL","0","0.1801","0.1801","FCD","1","1.307","1.3081","-1","-1.1268","-1.128","-1","0.272","2.534"
"2014-10-17","POR","0","2.8214","3.3934","RSL","0","0.619","0.619","0","2.2024","2.7745","0","2.654","0.233"
"2014-10-16","HOU","1","0.8669","0.9353","NER","2","1.876","1.947","-1","-1.0091","-1.0117","-1","0.711","2.079"
"2014-10-12","HOU","1","1.8034","1.8103","DCU","3","2.0384","2.052","-2","-0.2351","-0.2417","-2","1.226","1.508"
"2014-10-12","FCD","2","0.7967","0.7967","LAG","1","0.4772","0.4772","1","0.3194","0.3194","1","1.59","1.002"
"2014-10-11","CHV","2","1.0481","1.0481","COL","1","0.8323","0.8336","1","0.2158","0.2145","1","1.595","1.073"
"2014-10-11","RSL","2","1.4652","1.4652","SJE","0","0.3276","0.3276","2","1.1377","1.1377","2","2.257","0.478"
"2014-10-11","PHI","2","2.4295","2.5308","CLB","3","1.6385","1.6419","-1","0.791","0.8889","-1","1.893","0.894"
"2014-10-11","NYRB","3","2.2954","2.3398","TOR","1","1.5975","1.5975","2","0.6979","0.7423","2","1.897","0.862"
"2014-10-11","MTL","2","1.5046","1.5046","NER","2","0.9372","0.9372","0","0.5673","0.5673","0","1.876","0.865"
"2014-10-10","SEA","0","0.5601","0.5601","VAN","1","0.658","0.658","-1","-0.0979","-0.0979","-1","1.154","1.445"
"2014-10-10","SKC","2","1.6529","1.6534","CHI","0","1.1162","1.1162","2","0.5367","0.5372","2","1.791","0.93"
"2014-10-08","POR","3","3.2385","3.2959","SJE","0","0.6441","0.6506","3","2.5944","2.6454","3","2.806","0.13"
"2014-10-08","TOR","0","2.9547","3.0228","HOU","1","1.1527","1.1527","-1","1.802","1.8701","-1","2.486","0.365"
"2014-10-05","CHV","1","1.8965","1.9402","RSL","0","0.7406","0.7406","1","1.1559","1.1996","1","2.32","0.487"
"2014-10-05","CHI","0","1.1911","1.1911","MTL","0","0.3588","0.3588","0","0.8323","0.8323","0","2.066","0.635"
"2014-10-05","COL","1","0.9031","0.9221","SEA","4","3.1037","3.1568","-3","-2.2006","-2.2347","-3","0.248","2.663"
"2014-10-04","SJE","1","1.1856","1.3818","POR","2","1.188","1.1888","-1","-0.0023","0.193","-1","1.397","1.298"
"2014-10-04","LAG","3","1.008","1.0113","TOR","0","0.9885","0.9893","3","0.0195","0.022","3","1.343","1.346"
"2014-10-04","NYRB","1","1.8953","1.9836","HOU","0","0.784","0.7861","1","1.1114","1.1975","1","2.196","0.609"
"2014-10-04","VAN","2","0.6416","0.6416","FCD","0","0.8117","0.8117","2","-0.1702","-0.1702","2","1.156","1.486"
"2014-10-04","NER","2","0.6453","0.6453","CLB","1","2.1988","2.2109","1","-1.5535","-1.5656","1","0.408","2.424"
"2014-10-03","DCU","0","0.5577","0.5577","SKC","0","0.4413","0.4413","0","0.1164","0.1164","0","1.392","1.155"
"2014-10-02","PHI","1","1.3979","1.3979","CHI","1","0.4285","0.4285","0","0.9694","0.9694","0","2.145","0.564"
"2014-09-28","LAG","4","2.3953","2.6933","NYRB","0","1.0832","1.0832","4","1.3121","1.6101","4","2.305","0.517"
"2014-09-28","HOU","2","1.3672","1.3672","CHI","0","0.577","0.577","2","0.7902","0.7902","2","2.018","0.728"
"2014-09-27","COL","1","0.904","0.904","SJE","1","0.6807","0.6807","0","0.2233","0.2233","0","1.518","1.119"
"2014-09-27","CLB","2","2.1267","2.1473","MTL","0","1.0238","1.0244","2","1.103","1.1229","2","2.217","0.525"
"2014-09-27","VAN","2","3.7507","3.7898","RSL","1","0.951","0.951","1","2.7997","2.8388","1","2.82","0.126"
"2014-09-27","SEA","4","1.1617","1.165","CHV","1","1.0878","1.379","3","0.0738","-0.214","2","1.421","1.268"
"2014-09-27","DCU","1","1.176","1.2066","PHI","0","0.7067","0.7079","1","0.4692","0.4987","1","1.838","0.881"
"2014-09-27","TOR","3","1.4348","1.4348","POR","1","1.4238","1.4238","2","0.011","0.011","1","1.428","1.329"
"2014-09-26","SKC","2","1.5958","1.5958","NER","3","0.867","0.8748","-1","0.7288","0.721","-1","2.027","0.719"
"2014-09-24","FCD","3","1.1884","1.1884","SEA","1","0.6539","0.6551","2","0.5345","0.5333","2","1.845","0.843"
"2014-09-21","TOR","3","2.3239","2.3441","CHV","0","0.6508","0.6513","3","1.6731","1.6928","3","2.462","0.371"
"2014-09-20","CHI","3","2.0209","2.023","DCU","3","1.4771","1.858","0","0.5438","0.165","0","1.773","0.975"
"2014-09-20","MTL","2","1.7201","1.7353","SJE","0","0.6933","0.6933","2","1.0268","1.042","2","2.127","0.621"
"2014-09-20","CLB","1","1.5481","1.5744","NER","0","0.478","0.478","1","1.0701","1.0964","1","2.243","0.515"
"2014-09-20","NYRB","4","2.3694","2.4191","SEA","1","1.0577","1.0677","3","1.3117","1.3515","3","2.267","0.548"
"2014-09-20","PHI","0","2.6261","2.6765","HOU","0","1.0232","1.0518","0","1.6029","1.6247","0","2.429","0.41"
"2014-09-20","POR","3","1.2694","1.2694","VAN","0","0.8449","0.8495","3","0.4245","0.4199","3","1.7","1.007"
"2014-09-20","LAG","2","2.3172","2.4148","FCD","1","0.4396","0.4396","1","1.8776","1.9752","1","2.604","0.267"
"2014-09-19","RSL","4","2.6776","2.6776","COL","1","0.9103","0.911","3","1.7672","1.7666","4","2.583","0.297"
"2014-09-14","SJE","1","0.461","0.4703","LAG","1","2.1651","2.4586","0","-1.7041","-1.9883","0","0.299","2.576"
"2014-09-13","COL","2","2.6719","2.7261","POR","2","1.2889","1.2893","0","1.383","1.4368","0","2.306","0.515"
"2014-09-13","CHI","1","2.0503","2.083","TOR","1","1.7345","1.7345","0","0.3158","0.3485","0","1.584","1.152"
"2014-09-13","FCD","2","1.1911","1.1911","VAN","1","0.5759","0.5759","1","0.6152","0.6152","1","1.934","0.74"
"2014-09-13","HOU","1","1.5823","1.743","CLB","2","1.3053","1.3053","-1","0.277","0.4376","0","1.601","1.148"
"2014-09-13","NER","2","1.2854","1.2874","MTL","1","0.6075","0.6075","1","0.6779","0.6799","1","1.917","0.807"
"2014-09-13","PHI","2","1.6384","1.658","NYRB","2","1.1471","1.1471","0","0.4914","0.5109","0","1.767","0.933"
"2014-09-12","CHV","0","0.265","0.265","SKC","4","1.7824","1.853","-4","-1.5175","-1.588","-4","0.246","2.601"
"2014-09-12","SEA","3","2.3258","2.3317","RSL","2","0.397","0.397","1","1.9287","1.9347","1","2.68","0.199"
"2014-09-10","NYRB","1","1.6623","1.6623","DCU","0","0.2504","0.2504","1","1.4119","1.4119","1","2.486","0.323"
"2014-09-10","MTL","2","1.6412","1.6412","LAG","2","2.2567","2.2597","0","-0.6155","-0.6186","0","0.976","1.765"
"2014-09-10","VAN","2","2.6724","2.6724","SJE","0","0.1604","0.1604","2","2.512","2.512","2","2.897","0.062"
"2014-09-07","NER","2","1.4846","1.4846","CHI","1","0.9237","0.9237","1","0.5609","0.5609","1","1.87","0.853"
"2014-09-07","POR","3","3.5934","3.594","SJE","3","1.3594","1.4421","0","2.234","2.1519","0","2.569","0.322"
"2014-09-07","CLB","3","1.6447","1.6458","CHV","0","0.2112","0.2112","3","1.4335","1.4346","3","2.57","0.254"
"2014-09-06","VAN","0","1.2346","1.2346","DCU","0","0.5472","0.5472","0","0.6873","0.6873","0","1.959","0.744"
"2014-09-06","HOU","3","1.5817","1.5817","MTL","2","1.4434","1.4443","1","0.1383","0.1374","1","1.471","1.279"
"2014-09-06","NYRB","2","1.0462","1.0462","SKC","1","1.4646","1.4738","1","-0.4184","-0.4276","1","1.072","1.633"
"2014-09-06","TOR","0","0.7626","0.7703","PHI","2","1.0103","1.011","-2","-0.2477","-0.2407","-2","1.119","1.548"
"2014-09-06","RSL","2","1.5672","1.5761","FCD","1","0.588","0.588","1","0.9792","0.9881","1","2.23","0.535"
"2014-09-05","LAG","6","3.9287","3.9489","COL","0","0.4162","0.4162","6","3.5125","3.5326","6","2.938","0.046"
"2014-09-03","CHV","2","1.4055","1.4055","SEA","4","1.8785","1.8785","-2","-0.4731","-0.4731","-2","1.008","1.713"
"2014-09-03","NER","3","0.8483","0.8483","SKC","1","0.7043","0.7054","2","0.1439","0.1428","2","1.474","1.159"
"2014-09-03","PHI","1","1.3221","1.3221","TOR","0","0.8322","0.8404","1","0.4899","0.4818","1","1.805","0.911"
"2014-08-31","CHV","0","0.3468","0.3511","LAG","3","1.5008","1.5008","-3","-1.1539","-1.1497","-3","0.439","2.332"
"2014-08-31","DCU","2","1.4263","1.4263","NYRB","0","1.424","1.424","2","0.0023","0.0023","2","1.372","1.363"
"2014-08-30","VAN","0","0.9833","0.9833","POR","3","1.1416","1.1416","-3","-0.1583","-0.1583","-3","1.219","1.468"
"2014-08-30","SJE","1","0.8926","0.8926","RSL","1","1.4531","1.4531","0","-0.5605","-0.5605","0","0.869","1.847"
"2014-08-30","MTL","2","0.9432","0.9432","CLB","0","0.6937","0.6937","2","0.2496","0.2496","2","1.537","1.138"
"2014-08-30","TOR","0","1.1631","1.1784","NER","3","0.5344","0.5364","-3","0.6287","0.642","-3","1.881","0.762"
"2014-08-30","SEA","1","1.013","1.0171","COL","0","0.457","0.457","1","0.5561","0.5602","1","1.899","0.756"
"2014-08-30","CHI","1","1.2234","1.224","FCD","0","1.0919","1.0936","1","0.1315","0.1305","1","1.432","1.282"
"2014-08-29","SKC","1","1.1306","1.132","HOU","3","1.0144","1.015","-2","0.1162","0.117","-2","1.499","1.208"
"2014-08-27","LAG","4","3.0351","3.0351","DCU","0","0.1364","0.1364","4","2.8987","2.8987","3","2.922","0.048"
"2014-08-24","PHI","4","2.0604","2.0611","SJE","2","0.7871","0.8544","2","1.2734","1.2067","2","2.317","0.472"
"2014-08-24","POR","2","1.6443","1.6484","SEA","4","2.5037","2.5058","-2","-0.8595","-0.8575","-2","0.795","1.983"
"2014-08-23","NER","1","0.7466","0.7466","CHV","0","0.6317","0.6317","1","0.1149","0.1149","1","1.445","1.172"
"2014-08-23","TOR","1","1.7033","1.7033","CHI","2","1.065","1.065","-1","0.6384","0.6384","0","1.86","0.894"
"2014-08-23","LAG","2","1.5701","1.5882","VAN","0","0.3424","0.3424","2","1.2277","1.2458","2","2.296","0.469"
"2014-08-23","SKC","0","0.4874","0.4886","DCU","3","1.7411","1.7411","-3","-1.2537","-1.2526","-3","0.441","2.358"
"2014-08-23","NYRB","4","2.2559","2.2573","MTL","2","1.1258","1.1258","2","1.1301","1.1315","2","2.124","0.675"
"2014-08-23","CLB","3","1.7879","1.7879","HOU","0","0.8037","0.8037","3","0.9842","0.9842","3","2.139","0.627"
"2014-08-22","FCD","2","0.8814","0.8814","RSL","1","0.8356","0.8375","1","0.0459","0.044","1","1.393","1.246"
"2014-08-20","SEA","1","1.1962","1.2034","SJE","1","1.3455","1.3455","0","-0.1493","-0.1421","0","1.134","1.56"
"2014-08-20","COL","3","1.1125","1.1246","LAG","4","2.763","2.7709","-1","-1.6505","-1.6464","-1","0.478","2.365"
"2014-08-17","DCU","4","1.3965","1.4006","COL","2","1.6145","1.6145","2","-0.218","-0.2139","2","1.23","1.494"
"2014-08-16","CHV","0","0.9167","0.9167","VAN","0","0.4912","0.4915","0","0.4255","0.4252","0","1.69","0.925"
"2014-08-16","SKC","4","2.333","2.333","TOR","1","0.9734","0.9746","3","1.3596","1.3585","3","2.42","0.41"
"2014-08-16","NER","1","0.8963","0.897","POR","1","1.1303","1.1303","0","-0.2341","-0.2333","0","1.184","1.49"
"2014-08-16","CLB","4","1.3602","1.3602","LAG","1","2.2208","2.2224","3","-0.8606","-0.8622","3","0.844","1.951"
"2014-08-16","MTL","1","0.7771","0.7771","CHI","0","0.681","0.681","1","0.0961","0.0961","1","1.382","1.238"
"2014-08-16","RSL","2","0.9921","0.9921","SEA","1","1.3383","1.814","1","-0.3462","-0.8219","1","1.101","1.593"
"2014-08-16","SJE","0","2.4289","2.4822","FCD","5","2.1375","2.2064","-5","0.2914","0.2758","-5","1.624","1.171"
"2014-08-15","HOU","1","2.3412","2.354","PHI","0","1.0854","1.1111","1","1.2558","1.2428","2","2.24","0.566"
"2014-08-10","SEA","2","1.4176","1.4176","HOU","0","1.5861","1.787","2","-0.1685","-0.3693","2","1.185","1.542"
"2014-08-10","VAN","1","2.1898","2.1898","SKC","0","1.1006","1.1305","1","1.0891","1.0593","2","2.148","0.63"
"2014-08-10","CHI","1","1.6074","1.608","NYRB","0","0.958","0.958","1","0.6493","0.6499","1","1.936","0.82"
"2014-08-09","POR","2","1.4124","1.4124","CHV","0","0.4593","0.4593","2","0.9531","0.9531","2","2.133","0.597"
"2014-08-09","RSL","3","1.6294","1.6294","DCU","0","0.5553","0.5553","3","1.0741","1.0741","3","2.243","0.539"
"2014-08-09","CLB","2","1.8277","1.8708","TOR","3","1.816","1.891","-1","0.0117","-0.0202","-1","1.394","1.34"
"2014-08-09","PHI","2","1.3595","1.3595","MTL","1","1.437","1.437","1","-0.0775","-0.0775","1","1.32","1.389"
"2014-08-09","FCD","3","1.7071","1.789","COL","1","2.9171","2.9355","2","-1.21","-1.1465","2","0.644","2.159"
"2014-08-08","LAG","2","1.8213","1.8436","SJE","2","0.3091","0.3091","0","1.5122","1.5345","0","2.515","0.313"
"2014-08-03","HOU","1","2.1897","2.1897","DCU","0","0.409","0.409","1","1.7808","1.7808","1","2.589","0.261"
"2014-08-03","CHV","0","0.6761","0.6778","FCD","1","1.9361","2.0102","-1","-1.26","-1.3324","-1","0.419","2.393"
"2014-08-02","SJE","1","0.8385","0.8385","SEA","0","1.2326","1.2441","1","-0.3941","-0.4056","1","1.056","1.677"
"2014-08-02","COL","0","1.952","1.964","RSL","1","0.4052","0.4052","-1","1.5468","1.5587","-1","2.535","0.3"
"2014-08-02","CHI","1","1.458","1.458","CLB","1","2.1099","2.111","0","-0.6519","-0.653","0","0.875","1.871"
"2014-08-02","NYRB","2","0.9678","0.9678","NER","1","1.3279","1.3363","1","-0.3601","-0.3685","1","1.081","1.651"
"2014-08-02","MTL","0","0.8695","0.8981","TOR","2","1.9751","1.9843","-2","-1.1056","-1.0862","-2","0.543","2.25"
"2014-08-02","LAG","3","3.6921","3.6921","POR","1","0.3604","0.3604","2","3.3317","3.3317","2","2.951","0.029"
"2014-08-01","SKC","1","1.5733","1.5733","PHI","1","1.0063","1.0164","0","0.567","0.5569","0","1.876","0.901"
"2014-07-30","RSL","1","0.8817","0.8971","NYRB","1","0.2459","0.2459","0","0.6358","0.6512","0","1.877","0.722"
"2014-07-30","CHI","0","0.3644","0.3644","VAN","0","0.9618","0.9653","0","-0.5974","-0.601","0","0.765","1.863"
"2014-07-30","NER","3","1.3544","1.3544","COL","0","0.475","0.475","3","0.8794","0.8794","3","2.144","0.599"
"2014-07-30","DCU","2","1.0397","1.0397","TOR","0","1.0882","1.0882","2","-0.0485","-0.0485","3","1.303","1.384"
"2014-07-28","SEA","0","0.7105","0.7105","LAG","3","1.6871","1.7584","-3","-0.9766","-1.0479","-3","0.583","2.191"
"2014-07-27","MTL","2","0.8758","0.8758","POR","3","1.9368","1.9368","-1","-1.061","-1.061","-1","0.605","2.186"
"2014-07-27","VAN","2","3.05","3.0673","FCD","2","1.6973","1.7464","0","1.3526","1.3209","0","2.2","0.604"
"2014-07-26","NER","1","0.8772","0.8772","CLB","2","1.6237","1.6237","-1","-0.7465","-0.7465","-1","0.731","2.036"
"2014-07-26","TOR","1","2.2892","2.2908","SKC","2","1.6675","1.7208","-1","0.6217","0.5699","-1","1.798","0.988"
"2014-07-25","COL","3","1.5804","1.727","CHV","0","0.3266","0.3266","3","1.2538","1.4004","3","2.403","0.381"
"2014-07-24","RSL","3","2.2333","2.3047","MTL","1","0.8436","0.8446","2","1.3897","1.4601","2","2.292","0.525"
"2014-07-23","SJE","5","1.67","1.7326","CHI","1","0.3823","0.3823","4","1.2876","1.3502","4","2.399","0.395"
"2014-07-20","DCU","3","1.3498","1.3498","CHV","1","1.3377","1.3377","2","0.0121","0.0121","2","1.401","1.263"
"2014-07-19","RSL","1","1.4068","1.4264","VAN","1","1.4542","1.4542","0","-0.0474","-0.0278","0","1.263","1.464"
"2014-07-19","HOU","2","1.6188","1.6253","TOR","2","3.0109","3.0109","0","-1.3921","-1.3856","0","0.528","2.292"
"2014-07-19","CHI","1","0.385","0.3869","PHI","1","1.0943","1.1376","0","-0.7093","-0.7506","0","0.535","2.173"
"2014-07-19","CLB","2","1.1821","1.1917","MTL","1","1.436","1.4464","1","-0.2539","-0.2547","1","1.112","1.637"
"2014-07-19","SKC","2","1.3985","1.4157","LAG","1","0.6289","0.6289","1","0.7696","0.7869","1","2.016","0.705"
"2014-07-19","FCD","2","2.1286","2.1554","NER","0","0.3792","0.3792","2","1.7495","1.7762","2","2.534","0.314"
"2014-07-19","NYRB","1","2.2788","2.323","SJE","1","1.0386","1.0446","0","1.2402","1.2785","0","2.241","0.555"
"2014-07-18","POR","2","0.9827","0.9837","COL","1","1.6965","2.5829","1","-0.7138","-1.5992","1","0.778","1.975"
"2014-07-16","LAG","5","1.5406","1.5406","NER","1","1.5099","1.5131","4","0.0307","0.0275","4","1.355","1.382"
"2014-07-16","TOR","1","1.6921","1.697","VAN","1","0.5134","0.5139","0","1.1786","1.1831","0","2.43","0.378"
"2014-07-16","CLB","0","0.8482","0.902","SKC","2","0.8143","0.8143","-2","0.0339","0.0877","-1","1.332","1.317"
"2014-07-16","PHI","3","2.1999","2.1999","NYRB","1","1.1476","1.1891","2","1.0522","1.0107","2","2.121","0.678"
"2014-07-13","SEA","2","2.8082","3.2719","POR","0","0.373","0.373","2","2.4353","2.8989","2","2.755","0.172"
"2014-07-12","LAG","1","1.9379","1.9379","RSL","0","1.2406","1.2406","1","0.6974","0.6974","1","1.882","0.871"
"2014-07-12","VAN","1","0.7538","0.7538","CHV","3","0.8518","0.8922","-2","-0.098","-0.1383","-2","1.188","1.458"
"2014-07-12","MTL","1","0.7062","0.7062","SKC","2","1.1434","1.1434","-1","-0.4372","-0.4372","-1","1.021","1.702"
"2014-07-12","TOR","4","2.9214","3.05","HOU","2","1.3361","1.3361","2","1.5853","1.7139","2","2.356","0.487"
"2014-07-12","PHI","3","2.0939","2.0939","COL","3","1.8822","1.8822","0","0.2116","0.2116","0","1.474","1.279"
"2014-07-12","NYRB","4","2.0579","2.2104","CLB","1","1.2049","1.2468","3","0.853","0.9636","3","1.969","0.82"
"2014-07-12","NER","0","2.209","2.2233","CHI","1","1.1789","1.1789","-1","1.0301","1.0444","-1","2.122","0.637"
"2014-07-11","SJE","1","1.4719","2.1158","DCU","2","1.5274","1.5534","-1","-0.0555","0.5623","-1","1.349","1.364"
"2014-07-06","SKC","1","1.7802","1.8062","CHI","1","0.8406","0.8406","0","0.9396","0.9657","0","2.057","0.719"
"2014-07-05","TOR","1","1.8635","1.9299","DCU","2","0.6002","0.6002","-1","1.2633","1.3297","-1","2.395","0.415"
"2014-07-05","CHV","1","0.5315","0.5346","MTL","0","0.7065","0.7065","1","-0.175","-0.1718","1","1.101","1.509"
"2014-07-05","VAN","1","1.34","1.3421","SEA","0","0.5072","0.5159","1","0.8328","0.8262","1","2.067","0.666"
"2014-07-04","LAG","1","0.7968","0.7992","POR","2","0.8432","0.8599","-1","-0.0464","-0.0607","0","1.269","1.377"
"2014-07-04","RSL","2","2.0968","2.1311","NER","1","1.2276","1.2276","1","0.8693","0.9035","1","2.115","0.663"
"2014-07-04","COL","0","1.1234","1.2103","CLB","1","2.0381","2.0384","-1","-0.9146","-0.828","0","0.742","2.035"
"2014-07-04","HOU","2","2.1955","2.1955","NYRB","2","1.0343","1.0343","0","1.1611","1.1611","0","2.268","0.552"
"2014-07-04","FCD","1","1.1186","1.1186","PHI","1","0.62","0.62","0","0.4986","0.4986","1","1.806","0.888"
"2014-07-02","SJE","0","1.1255","1.1296","CHV","1","1.0066","1.0066","-1","0.1189","0.123","-1","1.451","1.244"
"2014-07-02","CHI","1","1.2166","1.2633","TOR","1","0.4898","0.4901","0","0.7268","0.7732","0","1.915","0.748"
"2014-06-29","CLB","0","0.7788","0.8434","FCD","0","1.5018","1.5018","0","-0.7231","-0.6584","0","0.723","2.031"
"2014-06-29","MTL","3","1.966","2.0701","HOU","0","0.8548","0.8548","3","1.1112","1.2152","3","2.229","0.573"
"2014-06-28","SJE","0","1.0213","1.0213","LAG","1","1.6531","1.6607","-1","-0.6319","-0.6394","-1","0.929","1.82"
"2014-06-28","CHV","1","1.5975","1.5975","RSL","0","0.7757","0.7757","1","0.8218","0.8218","1","1.959","0.765"
"2014-06-28","COL","2","1.736","1.7371","VAN","0","0.3741","0.3741","2","1.362","1.363","2","2.549","0.287"
"2014-06-28","NER","1","2.4195","2.4578","PHI","3","1.1906","1.1906","-2","1.2289","1.2672","-2","2.212","0.589"
"2014-06-28","DCU","0","0.9877","0.9877","SEA","1","0.29","0.29","-1","0.6977","0.6977","-1","1.953","0.696"
"2014-06-27","POR","0","0.9527","0.9597","SKC","1","0.8022","0.8081","-1","0.1505","0.1517","-1","1.441","1.225"
"2014-06-27","NYRB","2","2.1552","2.162","TOR","2","1.5257","1.5661","0","0.6294","0.5959","0","1.875","0.924"
"2014-06-25","VAN","0","0.6553","0.6628","MTL","0","0.9824","0.9832","0","-0.327","-0.3205","0","0.976","1.669"
"2014-06-11","MTL","2","1.5657","1.5657","DCU","4","1.9068","1.9068","-2","-0.3411","-0.3411","-2","1.043","1.682"
"2014-06-11","POR","2","3.7225","3.8398","FCD","2","1.7141","1.8462","0","2.0083","1.9937","0","2.511","0.366"
"2014-06-08","LAG","1","2.0076","2.0701","CHV","1","0.7312","0.7312","0","1.2765","1.3389","0","2.264","0.533"
"2014-06-08","NER","0","1.0792","1.0799","NYRB","2","0.8908","0.8908","-2","0.1883","0.189","-2","1.463","1.205"
"2014-06-07","RSL","1","0.5688","0.571","POR","3","1.9082","2.0313","-2","-1.3395","-1.4603","-2","0.353","2.465"
"2014-06-07","CHI","2","0.7828","0.8035","SEA","3","1.5443","1.5443","-1","-0.7615","-0.7408","-1","0.711","2.022"
"2014-06-07","PHI","3","2.8799","2.9474","VAN","3","1.7807","1.7807","0","1.0992","1.1667","0","2.078","0.704"
"2014-06-07","DCU","0","1.8246","1.8246","CLB","0","0.9854","0.9941","0","0.8391","0.8305","0","2.029","0.718"
"2014-06-07","TOR","1","1.4017","1.4053","SJE","0","0.795","0.814","1","0.6067","0.5913","1","1.922","0.788"
"2014-06-07","FCD","3","1.2354","1.2388","COL","2","0.8165","0.8165","1","0.419","0.4223","1","1.693","1.003"
"2014-06-06","HOU","0","1.6086","1.6444","SKC","2","1.4118","1.4944","-2","0.1968","0.1501","-2","1.524","1.173"
"2014-06-04","COL","0","0.5538","0.5538","CHI","0","0.2248","0.2248","0","0.329","0.329","0","1.601","0.899"
"2014-06-04","CLB","1","2.1033","2.1083","RSL","1","0.4417","0.4431","0","1.6616","1.6652","0","2.613","0.243"
"2014-06-01","POR","3","1.5255","1.5277","VAN","4","3.2775","3.6397","-1","-1.752","-2.112","-1","0.453","2.406"
"2014-06-01","COL","3","1.4655","1.4655","HOU","0","0.3409","0.3409","3","1.1246","1.1246","3","2.314","0.457"
"2014-06-01","CHI","1","1.3678","1.3678","LAG","1","0.7282","0.7282","0","0.6396","0.6396","0","1.968","0.747"
"2014-05-31","CHV","0","0.5038","0.5043","PHI","3","1.7059","1.7396","-3","-1.2021","-1.2353","-3","0.359","2.441"
"2014-05-31","MTL","2","1.9154","1.961","NER","0","0.7748","0.7748","2","1.1406","1.1862","2","2.161","0.622"
"2014-05-31","DCU","1","0.7454","0.7454","SKC","0","1.2349","1.2356","1","-0.4894","-0.4902","1","0.992","1.709"
"2014-05-31","TOR","3","1.4035","1.4053","CLB","2","0.6827","0.6827","1","0.7207","0.7225","1","2.133","0.567"
"2014-05-31","SEA","4","3.007","3.0387","RSL","0","0.5989","0.5989","4","2.408","2.4398","4","2.806","0.121"
"2014-05-31","FCD","1","1.5326","1.5326","SJE","2","1.0481","1.0918","-1","0.4845","0.4408","-1","1.81","0.91"
