"Date","Home","HG","HxGtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","HxGpPlayer xGoals","Away","AG","AxGtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","AxGpPlayer xGoals","GDGoal Difference (Own goals excluded.)","xGDtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","xGDpPlayer xGoals","FinalFinal Score (Own goals included.)","HxPtsExpected points earned, given the same sample of shots over 1,000 simulations.","AxPtsExpected points earned, given the same sample of shots over 1,000 simulations."
"2018-06-09","VAN","5","3.7851","3.8763","ORL","2","1.0917","1.0917","3","2.6935","2.7846","3","2.791","0.142"
"2018-06-09","NYC","1","2.5502","2.5856","ATL","1","0.4254","0.4254","0","2.1248","2.1602","0","2.716","0.181"
"2018-06-09","CLB","1","2.0768","2.1103","NYRB","1","0.8815","0.8846","0","1.1953","1.2257","0","2.18","0.62"
"2018-06-08","PHI","0","1.7448","1.7448","TOR","2","1.791","1.8121","-2","-0.0462","-0.0673","-2","1.284","1.473"
"2018-06-03","SKC","4","2.4387","2.6305","MIN","1","0.3814","0.3822","3","2.0573","2.2483","3","2.639","0.236"
"2018-06-02","RSL","2","1.5563","1.5859","SEA","0","0.6642","0.6642","2","0.8922","0.9218","2","2.108","0.644"
"2018-06-02","CHI","2","1.8072","1.8802","SJE","1","1.5642","1.5674","1","0.243","0.3128","1","1.535","1.22"
"2018-06-02","FCD","2","2.4062","2.4617","LAFC","1","1.0125","1.0125","1","1.3936","1.4492","1","2.335","0.487"
"2018-06-02","CLB","3","1.7734","1.7756","TOR","3","1.6163","1.6465","0","0.157","0.1291","0","1.477","1.24"
"2018-06-02","NYC","3","2.5324","2.7117","ORL","0","1.2163","1.2163","3","1.3161","1.4954","3","2.252","0.53"
"2018-06-02","NER","2","1.2533","1.2538","NYRB","1","0.4217","0.4217","1","0.8316","0.8322","1","2.21","0.524"
"2018-06-02","MTL","1","0.8061","0.8216","HOU","0","0.4236","0.4236","1","0.3825","0.398","1","1.77","0.852"
"2018-06-02","ATL","3","4.6003","4.6096","PHI","1","0.429","0.429","2","4.1713","4.1806","2","2.994","0.003"
"2018-06-02","POR","1","1.8274","1.8274","LAG","1","1.7318","1.7389","0","0.0955","0.0884","0","1.477","1.273"
"2018-06-01","COL","1","1.9394","1.9417","VAN","2","1.5174","1.5182","-1","0.4221","0.4235","-1","1.628","1.121"
"2018-05-30","LAG","2","2.0489","2.0965","FCD","3","2.1929","2.2726","-1","-0.144","-0.1761","-1","1.219","1.555"
"2018-05-30","RSL","2","1.0202","1.0202","HOU","1","1.6382","1.7372","1","-0.618","-0.7169","1","0.809","1.922"
"2018-05-30","PHI","3","2.7214","2.7374","CHI","1","1.6002","1.6002","2","1.1213","1.1373","2","2.153","0.644"
"2018-05-30","NER","1","1.1849","1.1849","ATL","1","2.1538","2.1538","0","-0.9689","-0.9689","0","0.693","2.058"
"2018-05-27","SKC","0","0.8661","0.8676","CLB","0","1.3752","1.3752","0","-0.5092","-0.5076","0","0.88","1.846"
"2018-05-26","LAFC","1","1.8409","1.8607","DCU","1","1.4662","1.4826","0","0.3747","0.3781","0","1.622","1.112"
"2018-05-26","COL","1","1.8639","1.8639","POR","3","1.5191","1.5191","-2","0.3448","0.3448","-1","1.68","1.08"
"2018-05-26","MIN","2","0.9698","0.9841","MTL","0","0.8747","0.8794","2","0.0952","0.1047","2","1.372","1.297"
"2018-05-26","ORL","1","2.0945","2.0963","CHI","2","0.6809","0.6863","-1","1.4136","1.41","-1","2.418","0.405"
"2018-05-26","NYRB","0","0.6831","0.6858","PHI","0","1.8316","1.9503","0","-1.1486","-1.2645","0","0.469","2.329"
"2018-05-26","VAN","3","3.7133","3.9137","NER","2","1.1244","1.136","1","2.5889","2.7777","0","2.688","0.219"
"2018-05-26","SEA","0","1.0928","1.1461","RSL","1","0.3367","0.3382","-1","0.7561","0.8078","-1","2.032","0.673"
"2018-05-25","LAG","1","0.7679","0.7679","SJE","0","0.3663","0.3672","1","0.4016","0.4007","1","1.718","0.866"
"2018-05-25","HOU","3","2.8291","2.9897","NYC","1","1.1043","1.1043","2","1.7248","1.8854","2","2.446","0.4"
"2018-05-25","TOR","0","2.3851","2.503","FCD","1","2.2294","2.3068","-1","0.1557","0.1961","-1","1.477","1.3"
"2018-05-21","MTL","0","1.4915","1.4941","LAG","1","0.8397","0.8397","-1","0.6518","0.6543","-1","1.845","0.906"
"2018-05-20","ATL","1","1.4902","1.4963","NYRB","3","1.8157","1.8157","-2","-0.3255","-0.3194","-2","1.127","1.601"
"2018-05-20","CHI","2","0.9568","0.9568","HOU","3","2.2988","2.2988","-1","-1.342","-1.342","-1","0.426","2.379"
"2018-05-20","MIN","1","1.0698","1.1942","SKC","1","1.7364","1.7364","0","-0.6666","-0.5422","0","0.905","1.829"
"2018-05-19","SJE","1","1.6868","1.71","DCU","3","1.6903","1.6903","-2","-0.0035","0.0197","-2","1.336","1.42"
"2018-05-19","PHI","4","2.3634","2.3809","RSL","1","0.4748","0.4785","3","1.8886","1.9025","3","2.638","0.232"
"2018-05-19","NER","0","0.9058","0.9058","CLB","1","1.838","1.9144","-1","-0.9322","-1.0086","-1","0.796","1.981"
"2018-05-19","FCD","2","1.5888","1.5921","VAN","1","1.1536","1.1536","1","0.4353","0.4386","0","1.595","1.112"
"2018-05-19","POR","2","2.8399","2.9496","LAFC","1","0.9347","0.9711","1","1.9052","1.9785","1","2.51","0.35"
"2018-05-19","NYC","4","1.1143","1.1218","COL","0","0.2862","0.2862","4","0.8282","0.8356","4","2.137","0.553"
"2018-05-18","TOR","2","1.9599","2.0412","ORL","1","0.5446","0.5446","1","1.4153","1.4966","1","2.428","0.4"
"2018-05-16","VAN","2","2.469","2.4869","SJE","2","1.0671","1.0671","0","1.402","1.4199","0","2.247","0.561"
"2018-05-13","LAFC","1","1.6253","1.6424","NYC","2","2.4886","2.5067","-1","-0.8634","-0.8643","0","0.806","1.988"
"2018-05-13","POR","1","1.0929","1.0929","SEA","0","0.4683","0.478","1","0.6246","0.615","1","1.953","0.741"
"2018-05-13","ORL","1","0.7029","0.7062","ATL","2","1.7634","1.7634","-1","-1.0605","-1.0573","-1","0.545","2.267"
"2018-05-12","RSL","3","1.2412","1.2412","DCU","2","1.51","1.5119","1","-0.2689","-0.2707","1","1.091","1.652"
"2018-05-12","COL","1","1.3191","1.3661","NYRB","2","1.8886","1.8886","-1","-0.5695","-0.5224","-1","0.881","1.862"
"2018-05-12","CLB","3","2.431","2.4371","CHI","0","0.8858","0.8858","3","1.5453","1.5513","3","2.471","0.383"
"2018-05-12","NER","3","1.723","1.7357","TOR","1","1.9001","2.0023","2","-0.1771","-0.2666","1","1.288","1.474"
"2018-05-12","FCD","3","0.9083","0.9083","LAG","2","2.9735","2.9831","1","-2.0652","-2.0748","1","0.235","2.665"
"2018-05-12","MTL","0","0.7729","0.7729","PHI","2","2.1832","2.1832","-2","-1.4104","-1.4104","-2","0.474","2.346"
"2018-05-12","MIN","1","0.8499","0.8523","SJE","3","2.5976","2.7355","-2","-1.7477","-1.8832","-2","0.305","2.549"
"2018-05-11","VAN","2","2.2949","2.2949","HOU","2","0.7314","0.7356","0","1.5635","1.5592","0","2.471","0.377"
"2018-05-09","LAFC","2","2.8433","2.9039","MIN","0","0.6805","0.6805","2","2.1627","2.2234","2","2.591","0.281"
"2018-05-09","CHI","1","1.0875","1.0997","MTL","0","0.7114","0.7161","1","0.3762","0.3836","1","1.59","1.083"
"2018-05-09","CLB","1","1.53","1.5459","PHI","0","0.5593","0.5643","1","0.9707","0.9816","1","2.187","0.552"
"2018-05-09","TOR","1","2.6646","2.689","SEA","2","1.2762","1.2956","-1","1.3883","1.3934","-1","2.206","0.634"
"2018-05-09","ATL","0","2.3453","2.358","SKC","2","1.7878","1.7882","-2","0.5575","0.5698","-2","1.733","1.052"
"2018-05-06","ORL","3","1.9107","1.92","RSL","1","1.2259","1.234","2","0.6848","0.6861","2","1.842","0.954"
"2018-05-05","SJE","0","1.3488","1.3608","POR","1","1.1388","1.1388","-1","0.21","0.222","-1","1.549","1.153"
"2018-05-05","CHI","1","0.7605","0.7605","ATL","2","1.46","1.46","-1","-0.6995","-0.6995","-1","0.82","1.915"
"2018-05-05","SKC","1","2.6599","2.8583","COL","0","0.4788","0.4788","1","2.1812","2.3796","1","2.649","0.234"
"2018-05-05","SEA","0","1.1678","1.1678","CLB","0","0.7696","0.7696","0","0.3981","0.3981","0","1.665","1.011"
"2018-05-05","LAFC","1","1.3574","1.3706","FCD","1","0.5423","0.5423","0","0.8151","0.8284","0","2.004","0.729"
"2018-05-05","MIN","1","0.8153","0.9063","VAN","0","1.7524","1.7524","1","-0.9371","-0.8461","1","0.651","2.085"
"2018-05-05","NYRB","4","2.018","2.1288","NYC","0","0.6138","0.6193","4","1.4042","1.5095","4","2.367","0.45"
"2018-05-05","MTL","4","2.5882","2.6223","NER","2","1.5004","1.5095","2","1.0878","1.1127","2","2.133","0.678"
"2018-05-05","HOU","3","2.2339","2.4474","LAG","2","2.0494","2.2093","1","0.1845","0.2381","1","1.529","1.211"
"2018-05-04","TOR","3","1.5855","1.5855","PHI","0","0.293","0.293","3","1.2925","1.2925","3","2.388","0.399"
"2018-04-29","LAFC","1","1.8022","1.8105","SEA","0","1.01","1.0154","1","0.7922","0.7951","1","2.027","0.734"
"2018-04-29","NYC","3","3.0937","3.2499","FCD","1","1.1829","1.1829","2","1.9108","2.067","2","2.505","0.372"
"2018-04-29","COL","1","1.5877","1.6098","ORL","2","1.6347","1.6362","-1","-0.047","-0.0265","-1","1.364","1.361"
"2018-04-28","LAG","2","1.1635","1.1635","NYRB","3","2.592","2.592","-1","-1.4286","-1.4286","-1","0.446","2.396"
"2018-04-28","MIN","2","1.5297","1.6306","HOU","1","2.2439","2.2439","1","-0.7143","-0.6133","1","0.935","1.841"
"2018-04-28","CLB","2","1.8743","1.9297","SJE","1","0.8106","0.8173","1","1.0638","1.1124","1","2.167","0.61"
"2018-04-28","NER","1","0.8389","0.8393","SKC","0","0.6443","0.6443","1","0.1946","0.195","1","1.52","1.121"
"2018-04-28","PHI","3","1.6194","1.6243","DCU","2","0.9428","0.9428","1","0.6766","0.6814","1","1.87","0.862"
"2018-04-28","ATL","4","2.5933","2.6296","MTL","1","0.5123","0.5123","3","2.081","2.1173","3","2.671","0.223"
"2018-04-28","TOR","2","1.6209","1.6236","CHI","2","2.9366","3.2752","0","-1.3157","-1.6516","0","0.522","2.283"
"2018-04-27","VAN","2","2.7105","2.7362","RSL","0","0.8608","0.8641","2","1.8497","1.8721","2","2.661","0.222"
"2018-04-22","POR","3","1.8851","1.9002","NYC","0","1.0796","1.0796","3","0.8055","0.8206","3","2.125","0.649"
"2018-04-22","SEA","3","2.0382","2.0382","MIN","1","1.0916","1.1028","2","0.9466","0.9355","2","2.041","0.736"
"2018-04-21","LAG","0","0.8094","0.8094","ATL","2","4.3348","4.6215","-2","-3.5254","-3.8121","-2","0.032","2.948"
"2018-04-21","RSL","3","2.5335","2.6526","COL","0","0.8325","0.8325","3","1.701","1.8202","3","2.472","0.363"
"2018-04-21","CLB","1","2.0932","2.1097","NER","2","0.9545","0.9545","-1","1.1387","1.1552","0","2.224","0.583"
"2018-04-21","ORL","3","2.965","2.9661","SJE","2","1.546","1.5989","1","1.419","1.3673","1","2.371","0.451"
"2018-04-21","NYRB","1","2.2293","2.3095","CHI","2","1.0399","1.0399","-1","1.1894","1.2697","-1","2.203","0.559"
"2018-04-21","HOU","5","3.1347","3.232","TOR","1","3.0919","3.1691","4","0.0428","0.0629","4","1.449","1.353"
"2018-04-21","MTL","3","1.5624","1.5624","LAFC","4","3.8194","3.9682","-1","-2.2571","-2.4059","-2","0.234","2.673"
"2018-04-21","FCD","2","2.7691","2.7691","PHI","0","1.1354","1.2115","2","1.6337","1.5576","2","2.46","0.393"
"2018-04-20","SKC","6","4.0491","4.1107","VAN","0","0.3808","0.3808","6","3.6683","3.7298","6","2.938","0.037"
"2018-04-15","ATL","2","1.3852","1.4164","NYC","2","1.2529","1.2529","0","0.1323","0.1635","0","1.435","1.246"
"2018-04-15","SKC","2","2.1793","2.1793","SEA","2","1.3712","1.3712","0","0.8081","0.8081","0","1.94","0.8"
"2018-04-14","SJE","2","0.4528","0.4546","HOU","2","3.0984","3.1142","0","-2.6456","-2.6595","0","0.133","2.794"
"2018-04-14","POR","3","2.0602","2.1456","MIN","1","1.6141","1.6141","2","0.4461","0.5315","1","1.692","1.092"
"2018-04-14","NER","0","1.0757","1.083","FCD","1","1.7403","1.7403","-1","-0.6646","-0.6573","-1","0.936","1.821"
"2018-04-14","DCU","1","0.3015","0.3015","CLB","0","1.9309","1.9663","1","-1.6294","-1.6648","1","0.339","2.49"
"2018-04-14","CHI","0","0.4514","0.4514","LAG","1","0.7901","0.7901","-1","-0.3387","-0.3387","-1","0.98","1.637"
"2018-04-14","COL","2","2.1275","2.1275","TOR","0","0.8862","0.8905","2","1.2412","1.237","2","2.356","0.481"
"2018-04-14","NYRB","3","2.1278","2.1317","MTL","1","0.5807","0.6065","2","1.5472","1.5252","2","2.501","0.344"
"2018-04-13","VAN","0","0.2413","0.2413","LAFC","2","1.3436","1.4412","-2","-1.1023","-1.2","-2","0.448","2.311"
"2018-04-13","PHI","0","1.4453","1.474","ORL","2","1.2671","1.2714","-2","0.1782","0.2027","-2","1.455","1.26"
"2018-04-11","NYC","4","4.019","4.0947","RSL","0","1.2066","1.2066","4","2.8125","2.8882","4","2.813","0.134"
"2018-04-08","LAG","0","1.4397","1.4397","SKC","2","1.0683","1.0683","-2","0.3714","0.3714","-2","1.625","1.112"
"2018-04-08","ORL","3","2.7492","2.761","POR","2","2.2595","2.3059","1","0.4897","0.4551","1","1.697","1.094"
"2018-04-07","RSL","2","1.1895","1.1895","VAN","1","1.3229","1.3229","1","-0.1334","-0.1334","1","1.242","1.431"
"2018-04-07","CHI","1","0.6837","0.6837","CLB","0","1.6841","1.6908","1","-1.0005","-1.0072","1","0.595","2.167"
"2018-04-07","FCD","1","1.2166","1.2613","COL","1","0.5665","0.5673","0","0.6501","0.6941","0","1.9","0.787"
"2018-04-07","PHI","1","1.9832","1.9883","SJE","1","0.9707","0.9707","0","1.0124","1.0175","0","2.075","0.71"
"2018-04-07","ATL","5","2.5809","2.6283","LAFC","0","0.8861","0.8923","5","1.6948","1.736","5","2.51","0.359"
"2018-04-06","NER","4","3.3093","3.3135","MTL","0","0.2442","0.2442","4","3.065","3.0692","4","2.932","0.04"
"2018-03-31","SEA","0","1.0873","1.0873","MTL","1","0.8323","0.8323","-1","0.2549","0.2549","-1","1.538","1.136"
"2018-03-31","COL","3","1.3774","1.4075","PHI","0","1.1172","1.1223","3","0.2602","0.2852","3","1.568","1.148"
"2018-03-31","HOU","0","1.7022","1.7022","NER","2","1.5301","1.5301","-2","0.1721","0.1721","-2","1.506","1.221"
"2018-03-31","SKC","1","1.7897","1.8027","DCU","0","0.7783","0.821","1","1.0115","0.9817","1","2.044","0.709"
"2018-03-31","SJE","1","1.6146","1.6146","NYC","2","0.8667","0.8667","-1","0.7479","0.7479","-1","1.844","0.89"
"2018-03-31","MIN","0","1.8649","1.8649","ATL","0","0.8059","0.8059","0","1.059","1.059","-1","2.132","0.632"
"2018-03-31","CHI","2","1.2281","1.2281","POR","2","1.0041","1.076","0","0.224","0.1521","0","1.581","1.134"
"2018-03-31","CLB","1","1.0933","1.0992","VAN","2","0.5445","0.5445","-1","0.5487","0.5546","-1","1.913","0.779"
"2018-03-31","LAG","4","1.0982","1.0982","LAFC","2","1.3131","1.3197","2","-0.2149","-0.2215","1","1.172","1.556"
"2018-03-31","ORL","4","3.2254","3.2321","NYRB","3","1.3201","1.3268","1","1.9053","1.9053","1","2.511","0.351"
"2018-03-30","TOR","3","3.2054","3.2193","RSL","1","0.6809","0.6809","2","2.5245","2.5384","2","2.834","0.104"
"2018-03-24","VAN","0","0.8052","0.8052","LAG","0","0.6727","0.6747","0","0.1325","0.1305","0","1.452","1.191"
"2018-03-24","COL","2","1.29","1.3025","SKC","2","2.6933","2.7384","0","-1.4033","-1.4359","0","0.493","2.323"
"2018-03-24","NYRB","3","2.8682","2.8689","MIN","0","1.1782","1.2277","3","1.69","1.6412","3","2.428","0.43"
"2018-03-24","CLB","3","1.4003","1.4003","DCU","1","0.2333","0.2333","2","1.167","1.167","2","2.369","0.389"
"2018-03-24","FCD","1","1.0357","1.0508","POR","1","0.5215","0.5215","0","0.5142","0.5293","0","1.801","0.874"
"2018-03-24","NER","2","1.6533","1.665","NYC","2","1.1086","1.1086","0","0.5446","0.5564","0","1.754","0.989"
"2018-03-18","FCD","3","2.6899","2.7149","SEA","0","0.8788","0.8917","3","1.8111","1.8231","3","2.598","0.258"
"2018-03-17","RSL","1","0.9835","0.9835","NYRB","0","0.8633","0.8827","1","0.1202","0.1008","1","1.464","1.158"
"2018-03-17","SKC","3","1.6468","1.6468","SJE","2","1.4181","1.5004","1","0.2287","0.1464","1","1.585","1.129"
"2018-03-17","ATL","3","3.5036","3.6273","VAN","1","0.7384","0.7384","2","2.7653","2.889","3","2.84","0.098"
"2018-03-17","NYC","2","0.9761","0.9761","ORL","0","0.7488","0.7488","2","0.2274","0.2274","2","1.537","1.117"
"2018-03-17","MTL","1","1.6948","1.6986","TOR","0","1.0312","1.0312","1","0.6635","0.6674","1","1.88","0.866"
"2018-03-17","PHI","0","0.7501","0.7501","CLB","0","0.8275","0.8282","0","-0.0773","-0.078","0","1.258","1.36"
"2018-03-17","MIN","2","1.6667","1.7932","CHI","1","1.0364","1.1641","1","0.6304","0.6291","1","1.725","0.975"
"2018-03-17","DCU","2","1.5653","1.5871","HOU","2","2.0114","2.0114","0","-0.4462","-0.4243","0","1.054","1.684"
"2018-03-11","NYC","2","1.5982","1.6682","LAG","1","1.3478","1.3478","1","0.2504","0.3204","1","1.479","1.251"
"2018-03-11","ATL","3","1.6387","1.6615","DCU","1","1.1325","1.1325","2","0.5062","0.529","2","1.741","0.958"
"2018-03-10","ORL","1","1.6981","1.707","MIN","2","1.1723","1.1723","-1","0.5258","0.5347","-1","1.789","0.952"
"2018-03-10","NYRB","4","1.9333","1.9406","POR","0","1.2586","1.2586","4","0.6747","0.6819","4","1.865","0.893"
"2018-03-10","HOU","1","2.0674","2.0746","VAN","2","1.1154","1.1154","-1","0.952","0.9592","-1","2.089","0.679"
"2018-03-10","CHI","3","2.8552","2.909","SKC","4","1.7786","1.8703","-1","1.0767","1.0388","-1","2.095","0.721"
"2018-03-10","RSL","1","2.4239","2.4364","LAFC","5","3.8815","3.998","-4","-1.4577","-1.5616","-4","0.603","2.25"
"2018-03-10","NER","2","1.2057","1.2057","COL","1","1.9238","1.9238","1","-0.7182","-0.7182","1","0.875","1.883"
"2018-03-10","CLB","3","2.6624","2.6687","MTL","2","1.74","1.74","1","0.9224","0.9287","1","2.05","0.748"
"2018-03-04","LAG","2","2.4461","2.6365","POR","1","1.43","1.43","1","1.0161","1.2065","1","2.118","0.678"
"2018-03-04","SKC","0","1.4385","1.4458","NYC","2","1.4122","1.4145","-2","0.0263","0.0312","-2","1.456","1.291"
"2018-03-04","VAN","2","1.2223","1.2223","MTL","1","0.625","0.625","1","0.5973","0.5973","1","1.941","0.738"
"2018-03-04","SEA","0","2.1365","2.2307","LAFC","1","0.675","0.675","-1","1.4615","1.5557","-1","2.429","0.398"
"2018-03-03","SJE","3","1.8013","1.8202","MIN","2","1.0744","1.0844","1","0.7269","0.7358","1","1.889","0.875"
"2018-03-03","FCD","0","1.3081","1.3257","RSL","1","0.8176","0.8176","-1","0.4905","0.5081","0","1.761","0.951"
"2018-03-03","ORL","1","1.1904","1.1943","DCU","1","2.2285","2.2542","0","-1.0381","-1.0599","0","0.669","2.115"
"2018-03-03","PHI","2","3.7702","3.8119","NER","0","0.7868","0.8031","2","2.9834","3.0088","2","2.838","0.114"
"2018-03-03","HOU","4","2.3205","2.3277","ATL","0","1.6057","1.6057","4","0.7148","0.7219","4","1.92","0.84"
"2018-03-03","TOR","0","1.1913","1.2201","CLB","2","1.4103","1.4103","-2","-0.219","-0.1902","-2","1.09","1.606"
"2017-10-22","ATL","2","2.5219","2.6375","TOR","2","1.4306","1.4306","0","1.0912","1.2069","0","2.111","0.698"
"2017-10-22","NYC","2","2.6198","2.6223","CLB","2","1.0938","1.1099","0","1.526","1.5125","0","2.391","0.45"
"2017-10-22","SJE","3","2.2","2.2875","MIN","2","0.3681","0.3681","1","1.8318","1.9193","1","2.595","0.258"
"2017-10-22","PHI","6","3.2028","3.2926","ORL","1","1.3109","1.3109","5","1.892","1.9817","5","2.546","0.344"
"2017-10-22","SEA","3","3.2115","3.2622","COL","0","1.1035","1.1035","3","2.108","2.1587","3","2.655","0.237"
"2017-10-22","MTL","2","1.9817","2.1497","NER","3","1.3521","1.3891","-1","0.6295","0.7606","-1","1.892","0.878"
"2017-10-22","RSL","2","0.9542","0.9782","SKC","1","1.5022","1.5431","1","-0.548","-0.5648","1","0.915","1.806"
"2017-10-22","HOU","3","1.7888","1.7899","CHI","0","0.943","0.9432","3","0.8458","0.8467","3","1.941","0.804"
"2017-10-22","POR","2","2.0327","2.1552","VAN","1","0.6271","0.6271","1","1.4056","1.5281","1","2.378","0.434"
"2017-10-22","FCD","5","3.7356","3.9479","LAG","1","0.7671","0.7869","4","2.9684","3.161","4","2.841","0.111"
"2017-10-22","DCU","1","1.9936","1.9936","NYRB","2","1.9701","2.0283","-1","0.0235","-0.0347","-1","1.37","1.37"
"2017-10-15","COL","1","0.1967","0.1967","RSL","0","1.8376","1.8591","1","-1.6409","-1.6624","1","0.282","2.547"
"2017-10-15","LAG","3","0.4694","0.4694","MIN","0","0.983","1.0124","3","-0.5137","-0.543","3","0.879","1.8"
"2017-10-15","SEA","4","2.0001","2.0465","FCD","0","0.5083","0.5162","4","1.4917","1.5302","4","2.465","0.374"
"2017-10-15","SKC","0","3.2648","3.2891","HOU","0","0.9547","0.9776","0","2.31","2.3115","0","2.67","0.234"
"2017-10-15","VAN","1","1.8026","1.8328","SJE","1","0.9186","0.9186","0","0.884","0.9143","0","2.036","0.701"
"2017-10-15","POR","4","3.3796","3.4511","DCU","0","0.4669","0.4746","4","2.9127","2.9766","4","2.918","0.053"
"2017-10-15","NYRB","0","1.5858","1.5858","ATL","0","0.8378","0.8378","0","0.7479","0.7479","0","1.983","0.756"
"2017-10-15","ORL","0","0.6742","0.6742","CLB","1","1.4983","1.4983","-1","-0.8241","-0.8241","-1","0.711","2.046"
"2017-10-15","NER","2","2.4568","2.6498","NYC","1","0.4714","0.4714","1","1.9854","2.1784","1","2.651","0.215"
"2017-10-15","CHI","3","1.9364","1.937","PHI","1","1.167","1.1821","2","0.7694","0.7549","1","2.065","0.718"
"2017-10-15","TOR","1","1.8885","1.9748","MTL","0","2.1125","2.135","1","-0.224","-0.1603","1","1.233","1.527"
"2017-10-11","HOU","1","0.9773","0.9773","SKC","1","1.0469","1.0602","0","-0.0695","-0.0829","1","1.324","1.327"
"2017-10-07","COL","1","1.0372","1.0372","FCD","1","0.9433","0.9433","0","0.0938","0.0938","0","1.444","1.234"
"2017-10-07","MIN","1","1.0153","1.0153","SKC","1","1.7548","1.7806","0","-0.7394","-0.7653","0","0.788","1.952"
"2017-10-07","NYRB","3","2.0966","2.0966","VAN","0","0.1849","0.1849","3","1.9117","1.9117","3","2.751","0.141"
"2017-10-03","ATL","2","0.8898","0.8898","MIN","3","1.621","1.7731","-1","-0.7312","-0.8833","-1","0.764","1.985"
"2017-10-01","PHI","2","1.1158","1.1267","SEA","0","1.1692","1.1816","2","-0.0534","-0.0549","2","1.274","1.442"
"2017-09-30","SJE","2","1.6167","1.6211","POR","1","1.0458","1.0458","1","0.5709","0.5753","1","1.801","0.943"
"2017-09-30","LAG","1","1.9782","1.9782","RSL","1","2.1743","2.1839","0","-0.1961","-0.2057","0","1.272","1.515"
"2017-09-30","SKC","0","1.9725","1.9725","VAN","1","0.9116","0.9116","-1","1.0609","1.0609","-1","2.161","0.622"
"2017-09-30","COL","2","0.8815","0.8815","MTL","1","0.8483","0.8483","1","0.0333","0.0333","1","1.355","1.31"
"2017-09-30","CHI","1","1.1167","1.1167","NYC","1","1.3412","1.3412","0","-0.2245","-0.2245","0","1.186","1.492"
"2017-09-30","HOU","2","2.6865","2.6865","MIN","1","0.3773","0.3773","1","2.3092","2.3092","1","2.76","0.153"
"2017-09-30","NER","0","1.3956","1.3998","ATL","0","1.0813","1.0813","0","0.3143","0.3185","0","1.626","1.104"
"2017-09-30","CLB","2","0.8765","0.8765","DCU","0","0.536","0.536","2","0.3405","0.3405","2","1.576","1.042"
"2017-09-30","TOR","4","2.3782","2.4237","NYRB","2","1.6196","1.6196","2","0.7586","0.8041","2","1.988","0.803"
"2017-09-30","ORL","0","0.9069","0.9288","FCD","0","1.0218","1.0218","0","-0.1149","-0.093","0","1.219","1.477"
"2017-09-27","SJE","1","2.0798","2.1033","CHI","4","2.9388","3.1166","-3","-0.8591","-1.0133","-3","0.918","1.866"
"2017-09-27","SEA","3","1.8149","1.8508","VAN","0","0.4527","0.4527","3","1.3622","1.3981","3","2.379","0.438"
"2017-09-27","HOU","3","2.8198","2.8214","LAG","2","0.5465","0.5465","1","2.2732","2.2749","0","2.741","0.164"
"2017-09-27","FCD","2","1.5284","1.5284","COL","0","0.4334","0.4369","2","1.095","1.0915","2","2.299","0.493"
"2017-09-27","NYRB","3","2.3344","2.3438","DCU","2","0.9638","0.9638","1","1.3706","1.38","0","2.407","0.424"
"2017-09-27","ORL","6","2.3671","2.6163","NER","1","0.7306","0.7422","5","1.6365","1.8741","5","2.461","0.388"
"2017-09-27","MTL","0","0.6515","0.6547","NYC","1","2.4487","2.4623","-1","-1.7973","-1.8076","-1","0.307","2.557"
"2017-09-27","ATL","3","1.6611","1.6746","PHI","0","0.4083","0.4083","3","1.2528","1.2663","3","2.392","0.403"
"2017-09-24","POR","3","3.2386","3.3328","ORL","0","0.7309","0.7309","3","2.5077","2.6019","3","2.789","0.137"
"2017-09-24","ATL","2","1.6312","1.6741","MTL","0","0.2433","0.2433","2","1.3879","1.4308","2","2.467","0.337"
"2017-09-24","SKC","2","1.1859","1.1908","LAG","1","0.5339","0.5339","1","0.652","0.6569","1","1.959","0.753"
"2017-09-23","VAN","2","2.1875","2.3431","COL","1","1.0735","1.0838","1","1.1139","1.2593","1","2.195","0.611"
"2017-09-23","RSL","2","1.1257","1.1257","SEA","0","0.6907","0.6984","2","0.435","0.4273","2","1.734","0.915"
"2017-09-23","MIN","4","1.8554","1.8554","FCD","1","2.8947","2.8974","3","-1.0394","-1.0421","3","0.715","2.068"
"2017-09-23","CLB","3","1.1636","1.1685","NYRB","2","1.2315","1.2315","1","-0.0679","-0.063","1","1.209","1.488"
"2017-09-23","PHI","3","1.9676","1.9996","CHI","1","0.998","1.014","2","0.9696","0.9856","2","2.082","0.711"
"2017-09-23","DCU","4","2.0193","2.0394","SJE","0","0.9456","0.9685","4","1.0738","1.0709","4","2.181","0.615"
"2017-09-23","NER","2","1.2223","1.2387","TOR","1","0.3548","0.3548","1","0.8675","0.8839","1","2.105","0.587"
"2017-09-23","NYC","1","1.9248","1.9411","HOU","1","1.3012","1.3012","0","0.6235","0.6399","0","1.83","0.951"
"2017-09-20","TOR","2","1.0996","1.1002","MTL","5","2.4666","2.4691","-3","-1.367","-1.369","-2","0.472","2.353"
"2017-09-20","ATL","4","2.0663","2.1834","LAG","0","0.6203","0.6203","4","1.446","1.5631","4","2.444","0.377"
"2017-09-17","NYRB","0","1.2343","1.244","PHI","0","0.47","0.47","0","0.7643","0.774","0","1.964","0.716"
