"Player","Team","Season","MinutesIncludes stoppage time.","Passes","Pass %Pass Completion","xPass %Expected pass completion percentage.","ScoreNumber of passes completed over/under expected.","Per100Passes completed over/under expected, measured per 100 passes.","DistanceAverage distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","VerticalAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","Touch %Players' share of their team's number of touches."
"Bradford Jamieson","LAG","2014","36","3","0.6667","0.8356","-0.5069","-16.8971","19.8084","5.98","0.0043"
"Ryan Hollingshead","FCD","2014","336","73","0.7808","0.788","-0.5217","-0.7146","14.515","1.9975","0.0334"
"Tristan Bowen","SEA","2014","71","20","0.85","0.8762","-0.5235","-2.6174","13.8088","-4.6173","0.0429"
"Calum Mallace","MTL","2014","1248","406","0.835","0.8363","-0.5241","-0.1291","20.8539","5.0271","0.0794"
"Steven Lenhart","SJE","2014","977","190","0.8","0.803","-0.5698","-0.2999","14.8895","-2.3744","0.0784"
"Stefan Frei","SEA","2014","3309","1","0","0.5706","-0.5706","-57.0637","9.4608","9.085","0.0007"
"Donnie Smith","NER","2014","47","3","0.3333","0.5281","-0.5842","-19.4742","16.4698","1.3417","0.0196"
"Kyle Bekker","TOR","2014","1210","447","0.83","0.8313","-0.5958","-0.1333","21.6956","6.642","0.0961"
"Steven Kinney","CHI","2014","143","38","0.7105","0.7264","-0.6036","-1.5884","20.2171","11.0007","0.0911"
"Jerry Bengtson","NER","2014","268","16","0.8125","0.8518","-0.6289","-3.9305","13.2895","-0.46","0.0137"
"Chris Pontius","DCU","2014","298","49","0.7755","0.7887","-0.6479","-1.3223","19.0146","3.9077","0.0502"
"Tony Cascio","HOU","2014","374","54","0.7593","0.7718","-0.6745","-1.2492","18.4159","6.2931","0.0499"
"Corben Bone","PHI","2014","21","3","0.3333","0.5754","-0.7262","-24.2083","9.5736","3.795","0.0078"
"Adolfo Bautista","CHV","2014","188","28","0.8214","0.8478","-0.7395","-2.6412","12.5537","-0.727","0.0189"
"Louis Béland-Goyette","MTL","2014","20","6","0.6667","0.7924","-0.7541","-12.5688","31.5972","7.6667","0.043"
"Emanuel Pogatetz","CLB","2014","62","8","0.75","0.858","-0.8641","-10.8018","17.1617","7.6187","0.0319"
"José Villarreal","LAG","2014","48","3","0.6667","0.9608","-0.8824","-29.4144","15.4605","-7.6283","0.0036"
"Cam Weaver","SEA","2014","50","10","0.8","0.8909","-0.9094","-9.0942","9.8312","-5.1175","0.0125"
"Adam Bedell","CLB","2014","695","100","0.8","0.8091","-0.9142","-0.9142","11.964","-1.3881","0.0259"
"Carlos Salcedo","RSL","2014","878","188","0.8457","0.8507","-0.923","-0.491","23.7644","7.9815","0.0609"
"Mike Fucito","SJE","2014","140","9","0.6667","0.7702","-0.9315","-10.3499","17.4332","-1.5972","0.0097"
"Mehdi Ballouchy","VAN","2014","338","133","0.8271","0.8342","-0.9443","-0.71","19.75","5.5183","0.0607"
"Matthew Watson","CHI","2014","2204","581","0.8176","0.8192","-0.9603","-0.1653","19.1761","6.6298","0.1026"
"Samuel Inkoom","DCU","2014","80","18","0.7222","0.776","-0.9684","-5.3803","20.9134","6.3761","0.0395"
"Anthony Jackson-Hamel","MTL","2014","154","19","0.7895","0.8411","-0.9812","-5.1645","16.9763","0.805","0.0252"
"Andreas Görlitz","SJE","2014","239","55","0.7273","0.7452","-0.9837","-1.7886","23.1357","9.085","0.0725"
"Razvan Cocis","CHI","2014","771","193","0.7979","0.803","-0.9847","-0.5102","17.6323","5.8203","0.0878"
"Jermain Defoe","TOR","2014","1655","147","0.8367","0.8436","-1.0085","-0.686","13.6503","2.009","0.0426"
"Gonzalo Pineda","SEA","2014","2431","1087","0.8344","0.8353","-1.0111","-0.093","19.0215","6.1899","0.136"
"Erik Palmer-Brown","SKC","2014","260","48","0.7708","0.7925","-1.0411","-2.1689","28.0729","13.8144","0.0724"
"Kyle Porter","DCU","2014","95","16","0.8125","0.8781","-1.0494","-6.5586","20.4479","0.7619","0.0161"
"Ruben Bover","NYRB","2014","307","67","0.791","0.8069","-1.0633","-1.587","19.0076","5.6762","0.0217"
"Wandrille Lefevre","MTL","2014","1321","257","0.786","0.7901","-1.0651","-0.4144","28.0369","12.8397","0.0695"
"Danny Garcia","FCD","2014","300","66","0.8485","0.8658","-1.1417","-1.7298","15.8383","0.0157","0.086"
"Matías Pérez García","SJE","2014","421","66","0.8182","0.8356","-1.1495","-1.7417","20.815","3.748","0.0624"
"Jámison Olave","NYRB","2014","2722","471","0.8323","0.8348","-1.1721","-0.2489","25.0164","10.2269","0.0692"
"Marius Obekop","NYRB","2014","52","10","0.8","0.9183","-1.1826","-11.8262","12.5747","3.0705","0.0248"
"Adam Jahn","SJE","2014","205","33","0.7576","0.7946","-1.2227","-3.7051","17.1262","-3.7845","0.0455"
"Alex Martinez","SKC","2014","466","123","0.813","0.8231","-1.2411","-1.009","19.1871","3.6211","0.0543"
"Ty Harden","SJE","2014","1333","184","0.8152","0.8222","-1.2779","-0.6945","20.8267","7.0031","0.0482"
"Bobby Shuttleworth","NER","2014","3111","10","0.5","0.6283","-1.2829","-12.8288","42.896","37.789","0.003"
"Carlos Alvarez","CHV","2014","762","233","0.8369","0.8424","-1.2866","-0.5522","17.9598","4.3863","0.0968"
"Víctor Pineda","CHI","2014","68","12","0.6667","0.7839","-1.4071","-11.7256","12.4844","1.8879","0.0163"
"Andrew Wenger","MTL","2014","309","39","0.7692","0.8062","-1.443","-3.6999","16.4759","3.4618","0.0453"
"Ethen Sampson","VAN","2014","156","37","0.7568","0.7969","-1.4843","-4.0115","20.6999","2.7382","0.0906"
"Djimi Traore","SEA","2014","1246","145","0.7793","0.7897","-1.5013","-1.0354","23.5626","11.8736","0.0384"
"Álvaro Rey","TOR","2014","479","68","0.75","0.7736","-1.6028","-2.3571","20.6131","3.1287","0.0656"
"Nathan Sturgis","CHV","2014","977","299","0.8227","0.8281","-1.6066","-0.5373","18.4249","4.0158","0.0859"
"Issey Nakajima-Farran","TOR","2014","259","49","0.7347","0.7686","-1.6594","-3.3866","17.8625","2.1991","0.0546"
"Warren Creavalle","TOR","2014","658","209","0.8086","0.8166","-1.6722","-0.8001","20.3417","6.0367","0.0802"
"Roy Miller","NYRB","2014","2088","716","0.8003","0.8026","-1.6769","-0.2342","19.9977","7.1758","0.1167"
"Kellyn Acosta","FCD","2014","925","202","0.802","0.8103","-1.6777","-0.8306","20.826","5.5747","0.0614"
"Gershon Koffie","VAN","2014","1672","610","0.8328","0.8356","-1.6928","-0.2775","20.2037","7.0301","0.1229"
"Daniel Fragoso","CHV","2014","21","6","0.6667","0.9548","-1.7286","-28.8093","12.6304","-5.7883","0.0239"
"Robert Earnshaw","CHI","2014","203","10","0.7","0.8745","-1.7451","-17.4513","17.6012","1.288","0.0115"
"Tommy Thompson","SJE","2014","748","159","0.8616","0.873","-1.8083","-1.1373","14.4967","-1.7677","0.0609"
"Carlos Valdés","PHI","2014","749","137","0.7956","0.8092","-1.8665","-1.3624","22.8101","11.1323","0.0726"
"Florent Sinama-Pongolle","CHI","2014","416","89","0.8202","0.8421","-1.9447","-2.1851","17.6605","2.8453","0.0549"
"Dilly Duka","CHI","2014","360","56","0.75","0.7852","-1.9717","-3.5208","16.7326","7.0971","0.0572"
"Saër Sène","NYRB","2014","118","25","0.76","0.8407","-2.0177","-8.0708","18.4102","1.4904","0.0186"
"Rauwshan McKenzie","POR","2014","539","84","0.7857","0.8099","-2.0318","-2.4188","23.141","11.2823","0.0456"
"Chris Tierney","NER","2014","2081","470","0.7723","0.7767","-2.0533","-0.4369","23.0552","7.221","0.0885"
"Luis Garrido","HOU","2014","999","370","0.8757","0.8813","-2.0662","-0.5584","18.7852","3.8851","0.1396"
"Luis Bolaños","CHV","2014","65","26","0.8462","0.9258","-2.0718","-7.9685","18.8299","-0.0575","0.0297"
"Danny Mwanga","COL","2014","239","25","0.72","0.8031","-2.0768","-8.3074","14.2945","2.5944","0.0215"
"Dominic Oduro","CLB","2014","632","70","0.8429","0.8726","-2.0852","-2.9789","13.9993","-0.4666","0.0258"
"Saër Sène","NER","2014","435","61","0.8033","0.8389","-2.1756","-3.5666","19.9632","2.2981","0.0394"
"Kofi Opare","LAG","2014","530","86","0.7907","0.8166","-2.2293","-2.5922","24.3071","11.0788","0.0608"
"Aaron Kovar","SEA","2014","42","10","0.5","0.7264","-2.2638","-22.6377","20.7871","11.9025","0.0145"
"Martín Rivero","CHV","2014","617","151","0.7881","0.8032","-2.2852","-1.5134","21.2094","8.606","0.1168"
"Andrew Farrell","NER","2014","3067","841","0.7586","0.7614","-2.3603","-0.2807","25.5738","11.0162","0.1151"
"Zach Loyd","FCD","2014","2618","595","0.7664","0.7704","-2.3619","-0.397","23.9467","10.5688","0.0925"
"Pedro Ribeiro","PHI","2014","392","56","0.6607","0.7033","-2.385","-4.2589","12.9612","5.3804","0.0281"
"Fred","PHI","2014","402","117","0.8376","0.858","-2.3864","-2.0397","18.2033","3.8687","0.0475"
"Chris Rolfe","CHI","2014","82","20","0.7","0.8209","-2.4176","-12.0882","15.3383","3.2028","0.1216"
"Brad Evans","SEA","2014","2046","665","0.8135","0.8172","-2.4605","-0.37","18.9947","5.4245","0.0877"
"Alexander López","HOU","2014","310","96","0.8542","0.8799","-2.4732","-2.5763","18.386","2.9014","0.0401"
"Chris Ritter","CHI","2014","677","253","0.8419","0.8518","-2.5033","-0.9895","20.0766","5.3495","0.0991"
"Robbie Keane","LAG","2014","2734","471","0.8217","0.827","-2.5338","-0.538","16.7586","4.8744","0.0598"
"Steve Zakuani","POR","2014","822","121","0.7934","0.8154","-2.6597","-2.1981","15.757","2.0348","0.0344"
"Michael Nanchoff","POR","2014","99","38","0.7632","0.8332","-2.6617","-7.0044","19.1303","1.2014","0.0489"
"Mauro Rosales","VAN","2014","852","177","0.7797","0.7949","-2.6961","-1.5232","16.6169","5.7292","0.0784"
"Steve Neumann","NER","2014","667","165","0.8061","0.8225","-2.7119","-1.6436","20.2933","3.8542","0.0322"
"David Estrada","DCU","2014","346","76","0.8158","0.852","-2.7511","-3.6199","16.9197","1.9928","0.0401"
"Brian Brown","PHI","2014","272","32","0.75","0.8364","-2.7653","-8.6416","11.2329","2.9037","0.0245"
"Mechack Jerome","SKC","2014","104","23","0.6522","0.7739","-2.8004","-12.1756","24.1877","10.6","0.0368"
"Olmes García","RSL","2014","1310","113","0.7257","0.7509","-2.8479","-2.5202","14.4329","0.5892","0.024"
"Justin Mapp","MTL","2014","1840","332","0.8012","0.8101","-2.9453","-0.8871","18.8884","4.3974","0.0703"
"Clint Dempsey","SEA","2014","2294","627","0.8644","0.8692","-2.9646","-0.4728","15.7704","1.6463","0.0853"
"Sanna Nyassi","MTL","2014","245","31","0.7097","0.8058","-2.981","-9.616","15.1932","-1.3206","0.0477"
"Andrew Jacobson","FCD","2014","612","160","0.7875","0.8064","-3.0199","-1.8875","18.0576","5.6249","0.0716"
"Ryan Finley","CHV","2014","514","72","0.7778","0.8199","-3.0362","-4.217","15.253","2.1451","0.0225"
"Cristián Maidana","PHI","2014","1981","623","0.7961","0.8012","-3.1258","-0.5017","17.0626","4.5472","0.0962"
"Cole Grossman","RSL","2014","631","215","0.8326","0.8472","-3.1538","-1.4669","20.3984","4.945","0.0499"
"Pablo Pintos","SJE","2014","501","128","0.7656","0.7908","-3.2163","-2.5127","21.092","8.1084","0.0871"
"Danny Cruz","PHI","2014","1444","191","0.8063","0.8232","-3.2407","-1.6967","14.7198","0.8327","0.0357"
"Eric Brunner","HOU","2014","328","70","0.7857","0.8322","-3.2561","-4.6516","24.7215","8.3096","0.05"
"Claudio Bieler","SKC","2014","478","68","0.8382","0.8876","-3.3574","-4.9373","17.727","-3.499","0.0222"
"Benjamin Speas","CLB","2014","748","123","0.8293","0.8569","-3.3996","-2.7639","20.4479","5.1685","0.0384"
"Rob Friend","LAG","2014","418","66","0.6667","0.7219","-3.6426","-5.5191","14.739","1.2998","0.0294"
"Lamar Neagle","SEA","2014","2364","445","0.7416","0.7499","-3.7158","-0.835","16.2471","5.7004","0.0605"
"Nick DeLeon","DCU","2014","2881","624","0.8429","0.849","-3.7613","-0.6028","17.2303","1.1259","0.0807"
"Landon Donovan","LAG","2014","2906","883","0.8698","0.874","-3.778","-0.4279","17.6843","1.1751","0.1005"
"Richard Balchan","RSL","2014","249","71","0.7887","0.842","-3.7847","-5.3305","19.7309","4.6923","0.062"
"Ignacio Piatti","MTL","2014","475","138","0.8478","0.8756","-3.8394","-2.7822","21.806","1.1183","0.106"
"Charles Eloundou","COL","2014","472","45","0.6889","0.7744","-3.8467","-8.5482","19.1672","1.3008","0.0194"
"Quincy Amarikwa","CHI","2014","2715","287","0.7909","0.8044","-3.8503","-1.3416","14.3077","3.0477","0.0553"
"Kenny Miller","VAN","2014","681","120","0.8","0.8323","-3.8737","-3.2281","17.763","2.8453","0.0587"
"Ambroise Oyongo","NYRB","2014","1131","294","0.7925","0.8057","-3.8761","-1.3184","19.3685","3.9432","0.0898"
"Sebastian Velasquez","RSL","2014","270","64","0.8438","0.9046","-3.8967","-6.0887","15.9593","0.23","0.0293"
"Andrew Driver","HOU","2014","2062","362","0.8315","0.8425","-3.9993","-1.1048","17.4353","1.9607","0.0517"
"Jason Johnson","HOU","2014","229","33","0.697","0.8186","-4.0139","-12.1634","18.4356","4.7533","0.0254"
"Joao Plata","RSL","2014","2106","217","0.8756","0.8942","-4.0337","-1.8588","14.1894","-1.7298","0.0346"
"Todd Dunivant","LAG","2014","396","161","0.764","0.7894","-4.0858","-2.5377","22.4701","7.8514","0.0655"
"Mike Magee","CHI","2014","1626","312","0.8077","0.8208","-4.1007","-1.3143","17.1524","4.5399","0.0789"
"Sanna Nyassi","CHI","2014","527","72","0.7639","0.8233","-4.2781","-5.9417","16.1292","1.6467","0.0433"
"Charlie Davies","NER","2014","1219","64","0.7656","0.833","-4.3118","-6.7371","13.7568","-1.3926","0.0195"
"Luke Moore","TOR","2014","2125","370","0.8351","0.847","-4.4049","-1.1905","15.7715","-0.9334","0.0667"
"Mikey Lopez","SKC","2014","519","116","0.7931","0.8312","-4.4218","-3.8119","17.5734","4.3323","0.0596"
"Chance Myers","SKC","2014","616","255","0.7882","0.8062","-4.5862","-1.7985","21.2635","7.3235","0.1144"
"Gabriel Torres","COL","2014","1217","185","0.8378","0.8627","-4.592","-2.4822","20.8081","1.8263","0.0348"
"Nathan Sturgis","COL","2014","334","131","0.7786","0.8146","-4.7186","-3.602","19.5664","5.7702","0.0823"
"Hassoun Camara","MTL","2014","2553","713","0.7658","0.7725","-4.761","-0.6677","22.5848","8.6176","0.1105"
"Alex Caskey","DCU","2014","249","69","0.7391","0.8099","-4.8841","-7.0784","17.2636","3.19","0.0316"
"David Horst","HOU","2014","2851","510","0.749","0.7587","-4.9194","-0.9646","24.1941","11.893","0.0754"
"Alan Gordon","LAG","2014","580","108","0.7778","0.8242","-5.0105","-4.6394","14.9344","-0.2183","0.0273"
"Vicente Sánchez","COL","2014","1074","198","0.8333","0.8592","-5.1121","-2.5819","21.103","3.2868","0.0528"
"Ethan Finlay","CLB","2014","2064","240","0.8042","0.8257","-5.163","-2.1513","16.5887","1.8309","0.0381"
"Collin Martin","DCU","2014","221","53","0.7358","0.8334","-5.169","-9.7529","16.1489","1.7163","0.0415"
"Matthew Dunn","CHV","2014","447","110","0.8","0.848","-5.2833","-4.803","21.1634","4.5582","0.0763"
"Harry Shipp","CHI","2014","2518","665","0.7955","0.8034","-5.2907","-0.7956","21.4165","6.4974","0.0911"
"Sebastián Jaime","RSL","2014","282","48","0.7292","0.8397","-5.3043","-11.0507","12.7163","0.9799","0.0376"
"Doneil Henry","TOR","2014","1953","281","0.7295","0.7492","-5.5248","-1.9661","25.8626","15.0552","0.0617"
"Aurélien Collin","SKC","2014","2264","702","0.8162","0.8243","-5.6445","-0.8041","26.026","10.6719","0.099"
"Conor Doyle","DCU","2014","390","84","0.7857","0.8541","-5.7466","-6.8412","15.7737","0.3409","0.0207"
"Jimmy Medranda","SKC","2014","160","42","0.7381","0.8755","-5.7712","-13.741","18.9726","4.2605","0.0278"
"Tommy McNamara","CHV","2014","487","89","0.809","0.8743","-5.8147","-6.5334","17.3572","2.5416","0.0743"
"Patrick Nyarko","CHI","2014","893","168","0.7321","0.7668","-5.8203","-3.4645","16.917","5.8657","0.0544"
"Kevin Alston","NER","2014","736","144","0.7361","0.7766","-5.8256","-4.0455","19.9742","6.9535","0.0641"
"Grant Ward","CHI","2014","1142","199","0.8241","0.8542","-5.9895","-3.0098","17.0738","2.0215","0.044"
"Donny Toia","CHV","2014","2424","606","0.7756","0.7855","-5.9961","-0.9895","20.2612","7.4513","0.1027"
"Nicolás Mezquida","VAN","2014","492","71","0.7465","0.8322","-6.0895","-8.5767","15.182","1.3654","0.0265"
"Bradley Orr","TOR","2014","1245","241","0.6266","0.652","-6.1329","-2.5448","31.2203","19.3482","0.0665"
"Cordell Cato","SJE","2014","1733","286","0.7727","0.7942","-6.1469","-2.1493","16.8493","4.4359","0.0543"
"Blas Pérez","FCD","2014","2254","385","0.7377","0.7537","-6.1606","-1.6001","15.6264","3.7403","0.0656"
"Lloyd Sam","NYRB","2014","3046","611","0.8445","0.8548","-6.2607","-1.0247","17.3012","1.9712","0.0811"
"Eriq Zavaleta","CHV","2014","1442","231","0.7749","0.8025","-6.3725","-2.7587","27.4779","13.5307","0.0608"
"Sal Zizzo","SKC","2014","1166","153","0.7843","0.8263","-6.4198","-4.196","15.759","-0.6795","0.0341"
"Armando Lozano","NYRB","2014","1483","321","0.7819","0.802","-6.4474","-2.0085","24.7851","11.0636","0.067"
"Bobby Boswell","DCU","2014","3293","614","0.7492","0.7597","-6.4684","-1.0535","25.494","14.5977","0.0699"
"Richard Eckersley","NYRB","2014","762","161","0.7516","0.7918","-6.4796","-4.0246","21.0755","7.7886","0.0719"
"Norberto Paparatto","POR","2014","1133","170","0.7059","0.744","-6.4862","-3.8154","28.5231","15.6231","0.0588"
"Sebastián Fernandez","VAN","2014","2101","330","0.8212","0.8409","-6.4997","-1.9696","14.9066","2.3286","0.0536"
"Leo Fernandes","PHI","2014","759","131","0.7786","0.829","-6.5932","-5.033","14.9908","3.0602","0.0462"
"Jack McInerney","PHI","2014","317","41","0.7073","0.8699","-6.6651","-16.2563","12.9901","-0.9537","0.0411"
"Marco Pappa","SEA","2014","2025","806","0.83","0.8384","-6.7358","-0.8357","18.4206","4.5018","0.0996"
"Pa Modou Kah","POR","2014","1897","399","0.7794","0.7964","-6.7791","-1.699","26.8411","14.4471","0.081"
"Issey Nakajima-Farran","MTL","2014","611","99","0.7475","0.8166","-6.8424","-6.9115","17.3329","2.1943","0.0384"
"Devon Sandoval","RSL","2014","701","93","0.6882","0.7627","-6.9305","-7.4522","11.6404","0.8149","0.0323"
"Marlon Hairston","COL","2014","1092","270","0.8037","0.8294","-6.9408","-2.5707","18.0725","3.0518","0.054"
"Karl Ouimette","MTL","2014","900","152","0.7303","0.7765","-7.023","-4.6204","18.2072","8.8376","0.0678"
"Péguy Luyindula","NYRB","2014","1520","371","0.814","0.833","-7.0574","-1.9023","18.155","5.8151","0.06"
"Alvas Powell","POR","2014","1092","196","0.7398","0.7768","-7.262","-3.7051","20.5008","7.9708","0.067"
"Dwayne De Rosario","TOR","2014","600","94","0.7447","0.8222","-7.2895","-7.7547","20.3142","4.151","0.0228"
"Warren Creavalle","HOU","2014","953","312","0.8173","0.8408","-7.3417","-2.3531","20.7402","6.1473","0.0925"
"Michael Lahoud","PHI","2014","488","171","0.807","0.8501","-7.3706","-4.3103","18.8727","5.1138","0.0848"
"Soony Saad","SKC","2014","1018","112","0.7143","0.7803","-7.3923","-6.6003","18.0564","3.8761","0.0261"
"C.J. Sapong","SKC","2014","934","132","0.6136","0.67","-7.4393","-5.6358","14.8861","4.668","0.0327"
"Jairo Arrieta","CLB","2014","1344","154","0.8377","0.8862","-7.4771","-4.8553","13.9196","-0.1031","0.0281"
"Alan Gordon","SJE","2014","746","138","0.7826","0.8373","-7.5442","-5.4668","15.9972","-1.6833","0.0479"
"Graham Zusi","SKC","2014","2324","574","0.8223","0.8355","-7.5553","-1.3163","21.1703","3.4346","0.0873"
"David Texeira","FCD","2014","897","105","0.7429","0.8151","-7.5897","-7.2283","14.1074","0.77","0.0309"
"Robbie Findley","RSL","2014","836","113","0.7611","0.8285","-7.6151","-6.739","16.4119","-0.6228","0.0298"
"Paulo Nagamura","SKC","2014","1861","444","0.8649","0.8826","-7.8924","-1.7776","18.9857","2.7649","0.0743"
"Greg Cochrane","CHI","2014","1152","327","0.7431","0.7676","-7.9922","-2.4441","20.5073","8.338","0.1096"
"Diego Fagundez","NER","2014","2297","313","0.7891","0.8147","-8.0003","-2.556","18.3487","5.5108","0.0481"
"Patrick Mullins","NER","2014","1300","122","0.6885","0.7565","-8.2889","-6.7942","15.4837","2.3302","0.0297"
"Boniek García","HOU","2014","2367","624","0.8205","0.8343","-8.5818","-1.3753","17.6138","4.6546","0.1104"
"Waylon Francis","CLB","2014","2265","519","0.763","0.7799","-8.7859","-1.6928","18.8521","6.4201","0.0851"
"Deshorn Brown","COL","2014","2442","201","0.806","0.8501","-8.8778","-4.4168","14.8001","-2.4093","0.0351"
"Taylor Kemp","DCU","2014","1177","349","0.7221","0.748","-9.0361","-2.5891","23.3771","9.4508","0.1118"
"Moisés Hernández","FCD","2014","1216","306","0.719","0.7486","-9.0594","-2.9606","23.2157","11.7187","0.0852"
"Jonny Steele","NYRB","2014","699","154","0.7078","0.7667","-9.0659","-5.8869","18.7157","4.379","0.0451"
"Kenny Cooper","SEA","2014","1065","158","0.7785","0.8384","-9.4622","-5.9887","13.9563","-0.8647","0.0289"
"Pedro Morales","VAN","2014","2741","1197","0.8129","0.8208","-9.5172","-0.7951","23.1415","7.5973","0.1444"
"Dilly Duka","MTL","2014","1088","183","0.7705","0.8227","-9.5536","-5.2205","17.9299","4.1218","0.0631"
"Darrius Barnes","NER","2014","1767","326","0.7178","0.7472","-9.5732","-2.9366","21.8406","8.4486","0.073"
"Maxim Tissot","MTL","2014","864","154","0.7403","0.8034","-9.7277","-6.3167","20.3593","5.4931","0.0371"
"Nick LaBrocca","COL","2014","2787","1117","0.8218","0.8306","-9.8348","-0.8805","23.3037","6.6599","0.1379"
"Jhon Kennedy Hurtado","CHI","2014","1764","211","0.7299","0.7767","-9.8887","-4.6866","24.7815","11.2716","0.055"
"Aaron Wheeler","PHI","2014","854","168","0.7024","0.7619","-10.0029","-5.9541","25.36","13.7801","0.0481"
"Ethan White","PHI","2014","1122","204","0.7451","0.7943","-10.041","-4.9221","22.5028","10.9053","0.0753"
"Carlos Bocanegra","CHV","2014","1760","270","0.7444","0.7819","-10.1009","-3.7411","25.4197","14.2097","0.0682"
"Bradley Wright-Phillips","NYRB","2014","2738","286","0.8112","0.8469","-10.2044","-3.568","14.626","0.1536","0.0446"
"Chad Barrett","SEA","2014","983","217","0.7926","0.8405","-10.3855","-4.786","16.1886","-0.5782","0.0314"
"Lawrence Olum","SKC","2014","2014","727","0.8006","0.815","-10.507","-1.4453","22.51","6.8412","0.1099"
"Patrice Bernier","MTL","2014","1940","766","0.842","0.8558","-10.5751","-1.3806","22.315","5.3053","0.1236"
"Benji Joya","CHI","2014","689","134","0.7388","0.8184","-10.6678","-7.961","19.7221","4.6541","0.0685"
"Fanendo Adi","POR","2014","1618","212","0.7972","0.8476","-10.6942","-5.0445","11.4961","-1.2579","0.0432"
"Álvaro Saborio","RSL","2014","1250","199","0.7739","0.8278","-10.7265","-5.3902","13.2585","0.9766","0.0485"
"Gyasi Zardes","LAG","2014","2575","366","0.7678","0.7985","-11.2344","-3.0695","13.9838","0.6162","0.0466"
"Adam Moffat","FCD","2014","1255","426","0.8028","0.831","-12.0163","-2.8207","20.3057","4.6394","0.0908"
"Toni Dovale","SKC","2014","1095","453","0.8212","0.8484","-12.3245","-2.7206","15.8651","2.0558","0.0796"
"Shaun Francis","SJE","2014","1562","381","0.7375","0.77","-12.3705","-3.2468","22.9423","10.2447","0.0798"
"Chris Rolfe","DCU","2014","1779","356","0.7893","0.8246","-12.5538","-3.5264","18.0447","2.3856","0.0735"
"Mauro Rosales","CHV","2014","1670","434","0.7673","0.7967","-12.7529","-2.9385","16.8497","5.1151","0.1052"
"Stefan Ishizaki","LAG","2014","2014","517","0.8104","0.8352","-12.8063","-2.477","19.3004","3.4985","0.0644"
"Kelyn Rowe","NER","2014","2099","352","0.7642","0.8011","-12.9958","-3.692","18.6977","3.1844","0.0706"
"Edson Buddle","COL","2014","1201","226","0.7389","0.7974","-13.2183","-5.8488","17.9685","2.2003","0.0555"
"Agustín Pelletieri","CHV","2014","1803","540","0.8241","0.8487","-13.306","-2.4641","22.3871","6.5469","0.0935"
"Daniel Lovitz","TOR","2014","713","115","0.6957","0.8117","-13.3463","-11.6054","18.371","0.782","0.0353"
"Eric Avila","CHV","2014","2314","575","0.7809","0.8043","-13.4851","-2.3452","16.9163","6.1326","0.0884"
"Luke Mulholland","RSL","2014","2123","573","0.8063","0.8302","-13.7184","-2.3941","19.5175","3.8161","0.0735"
"Jair Benitez","FCD","2014","1869","611","0.7643","0.7871","-13.938","-2.2812","24.396","8.5616","0.1029"
"Lovel Palmer","CHI","2014","2823","765","0.749","0.7674","-14.0951","-1.8425","23.3972","9.678","0.1094"
"Omar Cummings","HOU","2014","1379","150","0.72","0.8149","-14.2418","-9.4946","16.5664","3.3235","0.0295"
"Chris Wondolowski","SJE","2014","2536","530","0.8075","0.8346","-14.3238","-2.7026","17.3212","0.572","0.0882"
"Corey Ashe","HOU","2014","2035","520","0.8038","0.8315","-14.3589","-2.7613","19.1055","5.3818","0.1104"
"Luis Silva","DCU","2014","1594","385","0.7948","0.8324","-14.4591","-3.7556","17.146","4.379","0.0602"
"Sebastien Le Toux","PHI","2014","2193","348","0.7241","0.7657","-14.4707","-4.1583","16.5231","7.2457","0.0565"
"A.J. Cochran","HOU","2014","1492","356","0.7388","0.7798","-14.5948","-4.0997","24.2158","13.3048","0.0794"
"Gilberto","TOR","2014","2116","306","0.7778","0.8259","-14.7314","-4.8142","14.3443","1.315","0.0523"
"Darren Mattocks","VAN","2014","1970","207","0.7295","0.8016","-14.9225","-7.209","14.7441","1.3967","0.0349"
"Erik Hurtado","VAN","2014","1946","210","0.7524","0.8237","-14.9774","-7.1321","12.7139","0.8214","0.0349"
"Fabian Castillo","FCD","2014","2467","240","0.7583","0.8217","-15.2001","-6.3334","15.6224","3.334","0.0599"
"Kekuta Manneh","VAN","2014","1319","231","0.7619","0.828","-15.2788","-6.6142","16.9479","2.7879","0.0357"
"Justin Meram","CLB","2014","1812","327","0.7768","0.8236","-15.3317","-4.6886","17.5279","4.9812","0.0472"
"Dominic Oduro","TOR","2014","1625","239","0.7615","0.8261","-15.4347","-6.4581","15.8871","0.856","0.0497"
"Giles Barnes","HOU","2014","3258","565","0.8088","0.8369","-15.8639","-2.8078","19.1267","1.1675","0.0812"
"Ricardo Clark","HOU","2014","2237","664","0.7952","0.8203","-16.6902","-2.5136","18.7962","6.7753","0.1183"
"Will Bruin","HOU","2014","2221","246","0.7642","0.8324","-16.7595","-6.8128","12.8573","2.0452","0.0421"
"Luis Gil","RSL","2014","1501","372","0.8091","0.8543","-16.7871","-4.5127","17.6129","3.5706","0.0592"
"Diego Valeri","POR","2014","2972","845","0.7775","0.7977","-17.0316","-2.0156","19.6275","5.9441","0.1087"
"Dillon Serna","COL","2014","1762","270","0.7444","0.8094","-17.529","-6.4922","20.8998","3.7277","0.0443"
"Michel","FCD","2014","1950","651","0.7558","0.7829","-17.698","-2.7186","25.1834","9.2532","0.1181"
