"Team","Season","Games","PassF","PctFPass Completion","xPctFExpected pass completion percentage.","ScoreFNumber of passes completed over/under expected.","Per100FPasses completed over/under expected, measured per 100 passes.","VertFAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","PassA","PctAPass Completion","xPctAExpected pass completion percentage.","ScoreANumber of passes completed over/under expected.","Per100APasses completed over/under expected, measured per 100 passes.","VertAAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","ScoreDiffNumber of passes completed over/under expected.","VertDiffAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions."
"SEA","2020","2","798","0.7982","0.7936","3.747","0.4696","3.3331","715","0.7902","0.7724","12.7192","1.7789","4.1617","-8.9722","-0.8286"
"SJE","2020","2","827","0.815","0.8293","-11.8485","-1.4327","2.6894","495","0.7313","0.7336","-1.1452","-0.2313","5.4257","-10.7033","-2.7363"
"CLB","2019","34","11589","0.7897","0.7896","0.7927","0.0068","4.2054","12128","0.7945","0.7935","12.1864","0.1005","3.771","-11.3936","0.4343"
"CHI","2015","34","11307","0.7679","0.7731","-58.213","-0.5148","5.1614","11357","0.7619","0.766","-45.9329","-0.4044","4.6805","-12.2801","0.4809"
"PHI","2018","34","12868","0.8028","0.7996","41.2814","0.3208","3.4079","11695","0.7985","0.7939","53.8464","0.4604","4.0894","-12.5651","-0.6815"
"ATL","2019","34","13551","0.8114","0.8117","-4.6778","-0.0345","3.3001","10460","0.787","0.7861","9.5097","0.0909","4.6354","-14.1876","-1.3353"
"VAN","2020","2","586","0.785","0.7964","-6.6941","-1.1423","3.6042","795","0.7925","0.7796","10.2048","1.2836","3.6615","-16.8989","-0.0572"
"FCD","2020","2","754","0.7732","0.7981","-18.7964","-2.4929","3.6693","636","0.7783","0.7763","1.2824","0.2016","3.8834","-20.0789","-0.2141"
"FCD","2019","34","12089","0.8268","0.8146","147.4473","1.2197","2.8326","11333","0.815","0.7999","170.8558","1.5076","3.4093","-23.4085","-0.5767"
"NYC","2020","2","560","0.7446","0.7713","-14.9534","-2.6702","4.6292","819","0.8205","0.8087","9.7115","1.1858","3.9392","-24.6648","0.69"
"HOU","2013","34","11195","0.7595","0.77","-117.5111","-1.0497","4.8678","10816","0.7553","0.7638","-92.2198","-0.8526","5.5065","-25.2912","-0.6387"
"MTL","2019","34","12407","0.8092","0.8096","-5.1862","-0.0418","3.4994","13281","0.8149","0.8134","20.659","0.1556","3.5102","-25.8452","-0.0108"
"ATL","2020","2","880","0.825","0.8445","-17.1602","-1.95","1.9307","690","0.7957","0.7821","9.3274","1.3518","4.3428","-26.4876","-2.4121"
"DCU","2020","2","682","0.7801","0.7957","-10.6846","-1.5667","4.0707","680","0.7897","0.7661","16.0221","2.3562","3.0037","-26.7067","1.067"
"POR","2020","2","737","0.7897","0.8018","-8.9559","-1.2152","3.6688","828","0.7814","0.7594","18.2309","2.2018","4.4942","-27.1868","-0.8254"
"LAG","2016","34","12119","0.7949","0.7886","75.7551","0.6251","4.1583","11914","0.7917","0.7829","104.7052","0.8788","4.5712","-28.9501","-0.4129"
"FCD","2018","34","11734","0.7994","0.7922","84.8081","0.7228","3.7014","12319","0.8055","0.7961","115.5563","0.938","3.8234","-30.7482","-0.122"
"SJE","2013","34","10872","0.7225","0.7372","-160.2231","-1.4737","5.7754","11216","0.7606","0.7719","-127.1392","-1.1336","4.9699","-33.0839","0.8055"
"NYC","2016","34","10835","0.7635","0.7757","-133.1854","-1.2292","4.9111","10943","0.7503","0.7584","-88.8346","-0.8118","5.0425","-44.3508","-0.1314"
"LAG","2018","34","11966","0.7886","0.7805","96.794","0.8089","3.768","12296","0.8074","0.7959","141.351","1.1496","3.7974","-44.557","-0.0294"
"POR","2014","34","11665","0.7883","0.7887","-4.527","-0.0388","4.3211","10715","0.7665","0.7626","41.7294","0.3894","4.9867","-46.2564","-0.6657"
"MTL","2018","34","11496","0.8115","0.8107","9.3103","0.081","3.5119","13604","0.815","0.8109","55.6802","0.4093","3.9145","-46.3699","-0.4027"
"TOR","2016","34","11944","0.7739","0.7778","-45.7624","-0.3831","4.9128","11888","0.7803","0.7802","0.955","0.008","4.335","-46.7173","0.5778"
"MTL","2015","34","10941","0.7906","0.7919","-14.2807","-0.1305","4.086","12118","0.7853","0.7825","33.1683","0.2737","4.8776","-47.449","-0.7916"
"TOR","2013","34","9906","0.7305","0.7494","-187.3909","-1.8917","5.7316","11524","0.7592","0.7712","-138.8153","-1.2046","5.2239","-48.5756","0.5077"
"HOU","2018","34","11487","0.8017","0.7955","70.8659","0.6169","3.7438","12112","0.8127","0.8027","121.251","1.0011","3.653","-50.3852","0.0908"
"DCU","2013","34","11855","0.7779","0.7911","-156.996","-1.3243","4.4715","10716","0.7492","0.7591","-106.0373","-0.9895","5.4208","-50.9586","-0.9493"
"NER","2013","34","10130","0.7496","0.7631","-137.4247","-1.3566","5.7269","11585","0.7629","0.7703","-86.3089","-0.745","5.402","-51.1157","0.3249"
"NER","2018","34","11302","0.7268","0.7416","-167.6822","-1.4837","5.9439","10192","0.7536","0.7648","-114.0912","-1.1194","4.4273","-53.591","1.5166"
"SEA","2019","34","12806","0.8052","0.7963","113.257","0.8844","3.4323","12861","0.8161","0.8028","170.7839","1.3279","3.2977","-57.5269","0.1346"
"FCD","2013","34","10013","0.7435","0.7588","-153.2019","-1.53","6.0404","10898","0.758","0.7666","-93.542","-0.8583","5.4144","-59.6599","0.626"
"VAN","2013","34","10623","0.7697","0.7811","-120.2756","-1.1322","5.3031","12084","0.7689","0.7737","-57.9642","-0.4797","5.1068","-62.3114","0.1963"
"HOU","2017","34","10045","0.7677","0.7657","20.2614","0.2017","4.8293","12264","0.7917","0.785","83.1858","0.6783","4.3301","-62.9244","0.4992"
"ORL","2017","34","10253","0.7814","0.7839","-25.1264","-0.2451","4.0131","11473","0.7977","0.7942","39.8012","0.3469","4.0815","-64.9276","-0.0683"
"HOU","2016","34","10779","0.7666","0.7691","-26.8662","-0.2492","4.909","12040","0.7807","0.7774","39.9708","0.332","4.8875","-66.8371","0.0215"
"SJE","2014","34","11047","0.7665","0.7674","-9.0748","-0.0821","4.5199","12351","0.7818","0.7771","57.8176","0.4681","4.376","-66.8924","0.1439"
"PHI","2017","34","10261","0.7644","0.7717","-74.7526","-0.7285","4.4542","12011","0.7862","0.7861","0.7517","0.0063","4.1328","-75.5043","0.3213"
"SEA","2015","34","12554","0.7914","0.7904","11.9329","0.0951","4.1838","12009","0.7845","0.7771","88.3508","0.7357","4.3893","-76.4179","-0.2055"
"SJE","2016","34","11398","0.7731","0.7743","-13.3554","-0.1172","4.5503","11318","0.7828","0.7773","63.0695","0.5572","4.6611","-76.4249","-0.1108"
"VAN","2015","34","10460","0.7462","0.7561","-104.2112","-0.9963","5.7767","12184","0.7767","0.7787","-24.5822","-0.2018","4.4628","-79.6289","1.314"
"PHI","2014","34","11770","0.7499","0.7578","-92.8851","-0.7892","5.4243","11719","0.7806","0.7816","-11.5184","-0.0983","4.9254","-81.3668","0.4989"
"SJE","2017","34","11596","0.8038","0.8024","16.1891","0.1396","3.3488","11934","0.7914","0.7824","107.4881","0.9007","4.4128","-91.299","-1.064"
"MTL","2016","34","10161","0.7774","0.7798","-24.692","-0.243","4.5387","12347","0.7834","0.7778","69.5355","0.5632","4.8587","-94.2275","-0.32"
"NER","2019","34","11118","0.7584","0.7593","-9.8453","-0.0886","5.7748","12421","0.7934","0.7863","88.0485","0.7089","4.3468","-97.8938","1.428"
"NYC","2015","34","11917","0.7779","0.7807","-34.0981","-0.2861","4.7119","10820","0.7616","0.7555","66.2601","0.6124","5.1413","-100.3583","-0.4294"
"CIN","2019","34","10368","0.777","0.7853","-85.9591","-0.8291","4.2996","12863","0.7939","0.7925","18.0484","0.1403","3.7718","-104.0075","0.5278"
"ORL","2016","34","11717","0.7881","0.788","1.192","0.0102","4.2197","11429","0.7813","0.7715","112.2547","0.9822","4.8668","-111.0627","-0.6471"
"PHI","2015","34","11109","0.7513","0.7538","-27.6668","-0.249","5.1849","12900","0.7912","0.7843","88.7679","0.6881","4.3503","-116.4347","0.8347"
"HOU","2019","34","11024","0.809","0.797","131.6003","1.1938","3.5386","12815","0.8304","0.8109","250.7857","1.957","3.3632","-119.1854","0.1754"
"DCU","2015","34","11059","0.7605","0.763","-28.3481","-0.2563","4.8851","12495","0.7765","0.7691","92.6909","0.7418","4.6925","-121.039","0.1926"
"POR","2018","34","11401","0.7979","0.7878","115.5007","1.0131","4.2559","13086","0.8067","0.7883","241.3706","1.8445","3.9586","-125.8698","0.2973"
"SJE","2015","34","9763","0.7454","0.7519","-63.5936","-0.6514","4.9251","11417","0.7778","0.7719","67.3438","0.5899","4.7804","-130.9374","0.1447"
"CHI","2018","34","11341","0.7961","0.7996","-39.3341","-0.3468","3.396","13251","0.8066","0.7996","92.6327","0.6991","3.5968","-131.9668","-0.2008"
"POR","2016","34","10702","0.777","0.773","42.7495","0.3995","4.5125","11905","0.795","0.7799","179.0374","1.5039","4.5146","-136.2879","-0.0022"
"MTL","2014","34","10348","0.768","0.7839","-164.3963","-1.5887","4.9971","12874","0.7907","0.7929","-27.719","-0.2153","4.2475","-136.6773","0.7496"
"SJE","2018","34","11413","0.7918","0.7885","37.5586","0.3291","3.8142","13175","0.8074","0.7937","180.2307","1.368","3.783","-142.6722","0.0312"
"DCU","2018","34","11567","0.7957","0.7906","59.5159","0.5145","3.9261","13563","0.81","0.7947","207.2573","1.5281","3.3615","-147.7414","0.5646"
"VAN","2018","34","10087","0.776","0.772","40.5545","0.402","4.2159","13804","0.8138","0.7996","195.9828","1.4198","3.6772","-155.4283","0.5387"
"MTL","2017","34","10369","0.7779","0.7867","-91.1564","-0.8791","4.269","12084","0.7978","0.792","70.4289","0.5828","3.9328","-161.5853","0.3361"
"DCU","2019","34","11968","0.8003","0.797","39.4763","0.3298","3.8168","13590","0.8071","0.7917","209.1222","1.5388","3.4775","-169.6459","0.3393"
"HOU","2014","34","10924","0.7699","0.7769","-76.7128","-0.7022","4.5445","11359","0.7887","0.7798","100.8434","0.8878","4.6024","-177.5562","-0.0579"
"MIN","2019","34","10978","0.7824","0.7795","31.8767","0.2904","4.4516","14182","0.8174","0.8025","212.6007","1.4991","3.622","-180.7239","0.8296"
"ORL","2019","34","11850","0.7983","0.7945","44.7927","0.378","3.7151","13067","0.8145","0.7967","232.7438","1.7812","3.7625","-187.9511","-0.0474"
"MIN","2017","34","12129","0.7973","0.8034","-74.2835","-0.6124","3.6757","12561","0.7887","0.7796","114.0368","0.9079","4.174","-188.3203","-0.4984"
"VAN","2016","34","10153","0.752","0.7574","-55.3659","-0.5453","5.3399","12588","0.7869","0.7762","134.6179","1.0694","4.5348","-189.9838","0.8051"
"FCD","2014","34","10282","0.748","0.7593","-116.1865","-1.13","5.3286","12368","0.7988","0.7926","75.6347","0.6115","4.3448","-191.8212","0.9838"
"CHV","2013","34","9347","0.7388","0.7718","-307.7601","-3.2926","5.2124","12423","0.764","0.7725","-105.8971","-0.8524","5.2852","-201.8631","-0.0728"
"PHI","2013","34","10684","0.7373","0.7635","-280.1063","-2.6217","5.754","11213","0.7606","0.7672","-73.6435","-0.6568","5.4261","-206.4628","0.3279"
"MTL","2013","34","11069","0.7715","0.7901","-205.1199","-1.8531","5.2926","11791","0.7783","0.778","3.0493","0.0259","4.801","-208.1692","0.4916"
"DCU","2017","34","10243","0.7439","0.7564","-128.0964","-1.2506","5.3712","12288","0.7872","0.7805","81.855","0.6661","4.182","-209.9514","1.1892"
"MIN","2018","34","11041","0.7801","0.785","-54.6331","-0.4948","4.5021","14170","0.8124","0.8013","157.7347","1.1132","3.5506","-212.3678","0.9515"
"COL","2019","34","9370","0.7661","0.7636","23.3016","0.2487","4.4957","13942","0.8217","0.804","246.7791","1.77","3.5554","-223.4775","0.9402"
"CHI","2016","34","9503","0.749","0.7647","-149.3708","-1.5718","4.9661","13546","0.7898","0.7838","81.8498","0.6042","4.4485","-231.2206","0.5175"
"CHI","2013","34","9928","0.7113","0.7402","-286.7135","-2.8879","6.4738","11976","0.7765","0.7799","-41.1264","-0.3434","5.0946","-245.5871","1.3792"
"VAN","2017","34","8617","0.7182","0.7318","-116.6716","-1.354","6.0718","13122","0.7998","0.7863","177.3731","1.3517","3.8899","-294.0447","2.1818"
"CHV","2014","34","10056","0.7576","0.7795","-220.559","-2.1933","4.8594","13899","0.8078","0.8021","79.2982","0.5705","4.0606","-299.8572","0.7987"
"COL","2017","34","9734","0.7505","0.7637","-128.8966","-1.3242","4.9202","13104","0.812","0.7969","197.8881","1.5101","3.6746","-326.7846","1.2456"
