"Player","Team","Season","MinutesIncludes stoppage time.","Shots","SoTShots on Target","GGoals","xGxGoals","xPlaceDifference between post- and pre-shot xG models.","G-xG","KeyPKey Passes","APrimary Assists","xAxAssists","A-xA","xG+xA","PAExpected points added through scoring goals.","xPAExpected points added through taking shots."
"Aleksandar Katai","LAG","2020","118","1","0","0","0.0257","-0.0257","-0.0257","0","0","0","0","0.0257","0","0.0174"
"Adam Lundkvist","HOU","2020","194","1","0","0","0.0142","-0.0142","-0.0142","0","0","0","0","0.0142","0","0.0084"
"Wayne Rooney","DCU","2019","2533","30","9","2","2.7117","-0.5165","-0.7117","0","0","0","0","2.7117","1.188","1.5652"
"Carlos Vela","LAFC","2019","2985","22","6","0","1.1671","-0.4404","-1.1671","0","0","0","0","1.1671","0","0.623"
"Alexandru Mitrita","NYC","2019","2326","19","7","2","1.1287","0.7016","0.8713","0","0","0","0","1.1287","0.8234","0.7043"
"Reto Ziegler","FCD","2019","3208","16","5","1","0.8835","-0.1398","0.1165","0","0","0","0","0.8835","0.6046","0.5383"
"Johnny Russell","SKC","2019","2315","10","4","2","0.7774","0.9404","1.2227","0","0","0","0","0.7774","2.2211","0.5331"
"Pity Martínez","ATL","2019","2301","13","5","0","0.7322","0.2687","-0.7322","0","0","0","0","0.7322","0","0.3396"
"Alejandro Pozuelo","TOR","2019","2728","12","4","2","0.7262","0.1702","1.2738","0","0","0","0","0.7262","1.7818","0.5035"
"Zlatan Ibrahimovic","LAG","2019","2862","13","2","0","0.6843","-0.5933","-0.6843","0","0","0","0","0.6843","0","0.4723"
"Albert Rusnák","RSL","2019","2658","9","1","0","0.5618","-0.0225","-0.5618","0","0","0","0","0.5618","0","0.4373"
"Memo Rodríguez","HOU","2019","1526","6","1","0","0.5602","-0.4759","-0.5602","0","0","0","0","0.5602","0","0.3784"
"Eduard Atuesta","LAFC","2019","2874","9","4","1","0.5289","0.1075","0.4711","0","0","0","0","0.5289","0.243","0.3774"
"Nani","ORL","2019","2495","7","2","1","0.4983","-0.1296","0.5017","0","0","0","0","0.4983","0.2723","0.3634"
"Ezequiel Barco","ATL","2019","1046","8","4","0","0.477","0.8427","-0.477","0","0","0","0","0.477","0","0.3338"
"Saphir Taïder","MTL","2019","2976","7","1","0","0.4521","-0.3796","-0.4521","0","0","0","0","0.4521","0","0.1808"
"Diego Valeri","POR","2019","2857","7","4","1","0.4356","0.3762","0.5644","0","0","0","0","0.4356","0.4314","0.2538"
"Haris Medunjanin","PHI","2019","3374","7","3","1","0.4236","0.395","0.5764","0","0","0","0","0.4236","0.8297","0.3066"
"Pedro Santos","CLB","2019","3034","8","1","0","0.4038","-0.377","-0.4038","0","0","0","0","0.4038","0","0.3056"
"Darwin Quintero","MIN","2019","2359","6","0","0","0.3604","-0.3604","-0.3604","0","0","0","0","0.3604","0","0.2204"
"Leonardo Bertone","CIN","2019","2261","7","1","0","0.359","0.0836","-0.359","0","0","0","0","0.359","0","0.2119"
"Emmanuel Ledesma","CIN","2019","1939","6","1","0","0.3551","0.1398","-0.3551","0","0","0","0","0.3551","0","0.2043"
"Graham Zusi","SKC","2019","2587","5","2","0","0.3529","-0.1714","-0.3529","0","0","0","0","0.3529","0","0.1463"
"Chris Mueller","ORL","2019","1530","3","2","1","0.2836","0.3523","0.7164","1","0","0.068","-0.068","0.3516","0.4152","0.1196"
"Diego Rubio","COL","2019","2202","2","1","1","0.3466","0.273","0.6534","0","0","0","0","0.3466","0.4091","0.1442"
"Yordy Reyna","VAN","2019","2183","7","1","1","0.3259","0.0518","0.6741","0","0","0","0","0.3259","1.0655","0.3246"
"Felipe Gutiérrez","SKC","2019","2952","6","2","0","0.3192","-0.1964","-0.3192","0","0","0","0","0.3192","0","0.1806"
"Magnus Eriksson","SJE","2019","3061","6","2","0","0.3144","-0.0856","-0.3144","0","0","0","0","0.3144","0","0.2072"
"Aleksandar Katai","CHI","2019","2281","6","3","1","0.3143","0.2183","0.6857","0","0","0","0","0.3143","0.5325","0.2544"
"Jan Gregus","MIN","2019","2923","6","5","0","0.2917","0.5316","-0.2917","0","0","0","0","0.2917","0","0.2446"
"Carles Gil","NER","2019","3343","5","1","0","0.2852","0.4678","-0.2852","0","0","0","0","0.2852","0","0.1435"
"Marco Fabián","PHI","2019","1372","5","0","0","0.2353","-0.2353","-0.2353","0","0","0","0","0.2353","0","0.1075"
"Lee Nguyen","LAFC","2019","1323","5","1","0","0.2333","-0.0315","-0.2333","0","0","0","0","0.2333","0","0.1265"
"Santiago Mosquera","FCD","2019","1303","3","1","0","0.2249","-0.2082","-0.2249","0","0","0","0","0.2249","0","0.2621"
"Nicolás Lodeiro","SEA","2019","2745","5","0","0","0.2214","-0.2214","-0.2214","0","0","0","0","0.2214","0","0.1231"
"Gustavo Bou","NER","2019","1265","4","3","0","0.2157","-0.1214","-0.2157","0","0","0","0","0.2157","0","0.23"
"Ali Adnan","VAN","2019","2644","6","4","0","0.2151","0.0029","-0.2151","0","0","0","0","0.2151","0","0.1754"
"Nicolás Mezquida","COL","2019","1604","3","0","0","0.2102","-0.2102","-0.2102","0","0","0","0","0.2102","0","0.0732"
"Luciano Acosta","DCU","2019","2362","3","1","0","0.2065","0.147","-0.2065","0","0","0","0","0.2065","0","0.0265"
"Bryan Acosta","FCD","2019","2309","5","1","0","0.2","-0.1749","-0.2","0","0","0","0","0.2","0","0.1174"
"Danny Hoesen","SJE","2019","1690","3","1","0","0.1935","0.0261","-0.1935","0","0","0","0","0.1935","0","0.1112"
"Kellyn Acosta","COL","2019","2865","4","2","0","0.1853","0.0825","-0.1853","0","0","0","0","0.1853","0","0.0718"
"Andreas Ivan","NYRB","2019","558","3","0","0","0.1847","-0.1847","-0.1847","0","0","0","0","0.1847","0","0.1635"
"Djordje Mihailovic","CHI","2019","1600","3","1","0","0.1817","-0.0686","-0.1817","0","0","0","0","0.1817","0","0.0816"
"Jonathan dos Santos","LAG","2019","2769","4","2","0","0.1693","-0.1396","-0.1693","0","0","0","0","0.1693","0","0.0382"
"Florian Jungwirth","SJE","2019","2943","2","1","0","0.1673","0.0772","-0.1673","0","0","0","0","0.1673","0","0.0648"
"Jozy Altidore","TOR","2019","1835","3","1","1","0.1668","0.2603","0.8332","0","0","0","0","0.1668","0.0646","0.0601"
"Benny Feilhaber","SKC","2019","1195","2","0","0","0.1667","-0.1667","-0.1667","0","0","0","0","0.1667","0","0.0504"
"Bastian Schweinsteiger","CHI","2019","2927","2","0","0","0.1632","-0.1632","-0.1632","0","0","0","0","0.1632","0","0.106"
"Ismael Tajouri-Shradi","NYC","2019","1033","2","2","1","0.1569","0.1885","0.8431","0","0","0","0","0.1569","1.0198","0.1544"
"Romell Quioto","HOU","2019","889","3","0","0","0.1473","-0.1473","-0.1473","0","0","0","0","0.1473","0","0.1942"
"Christian Ramirez","HOU","2019","725","1","0","0","0.1454","-0.1454","-0.1454","0","0","0","0","0.1454","0","0.1084"
"Federico Higuaín","CLB","2019","1222","2","0","0","0.1429","-0.1429","-0.1429","0","0","0","0","0.1429","0","0.1071"
"Kei Kamara","COL","2019","2788","2","0","0","0.1382","-0.1382","-0.1382","0","0","0","0","0.1382","0","0.0828"
"Dairon Asprilla","POR","2019","624","1","0","0","0.1355","-0.1355","-0.1355","0","0","0","0","0.1355","0","0.1088"
"Allan Cruz","CIN","2019","1876","2","0","0","0.1334","-0.1334","-0.1334","0","0","0","0","0.1334","0","0.0383"
"Kelvin Leerdam","SEA","2019","2611","1","0","0","0.0975","-0.0975","-0.0975","1","0","0.0356","-0.0356","0.1331","0","0.0975"
"Josef Martínez","ATL","2019","2808","3","0","0","0.1321","-0.1321","-0.1321","0","0","0","0","0.1321","0","0.0281"
"Maximiliano Moralez","NYC","2019","2700","2","0","0","0.1297","-0.1297","-0.1297","0","0","0","0","0.1297","0","0.024"
"Sebastián Saucedo","RSL","2019","1304","2","2","0","0.1282","0.2881","-0.1282","0","0","0","0","0.1282","0","0.1155"
"Christian Ramirez","LAFC","2019","1020","2","1","1","0.1278","0.1539","0.8722","0","0","0","0","0.1278","0.6068","0.0648"
"Cristian Espinoza","SJE","2019","2736","3","3","0","0.1249","0.2655","-0.1249","0","0","0","0","0.1249","0","0.0398"
"Daniel Lovitz","MTL","2019","2764","3","3","0","0.1236","0.1279","-0.1236","0","0","0","0","0.1236","0","0.0694"
"Fredy Montero","VAN","2019","2283","3","1","0","0.1231","-0.0788","-0.1231","0","0","0","0","0.1231","0","0.1123"
"Damir Kreilach","RSL","2019","2874","2","0","0","0.1203","-0.1203","-0.1203","0","0","0","0","0.1203","0","0.0919"
"Mauro Manotas","HOU","2019","2754","2","0","0","0.1146","-0.1146","-0.1146","0","0","0","0","0.1146","0","0.1042"
"Benny Feilhaber","COL","2019","673","1","0","0","0.1144","-0.1144","-0.1144","0","0","0","0","0.1144","0","0.0406"
"Tomás Martínez","HOU","2019","2486","2","0","0","0.1122","-0.1122","-0.1122","0","0","0","0","0.1122","0","0.0593"
"Jamiro Monteiro","PHI","2019","2249","2","0","0","0.1115","-0.1115","-0.1115","0","0","0","0","0.1115","0","0.0501"
"Víctor Rodríguez","SEA","2019","1186","2","2","0","0.1107","0.3191","-0.1107","0","0","0","0","0.1107","0","0.1134"
"Maynor Figueroa","HOU","2019","2480","3","1","0","0.1082","-0.0052","-0.1082","0","0","0","0","0.1082","0","0.0813"
"Pablo Aránguiz","FCD","2019","627","1","0","0","0.1046","-0.1046","-0.1046","0","0","0","0","0.1046","0","0.0697"
"Dom Dwyer","ORL","2019","1779","2","0","0","0.1022","-0.1022","-0.1022","0","0","0","0","0.1022","0","0.0727"
"Alejandro Romero Gamarra","NYRB","2019","2103","2","1","0","0.1","0.0998","-0.1","0","0","0","0","0.1","0","0.0324"
"Yohan Croizet","SKC","2019","1214","1","0","0","0.0926","-0.0926","-0.0926","0","0","0","0","0.0926","0","0.0381"
"Sebastián Blanco","POR","2019","2768","2","1","1","0.0867","0.0948","0.9133","0","0","0","0","0.0867","0.3146","0.0341"
"Brian Rodríguez","LAFC","2019","411","1","0","0","0.0852","-0.0852","-0.0852","0","0","0","0","0.0852","0","0.0834"
"Artur","CLB","2019","2697","1","0","0","0.0849","-0.0849","-0.0849","0","0","0","0","0.0849","0","0.0525"
"Alexander Callens","NYC","2019","2398","1","0","0","0.0843","-0.0843","-0.0843","0","0","0","0","0.0843","0","0"
"Hwang In-Beom","VAN","2019","3078","3","2","0","0.083","0.3947","-0.083","0","0","0","0","0.083","0","0.0698"
"Dillon Serna","COL","2019","669","1","0","0","0.0824","-0.0824","-0.0824","0","0","0","0","0.0824","0","0.0621"
"Cristhian Paredes","POR","2019","1805","1","0","0","0.078","-0.078","-0.078","0","0","0","0","0.078","0","0.051"
"Brandon Vázquez","ATL","2019","703","1","1","0","0.0769","-0.0527","-0.0769","0","0","0","0","0.0769","0","0.0447"
"Bill Tuiloma","POR","2019","2229","1","0","0","0.076","-0.076","-0.076","0","0","0","0","0.076","0","0.0706"
"Alexander Ring","NYC","2019","3107","1","0","0","0.0759","-0.0759","-0.0759","0","0","0","0","0.0759","0","0.0004"
"Robin Jansson","ORL","2019","2663","1","0","0","0.0732","-0.0732","-0.0732","0","0","0","0","0.0732","0","0.0434"
"Daniel Royer","NYRB","2019","2522","1","0","0","0.0697","-0.0697","-0.0697","0","0","0","0","0.0697","0","0.0131"
"David Guzmán","CLB","2019","1255","1","0","0","0.0683","-0.0683","-0.0683","0","0","0","0","0.0683","0","0.028"
"Sacha Kljestan","ORL","2019","1530","1","0","0","0.068","-0.068","-0.068","0","0","0","0","0.068","0","0.0557"
"Bradley Wright-Phillips","NYRB","2019","1273","1","0","0","0.0673","-0.0673","-0.0673","0","0","0","0","0.0673","0","0.0478"
"Héctor Villalba","ATL","2019","1030","1","0","0","0.064","-0.064","-0.064","0","0","0","0","0.064","0","0.0683"
"Kemar Lawrence","NYRB","2019","1913","1","0","0","0.0631","-0.0631","-0.0631","0","0","0","0","0.0631","0","0.0275"
"Kelyn Rowe","SKC","2019","770","2","0","0","0.0626","-0.0626","-0.0626","0","0","0","0","0.0626","0","0.0562"
"Julian Gressel","ATL","2019","2898","1","1","0","0.0435","-0.0061","-0.0435","1","0","0.0149","-0.0149","0.0584","0","0.0402"
"Efrain Álvarez","LAG","2019","597","1","0","0","0.0581","-0.0581","-0.0581","0","0","0","0","0.0581","0","0.0499"
"Ronald Matarrita","NYC","2019","2163","1","0","0","0.0571","-0.0571","-0.0571","0","0","0","0","0.0571","0","0.0316"
"Rodolfo Zelaya","LAFC","2019","136","2","0","0","0.057","-0.057","-0.057","0","0","0","0","0.057","0","0.0673"
"Laurent Ciman","TOR","2019","1387","2","1","0","0.0531","0.099","-0.0531","0","0","0","0","0.0531","0","0.0399"
"Adama Diomande","LAFC","2019","1575","1","0","0","0.0525","-0.0525","-0.0525","0","0","0","0","0.0525","0","0.0382"
"Ilsinho","PHI","2019","1230","1","0","0","0.0522","-0.0522","-0.0522","0","0","0","0","0.0522","0","0"
"Keegan Rosenberry","COL","2019","3377","1","0","0","0.0515","-0.0515","-0.0515","0","0","0","0","0.0515","0","0.0279"
"Diego Fagundez","NER","2019","1286","1","1","0","0.05","0.0213","-0.05","0","0","0","0","0.05","0","0.0446"
"Maximiliano Urruti","MTL","2019","2649","1","1","0","0.0476","0.0697","-0.0476","0","0","0","0","0.0476","0","0.0383"
"Jesús Medina","NYC","2019","839","1","0","0","0.0463","-0.0463","-0.0463","0","0","0","0","0.0463","0","0.0013"
"Valentín Castellanos","NYC","2019","2256","1","0","0","0.0366","-0.0366","-0.0366","0","0","0","0","0.0366","0","0.0265"
"Gustav Svensson","SEA","2019","1976","1","0","0","0.0356","-0.0356","-0.0356","0","0","0","0","0.0356","0","0.0027"
"Andrew Gutman","CIN","2019","542","0","0","0","0","0","0","1","0","0.0351","-0.0351","0.0351","0","0"
"Raúl Ruidíaz","SEA","2019","1954","1","0","0","0.035","-0.035","-0.035","0","0","0","0","0.035","0","0.0206"
"Gianluca Busio","SKC","2019","1046","1","0","0","0.0284","-0.0284","-0.0284","0","0","0","0","0.0284","0","8.4397e-7"
"Adam Lundkvist","HOU","2019","2642","1","0","0","0.0243","-0.0243","-0.0243","0","0","0","0","0.0243","0","0.0235"
"Júnior Moreno","DCU","2019","2818","1","0","0","0.023","-0.023","-0.023","0","0","0","0","0.023","0","0.0134"
"Nicolás Gaitán","CHI","2019","2160","1","1","0","0.0205","0.02","-0.0205","0","0","0","0","0.0205","0","0.0128"
"Sebastian Lletget","LAG","2019","2517","0","0","0","0","0","0","1","0","0.018","-0.018","0.018","0","0"
"Osvaldo Alonso","MIN","2019","2585","0","0","0","0","0","0","1","0","0.0167","-0.0167","0.0167","0","0"
"Jeff Larentowicz","ATL","2019","1651","1","0","0","0.0149","-0.0149","-0.0149","0","0","0","0","0.0149","0","0.0109"
"Sebastian Giovinco","TOR","2018","2593","42","6","1","2.0632","-0.7752","-1.0632","0","0","0","0","2.0632","0.2151","1.0514"
"Wayne Rooney","DCU","2018","1783","15","8","2","1.1331","-0.1612","0.8669","0","0","0","0","1.1331","0.9532","0.8389"
"Zlatan Ibrahimovic","LAG","2018","2332","22","4","1","1.0764","-0.8125","-0.0764","0","0","0","0","1.0764","0.5882","0.7101"
"Romell Quioto","HOU","2018","2427","12","1","1","0.8338","-0.7105","0.1662","0","0","0","0","0.8338","0.7378","0.4771"
"Nicolás Lodeiro","SEA","2018","2644","7","1","1","0.7249","0.0577","0.2751","0","0","0","0","0.7249","0.9085","0.4886"
"Albert Rusnák","RSL","2018","2837","10","3","1","0.6164","0.1084","0.3836","1","1","0.0723","0.9277","0.6887","-0.0002","0.2588"
"Sacha Kljestan","ORL","2018","2724","11","3","0","0.6786","-0.3594","-0.6786","0","0","0","0","0.6786","0","0.3223"
"Graham Zusi","SKC","2018","3369","12","4","0","0.6783","0.3234","-0.6783","0","0","0","0","0.6783","0","0.4064"
"Yamil Asad","DCU","2018","2570","5","3","1","0.6314","-0.1671","0.3687","0","0","0","0","0.6314","0.6496","0.4139"
"Aleksandar Katai","CHI","2018","2619","11","1","1","0.6112","-0.0209","0.3888","0","0","0","0","0.6112","0.6013","0.4879"
"Diego Valeri","POR","2018","2993","12","3","1","0.6045","0.255","0.3955","0","0","0","0","0.6045","1.0339","0.5232"
"Haris Medunjanin","PHI","2018","2723","11","3","0","0.5941","-0.3149","-0.5941","0","0","0","0","0.5941","0","0.2992"
"Carlos Vela","LAFC","2018","2616","11","2","0","0.5789","-0.4841","-0.5789","0","0","0","0","0.5789","0","0.2864"
"Cristian Techera","VAN","2018","1471","6","2","0","0.5555","-0.4216","-0.5555","0","0","0","0","0.5555","0","0.3404"
"Ismael Tajouri-Shradi","NYC","2018","1672","4","2","1","0.4807","0.0219","0.5193","0","0","0","0","0.4807","0.3018","0.184"
"Jack Price","COL","2018","3029","8","3","0","0.4567","0.3424","-0.4567","0","0","0","0","0.4567","0","0.2661"
"Joao Plata","RSL","2018","1864","6","4","1","0.4423","0.365","0.5577","0","0","0","0","0.4423","0.053","0.2466"
"Kevin Kratz","ATL","2018","663","6","5","2","0.4323","1.2858","1.5677","0","0","0","0","0.4323","1.2252","0.2837"
"Federico Higuaín","CLB","2018","2533","7","4","1","0.4302","0.2168","0.5698","0","0","0","0","0.4302","0.9254","0.2183"
"Lee Nguyen","LAFC","2018","2008","7","1","1","0.3881","-0.0382","0.6119","0","0","0","0","0.3881","0.3552","0.3268"
"Miguel Almirón","ATL","2018","3005","4","2","0","0.2853","-0.0705","-0.2853","3","0","0.0778","-0.0778","0.3632","0","0.2436"
"Saphir Taïder","MTL","2018","3076","8","0","0","0.3288","-0.3288","-0.3288","0","0","0","0","0.3288","0","0.2329"
"Diego Fagundez","NER","2018","2862","5","3","1","0.3263","0.4781","0.6737","0","0","0","0","0.3263","0.6761","0.1363"
"Dom Dwyer","ORL","2018","2435","6","0","0","0.3205","-0.3205","-0.3205","0","0","0","0","0.3205","0","0.137"
"David Villa","NYC","2018","1869","7","3","1","0.318","0.381","0.682","0","0","0","0","0.318","1.0339","0.248"
"Laurent Ciman","LAFC","2018","2181","10","5","3","0.3006","0.2973","2.6994","0","0","0","0","0.3006","2.7364","0.2139"
"Pedro Santos","CLB","2018","2345","8","2","0","0.2944","-0.0022","-0.2944","0","0","0","0","0.2944","0","0.1738"
"Bastian Schweinsteiger","CHI","2018","2939","3","0","0","0.2897","-0.2897","-0.2897","0","0","0","0","0.2897","0","0.2006"
"Jeisson Vargas","MTL","2018","950","6","3","1","0.2709","0.4069","0.7291","0","0","0","0","0.2709","0.6834","0.1182"
"Claude Dielna","NER","2018","1440","6","2","0","0.2669","-0.0348","-0.2669","0","0","0","0","0.2669","0","0.1408"
"Johnny Russell","SKC","2018","2369","3","1","0","0.2554","-0.0445","-0.2554","0","0","0","0","0.2554","0","0.2466"
"Felipe Gutiérrez","SKC","2018","1642","3","1","0","0.2518","0.0655","-0.2518","0","0","0","0","0.2518","0","0.0723"
"Reto Ziegler","FCD","2018","2800","5","1","1","0.2492","0.102","0.7508","0","0","0","0","0.2492","0.6188","0.1404"
"Santiago Mosquera","FCD","2018","1743","5","1","0","0.2454","-0.1665","-0.2454","0","0","0","0","0.2454","0","0.1844"
"Diego Campos","CHI","2018","1313","2","2","0","0.2445","0.2532","-0.2445","0","0","0","0","0.2445","0","0.1741"
"Alejandro Romero Gamarra","NYRB","2018","2577","3","2","0","0.2417","0.2993","-0.2417","0","0","0","0","0.2417","0","0.159"
"Shkëlzen Gashi","COL","2018","930","4","1","1","0.2257","0.3533","0.7743","0","0","0","0","0.2257","0.6468","0.1517"
"Víctor Rodríguez","SEA","2018","1344","4","3","0","0.2207","0.2162","-0.2207","0","0","0","0","0.2207","0","0.1679"
"Alejandro Silva","MTL","2018","2540","3","1","0","0.1998","0.2371","-0.1998","1","0","0.0204","-0.0204","0.2203","0","0.1311"
"Zoltán Stieber","DCU","2018","1992","4","0","0","0.2202","-0.2202","-0.2202","0","0","0","0","0.2202","0","0.1512"
"Magnus Eriksson","SJE","2018","2670","4","1","0","0.2182","0.1481","-0.2182","0","0","0","0","0.2182","0","0.1659"
"Michael Murillo","NYRB","2018","2123","3","0","0","0.2165","-0.2165","-0.2165","0","0","0","0","0.2165","0","0.1282"
"Jack McBean","COL","2018","1154","2","0","0","0.1985","-0.1985","-0.1985","0","0","0","0","0.1985","0","0.1631"
"David Guzmán","POR","2018","1055","3","1","0","0.1854","-0.0491","-0.1854","0","0","0","0","0.1854","0","0.1691"
"Felipe","VAN","2018","2451","4","1","0","0.1831","-0.1673","-0.1831","0","0","0","0","0.1831","0","0.1365"
"Clint Dempsey","SEA","2018","995","3","0","0","0.1775","-0.1775","-0.1775","0","0","0","0","0.1775","0","0.0786"
"Kellyn Acosta","COL","2018","1144","3","0","0","0.1756","-0.1756","-0.1756","0","0","0","0","0.1756","0","0.067"
"Mauro Díaz","FCD","2018","868","4","1","0","0.1751","-0.0011","-0.1751","0","0","0","0","0.1751","0","0.0491"
"Tomás Martínez","HOU","2018","2610","4","0","0","0.1742","-0.1742","-0.1742","0","0","0","0","0.1742","0","0.1597"
"Romain Alessandrini","LAG","2018","2046","4","3","1","0.1741","0.3884","0.8259","0","0","0","0","0.1741","0.5817","0.107"
"David Accam","PHI","2018","1314","2","1","0","0.1679","0.289","-0.1679","0","0","0","0","0.1679","0","0.0248"
"Darwin Quintero","MIN","2018","2612","3","0","0","0.1633","-0.1633","-0.1633","0","0","0","0","0.1633","0","0.0357"
"Aaron Kovar","LAFC","2018","568","2","0","0","0.1598","-0.1598","-0.1598","0","0","0","0","0.1598","0","0.0547"
"Borek Dockal","PHI","2018","2500","2","0","0","0.1528","-0.1528","-0.1528","0","0","0","0","0.1528","0","0.0378"
"Marc Rzatkowski","NYRB","2018","1643","2","1","0","0.1419","-0.0168","-0.1419","0","0","0","0","0.1419","0","0.053"
"Tyrone Mears","MIN","2018","975","2","1","0","0.0914","-0.0507","-0.0914","1","0","0.0495","-0.0495","0.1409","0","0.0497"
"Valeri Qazaishvili","SJE","2018","2918","2","0","0","0.1399","-0.1399","-0.1399","0","0","0","0","0.1399","0","0.1029"
"Chris Tierney","NER","2018","342","1","1","1","0.1396","-0.0181","0.8604","0","0","0","0","0.1396","1.8513","0.2585"
"Justin Meram","ORL","2018","1372","2","0","0","0.1355","-0.1355","-0.1355","0","0","0","0","0.1355","0","0.1233"
"Luciano Acosta","DCU","2018","2973","2","1","0","0.1312","0.2903","-0.1312","0","0","0","0","0.1312","0","0.0983"
"Ezequiel Barco","ATL","2018","1843","2","0","0","0.1262","-0.1262","-0.1262","0","0","0","0","0.1262","0","0.0926"
"Víctor Vázquez","TOR","2018","1522","2","0","0","0.1068","-0.1068","-0.1068","1","0","0.0187","-0.0187","0.1256","0","0.0884"
"Dillon Serna","COL","2018","1354","2","0","0","0.1236","-0.1236","-0.1236","0","0","0","0","0.1236","0","0.0791"
"Maynor Figueroa","FCD","2018","1144","4","3","0","0.1223","0","-0.1223","0","0","0","0","0.1223","0","0.0595"
"Raúl Ruidíaz","SEA","2018","1170","2","0","0","0.121","-0.121","-0.121","0","0","0","0","0.121","0","0.061"
"Maximiliano Moralez","NYC","2018","3026","2","0","0","0.1201","-0.1201","-0.1201","0","0","0","0","0.1201","0","0.1098"
"Benny Feilhaber","LAFC","2018","3104","2","0","0","0.1168","-0.1168","-0.1168","0","0","0","0","0.1168","0","0.0879"
"Ager Aketxe","TOR","2018","774","4","1","0","0.108","-0.0458","-0.108","0","0","0","0","0.108","0","0.0469"
"Daniel Lovitz","MTL","2018","2881","1","0","0","0.1048","-0.1048","-0.1048","0","0","0","0","0.1048","0","0.0551"
"Cristian Penilla","NER","2018","3050","1","0","0","0.0978","-0.0978","-0.0978","0","0","0","0","0.0978","0","0.0341"
"Sebastián Saucedo","RSL","2018","1183","3","0","0","0.0965","-0.0965","-0.0965","0","0","0","0","0.0965","0","0.0782"
"Jesús Medina","NYC","2018","2163","2","0","0","0.093","-0.093","-0.093","0","0","0","0","0.093","0","0.0724"
"Nicolás Mezquida","VAN","2018","1095","1","1","0","0.0904","-0.0389","-0.0904","0","0","0","0","0.0904","0","0.0922"
"Patrick Mullins","CLB","2018","349","2","1","0","0.0864","0.0641","-0.0864","0","0","0","0","0.0864","0","0.018"
"Keegan Rosenberry","PHI","2018","3008","1","1","0","0.0807","0.1847","-0.0807","0","0","0","0","0.0807","0","0.0005"
"Brek Shea","VAN","2018","1714","1","0","0","0.0796","-0.0796","-0.0796","0","0","0","0","0.0796","0","0.0806"
"Josué Colmán","ORL","2018","1186","1","0","0","0.0792","-0.0792","-0.0792","0","0","0","0","0.0792","0","0.0651"
"Kelyn Rowe","NER","2018","1751","2","1","0","0.0771","-0.0523","-0.0771","0","0","0","0","0.0771","0","0.0714"
"Magnus Wolff Eikrem","SEA","2018","672","2","0","0","0.0725","-0.0725","-0.0725","0","0","0","0","0.0725","0","0.0811"
