"Player","Team","Season","MinutesIncludes stoppage time.","Shots","SoTShots on Target","GGoals","xGxGoals","xPlaceDifference between post- and pre-shot xG models.","G-xG","KeyPKey Passes","APrimary Assists","xAxAssists","A-xA","xG+xA","PAExpected points added through scoring goals.","xPAExpected points added through taking shots."
"Alex","CHI","2014","2112","1","0","0","0.1125","-0.1125","-0.1125","1","0","0.1229","-0.1229","0.2354","0","0.0925"
"Marlon Hairston","COL","2014","1092","0","0","0","0","0","0","1","0","0.2331","-0.2331","0.2331","0","0"
"Álvaro Saborio","RSL","2014","1250","1","1","0","0.2315","0.1789","-0.2315","0","0","0","0","0.2315","0","0.0898"
"Mike Magee","CHI","2014","1626","1","1","0","0.1046","-0.0281","-0.1046","1","0","0.1261","-0.1261","0.2307","0","0.109"
"Charlie Davies","NER","2014","1219","1","1","1","0.2291","0.4256","0.7709","0","0","0","0","0.2291","0.8728","0.2"
"Marvin Chávez","CHV","2014","754","1","1","1","0.2284","0.1422","0.7716","0","0","0","0","0.2284","0.4001","0.0914"
"Brian Carroll","PHI","2014","1590","1","1","0","0.2166","0.1388","-0.2166","0","0","0","0","0.2166","0","0.1882"
"Alex Martinez","SKC","2014","466","0","0","0","0","0","0","1","0","0.2149","-0.2149","0.2149","0","0"
"Martín Rivero","CHV","2014","617","0","0","0","0","0","0","1","0","0.2136","-0.2136","0.2136","0","0"
"David Texeira","FCD","2014","897","1","0","0","0.2011","-0.2011","-0.2011","0","0","0","0","0.2011","0","0.0815"
"Je-Vaughn Watson","FCD","2014","2689","1","1","0","0.1541","0.2954","-0.1541","1","0","0.0456","-0.0456","0.1997","0","0.093"
"Wandrille Lefevre","MTL","2014","1321","0","0","0","0","0","0","1","1","0.1931","0.8069","0.1931","0","0"
"Cristian Fernández","DCU","2014","1455","0","0","0","0","0","0","1","0","0.1796","-0.1796","0.1796","0","0"
"Dax McCarty","NYRB","2014","2864","0","0","0","0","0","0","1","0","0.1753","-0.1753","0.1753","0","0"
"Ruben Bover","NYRB","2014","307","1","0","0","0.1753","-0.1753","-0.1753","0","0","0","0","0.1753","0","0.0097"
"David Ousted","VAN","2014","3321","0","0","0","0","0","0","1","0","0.1737","-0.1737","0.1737","0","0"
"Eric Gehrig","CLB","2014","1282","0","0","0","0","0","0","1","0","0.1712","-0.1712","0.1712","0","0"
"Ben Zemanski","POR","2014","821","0","0","0","0","0","0","1","0","0.171","-0.171","0.171","0","0"
"Conor Casey","PHI","2014","1505","1","1","0","0.1049","0.0975","-0.1049","1","0","0.0649","-0.0649","0.1698","0","0.0722"
"Russell Teibert","VAN","2014","2146","0","0","0","0","0","0","2","0","0.1656","-0.1656","0.1656","0","0"
"Calum Mallace","MTL","2014","1248","0","0","0","0","0","0","1","0","0.1604","-0.1604","0.1604","0","0"
"Andre Blake","PHI","2014","95","0","0","0","0","0","0","1","0","0.1542","-0.1542","0.1542","0","0"
"Alan Gordon","LAG","2014","580","0","0","0","0","0","0","1","0","0.1461","-0.1461","0.1461","0","0"
"Ricardo Clark","HOU","2014","2237","0","0","0","0","0","0","1","0","0.1452","-0.1452","0.1452","0","0"
"Ryan Finley","CHV","2014","514","0","0","0","0","0","0","1","0","0.144","-0.1441","0.144","0","0"
"Nigel Reo-Coker","CHV","2014","813","0","0","0","0","0","0","1","0","0.1397","-0.1397","0.1397","0","0"
"Kenny Cooper","SEA","2014","1065","2","0","0","0.1382","-0.1382","-0.1382","0","0","0","0","0.1382","0","0.057"
"Kendall Waston","VAN","2014","899","0","0","0","0","0","0","1","0","0.1351","-0.1351","0.1351","0","0"
"Alexander López","HOU","2014","310","0","0","0","0","0","0","1","0","0.1325","-0.1325","0.1325","0","0"
"Mark Sherrod","HOU","2014","267","1","0","0","0.1325","-0.1325","-0.1325","0","0","0","0","0.1325","0","0.0003"
"Chris Tierney","NER","2014","2081","0","0","0","0","0","0","1","0","0.1309","-0.1309","0.1309","0","0"
"Nick LaBrocca","COL","2014","2787","1","0","0","0.1296","-0.1296","-0.1296","0","0","0","0","0.1296","0","0.0173"
"Dillon Powers","COL","2014","2477","0","0","0","0","0","0","1","0","0.1296","-0.1296","0.1296","0","0"
"Kalif Alhassan","POR","2014","641","1","0","0","0.1265","-0.1265","-0.1265","0","0","0","0","0.1265","0","0.1213"
"Peter Luccin","FCD","2014","294","2","1","0","0.1261","-0.0545","-0.1261","0","0","0","0","0.1261","0","0.0208"
"Michael Lahoud","PHI","2014","488","0","0","0","0","0","0","2","1","0.1261","0.8739","0.1261","0","0"
"Mauro Rosales","CHV","2014","1670","0","0","0","0","0","0","1","1","0.1252","0.8748","0.1252","0","0"
"Mark Bloom","TOR","2014","2457","0","0","0","0","0","0","1","0","0.125","-0.125","0.125","0","0"
"Yannick Djaló","SJE","2014","1207","0","0","0","0","0","0","1","1","0.1243","0.8757","0.1243","0","0"
"Mauro Rosales","VAN","2014","852","1","0","0","0.0753","-0.0753","-0.0753","1","0","0.0452","-0.0452","0.1205","0","0.067"
"Matías Pérez García","SJE","2014","421","1","1","1","0.1195","0.3333","0.8805","0","0","0","0","0.1195","0.637","0.0761"
"Bradley Orr","TOR","2014","1245","0","0","0","0","0","0","1","1","0.1132","0.8868","0.1132","0","0"
"José Mari","COL","2014","1854","0","0","0","0","0","0","1","0","0.1116","-0.1116","0.1116","0","0"
"Danny Garcia","FCD","2014","300","0","0","0","0","0","0","1","0","0.108","-0.108","0.108","0","0"
"Hassoun Camara","MTL","2014","2553","0","0","0","0","0","0","1","0","0.1068","-0.1068","0.1068","0","0"
"Omar Salgado","VAN","2014","232","1","0","0","0.1061","-0.1061","-0.1061","0","0","0","0","0.1061","0","0.0151"
"Dilly Duka","CHI","2014","360","1","1","0","0.1036","-0.0671","-0.1036","0","0","0","0","0.1036","0","0.0032"
"Harry Shipp","CHI","2014","2518","0","0","0","0","0","0","1","0","0.1036","-0.1036","0.1036","0","0"
"Bobby Convey","NYRB","2014","812","1","0","0","0.1031","-0.1031","-0.1031","0","0","0","0","0.1031","0","0.0716"
"Lloyd Sam","NYRB","2014","3046","0","0","0","0","0","0","1","0","0.1031","-0.1031","0.1031","0","0"
"Ryan Hollingshead","FCD","2014","336","0","0","0","0","0","0","1","0","0.1005","-0.1005","0.1005","0","0"
"Victor Ulloa","FCD","2014","2583","0","0","0","0","0","0","1","0","0.099","-0.099","0.099","0","0"
"Dominic Oduro","CLB","2014","632","0","0","0","0","0","0","1","0","0.0961","-0.0961","0.0961","0","0"
"José Gonçalves","NER","2014","2567","1","1","1","0.0955","0.4528","0.9045","0","0","0","0","0.0955","0.5534","0.0529"
"Dwayne De Rosario","TOR","2014","600","1","1","0","0.0918","-0.037","-0.0918","0","0","0","0","0.0918","0","0.0298"
"Héctor Jiménez","CLB","2014","1808","0","0","0","0","0","0","1","0","0.0854","-0.0854","0.0854","0","0"
"Kyle Beckerman","RSL","2014","2732","0","0","0","0","0","0","1","0","0.0853","-0.0853","0.0853","0","0"
"Stefan Frei","SEA","2014","3309","0","0","0","0","0","0","1","0","0.0842","-0.0842","0.0842","0","0"
"Eriq Zavaleta","CHV","2014","1442","0","0","0","0","0","0","1","0","0.0825","-0.0825","0.0825","0","0"
"Dilly Duka","MTL","2014","1088","0","0","0","0","0","0","1","0","0.0799","-0.0799","0.0799","0","0"
"Clint Irwin","COL","2014","2521","0","0","0","0","0","0","1","0","0.0796","-0.0796","0.0796","0","0"
"Atiba Harris","SJE","2014","1705","0","0","0","0","0","0","1","0","0.0792","-0.0792","0.0792","0","0"
"Billy Schuler","SJE","2014","165","1","1","0","0.0792","-0.0427","-0.0792","0","0","0","0","0.0792","0","0.0001"
"Omar Cummings","HOU","2014","1379","1","0","0","0.079","-0.079","-0.079","0","0","0","0","0.079","0","0.0642"
"Troy Perkins","MTL","2014","2039","0","0","0","0","0","0","1","0","0.0745","-0.0745","0.0745","0","0"
"Maximiliano Urruti","POR","2014","1325","1","0","0","0.0711","-0.0711","-0.0711","0","0","0","0","0.0711","0","0.0495"
"Issey Nakajima-Farran","MTL","2014","611","1","0","0","0.07","-0.07","-0.07","0","0","0","0","0.07","0","0"
"Cordell Cato","SJE","2014","1733","1","1","0","0.0695","0.1101","-0.0695","0","0","0","0","0.0695","0","0.0278"
"Andrew Driver","HOU","2014","2062","1","0","0","0.0672","-0.0672","-0.0672","0","0","0","0","0.0672","0","0.0464"
"Wil Trapp","CLB","2014","2669","0","0","0","0","0","0","1","0","0.0672","-0.0672","0.0672","0","0"
"Adam Bedell","CLB","2014","695","1","1","0","0.0672","0.0148","-0.0672","0","0","0","0","0.0672","0","0.0392"
"Matthew Watson","CHI","2014","2204","1","1","0","0.0665","-0.0434","-0.0665","0","0","0","0","0.0665","0","0.0399"
"Zac MacMath","PHI","2014","2822","0","0","0","0","0","0","1","0","0.0628","-0.0628","0.0628","0","0"
"Kamani Hill","COL","2014","926","0","0","0","0","0","0","1","0","0.0552","-0.0552","0.0552","0","0"
"Maxim Tissot","MTL","2014","864","0","0","0","0","0","0","1","0","0.0515","-0.0515","0.0515","0","0"
"Jair Benitez","FCD","2014","1869","1","0","0","0.0456","-0.0456","-0.0456","0","0","0","0","0.0456","0","0.0182"
"Tommy Thompson","SJE","2014","748","0","0","0","0","0","0","1","0","0.0435","-0.0435","0.0435","0","0"
"Micheal Azira","SEA","2014","680","0","0","0","0","0","0","1","0","0.0413","-0.0413","0.0413","0","0"
"Jacob Peterson","SKC","2014","1398","0","0","0","0","0","0","1","0","0.0394","-0.0394","0.0394","0","0"
"Graham Zusi","SKC","2014","2324","1","0","0","0.0394","-0.0394","-0.0394","0","0","0","0","0.0394","0","0.0375"
"Nick Rimando","RSL","2014","2344","0","0","0","0","0","0","1","0","0.0347","-0.0347","0.0347","0","0"
"Octavio Rivero","VAN","2015","2958","12","5","0","2.2748","-1.7019","-2.2748","3","2","0.7828","1.2172","3.0575","0","1.1965"
"Robbie Keane","LAG","2015","2218","5","3","3","2.0138","0.5693","0.9862","3","0","0.7131","-0.7131","2.7268","1.5184","1.1318"
"Kekuta Manneh","VAN","2015","2568","4","3","3","0.8782","0.7603","2.1218","7","0","1.5033","-1.5033","2.3815","1.9619","0.6196"
"Fanendo Adi","POR","2015","2311","6","2","0","1.4989","-1.2532","-1.4989","3","1","0.6939","0.3061","2.1928","0","1.2444"
"Sacha Kljestan","NYRB","2015","3029","1","0","0","0.5936","-0.5936","-0.5936","7","2","1.5612","0.4387","2.1548","0","0.2445"
"Cyle Larin","ORL","2015","1998","6","4","2","1.9107","0.2794","0.0893","1","0","0.24","-0.24","2.1507","1.2124","1.0058"
"Pedro Morales","VAN","2015","1545","4","1","0","1.1083","-0.4794","-1.1083","3","1","0.8939","0.1061","2.0022","0","0.8578"
"Bradley Wright-Phillips","NYRB","2015","3030","4","3","1","1.1872","0.9145","-0.1872","4","0","0.697","-0.697","1.8842","0.6967","0.6119"
"Mix Diskerud","NYC","2015","2214","4","3","1","1.3355","-0.0809","-0.3355","3","0","0.4683","-0.4683","1.8037","0.0752","0.1634"
"Clint Dempsey","SEA","2015","1854","3","1","1","0.6872","-0.2922","0.3128","3","1","1.1085","-0.1085","1.7957","1.1664","0.5253"
"David Accam","CHI","2015","1980","8","3","1","1.5836","-0.3154","-0.5836","2","0","0.194","-0.194","1.7776","0.5927","0.8929"
"Darlington Nagbe","POR","2015","3015","3","1","0","0.3455","-0.2653","-0.3455","9","0","1.4064","-1.4064","1.7519","0","0.2988"
"Charlie Davies","NER","2015","2293","4","1","0","0.7221","-0.4618","-0.7221","3","0","0.9555","-0.9555","1.6776","0","0.2679"
"Kaká","ORL","2015","2608","4","2","1","0.4728","0.2257","0.5272","5","2","1.1417","0.8583","1.6145","0.3759","0.3182"
"Kwadwo Poku","NYC","2015","1124","0","0","0","0","0","0","2","2","1.5855","0.4145","1.5855","0","0"
"Will Bruin","HOU","2015","2546","4","3","2","0.9161","0.3142","1.0839","2","1","0.6452","0.3548","1.5613","0.9833","0.5215"
"Carlos Rivas","ORL","2015","1517","5","2","0","0.4025","-0.311","-0.4025","3","1","1.1213","-0.1213","1.5238","0","0.1221"
"Michael Barrios","FCD","2015","1884","3","2","1","0.7957","-0.1385","0.2043","3","0","0.6686","-0.6686","1.4643","0.3759","0.1065"
"Sebastian Giovinco","TOR","2015","3012","7","5","0","0.7937","0.2783","-0.7937","4","0","0.5738","-0.5738","1.3675","0","0.4567"
"Mauro Rosales","VAN","2015","1663","1","0","0","0.1615","-0.1615","-0.1615","5","1","1.2042","-0.2042","1.3656","0","0.1422"
"Felipe","NYRB","2015","3122","6","1","0","0.8739","-0.5959","-0.8739","2","0","0.4508","-0.4508","1.3247","0","0.3283"
"Sebastien Le Toux","PHI","2015","2538","6","6","2","1.3043","0.6","0.6957","0","0","0","0","1.3043","1.6778","0.6536"
"Giovani dos Santos","LAG","2015","841","1","0","0","0.2061","-0.2061","-0.2061","2","1","1.0879","-0.0879","1.294","0","0.1893"
"Lee Nguyen","NER","2015","2892","3","1","0","0.7434","-0.5813","-0.7434","3","1","0.5493","0.4507","1.2927","0","0.0634"
"Diego Valeri","POR","2015","1812","4","4","0","0.751","0.6041","-0.751","3","0","0.4465","-0.4465","1.1974","0","0.6644"
"Kei Kamara","CLB","2015","2944","6","3","2","1.0197","0.3248","0.9803","1","0","0.1715","-0.1715","1.1912","1.0301","0.5163"
"Diego Chara","POR","2015","2664","1","1","1","0.5036","0.3248","0.4964","3","0","0.6824","-0.6824","1.1861","0.1495","0.0753"
"Juan Ramírez","COL","2015","1597","2","1","1","0.7739","0.0231","0.2261","3","2","0.3998","1.6002","1.1737","0.0306","0.064"
"David Villa","NYC","2015","2705","3","1","0","0.2877","0.2635","-0.2877","5","0","0.8648","-0.8648","1.1525","0","0.2001"
"C.J. Sapong","PHI","2015","2052","2","1","1","0.9402","-0.1439","0.0598","2","0","0.1784","-0.1784","1.1185","0.4152","0.386"
"Dominique Badji","COL","2015","872","3","2","0","0.5961","-0.1888","-0.5961","1","0","0.4731","-0.4731","1.0692","0","0.4163"
"Giles Barnes","HOU","2015","2651","6","2","1","0.8671","-0.03","0.1329","1","1","0.1718","0.8282","1.0389","0.6328","0.5555"
"Fabinho","PHI","2015","2255","1","1","1","0.098","0.1029","0.902","2","1","0.9402","0.0598","1.0382","0.6761","0.0663"
"Maximiliano Urruti","POR","2015","1215","4","2","0","0.4438","-0.33","-0.4438","2","0","0.5778","-0.5778","1.0217","0","0.0644"
"Steven Gerrard","LAG","2015","1242","2","2","1","0.6086","0.3332","0.3914","1","1","0.3985","0.6015","1.0072","0.7278","0.4388"
"Cristián Maidana","PHI","2015","2245","1","0","0","0.0752","-0.0752","-0.0752","6","2","0.9006","1.0994","0.9759","0","0.0323"
"Ignacio Piatti","MTL","2015","2337","5","3","0","0.4473","-0.2243","-0.4473","5","1","0.4595","0.5405","0.9068","0","0.2377"
"Obafemi Martins","SEA","2015","1946","2","1","1","0.862","0.0131","0.138","1","0","0.0351","-0.0351","0.8971","0.0286","0.2139"
"Michael Bradley","TOR","2015","2419","2","1","0","0.4066","0.0219","-0.4066","4","0","0.4333","-0.4333","0.8398","0","0.0511"
"Tommy McNamara","NYC","2015","1425","1","1","1","0.8304","0.1062","0.1696","0","0","0","0","0.8304","0.8921","0.7409"
"Chris Rolfe","DCU","2015","2549","0","0","0","0","0","0","3","2","0.6894","1.3106","0.6894","0","0"
"Lucas Melano","POR","2015","775","5","3","0","0.6516","-0.208","-0.6516","0","0","0","0","0.6516","0","0.3098"
"Bernardo Añor","SKC","2015","548","1","0","0","0.5391","-0.5391","-0.5391","1","0","0.1123","-0.1123","0.6514","0","0.2203"
"Mauro Díaz","FCD","2015","2076","1","1","0","0.1722","-0.0876","-0.1722","1","0","0.4777","-0.4777","0.65","0","0.1002"
"Rodney Wallace","POR","2015","2108","2","0","0","0.3759","-0.3759","-0.3759","1","0","0.2666","-0.2666","0.6426","0","0.084"
"Luis Solignac","COL","2015","1311","3","0","0","0.6244","-0.6244","-0.6244","0","0","0","0","0.6244","0","0.3906"
"Jozy Altidore","TOR","2015","1911","2","1","1","0.6066","0.3325","0.3934","0","0","0","0","0.6066","0.2282","0.2008"
"Dom Dwyer","SKC","2015","2747","3","2","1","0.5959","0.4244","0.4041","0","0","0","0","0.5959","0.3938","0.2203"
"Connor Lade","NYRB","2015","1535","0","0","0","0","0","0","1","0","0.5936","-0.5936","0.5936","0","0"
"Didier Drogba","MTL","2015","940","2","1","1","0.4701","-0.1472","0.5299","1","0","0.1141","-0.1141","0.5842","0.5161","0.3634"
"Khiry Shelton","NYC","2015","921","2","0","0","0.4193","-0.4193","-0.4193","2","0","0.1512","-0.1512","0.5705","0","0.4292"
"Benoit Cheyrou","TOR","2015","2570","0","0","0","0","0","0","2","1","0.5661","0.4339","0.5661","0","0"
"Federico Higuaín","CLB","2015","2889","0","0","0","0","0","0","5","0","0.5556","-0.5556","0.5556","0","0"
"Lamar Neagle","SEA","2015","2159","1","1","0","0.2465","0.0082","-0.2465","1","0","0.2921","-0.2921","0.5386","0","0.0191"
"Gonzalo Verón","NYRB","2015","381","1","1","1","0.3249","0.2258","0.6751","1","0","0.2102","-0.2102","0.5351","-0.0001","0"
"Dominic Oduro","MTL","2015","1820","3","2","1","0.5276","0.4376","0.4724","0","0","0","0","0.5276","0.1004","0.2989"
"Gabriel Torres","COL","2015","1715","3","3","1","0.5276","0.1911","0.4724","0","0","0","0","0.5276","0.7769","0.4"
"Fabián Espíndola","DCU","2015","1440","3","3","1","0.5173","0.8108","0.4827","0","0","0","0","0.5173","0.5759","0.3179"
"Kennedy Igboananike","CHI","2015","1929","5","2","0","0.4803","-0.2562","-0.4803","0","0","0","0","0.4803","0","0.1402"
"Fabian Castillo","FCD","2015","2725","3","2","0","0.4801","-0.2097","-0.4801","0","0","0","0","0.4801","0","0.1578"
"Gyasi Zardes","LAG","2015","2639","2","0","0","0.4662","-0.4662","-0.4662","0","0","0","0","0.4662","0","0.0562"
"Dillon Powers","COL","2015","2360","1","1","1","0.2002","-0.0134","0.7998","3","0","0.2635","-0.2635","0.4637","1.0471","0.2096"
"Teal Bunbury","NER","2015","1928","2","0","0","0.3479","-0.3479","-0.3479","1","0","0.105","-0.105","0.4529","0","0.1021"
"Brad Davis","HOU","2015","2784","0","0","0","0","0","0","1","1","0.4463","0.5537","0.4463","0","0"
"Benny Feilhaber","SKC","2015","2939","0","0","0","0","0","0","1","1","0.4347","0.5653","0.4347","0","0"
"Juninho Pereira","LAG","2015","3047","2","2","0","0.2573","-0.1164","-0.2573","1","0","0.1731","-0.1731","0.4304","0","0.0069"
"José Villarreal","LAG","2015","748","0","0","0","0","0","0","1","1","0.427","0.573","0.427","0","0"
"Fernando Aristeguieta","PHI","2015","1354","2","1","0","0.4157","-0.1752","-0.4157","0","0","0","0","0.4157","0","0.2051"
"Lucas Pittinari","COL","2015","2429","0","0","0","0","0","0","2","0","0.4029","-0.4029","0.4029","0","0"
"Michael Harrington","COL","2015","1364","0","0","0","0","0","0","1","1","0.4003","0.5997","0.4003","0","0"
"Bryan Róchez","ORL","2015","346","1","1","1","0.3997","0.3505","0.6003","0","0","0","0","0.3997","0.0033","0.0013"
"Tranquillo Barnetta","PHI","2015","813","0","0","0","0","0","0","1","1","0.3982","0.6018","0.3982","0","0"
"Quincy Amarikwa","SJE","2015","1536","0","0","0","0","0","0","3","0","0.3951","-0.3951","0.3951","0","0"
"Justin Meram","CLB","2015","2337","2","0","0","0.3893","-0.3893","-0.3893","0","0","0","0","0.3893","0","0.1186"
"Darren Mattocks","VAN","2015","950","0","0","0","0","0","0","1","0","0.3885","-0.3885","0.3885","0","0"
"Kendall Waston","VAN","2015","2689","1","0","0","0.3885","-0.3885","-0.3885","0","0","0","0","0.3885","0","0.6827"
"Jairo Arrieta","DCU","2015","1372","3","1","1","0.3838","0.0492","0.6162","0","0","0","0","0.3838","0.822","0.2772"
"Diego Fagundez","NER","2015","1888","0","0","0","0","0","0","2","0","0.3824","-0.3824","0.3824","0","0"
"Lloyd Sam","NYRB","2015","2375","1","1","0","0.3577","0.2049","-0.3577","1","0","0.0205","-0.0205","0.3782","0","0.0086"
"Stefan Ishizaki","LAG","2015","1725","0","0","0","0","0","0","2","0","0.3754","-0.3754","0.3754","0","0"
"Michael Lahoud","PHI","2015","1329","1","0","0","0.3719","-0.3719","-0.3719","0","0","0","0","0.3719","0","0.047"
"Andrés Romero","MTL","2015","1972","2","1","1","0.1808","0.2168","0.8192","2","0","0.1783","-0.1783","0.3591","0.2998","0.0588"
"Tony Tchani","CLB","2015","2990","0","0","0","0","0","0","1","1","0.3585","0.6415","0.3585","0","0"
"Adrian Winter","ORL","2015","637","1","1","0","0.24","-0.1611","-0.24","1","0","0.1141","-0.1141","0.354","0","0.2603"
"Juan Agudelo","NER","2015","1894","1","1","1","0.3532","0.4689","0.6468","0","0","0","0","0.3532","0.1875","0.0662"
"Michael Stephens","CHI","2015","1410","0","0","0","0","0","0","2","1","0.352","0.648","0.352","0","0"
"Robert Earnshaw","VAN","2015","84","1","1","1","0.3498","0.5513","0.6502","0","0","0","0","0.3498","0.0003","0.0001"
"Ricardo Clark","HOU","2015","2750","1","0","0","0.3466","-0.3466","-0.3466","0","0","0","0","0.3466","0","0.2505"
"Johan Venegas","MTL","2015","799","1","0","0","0.1141","-0.1141","-0.1141","1","0","0.2262","-0.2262","0.3403","0","0.0033"
"Alvas Powell","POR","2015","2923","2","0","0","0.0894","-0.0894","-0.0894","1","0","0.2407","-0.2407","0.3301","0","0.0531"
"Javier Morales","RSL","2015","2302","0","0","0","0","0","0","1","0","0.3244","-0.3244","0.3244","0","0"
"Olmes García","RSL","2015","1714","1","0","0","0.3244","-0.3244","-0.3244","0","0","0","0","0.3244","0","0.3457"
"Chad Barrett","SEA","2015","776","1","0","0","0.2921","-0.2921","-0.2921","0","0","0","0","0.2921","0","0.2227"
"Joevin Jones","CHI","2015","2428","0","0","0","0","0","0","2","0","0.2801","-0.2801","0.2801","0","0"
"Chris Pontius","DCU","2015","1654","2","1","0","0.2759","-0.2593","-0.2759","0","0","0","0","0.2759","0","0.0751"
"Tesho Akindele","FCD","2015","1649","1","0","0","0.0546","-0.0546","-0.0546","2","0","0.2131","-0.2131","0.2677","0","0.071"
"Robbie Findley","TOR","2015","1559","1","0","0","0.0599","-0.0599","-0.0599","1","0","0.1978","-0.1978","0.2576","0","0.0262"
"Marcelo Sarvas","COL","2015","2021","1","1","1","0.1533","0.6518","0.8467","1","0","0.1019","-0.1019","0.2552","0.2957","0.0453"
"Ethan Finlay","CLB","2015","2943","2","0","0","0.2471","-0.2471","-0.2471","0","0","0","0","0.2471","0","0.1515"
"Kianz Froese","VAN","2015","256","1","1","1","0.2464","0.2871","0.7536","0","0","0","0","0.2464","0.1852","0.0456"
"David Texeira","FCD","2015","1467","1","0","0","0.2457","-0.2457","-0.2457","0","0","0","0","0.2457","0","0.1367"
"Bradford Jamieson","LAG","2015","487","1","0","0","0.2442","-0.2442","-0.2442","0","0","0","0","0.2442","0","0.119"
"Jack McInerney","MTL","2015","1263","2","1","0","0.1533","0.2026","-0.1533","1","0","0.0785","-0.0785","0.2318","0","0.0308"
"Patrick Mullins","NYC","2015","1136","2","1","0","0.2318","0.2305","-0.2318","0","0","0","0","0.2318","0","0.0919"
"Abdoulie Mansally","RSL","2015","1438","1","0","0","0.107","-0.107","-0.107","1","1","0.1118","0.8882","0.2188","0","0.0069"
"Vicente Sánchez","COL","2015","1526","1","0","0","0.0247","-0.0247","-0.0247","1","0","0.1932","-0.1932","0.2179","0","0.0264"
"Emanuel Pogatetz","CLB","2015","1599","0","0","0","0","0","0","1","0","0.2178","-0.2178","0.2178","0","0"
"Steven Beitashour","VAN","2015","2624","0","0","0","0","0","0","1","1","0.2126","0.7874","0.2126","0","0"
"Sebastian Lletget","LAG","2015","1519","1","0","0","0.1043","-0.1043","-0.1043","1","0","0.1074","-0.1074","0.2117","0","0.0069"
"Anatole Bertrand-Abang","NYRB","2015","469","1","1","1","0.2042","0.5703","0.7958","0","0","0","0","0.2042","0.0744","0.0152"
"Kevin Molino","ORL","2015","648","0","0","0","0","0","0","2","0","0.201","-0.201","0.201","0","0"
"Cordell Cato","SJE","2015","1980","2","1","0","0.1965","-0.009","-0.1965","0","0","0","0","0.1965","0","0.1217"
"Harry Shipp","CHI","2015","2757","0","0","0","0","0","0","2","0","0.1866","-0.1866","0.1866","0","0"
"Sal Zizzo","NYRB","2015","1135","1","0","0","0.1818","-0.1818","-0.1818","0","0","0","0","0.1818","0","0.0014"
"Marc Pelosi","SJE","2015","699","1","0","0","0.1784","-0.1784","-0.1784","0","0","0","0","0.1784","0","0.1072"
"Chris Wondolowski","SJE","2015","2901","1","0","0","0.1678","-0.1678","-0.1678","0","0","0","0","0.1678","0","0.1248"
"Shea Salinas","SJE","2015","2796","0","0","0","0","0","0","1","0","0.1678","-0.1678","0.1678","0","0"
"Nick DeLeon","DCU","2015","2373","1","1","0","0.0849","-0.0165","-0.0849","1","0","0.0804","-0.0804","0.1653","0","0.0469"
"Zach Loyd","FCD","2015","2574","0","0","0","0","0","0","1","0","0.1648","-0.1648","0.1648","0","0"
"Charles Eloundou","COL","2015","394","1","0","0","0.1362","-0.1362","-0.1362","1","0","0.0247","-0.0247","0.1609","0","0.143"
"Andrea Pirlo","NYC","2015","1148","1","0","0","0.1568","-0.1568","-0.1568","0","0","0","0","0.1568","0","0.1573"
"Andrew Wenger","PHI","2015","1813","0","0","0","0","0","0","1","0","0.1508","-0.1508","0.1508","0","0"
"Shaun Maloney","CHI","2015","1317","0","0","0","0","0","0","2","0","0.1491","-0.1491","0.1491","0","0"
"Nigel Reo-Coker","MTL","2015","2038","0","0","0","0","0","0","1","0","0.1482","-0.1482","0.1482","0","0"
"Graham Zusi","SKC","2015","2117","1","1","1","0.0916","0.2892","0.9084","1","0","0.0553","-0.0553","0.1469","0.9614","0.0881"
"Andrew Jacobson","NYC","2015","3044","0","0","0","0","0","0","1","0","0.1457","-0.1457","0.1457","0","0"
"Adailton","CHI","2015","1614","0","0","0","0","0","0","1","0","0.1455","-0.1455","0.1455","0","0"
"Harrison Afful","CLB","2015","810","0","0","0","0","0","0","1","0","0.1398","-0.1398","0.1398","0","0"
"Cristian Higuita","ORL","2015","2376","0","0","0","0","0","0","1","1","0.1395","0.8605","0.1395","0","0"
"Adam Nemec","NYC","2015","610","0","0","0","0","0","0","1","0","0.1362","-0.1362","0.1362","0","0"
"Jason Johnson","CHI","2015","709","1","1","1","0.1352","0.4798","0.8648","0","0","0","0","0.1352","1.7572","0.2375"
"Matías Pérez García","SJE","2015","2127","1","1","0","0.1349","-0.0127","-0.1349","0","0","0","0","0.1349","0","0.1187"
"Mike Grella","NYRB","2015","2473","2","0","0","0.1349","-0.1349","-0.135","0","0","0","0","0.1349","0","0.0744"
"Ashtone Morgan","TOR","2015","1651","0","0","0","0","0","0","1","0","0.1348","-0.1348","0.1348","0","0"
"Nicolás Mezquida","VAN","2015","991","0","0","0","0","0","0","2","0","0.131","-0.131","0.131","0","0"
"Blas Pérez","FCD","2015","1396","1","1","0","0.1268","0.0195","-0.1268","0","0","0","0","0.1268","0","0.0412"
"Jack Jewsbury","POR","2015","1871","0","0","0","0","0","0","1","0","0.1203","-0.1203","0.1203","0","0"
"Lewis Neal","ORL","2015","1602","0","0","0","0","0","0","1","0","0.118","-0.118","0.118","0","0"
"Donovan Ricketts","ORL","2015","976","0","0","0","0","0","0","1","0","0.1157","-0.1157","0.1157","0","0"
"Marco Delgado","TOR","2015","1806","1","0","0","0.0545","-0.0545","-0.0545","1","0","0.0599","-0.0599","0.1144","0","0.0322"
"Jonathan Osorio","TOR","2015","2360","1","0","0","0.1127","-0.1127","-0.1127","0","0","0","0","0.1127","0","0.0406"
