"Team","Season","Games","PassF","PctFPass Completion","xPctFExpected pass completion percentage.","ScoreFNumber of passes completed over/under expected.","Per100FPasses completed over/under expected, measured per 100 passes.","VertFAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","PassA","PctAPass Completion","xPctAExpected pass completion percentage.","ScoreANumber of passes completed over/under expected.","Per100APasses completed over/under expected, measured per 100 passes.","VertAAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","ScoreDiffNumber of passes completed over/under expected.","VertDiffAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions."
"VAN","2013","34","14417","0.7509","0.7662","-219.7076","-1.5239","9.5495","15870","0.7571","0.7643","-113.9572","-0.7181","8.7134","-105.7503","0.8361"
"DCU","2013","34","16251","0.7632","0.7787","-252.8446","-1.5559","8.6084","14292","0.7339","0.7439","-143.042","-1.0009","9.8521","-109.8025","-1.2437"
"MTL","2013","34","15822","0.7763","0.791","-233.8351","-1.4779","8.5816","15331","0.7613","0.7661","-74.4433","-0.4856","8.5843","-159.3918","-0.0027"
"PHI","2013","34","14307","0.7276","0.7497","-316.0144","-2.2088","10.0581","15408","0.7584","0.7632","-73.5922","-0.4776","9.1898","-242.4222","0.8682"
"CHI","2013","34","13023","0.695","0.7273","-420.1895","-3.2265","10.5492","16089","0.7673","0.7714","-66.8264","-0.4154","8.7393","-353.363","1.8099"
"CHV","2013","34","13179","0.7159","0.7515","-468.9538","-3.5583","10.0749","16497","0.769","0.7735","-73.6217","-0.4463","8.1706","-395.3321","1.9043"
"SKC","2014","34","16585","0.7774","0.7816","-69.0285","-0.4162","7.1821","12727","0.7065","0.7363","-380.0152","-2.9859","10.7124","310.9867","-3.5303"
"TOR","2014","34","15075","0.7619","0.7593","40.2262","0.2668","9.0208","15981","0.7573","0.7649","-121.2756","-0.7589","8.3054","161.5018","0.7155"
"LAG","2014","34","18083","0.7994","0.7906","159.3609","0.8813","6.6948","14734","0.7667","0.7662","7.0134","0.0476","8.6995","152.3475","-2.0047"
"CLB","2014","34","17384","0.8014","0.7962","89.5585","0.5152","7.1612","14962","0.7647","0.7688","-61.6135","-0.4118","8.656","151.1719","-1.4948"
"SEA","2014","34","17165","0.7826","0.7773","90.8323","0.5292","7.8159","16417","0.7782","0.7816","-55.8853","-0.3404","7.8668","146.7176","-0.051"
"RSL","2014","34","17121","0.7962","0.7915","79.1503","0.4623","7.2496","13796","0.7565","0.7595","-41.9468","-0.3041","8.8716","121.0971","-1.622"
"VAN","2014","34","15756","0.7779","0.7794","-23.9254","-0.1518","8.411","16265","0.7637","0.7704","-110.2159","-0.6776","8.1244","86.2905","0.2866"
"SJE","2014","34","15574","0.7651","0.7576","116.6084","0.7487","8.9437","16246","0.7682","0.7663","30.6791","0.1888","7.897","85.9292","1.0468"
"COL","2014","34","16255","0.7714","0.7724","-15.646","-0.0963","8.6381","15916","0.7635","0.7688","-83.9361","-0.5274","8.7348","68.2902","-0.0967"
"DCU","2014","34","15486","0.7552","0.7589","-57.1677","-0.3692","9.2144","16629","0.7608","0.7655","-78.2133","-0.4703","8.2926","21.0455","0.9218"
"PHI","2014","34","15217","0.7411","0.7455","-66.7622","-0.4387","8.9267","16396","0.7717","0.7763","-76.3174","-0.4655","8.5001","9.5552","0.4266"
"NYRB","2014","34","16383","0.7822","0.781","18.6525","0.1139","7.7263","14751","0.774","0.773","15.2235","0.1032","8.461","3.429","-0.7347"
"NER","2014","34","14955","0.7406","0.7494","-131.6001","-0.88","9.7712","15316","0.7535","0.7606","-109.4638","-0.7147","8.9205","-22.1363","0.8507"
"CHI","2014","34","14063","0.7378","0.7456","-110.9707","-0.7891","9.7716","16439","0.7708","0.7748","-65.8667","-0.4007","8.0752","-45.104","1.6964"
"POR","2014","34","15387","0.7708","0.7768","-90.9816","-0.5913","7.8027","14435","0.7531","0.7503","40.2122","0.2786","9.0733","-131.1939","-1.2705"
"HOU","2014","34","15134","0.7572","0.7667","-144.4733","-0.9546","8.5914","15766","0.7771","0.7727","68.4581","0.4342","8.3801","-212.9314","0.2113"
"MTL","2014","34","14852","0.7633","0.7771","-204.9313","-1.3798","8.5338","16998","0.7879","0.7869","17.0167","0.1001","7.3648","-221.948","1.169"
"FCD","2014","34","14162","0.7501","0.759","-125.543","-0.8865","8.6813","16060","0.788","0.7819","98.4415","0.613","7.7022","-223.9845","0.9791"
"CHV","2014","34","13578","0.737","0.7594","-304.4772","-2.2424","9.1341","18381","0.8089","0.8004","156.5872","0.8519","6.6608","-461.0643","2.4732"
"NYRB","2015","34","16943","0.7578","0.7627","-83.3331","-0.4918","7.7163","13961","0.7071","0.7218","-204.8083","-1.467","10.1641","121.4751","-2.4478"
"POR","2015","34","15109","0.7616","0.7448","253.0847","1.6751","8.8619","14994","0.7578","0.7488","133.8911","0.893","8.9929","119.1936","-0.131"
"TOR","2015","34","14810","0.7667","0.7638","42.8991","0.2897","8.2722","15485","0.7619","0.7666","-73.2769","-0.4732","8.2006","116.1759","0.0716"
"CLB","2015","34","17090","0.7891","0.7788","175.1349","1.0248","7.6606","14714","0.7641","0.7584","83.4011","0.5668","8.6758","91.7337","-1.0152"
"ORL","2015","34","16695","0.8002","0.7931","119.761","0.7173","6.9257","15963","0.7927","0.7904","36.3246","0.2276","7.3298","83.4364","-0.4042"
"SKC","2015","34","14394","0.7285","0.7396","-159.7856","-1.1101","9.2348","14546","0.7223","0.7382","-230.3919","-1.5839","9.8546","70.6063","-0.6197"
"RSL","2015","34","15157","0.7657","0.763","41.791","0.2757","8.3205","13791","0.7308","0.7328","-28.0786","-0.2036","9.4652","69.8696","-1.1447"
"HOU","2015","34","14239","0.742","0.7408","18.4106","0.1293","9.2654","14986","0.7476","0.7505","-44.7322","-0.2985","8.9345","63.1429","0.3308"
"FCD","2015","34","14358","0.7449","0.748","-45.3118","-0.3156","8.8239","15348","0.7547","0.7611","-98.7416","-0.6434","8.4857","53.4298","0.3381"
"COL","2015","34","14791","0.7208","0.7287","-117.2615","-0.7928","10.0071","15008","0.7363","0.7452","-133.734","-0.8911","9.459","16.4726","0.5481"
"NER","2015","34","15473","0.7437","0.7406","48.1417","0.3111","9.061","15735","0.7622","0.759","50.501","0.3209","8.4873","-2.3593","0.5737"
"LAG","2015","34","16158","0.7648","0.7689","-65.9563","-0.4082","7.8358","15309","0.7534","0.7565","-46.9487","-0.3067","8.2736","-19.0076","-0.4378"
"CHI","2015","34","15229","0.7579","0.7592","-19.9662","-0.1311","8.7003","15897","0.7603","0.7597","9.6707","0.0608","8.304","-29.6369","0.3963"
"NYC","2015","34","16411","0.7727","0.7701","42.023","0.2561","8.2111","14609","0.747","0.742","73.3434","0.502","9.0616","-31.3203","-0.8505"
"SEA","2015","34","17618","0.7842","0.7809","57.5217","0.3265","7.5426","15737","0.7716","0.7648","106.0354","0.6738","7.8207","-48.5137","-0.2781"
"VAN","2015","34","14508","0.7425","0.7496","-103.074","-0.7105","9.316","16382","0.7625","0.7643","-28.9451","-0.1767","8.0945","-74.129","1.2215"
"MTL","2015","34","15037","0.773","0.772","15.4547","0.1028","7.9272","16107","0.7834","0.7772","99.7326","0.6192","7.8377","-84.2779","0.0895"
"DCU","2015","34","15461","0.7525","0.7538","-18.7506","-0.1213","8.9904","16369","0.7624","0.7542","133.8685","0.8178","8.3928","-152.6192","0.5976"
"SJE","2015","34","13842","0.728","0.7326","-63.8789","-0.4615","9.8678","15666","0.7664","0.7593","111.4481","0.7114","8.5713","-175.3271","1.2964"
"PHI","2015","34","14526","0.732","0.7317","4.8673","0.0335","9.4174","17242","0.7881","0.7769","193.2121","1.1206","7.3378","-188.3448","2.0796"
"NYRB","2016","34","16502","0.7323","0.7369","-76.0913","-0.4611","8.893","13920","0.6906","0.7178","-378.839","-2.7215","10.5182","302.7477","-1.6252"
"SKC","2016","34","16170","0.7623","0.766","-59.6547","-0.3689","7.5347","13492","0.7295","0.7517","-299.3185","-2.2185","9.6035","239.6638","-2.0689"
"FCD","2016","34","14915","0.7547","0.7576","-44.259","-0.2967","8.4728","15743","0.7462","0.7637","-274.6362","-1.7445","8.4279","230.3772","0.0449"
"SEA","2016","34","17906","0.7962","0.7809","274.0116","1.5303","6.9476","15893","0.7827","0.7746","129.0263","0.8118","7.6141","144.9853","-0.6665"
"CLB","2016","34","18036","0.8004","0.7924","144.433","0.8008","6.6894","14666","0.7633","0.7633","-0.4599","-0.0031","8.5044","144.8929","-1.815"
"COL","2016","34","15934","0.766","0.7669","-14.2132","-0.0892","8.0052","16325","0.7542","0.7638","-155.9651","-0.9554","7.9647","141.7519","0.0405"
"RSL","2016","34","16342","0.7699","0.7696","3.7959","0.0232","8.2229","14233","0.7384","0.7434","-71.4462","-0.502","9.1566","75.2421","-0.9337"
"NER","2016","34","15741","0.7531","0.7507","37.8935","0.2407","8.5193","16247","0.7629","0.7637","-12.729","-0.0783","8.2529","50.6226","0.2664"
"PHI","2016","34","15012","0.7413","0.744","-40.1955","-0.2678","8.6819","15778","0.7519","0.757","-80.2519","-0.5086","8.3839","40.0564","0.298"
"NYC","2016","34","16939","0.7796","0.7859","-107.5489","-0.6349","7.4112","14896","0.7401","0.7473","-107.3016","-0.7203","8.6245","-0.2474","-1.2133"
"DCU","2016","34","14255","0.7134","0.7225","-129.6855","-0.9098","10.1827","16262","0.7424","0.7497","-119.0769","-0.7322","8.919","-10.6086","1.2638"
"TOR","2016","34","16561","0.7647","0.7666","-31.308","-0.189","8.3213","16274","0.7626","0.7635","-15.8404","-0.0973","8.0846","-15.4676","0.2367"
"MTL","2016","34","14381","0.7619","0.7609","13.9585","0.0971","8.691","16536","0.7785","0.7715","116.1926","0.7027","7.6057","-102.2341","1.0853"
"LAG","2016","34","16565","0.7824","0.7788","58.9945","0.3561","7.573","15898","0.7777","0.7673","165.3029","1.0398","7.8228","-106.3084","-0.2498"
"ORL","2016","34","16126","0.7785","0.7761","38.6034","0.2394","7.6082","15238","0.7666","0.7569","148.2699","0.973","8.2303","-109.6665","-0.6222"
"SJE","2016","34","15315","0.7516","0.7524","-11.2663","-0.0736","8.6532","15682","0.7699","0.7634","100.6288","0.6417","8.4262","-111.8951","0.227"
"HOU","2016","34","14304","0.7357","0.7398","-58.5755","-0.4095","9.3473","16574","0.7771","0.7734","62.0636","0.3745","7.7518","-120.639","1.5955"
"POR","2016","34","14544","0.7571","0.7555","22.6796","0.1559","8.6889","15973","0.7783","0.7667","184.8108","1.157","7.8755","-162.1312","0.8134"
"VAN","2016","34","14650","0.7427","0.7468","-60.7807","-0.4149","9.2454","16641","0.7783","0.7677","176.6567","1.0616","7.6335","-237.4375","1.6119"
"CHI","2016","34","14089","0.7331","0.7492","-227.7009","-1.6162","9.2052","18016","0.7887","0.7795","166.0037","0.9214","7.2466","-393.7045","1.9586"
"SKC","2017","34","18555","0.8229","0.8095","248.054","1.3369","5.8764","13861","0.7512","0.767","-218.1581","-1.5739","8.7233","466.2121","-2.8469"
"NYRB","2017","34","16848","0.7495","0.7512","-28.9568","-0.1719","8.1761","13582","0.6947","0.7307","-489.2235","-3.602","10.2822","460.2667","-2.1061"
"NYC","2017","34","18016","0.7922","0.7893","52.1155","0.2893","6.8984","14818","0.7416","0.7608","-284.122","-1.9174","8.5737","336.2375","-1.6753"
"SEA","2017","34","18271","0.8018","0.7853","300.8261","1.6465","6.7392","15994","0.7875","0.7828","76.1791","0.4763","7.6261","224.647","-0.8868"
"FCD","2017","34","15627","0.7772","0.7715","89.0417","0.5698","7.7016","15740","0.7741","0.777","-44.9176","-0.2854","7.8694","133.9592","-0.1678"
"TOR","2017","34","17780","0.8006","0.7902","184.664","1.0386","7.2287","16611","0.7824","0.7789","59.064","0.3556","7.3439","125.6","-0.1151"
"RSL","2017","34","16004","0.7605","0.7604","1.1188","0.007","8.1089","14655","0.7523","0.759","-98.0215","-0.6689","9.0015","99.1404","-0.8926"
"CLB","2017","34","17429","0.8034","0.7975","101.547","0.5826","6.6479","16142","0.7892","0.7879","20.4151","0.1265","7.0846","81.1319","-0.4367"
"ATL","2017","34","17739","0.7934","0.7986","-92.6527","-0.5223","6.4338","13160","0.7294","0.7417","-162.0397","-1.2313","9.3504","69.387","-2.9166"
"POR","2017","34","16477","0.794","0.7782","259.8834","1.5772","7.4835","15933","0.7867","0.7727","223.7768","1.4045","8.0743","36.1066","-0.5909"
"CHI","2017","34","17439","0.8089","0.8084","8.6611","0.0497","6.3373","16175","0.7848","0.784","13.3526","0.0826","7.3143","-4.6915","-0.977"
"NER","2017","34","14811","0.7782","0.7676","156.9977","1.06","8.0008","17806","0.8072","0.7977","169.0601","0.9495","6.7305","-12.0624","1.2704"
"LAG","2017","34","15462","0.7815","0.7789","39.5966","0.2561","7.5556","16044","0.7891","0.7858","52.832","0.3293","7.1705","-13.2355","0.385"
"ORL","2017","34","14470","0.7685","0.7701","-23.3707","-0.1615","8.0807","15745","0.7869","0.785","30.4543","0.1934","7.2604","-53.825","0.8203"
"PHI","2017","34","14257","0.7486","0.7536","-71.2568","-0.4998","8.8369","16959","0.7875","0.7842","54.9742","0.3242","7.1294","-126.2311","1.7075"
"HOU","2017","34","13658","0.7388","0.7398","-13.0462","-0.0955","9.7358","17204","0.7939","0.786","135.9286","0.7901","7.1461","-148.9748","2.5898"
"MTL","2017","34","14930","0.7712","0.7788","-114.2246","-0.7651","7.74","16283","0.7847","0.7801","75.9327","0.4663","7.3718","-190.1573","0.3682"
"SJE","2017","34","16226","0.7815","0.7833","-29.4282","-0.1814","7.6427","16324","0.7848","0.7738","180.1044","1.1033","7.7492","-209.5326","-0.1066"
"DCU","2017","34","14185","0.729","0.7419","-182.664","-1.2877","9.4634","16965","0.7782","0.7719","105.8772","0.6241","7.5952","-288.5412","1.8682"
"MIN","2017","34","17032","0.7826","0.7927","-170.5475","-1.0013","6.9769","16652","0.7816","0.7734","138.0632","0.8291","7.0845","-308.6107","-0.1076"
"COL","2017","34","14295","0.7461","0.7566","-150.4758","-1.0526","9.0676","17776","0.7987","0.7884","181.6724","1.022","6.8967","-332.1481","2.1709"
"VAN","2017","34","12744","0.7156","0.7282","-160.1712","-1.2568","10.3553","17826","0.7927","0.7823","184.5071","1.035","6.8095","-344.6783","3.5457"
"NYC","2018","34","20249","0.812","0.8042","157.5615","0.7781","5.7873","13945","0.7233","0.7441","-288.9265","-2.0719","8.9306","446.4879","-3.1433"
"SKC","2018","34","18825","0.8215","0.8079","256.9718","1.3651","5.6174","14287","0.7632","0.7747","-164.1662","-1.1491","8.1891","421.138","-2.5717"
"CLB","2018","34","18053","0.82","0.8071","232.886","1.29","5.7749","16277","0.7933","0.7992","-96.9707","-0.5958","6.7893","329.8567","-1.0144"
"NYRB","2018","34","15169","0.6921","0.7118","-299.9931","-1.9777","10.0186","15778","0.7085","0.7419","-527.4366","-3.3429","9.0431","227.4434","0.9755"
"LAFC","2018","34","17760","0.8228","0.8126","181.0528","1.0194","5.9069","15710","0.7847","0.7856","-15.0723","-0.0959","7.0638","196.1251","-1.1569"
"TOR","2018","34","19274","0.8174","0.806","219.7797","1.1403","5.9747","16475","0.7929","0.7851","128.4022","0.7794","6.6829","91.3776","-0.7082"
"ATL","2018","34","17717","0.8164","0.8083","144.4676","0.8154","5.5898","15073","0.791","0.7871","59.0559","0.3918","6.9961","85.4117","-1.4063"
"RSL","2018","34","17633","0.8161","0.8105","98.0071","0.5558","6.0565","14535","0.7717","0.769","39.0052","0.2684","7.6685","59.0019","-1.6119"
"PHI","2018","34","17092","0.7948","0.788","116.0661","0.6791","6.6228","16995","0.8002","0.7962","68.1917","0.4012","6.7218","47.8744","-0.0989"
"SEA","2018","34","17363","0.7922","0.785","124.2484","0.7156","6.4555","17142","0.7979","0.7922","98.1536","0.5726","6.3551","26.0948","0.1004"
"ORL","2018","34","16379","0.8054","0.7945","179.0215","1.093","6.6111","16599","0.8061","0.7966","158.9064","0.9573","6.5121","20.1151","0.099"
"LAG","2018","34","16152","0.7785","0.7693","148.6292","0.9202","7.3955","16947","0.7994","0.7911","140.2351","0.8275","6.5387","8.3941","0.8568"
"FCD","2018","34","16092","0.791","0.7834","122.1823","0.7593","6.9104","16907","0.8006","0.793","128.7562","0.7616","6.5768","-6.574","0.3336"
"NER","2018","34","14738","0.7216","0.7351","-199.5816","-1.3542","8.8686","15786","0.7464","0.7569","-166.3202","-1.0536","8.3198","-33.2614","0.5488"
"MTL","2018","34","16208","0.7995","0.8","-8.0536","-0.0497","6.755","17875","0.8134","0.8072","109.6643","0.6135","6.1661","-117.7179","0.5889"
"HOU","2018","34","15522","0.7863","0.7809","83.6208","0.5387","7.5103","16685","0.8087","0.7957","216.117","1.2953","6.5485","-132.4962","0.9617"
"DCU","2018","34","16267","0.7823","0.7807","24.8179","0.1526","6.9706","17944","0.7986","0.7887","177.5924","0.9897","5.9831","-152.7745","0.9875"
"POR","2018","34","15463","0.7825","0.7729","148.7619","0.9621","7.8907","17669","0.8033","0.786","305.4606","1.7288","6.835","-156.6987","1.0557"
"VAN","2018","34","14164","0.763","0.7606","34.3409","0.2425","8.0387","18126","0.8086","0.7954","238.5159","1.3159","6.1846","-204.175","1.8541"
"CHI","2018","34","16065","0.7881","0.7915","-55.014","-0.3424","6.6738","17765","0.8057","0.7973","149.7534","0.843","6.0626","-204.7674","0.6112"
"SJE","2018","34","15919","0.782","0.781","16.0725","0.101","7.2519","17551","0.8009","0.7855","270.259","1.5398","6.7129","-254.1865","0.539"
"COL","2018","34","15492","0.7816","0.7854","-58.8708","-0.38","7.2023","18590","0.8184","0.8042","263.032","1.4149","5.9937","-321.9028","1.2086"
"MIN","2018","34","15555","0.7659","0.7768","-169.9993","-1.0929","7.5778","18490","0.8058","0.7948","204.7672","1.1074","6.1349","-374.7664","1.4429"
"LAFC","2019","34","19165","0.8341","0.8184","299.971","1.5652","5.4618","14402","0.7611","0.7746","-193.6793","-1.3448","7.8707","493.6502","-2.4089"
"TOR","2019","34","19395","0.837","0.813","465.1182","2.3981","5.402","16291","0.806","0.7964","155.4685","0.9543","6.4205","309.6497","-1.0186"
"PHI","2019","34","17835","0.8045","0.791","240.7264","1.3497","6.1657","15962","0.7861","0.789","-47.5067","-0.2976","6.9401","288.2331","-0.7743"
"NYC","2019","34","18638","0.8017","0.7978","72.9076","0.3912","6.4957","13884","0.7324","0.7461","-189.7183","-1.3665","8.7663","262.6259","-2.2706"
"LAG","2019","34","16751","0.8076","0.7801","461.1854","2.7532","6.7889","16720","0.8109","0.7954","259.2618","1.5506","6.6099","201.9235","0.179"
"SJE","2019","34","18435","0.8251","0.8122","237.7039","1.2894","5.4584","13344","0.7639","0.7607","43.2026","0.3238","8.2096","194.5013","-2.7512"
"CHI","2019","34","16423","0.7898","0.7821","126.003","0.7672","6.7592","17348","0.7999","0.7976","40.4909","0.2334","6.5435","85.5121","0.2157"
"SKC","2019","34","17284","0.8143","0.8062","139.2333","0.8056","5.8398","15657","0.7968","0.7925","68.1773","0.4354","6.8966","71.0559","-1.0568"
"FCD","2019","34","18130","0.8319","0.8208","200.794","1.1075","5.1261","15706","0.8066","0.7967","156.5544","0.9968","6.2679","44.2396","-1.1418"
"NYRB","2019","34","14676","0.6736","0.6972","-346.5983","-2.3617","10.0847","16695","0.7291","0.7524","-389.601","-2.3336","8.5515","43.0028","1.5333"
"RSL","2019","34","16222","0.7979","0.793","78.8208","0.4859","6.7512","16464","0.7906","0.7883","37.9283","0.2304","6.6368","40.8925","0.1144"
"ATL","2019","34","18220","0.8097","0.8082","27.0629","0.1485","5.738","14570","0.7748","0.7756","-10.9338","-0.075","7.8783","37.9967","-2.1403"
"POR","2019","34","16938","0.796","0.7831","218.5787","1.2905","6.9931","16986","0.8011","0.7882","219.6117","1.2929","7.1147","-1.033","-0.1216"
"CLB","2019","34","16674","0.7876","0.7887","-18.409","-0.1104","6.9048","17259","0.7963","0.7949","23.2596","0.1348","6.4511","-41.6686","0.4537"
"NER","2019","34","14680","0.75","0.7466","49.7715","0.339","9.0468","17875","0.7875","0.782","97.7391","0.5468","7.1736","-47.9676","1.8732"
"MTL","2019","34","16918","0.7989","0.8007","-29.4986","-0.1744","6.241","17653","0.8082","0.8057","44.6499","0.2529","5.9376","-74.1484","0.3034"
"SEA","2019","34","17517","0.8015","0.794","130.3118","0.7439","6.0674","17189","0.8088","0.7961","218.4337","1.2708","6.0056","-88.1218","0.0618"
"CIN","2019","34","15193","0.7701","0.7781","-121.6656","-0.8008","7.5322","17585","0.7925","0.7904","36.5092","0.2076","6.3896","-158.1748","1.1426"
"MIN","2019","34","15245","0.7708","0.77","12.8117","0.084","7.8106","18978","0.812","0.8009","210.245","1.1078","6.0165","-197.4333","1.7941"
"HOU","2019","34","15407","0.7977","0.7901","116.934","0.759","6.785","17491","0.8249","0.8069","316.3062","1.8084","5.9632","-199.3722","0.8218"
"ORL","2019","34","16039","0.7861","0.7845","25.0655","0.1563","7.1307","17534","0.8065","0.7929","238.6214","1.3609","6.3001","-213.5559","0.8306"
"DCU","2019","34","16107","0.782","0.7832","-19.5017","-0.1211","6.9311","17685","0.7959","0.7844","203.7138","1.1519","6.1354","-223.2155","0.7956"
"COL","2019","34","13360","0.7534","0.749","58.7276","0.4396","8.8138","18594","0.8171","0.8018","283.9794","1.5273","6.0089","-225.2519","2.8049"
"VAN","2019","34","15781","0.7951","0.7958","-10.9281","-0.0692","6.9968","19161","0.8273","0.7964","592.4122","3.0918","5.4784","-603.3403","1.5184"
"NSH","2020","2","1039","0.7921","0.7731","19.7665","1.9025","5.4692","1085","0.7917","0.8155","-25.7697","-2.3751","5.7632","45.5362","-0.2941"
"SKC","2020","2","1119","0.8088","0.7979","12.1403","1.0849","5.2359","967","0.788","0.8056","-16.978","-1.7557","5.8095","29.1183","-0.5735"
"CLB","2020","2","1071","0.8039","0.7876","17.4716","1.6313","6.4982","994","0.7606","0.7658","-5.2226","-0.5254","7.1454","22.6943","-0.6472"
"COL","2020","2","1096","0.8057","0.7861","21.4599","1.958","6.0007","942","0.7824","0.7818","0.5633","0.0598","7.3519","20.8966","-1.3513"
"PHI","2020","2","776","0.7023","0.7008","1.1479","0.1479","10.0841","983","0.7487","0.7683","-19.273","-1.9606","7.1921","20.4209","2.892"
"NER","2020","2","796","0.7324","0.7224","7.9688","1.0011","9.8877","1037","0.7657","0.7718","-6.3907","-0.6163","7.3725","14.3595","2.5152"
"CHI","2020","2","989","0.7513","0.7461","5.1367","0.5194","7.5217","963","0.7705","0.7765","-5.7654","-0.5987","7.5698","10.9021","-0.0481"
"MIN","2020","2","763","0.7366","0.7302","4.8417","0.6346","9.7473","1135","0.8018","0.8069","-5.8027","-0.5112","5.9577","10.6443","3.7896"
"NYRB","2020","2","789","0.6667","0.6924","-20.29","-2.5716","10.7115","1129","0.7511","0.7772","-29.4284","-2.6066","7.3456","9.1384","3.3658"
"MIA","2020","2","787","0.7078","0.708","-0.2243","-0.0285","8.6981","1049","0.7912","0.7994","-8.537","-0.8138","6.6258","8.3127","2.0722"
"CIN","2020","2","1070","0.7645","0.7748","-10.9917","-1.0273","6.8409","1113","0.7853","0.802","-18.6478","-1.6755","5.7645","7.6561","1.0764"
"TOR","2020","2","826","0.753","0.7561","-2.5578","-0.3097","8.0302","1098","0.8051","0.8117","-7.2844","-0.6634","5.6312","4.7267","2.399"
"RSL","2020","2","977","0.7533","0.7756","-21.7481","-2.226","7.3387","783","0.696","0.7272","-24.4221","-3.119","9.2162","2.674","-1.8775"
"LAFC","2020","2","1064","0.781","0.7807","0.3053","0.0287","6.8015","673","0.6657","0.6688","-2.128","-0.3162","12.0671","2.4333","-5.2656"
"SJE","2020","2","1146","0.8185","0.8221","-4.0789","-0.3559","5.1307","690","0.7159","0.7228","-4.7359","-0.6864","9.3402","0.657","-4.2094"
"HOU","2020","2","1010","0.7772","0.774","3.2953","0.3263","6.4622","954","0.7662","0.7632","2.917","0.3058","7.3505","0.3783","-0.8883"
"LAG","2020","2","879","0.7395","0.7329","5.783","0.6579","8.7348","964","0.7905","0.7771","12.8367","1.3316","6.5854","-7.0537","2.1493"
"MTL","2020","2","960","0.8052","0.8051","0.1434","0.0149","6.3004","1008","0.7937","0.7858","7.8965","0.7834","6.4545","-7.7531","-0.154"
"SEA","2020","2","1179","0.8092","0.8034","6.7587","0.5733","5.5195","959","0.7831","0.7634","18.9224","1.9731","6.7258","-12.1637","-1.2062"
"ORL","2020","2","936","0.7735","0.7803","-6.332","-0.6765","6.5145","1010","0.7931","0.7844","8.7384","0.8652","6.3068","-15.0705","0.2077"
"VAN","2020","2","921","0.8024","0.8105","-7.4366","-0.8075","5.9058","1044","0.7893","0.7749","15.0062","1.4374","6.2495","-22.4429","-0.3437"
"FCD","2020","2","1058","0.7788","0.8005","-22.9095","-2.1654","6.0096","881","0.7605","0.7602","0.3006","0.0341","7.4438","-23.2102","-1.4342"
"ATL","2020","2","1172","0.8234","0.8377","-16.7939","-1.4329","4.291","910","0.7934","0.7846","8.0217","0.8815","6.134","-24.8156","-1.843"
