"Team","Season","Games","ShtFShots For","ShtAShots Against","GFGoals For (Own goals excluded.)","GAGoals Against (Own goals excluded.)","GDGoal Difference (Own goals excluded.)","xGFxGoals For (Own goals excluded.)","xGAxGoals Against (Own goals excluded.)","xGDxGoal Difference (Own goals excluded.)","GD-xGD","Pts","xPtsExpected points earned, given the same sample of shots over 1,000 simulations."
"LAG","2018","34","6","4","2","1","1","1.6778","0.6323","1.0456","-0.0456","48","44.372"
"NYRB","2019","34","13","18","0","3","-3","2.0411","3.5152","-1.4741","-1.5259","48","45.776"
"VAN","2018","34","20","7","9","2","7","4.5561","1.313","3.2431","3.7569","47","43.835"
"SJE","2015","34","6","12","0","1","-1","0.7695","1.4255","-0.656","-0.344","47","49.848"
"SKC","2016","34","5","15","0","2","-2","0.6893","2.9503","-2.261","0.261","47","51.371"
"DCU","2016","34","7","9","3","1","2","1.2765","2.1075","-0.831","2.831","46","50.445"
"MTL","2018","34","18","6","4","3","1","3.9727","2.0364","1.9362","-0.9362","46","45.629"
"PHI","2013","34","6","10","0","3","-3","1.4973","2.0485","-0.5512","-2.4488","46","48.193"
"SJE","2017","34","2","6","0","3","-3","0.5264","1.7904","-1.264","-1.736","46","46.272"
"FCD","2017","34","6","3","0","1","-1","1.0797","0.4912","0.5885","-1.5885","46","54.084"
"RSL","2016","34","4","8","1","2","-1","1.3327","2.072","-0.7393","-0.2607","46","42.74"
"MTL","2016","34","13","11","3","3","0","2.327","1.9816","0.3455","-0.3455","45","43.127"
"NER","2017","34","7","2","2","1","1","1.3856","0.7232","0.6623","0.3377","45","49.081"
"RSL","2017","34","8","8","4","1","3","2.0922","1.6424","0.4497","2.5503","45","47.664"
"NER","2019","34","16","18","3","1","2","3.2468","3.993","-0.7461","2.7461","45","41.166"
"POR","2016","34","18","4","2","1","1","3.9943","0.6814","3.3129","-2.3129","44","51.147"
"FCD","2013","34","13","11","2","4","-2","1.8767","3.346","-1.4694","-0.5306","44","47.953"
"SJE","2019","34","9","5","0","2","-2","1.5343","0.8735","0.6608","-2.6608","44","51.094"
"ORL","2015","34","18","16","4","3","1","3.4098","3.207","0.2028","0.7972","44","44.2"
"HOU","2015","34","11","13","3","3","0","2.1298","2.5746","-0.4448","0.4448","42","43.562"
"PHI","2017","34","8","5","1","0","1","1.6295","0.3416","1.2879","-0.2879","42","44.42"
"COL","2019","34","17","13","5","1","4","4.3658","1.739","2.6268","1.3732","42","40.895"
"NER","2016","34","5","7","2","3","-1","0.8821","1.5363","-0.6542","-0.3458","42","42.266"
"CHI","2019","34","16","13","4","7","-3","4.3129","3.4631","0.8498","-3.8498","42","53.693"
"PHI","2014","34","22","12","7","3","4","5.0124","2.6977","2.3147","1.6853","42","50.258"
"PHI","2016","34","8","11","1","5","-4","2.1528","2.6658","-0.5131","-3.4869","42","47.303"
"MTL","2019","34","16","21","2","3","-1","2.0768","3.9454","-1.8686","0.8686","41","44.923"
"NER","2018","34","10","19","5","4","1","3.068","4.0678","-0.9998","1.9998","41","40.843"
"RSL","2015","34","3","9","1","1","0","0.5432","2.6282","-2.085","2.085","41","36.932"
"CLB","2013","34","19","2","6","0","6","3.8767","0.5203","3.3564","2.6436","41","47.14"
"TOR","2014","34","13","6","5","1","4","3.4852","0.8413","2.6438","1.3562","41","50.172"
"ORL","2016","34","6","10","1","3","-2","1.5484","1.8356","-0.2873","-1.7127","41","40.308"
"HOU","2019","34","12","16","1","6","-5","1.9885","2.9305","-0.942","-4.058","40","48.02"
"VAN","2016","34","11","14","1","2","-1","1.4516","2.5016","-1.05","0.05","39","39.252"
"MTL","2017","34","8","8","3","1","2","1.1991","1.9488","-0.7497","2.7497","39","40.093"
"HOU","2014","34","10","17","0","5","-5","1.9486","3.6854","-1.7368","-3.2632","39","39.63"
"ORL","2017","34","5","8","0","3","-3","0.6179","1.71","-1.0921","-1.9079","39","40.268"
"SKC","2019","34","15","19","5","6","-1","3.0954","4.627","-1.5316","0.5316","38","48.327"
"CLB","2019","34","14","17","1","4","-3","2.1194","2.6263","-0.5069","-2.4931","38","43.172"
"HOU","2018","34","14","20","2","5","-3","2.9803","4.3279","-1.3476","-1.6524","38","50.597"
"SJE","2016","34","7","8","2","1","1","1.3978","1.553","-0.1552","1.1552","38","46.529"
"NYC","2015","34","15","26","2","1","1","3.4127","5.2933","-1.8806","2.8806","37","36.2"
"ORL","2019","34","12","15","3","2","1","2.6977","2.1752","0.5226","0.4774","37","47.442"
"PHI","2015","34","15","8","4","1","3","3.267","0.8816","2.3854","0.6146","37","43.689"
"COL","2015","34","16","12","4","3","1","3.0827","2.742","0.3407","0.6593","37","41.75"
"CLB","2016","34","12","10","3","2","1","2.5153","1.7465","0.7688","0.2312","36","51.479"
"TOR","2018","34","7","13","3","2","1","1.1616","3.2508","-2.0892","3.0892","36","48.378"
"MIN","2017","34","5","8","1","3","-2","0.6916","1.6831","-0.9915","-1.0085","36","30.213"
"MIN","2018","34","9","8","1","1","0","1.211","1.817","-0.606","0.606","36","40.118"
"CHI","2014","34","8","8","0","4","-4","1.1678","1.7056","-0.5378","-3.4622","36","41.7"
"HOU","2016","34","11","13","1","3","-2","2.0165","2.3144","-0.2979","-1.7021","34","38.698"
"VAN","2019","34","14","22","1","1","0","4.2568","4.1697","0.0872","-0.0872","34","30.511"
"CHV","2014","34","9","9","3","1","2","1.1626","1.3361","-0.1735","2.1735","33","36.492"
"COL","2017","34","0","10","0","4","-4","0","2.0207","-2.0207","-1.9793","33","35.645"
"COL","2014","34","9","11","0","1","-1","1.8328","1.7551","0.0777","-1.0777","32","45.289"
"CHI","2018","34","3","11","1","5","-4","0.6583","2.4051","-1.7468","-2.2532","32","33.491"
"DCU","2017","34","2","6","1","2","-1","0.516","0.83","-0.314","-0.686","32","37.897"
"LAG","2017","34","6","8","3","3","0","1.1195","3.0503","-1.9309","1.9309","32","38.313"
"CHI","2016","34","20","5","5","3","2","4.4051","1.1289","3.2762","-1.2762","31","41.404"
"COL","2018","34","2","11","1","3","-2","0.3081","2.2862","-1.9781","-0.0219","31","34.651"
"CHI","2015","34","15","15","2","2","0","2.273","2.4106","-0.1376","0.1376","30","45.708"
"SJE","2014","34","6","15","3","5","-2","0.5515","2.4779","-1.9264","-0.0736","30","34.864"
"TOR","2013","34","3","6","0","1","-1","0.364","0.8722","-0.5082","-0.4918","29","36.754"
"ORL","2018","34","5","12","1","5","-4","1.7113","3.6219","-1.9106","-2.0894","28","35.521"
"MTL","2014","34","14","14","4","2","2","2.4897","2.8369","-0.3473","2.3473","28","43.01"
"CHV","2013","34","6","8","2","2","0","0.811","1.3522","-0.5412","0.5412","26","27.608"
"CIN","2019","34","8","17","2","7","-5","0.9622","4.2354","-3.2732","-1.7268","24","29.706"
"SJE","2018","34","8","9","1","4","-3","1.2323","2.3317","-1.0994","-1.9006","21","37.883"
"DCU","2013","34","2","5","0","0","0","0.2423","0.5877","-0.3454","0.3454","16","31.241"
"SKC","2020","2","2","1","0","0","0","0.2052","0.1001","0.1051","-0.1051","6","2.932"
"ATL","2020","2","3","0","0","0","0","0.3082","0","0.3082","-0.3082","6","2.949"
"MIN","2020","2","2","0","1","0","1","0.7077","0","0.7077","0.2923","6","2.85"
"COL","2020","2","1","0","0","0","0","0.1005","0","0.1005","-0.1005","6","3.039"
"NYRB","2020","2","1","2","0","1","-1","0.0701","0.6944","-0.6243","-0.3757","4","1.744"
"TOR","2020","2","1","0","0","0","0","0.0901","0","0.0901","-0.0901","4","4.773"
"SEA","2020","2","1","0","0","0","0","0.3954","0","0.3954","-0.3954","4","4.832"
"MTL","2020","2","0","1","0","0","0","0","0.1586","-0.1586","0.1586","4","1.966"
"CLB","2020","2","0","0","0","0","0","0","0","0","0","4","3.04"
"FCD","2020","2","0","0","0","0","0","0","0","0","0","4","3.63"
"LAFC","2020","2","0","0","0","0","0","0","0","0","0","4","3.719"
"DCU","2020","2","0","2","0","1","-1","0","0.576","-0.576","-0.424","3","2.101"
"VAN","2020","2","2","0","0","0","0","0.2511","0","0.2511","-0.2511","3","4.495"
"POR","2020","2","0","2","0","1","-1","0","0.7077","-0.7077","-0.2923","3","2.059"
"RSL","2020","2","0","0","0","0","0","0","0","0","0","2","3.451"
"HOU","2020","2","1","3","0","1","-1","0.1001","0.3428","-0.2427","-0.7573","1","1.387"
"LAG","2020","2","1","2","1","0","1","0.1376","0.2511","-0.1135","1.1135","1","2.32"
"CHI","2020","2","1","2","0","0","0","0.2292","0.5279","-0.2987","0.2987","1","0.733"
"SJE","2020","2","0","1","0","0","0","0","0.0901","-0.0901","0.0901","1","1.661"
"NER","2020","2","2","1","0","0","0","0.2911","0.2292","0.0619","-0.0619","1","3.504"
"PHI","2020","2","0","0","0","0","0","0","0","0","0","1","1.95"
"ORL","2020","2","0","0","0","0","0","0","0","0","0","1","3.142"
"CIN","2020","2","2","2","1","0","1","0.6944","0.2256","0.4687","0.5313","0","1.752"
"NSH","2020","2","0","2","0","0","0","0","0.1527","-0.1527","0.1527","0","3.89"
"MIA","2020","2","1","0","1","0","1","0.4754","0","0.4754","0.5246","0","3.142"
"NYC","2020","2","0","0","0","0","0","0","0","0","0","0","0.816"
