"Team","Season","Games","PassF","PctFPass Completion","xPctFExpected pass completion percentage.","ScoreFNumber of passes completed over/under expected.","Per100FPasses completed over/under expected, measured per 100 passes.","VertFAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","PassA","PctAPass Completion","xPctAExpected pass completion percentage.","ScoreANumber of passes completed over/under expected.","Per100APasses completed over/under expected, measured per 100 passes.","VertAAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","ScoreDiffNumber of passes completed over/under expected.","VertDiffAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions."
"CLB","2018","34","13991","0.8535","0.84","188.9542","1.3505","7.0417","13111","0.8185","0.8219","-44.7461","-0.3413","8.2151","233.7003","-1.1734"
"PHI","2019","34","13063","0.8237","0.8128","142.6331","1.0919","8.2269","12634","0.8072","0.8125","-67.1869","-0.5318","8.3115","209.82","-0.0846"
"RSL","2013","34","13363","0.8039","0.8064","-33.6732","-0.252","9.7235","10274","0.7552","0.7785","-239.3381","-2.3296","11.9965","205.6649","-2.2731"
"TOR","2019","34","14297","0.8617","0.837","353.8716","2.4751","7.2051","12829","0.8345","0.8222","157.4963","1.2277","7.8386","196.3753","-0.6334"
"NYC","2019","34","15180","0.8265","0.8222","64.879","0.4274","7.5991","10753","0.754","0.7654","-122.2853","-1.1372","10.7246","187.1643","-3.1255"
"COL","2013","34","11801","0.7646","0.769","-51.9526","-0.4402","12.124","12092","0.7639","0.7832","-233.0882","-1.9276","11.4668","181.1357","0.6572"
"SEA","2017","34","13944","0.8266","0.809","245.5051","1.7607","8.4474","12659","0.8108","0.8055","66.7029","0.5269","9.2673","178.8022","-0.8199"
"SEA","2013","34","12593","0.7734","0.7861","-160.8747","-1.2775","10.6376","11706","0.7514","0.7803","-338.5669","-2.8923","11.5408","177.6923","-0.9032"
"FCD","2016","34","11839","0.7708","0.775","-50.5505","-0.427","10.375","12575","0.7656","0.7827","-214.8337","-1.7084","10.0502","164.2832","0.3248"
"VAN","2014","34","12420","0.8011","0.7979","40.3709","0.325","10.4259","12814","0.7872","0.796","-113.4368","-0.8853","9.8057","153.8077","0.6202"
"SJE","2014","34","12398","0.7959","0.7834","155.6085","1.2551","10.8277","12430","0.7943","0.7939","5.039","0.0405","9.8988","150.5695","0.9289"
"LAFC","2018","34","13572","0.844","0.8362","106.6211","0.7856","7.5065","12335","0.8064","0.8099","-42.6619","-0.3459","8.6734","149.283","-1.1669"
"SKC","2016","34","12243","0.7858","0.7909","-62.6202","-0.5115","9.6059","11023","0.7475","0.7667","-211.5357","-1.919","11.4245","148.9155","-1.8186"
"POR","2015","34","11428","0.7935","0.7729","234.8526","2.0551","11.3077","11326","0.7798","0.7719","89.2928","0.7884","11.3454","145.5597","-0.0377"
"SJE","2019","34","14080","0.854","0.8415","176.3926","1.2528","6.9622","10166","0.7891","0.7849","42.3771","0.4169","10.0859","134.0155","-3.1237"
"CLB","2014","34","13730","0.8328","0.826","92.3893","0.6729","8.6412","11615","0.7965","0.7998","-38.5195","-0.3316","10.6314","130.9088","-1.9902"
"SKC","2019","34","13436","0.846","0.8345","154.795","1.1521","7.2378","12244","0.8187","0.8164","28.3168","0.2313","8.5589","126.4783","-1.3211"
"CLB","2016","34","13997","0.8327","0.8237","126.3008","0.9023","8.0989","11581","0.7898","0.7891","7.9177","0.0684","10.3108","118.3831","-2.2119"
"SEA","2014","34","13411","0.8134","0.8072","82.7588","0.6171","9.3357","13011","0.8012","0.804","-35.3625","-0.2718","9.5533","118.1213","-0.2176"
"LAG","2019","34","12323","0.8411","0.8128","349.3614","2.835","8.5658","12622","0.8389","0.8206","231.7668","1.8362","8.4126","117.5946","0.1532"
"COL","2016","34","12682","0.7855","0.7848","9.3663","0.0739","9.7029","12715","0.7785","0.7869","-107.6631","-0.8467","9.7438","117.0294","-0.0409"
"RSL","2016","34","12535","0.7854","0.7836","21.9937","0.1755","10.2805","10955","0.7573","0.7655","-89.9105","-0.8207","11.3653","111.9042","-1.0848"
"TOR","2014","34","11942","0.7867","0.7849","22.311","0.1868","10.8755","12247","0.7846","0.7919","-89.0817","-0.7274","10.3193","111.3927","0.5562"
"TOR","2017","34","13939","0.8217","0.8091","175.7082","1.2606","9.0329","13017","0.8043","0.7993","65.4057","0.5025","9.0607","110.3025","-0.0277"
"RSL","2017","34","11827","0.7824","0.7811","15.8384","0.1339","10.4842","11815","0.7704","0.7782","-92.5438","-0.7833","10.7701","108.3822","-0.2859"
"ORL","2015","34","13342","0.8304","0.8206","130.7208","0.9798","8.2228","12506","0.8177","0.8156","26.6137","0.2128","8.9214","104.1071","-0.6986"
"NYRB","2019","34","10266","0.6795","0.7065","-276.5401","-2.6937","13.0936","13318","0.7413","0.7693","-372.0284","-2.7934","10.3412","95.4883","2.7525"
"LAG","2013","34","11997","0.7834","0.7956","-146.5947","-1.2219","10.6398","12198","0.7648","0.7845","-240.6609","-1.973","11.1207","94.0662","-0.4809"
"NYRB","2015","34","12338","0.7822","0.7874","-64.4209","-0.5221","9.9543","10786","0.7287","0.7431","-154.875","-1.4359","12.4813","90.4542","-2.527"
"SEA","2016","34","14038","0.8227","0.8072","217.6712","1.5506","8.4473","12450","0.806","0.7952","135.0764","1.085","9.2828","82.5949","-0.8356"
"PHI","2014","34","11525","0.7753","0.7783","-34.9372","-0.3031","11.0083","13143","0.7909","0.7997","-116.1058","-0.8834","10.1843","81.1686","0.824"
"COL","2015","34","11260","0.7443","0.7468","-28.0707","-0.2493","12.6441","11760","0.7559","0.7649","-106.8088","-0.9082","11.4715","78.7381","1.1726"
"CLB","2015","34","13297","0.8232","0.8135","129.0917","0.9708","9.3883","11148","0.7905","0.7858","52.9981","0.4754","11.0187","76.0935","-1.6305"
"FCD","2017","34","12212","0.8013","0.7971","52.3437","0.4286","9.4982","12307","0.7928","0.7947","-23.6772","-0.1924","9.8212","76.0209","-0.323"
"ATL","2019","34","13973","0.8383","0.8338","63.605","0.4552","7.2373","11498","0.7946","0.7953","-8.1716","-0.0711","9.5187","71.7766","-2.2814"
"NER","2018","34","10832","0.7465","0.7574","-118.401","-1.0931","11.4205","12717","0.7607","0.7753","-185.0753","-1.4553","10.0144","66.6744","1.4061"
"PHI","2016","34","11517","0.7656","0.7671","-18.2289","-0.1583","10.6692","12442","0.7708","0.7776","-84.4129","-0.6785","10.1531","66.184","0.5161"
"SJE","2013","34","11099","0.7545","0.7621","-83.9931","-0.7568","12.1724","12100","0.7695","0.7818","-149.1228","-1.2324","11.3893","65.1297","0.7831"
"LAG","2014","34","13924","0.8261","0.8202","81.8446","0.5878","8.2749","11755","0.7906","0.7889","19.4054","0.1651","10.5805","62.4392","-2.3057"
"TOR","2013","34","10688","0.7285","0.7454","-180.5003","-1.6888","14.3333","12230","0.7643","0.7842","-242.5071","-1.9829","11.171","62.0068","3.1623"
"RSL","2014","34","13141","0.8181","0.8154","35.4476","0.2697","8.8754","10456","0.7879","0.7902","-24.6702","-0.2359","11.1046","60.1177","-2.2292"
"RSL","2015","34","11605","0.7838","0.781","32.0729","0.2764","10.2693","10336","0.7556","0.7582","-26.7525","-0.2588","12.0102","58.8254","-1.7409"
"TOR","2018","34","14726","0.8384","0.827","167.1417","1.135","7.6456","12809","0.8138","0.8053","108.4252","0.8465","8.3319","58.7165","-0.6862"
"CLB","2017","34","13679","0.8322","0.8246","104.2322","0.762","8.0746","12795","0.8158","0.8122","45.6653","0.3569","8.6878","58.5669","-0.6132"
"CHI","2019","34","12463","0.8151","0.8079","90.0847","0.7228","8.4221","13491","0.8205","0.8181","33.5129","0.2484","8.1277","56.5718","0.2945"
"ATL","2017","34","13718","0.8138","0.8174","-48.9185","-0.3566","8.0515","10207","0.749","0.7593","-104.6662","-1.0254","11.5055","55.7477","-3.4539"
"RSL","2018","34","14141","0.8333","0.8264","98.1936","0.6944","7.4902","11555","0.7995","0.7949","53.4407","0.4625","9.2022","44.7529","-1.712"
"NER","2016","34","11577","0.7713","0.7685","32.4737","0.2805","11.0147","13172","0.7817","0.7826","-12.1423","-0.0922","9.8227","44.616","1.192"
"COL","2014","34","13051","0.7911","0.791","1.4011","0.0107","10.669","12723","0.7879","0.7912","-41.9688","-0.3299","10.4184","43.3698","0.2506"
"FCD","2015","34","11359","0.7692","0.7717","-29.1535","-0.2567","10.7501","11796","0.7791","0.7852","-72.1206","-0.6114","10.4728","42.9671","0.2773"
"SKC","2015","34","11294","0.7496","0.7618","-138.2758","-1.2243","11.2121","11876","0.7465","0.7612","-174.4646","-1.4691","11.5652","36.1888","-0.3531"
"NSH","2020","2","729","0.823","0.8037","14.1356","1.939","7.1581","920","0.8152","0.836","-19.1099","-2.0772","6.8048","33.2456","0.3533"
"NER","2019","34","10999","0.7723","0.7656","72.8666","0.6625","11.3055","14147","0.8071","0.8042","41.6764","0.2946","8.7483","31.1901","2.5573"
"TOR","2015","34","11416","0.792","0.7899","23.7027","0.2076","10.2911","12002","0.7887","0.7892","-6.4381","-0.0536","10.1953","30.1408","0.0958"
"FCD","2019","34","14658","0.8579","0.8477","150.1065","1.0241","6.2163","11894","0.8358","0.8255","121.95","1.0253","7.8985","28.1565","-1.6821"
"LAG","2018","34","12520","0.8054","0.7963","113.5562","0.907","9.0145","13144","0.8209","0.8143","87.0348","0.6622","8.1229","26.5214","0.8916"
"PHI","2020","2","537","0.7207","0.7133","3.9443","0.7345","13.7413","752","0.7872","0.8163","-21.8225","-2.9019","8.1986","25.7668","5.5427"
"SKC","2020","2","772","0.8161","0.8056","8.0648","1.0447","8.3101","815","0.811","0.8325","-17.4473","-2.1408","6.5783","25.512","1.7318"
"CHI","2020","2","772","0.7889","0.7725","12.6328","1.6364","8.936","770","0.7948","0.805","-7.8345","-1.0175","9.0825","20.4673","-0.1464"
"NYRB","2020","2","590","0.6763","0.6935","-10.1748","-1.7245","13.2965","951","0.7634","0.7948","-29.8515","-3.139","8.8147","19.6767","4.4818"
"COL","2020","2","843","0.8387","0.8171","18.1727","2.1557","7.5008","751","0.8003","0.8019","-1.2414","-0.1653","8.5729","19.4141","-1.0722"
"NER","2020","2","633","0.7551","0.7366","11.7434","1.8552","12.0181","816","0.777","0.7846","-6.2278","-0.7632","9.1256","17.9711","2.8925"
"NYRB","2014","34","12756","0.8141","0.8143","-2.5555","-0.02","9.3715","11504","0.7955","0.7972","-18.8116","-0.1635","10.4692","16.2561","-1.0977"
"SJE","2020","2","863","0.8528","0.8485","3.7453","0.434","6.5402","496","0.7198","0.7434","-11.7099","-2.3609","12.3757","15.4552","-5.8355"
"DCU","2014","34","12484","0.7724","0.7768","-54.2638","-0.4347","11.2066","12654","0.7865","0.7919","-69.2674","-0.5474","10.3543","15.0036","0.8523"
"PHI","2018","34","13077","0.8145","0.8092","69.5862","0.5321","8.5447","13634","0.8226","0.8184","56.646","0.4155","8.1037","12.9402","0.441"
"NER","2015","34","11167","0.7583","0.7552","34.7595","0.3113","12.1081","12592","0.7796","0.7778","23.0658","0.1832","10.3007","11.6937","1.8075"
"ORL","2018","34","12457","0.8307","0.8185","151.629","1.2172","8.3362","12462","0.8362","0.825","140.0288","1.1236","8.1829","11.6002","0.1534"
"CLB","2020","2","764","0.822","0.8162","4.3898","0.5746","8.1218","766","0.7872","0.7922","-3.798","-0.4958","8.8481","8.1878","-0.7263"
"SEA","2018","34","13009","0.8154","0.8099","70.6598","0.5432","8.2739","13136","0.8221","0.8172","64.0295","0.4874","7.8863","6.6303","0.3876"
"LAG","2017","34","12162","0.8073","0.8044","34.8736","0.2867","9.2215","12579","0.8128","0.8105","28.3375","0.2253","8.8174","6.5362","0.4041"
"LAFC","2020","2","805","0.8236","0.8274","-3.0628","-0.3805","8.1444","470","0.6638","0.6791","-7.1907","-1.5299","16.5407","4.1279","-8.3962"
"HOU","2020","2","714","0.8053","0.8048","0.3644","0.051","8.3274","718","0.7744","0.7781","-2.6591","-0.3703","9.5937","3.0235","-1.2663"
"POR","2017","34","12644","0.8208","0.8037","216.5422","1.7126","9.3582","12334","0.8113","0.7939","214.4826","1.739","9.9822","2.0595","-0.624"
"MIA","2020","2","555","0.7207","0.7338","-7.2726","-1.3104","11.65","859","0.8102","0.8189","-7.4442","-0.8666","8.0685","0.1716","3.5815"
"CLB","2013","34","11697","0.7459","0.7635","-205.5863","-1.7576","11.8182","12166","0.7681","0.7849","-204.4953","-1.6809","11.558","-1.091","0.2602"
"FCD","2013","34","11086","0.778","0.7882","-113.196","-1.0211","11.361","10972","0.7709","0.7811","-112.061","-1.0213","11.6669","-1.135","-0.3059"
"HOU","2015","34","10939","0.7607","0.7616","-9.7144","-0.0888","11.5438","11752","0.7705","0.7712","-8.0881","-0.0688","11.0297","-1.6263","0.5141"
"RSL","2020","2","800","0.7788","0.7951","-13.074","-1.6343","9.0899","574","0.723","0.7417","-10.7187","-1.8674","11.8284","-2.3553","-2.7385"
"MIN","2020","2","534","0.7453","0.7476","-1.2373","-0.2317","13.3831","862","0.8387","0.8355","2.8232","0.3275","7.4156","-4.0606","5.9674"
"NYC","2020","2","745","0.7678","0.7873","-14.5754","-1.9564","8.3495","763","0.8139","0.8274","-10.3212","-1.3527","8.2405","-4.2542","0.109"
"LAG","2020","2","660","0.7621","0.7621","0.0283","0.0043","10.6084","682","0.8138","0.807","4.623","0.6779","8.3201","-4.5947","2.2883"
"ATL","2020","2","980","0.8551","0.8576","-2.4784","-0.2529","5.1091","676","0.8166","0.8108","3.8684","0.5722","7.8664","-6.3468","-2.7574"
"CHI","2014","34","11009","0.7617","0.7687","-76.6252","-0.696","11.9611","13166","0.7955","0.8007","-67.6849","-0.5141","9.7683","-8.9403","2.1927"
"TOR","2020","2","615","0.7561","0.7745","-11.3235","-1.8412","10.4353","887","0.8264","0.829","-2.2981","-0.2591","6.7312","-9.0253","3.7041"
"CIN","2020","2","850","0.7753","0.7926","-14.6786","-1.7269","8.4413","884","0.819","0.8241","-4.4844","-0.5073","6.8253","-10.1943","1.6159"
"LAG","2015","34","12512","0.7891","0.7924","-41.683","-0.3331","9.7657","11879","0.7756","0.778","-29.4454","-0.2479","10.3997","-12.2376","-0.634"
"NYC","2015","34","12937","0.7955","0.7916","51.0625","0.3947","9.8795","11273","0.7755","0.7697","64.6236","0.5733","11.2542","-13.5611","-1.3747"
"SEA","2020","2","930","0.8462","0.8423","3.63","0.3903","6.7584","739","0.8187","0.7914","20.1764","2.7302","7.9963","-16.5464","-1.2379"
"CLB","2019","34","13194","0.8153","0.8142","14.8813","0.1128","8.4227","13560","0.8222","0.8198","32.6953","0.2411","7.8653","-17.8139","0.5574"
"FCD","2020","2","840","0.8143","0.8368","-18.8764","-2.2472","7.0194","656","0.7759","0.7759","0.0233","0.0036","9.8337","-18.8997","-2.8143"
"ORL","2020","2","709","0.8068","0.8111","-3.0732","-0.4335","8.1733","771","0.8236","0.802","16.6597","2.1608","8.2878","-19.7329","-0.1145"
"SEA","2015","34","14438","0.8101","0.805","72.8988","0.5049","8.8262","12044","0.7964","0.7886","94.278","0.7828","9.7185","-21.3793","-0.8922"
"MTL","2020","2","761","0.8016","0.8118","-7.7719","-1.0213","8.1163","793","0.8361","0.8185","13.9434","1.7583","7.9666","-21.7153","0.1497"
"NYC","2016","34","13938","0.806","0.8119","-82.1985","-0.5897","8.4149","11703","0.7678","0.7729","-59.4178","-0.5077","10.6158","-22.7807","-2.2009"
"DCU","2020","2","814","0.7961","0.8132","-13.9484","-1.7136","8.1558","735","0.8027","0.7907","8.872","1.2071","7.7762","-22.8204","0.3796"
"POR","2013","34","12647","0.7857","0.7977","-151.9265","-1.2013","10.538","10707","0.7484","0.7604","-128.2107","-1.1974","12.6554","-23.7157","-2.1174"
"RSL","2019","34","12916","0.8137","0.8085","67.943","0.526","8.2566","12839","0.8231","0.816","91.7739","0.7148","8.1025","-23.8309","0.1541"
"VAN","2020","2","783","0.8186","0.8355","-13.1887","-1.6844","6.5005","714","0.8081","0.7931","10.7521","1.5059","9.1438","-23.9408","-2.6433"
"NER","2017","34","11179","0.7993","0.7869","138.3907","1.238","10.2221","13830","0.8331","0.8213","163.3113","1.1808","8.4577","-24.9206","1.7644"
"ATL","2018","34","13396","0.8391","0.8332","79.3783","0.5926","7.0699","11487","0.8197","0.8106","104.3567","0.9085","8.6451","-24.9784","-1.5753"
"POR","2020","2","909","0.8086","0.825","-14.9145","-1.6408","8.3322","687","0.7933","0.7735","13.6185","1.9823","9.9929","-28.533","-1.6607"
"NER","2013","34","10607","0.7532","0.7672","-149.0133","-1.4049","13.1612","12313","0.7809","0.7905","-117.935","-0.9578","10.8893","-31.0783","2.2719"
"CHI","2015","34","11951","0.7816","0.783","-16.6089","-0.139","10.7163","12496","0.7854","0.7841","15.6722","0.1254","10.2761","-32.2811","0.4402"
"FCD","2018","34","12248","0.8148","0.807","96.4721","0.7877","8.9194","13065","0.8282","0.8183","128.768","0.9856","8.1546","-32.2959","0.7647"
"DCU","2016","34","11020","0.7308","0.74","-102.0949","-0.9265","12.5313","12859","0.7659","0.7708","-63.0377","-0.4902","10.745","-39.0572","1.7863"
"ORL","2016","34","12605","0.8071","0.8018","66.7694","0.5297","9.2894","11595","0.7915","0.7823","105.8958","0.9133","10.2041","-39.1264","-0.9147"
"CHI","2017","34","14123","0.8311","0.8297","20.1368","0.1426","7.6447","12648","0.8117","0.8067","62.455","0.4938","9.0393","-42.3183","-1.3947"
"DCU","2013","34","13135","0.7888","0.8028","-184.3572","-1.4036","10.3747","11033","0.7565","0.7694","-141.2721","-1.2805","12.2257","-43.0851","-1.851"
"TOR","2016","34","12998","0.7871","0.7882","-13.8899","-0.1069","10.1646","12683","0.7865","0.7841","30.3184","0.239","9.9652","-44.2083","0.1994"
"NER","2014","34","10969","0.7507","0.7641","-146.8979","-1.3392","13.0191","12382","0.7741","0.782","-97.2828","-0.7857","10.7079","-49.6151","2.3112"
"POR","2019","34","12474","0.8256","0.8155","125.9956","1.0101","8.9309","12988","0.8315","0.8179","176.7798","1.3611","8.8034","-50.7842","0.1276"
"VAN","2013","34","11402","0.7717","0.7879","-184.268","-1.6161","11.6281","12284","0.7813","0.7915","-124.7468","-1.0155","10.6803","-59.5212","0.9478"
"SJE","2016","34","11584","0.7794","0.7768","29.2229","0.2523","10.7604","12044","0.7933","0.7856","93.4261","0.7757","10.3363","-64.2032","0.4241"
"VAN","2015","34","11406","0.7708","0.7742","-38.2484","-0.3353","11.2432","12713","0.789","0.7869","25.9613","0.2042","10.0997","-64.2098","1.1435"
"DCU","2018","34","12707","0.8013","0.7995","22.3548","0.1759","8.4718","13271","0.8245","0.8176","92.0217","0.6934","7.7205","-69.6669","0.7513"
"MTL","2015","34","12178","0.7916","0.7885","38.0497","0.3124","9.7063","12344","0.814","0.8043","120.2268","0.974","9.7364","-82.1771","-0.03"
"ORL","2017","34","11249","0.7945","0.7941","3.9118","0.0348","10.0097","12019","0.8155","0.8083","87.2178","0.7257","9.0782","-83.306","0.9315"
"LAG","2016","34","13017","0.808","0.8037","55.624","0.4273","9.195","12052","0.8005","0.7887","142.1846","1.1798","9.8235","-86.5606","-0.6286"
"POR","2014","34","11865","0.7964","0.8034","-83.5856","-0.7045","9.5941","10857","0.7762","0.7758","4.1042","0.0378","11.4321","-87.6898","-1.838"
"HOU","2013","34","12106","0.7673","0.7852","-216.2767","-1.7865","11.5119","11473","0.7662","0.7773","-127.1726","-1.1085","11.7719","-89.1041","-0.2601"
"NYRB","2013","34","12185","0.7805","0.7979","-212.942","-1.7476","10.7381","12366","0.7877","0.7977","-123.6408","-0.9998","10.7344","-89.3012","0.0037"
"MTL","2013","34","13165","0.8035","0.8171","-178.7061","-1.3574","9.777","11601","0.7851","0.7921","-81.3638","-0.7014","10.8424","-97.3423","-1.0654"
"SEA","2019","34","13276","0.8252","0.8208","59.6423","0.4492","7.7753","12889","0.833","0.8206","160.5108","1.2453","7.648","-100.8685","0.1273"
"HOU","2018","34","12021","0.8078","0.8032","55.8661","0.4647","9.5539","13065","0.8315","0.8194","157.3278","1.2042","8.0265","-101.4618","1.5274"
"MTL","2019","34","13217","0.818","0.8207","-36.3377","-0.2749","7.8551","14288","0.8336","0.8285","71.9556","0.5036","7.0632","-108.2933","0.7918"
"CIN","2019","34","12430","0.7899","0.7974","-93.1904","-0.7497","8.8028","13630","0.8174","0.8158","21.7062","0.1593","8.0558","-114.8966","0.747"
"DCU","2015","34","12503","0.7777","0.7774","3.5296","0.0282","10.8776","12464","0.7903","0.7807","119.1856","0.9562","10.605","-115.656","0.2726"
"POR","2016","34","11236","0.7843","0.7809","37.5536","0.3342","10.683","11797","0.8018","0.7888","153.9501","1.305","10.1118","-116.3966","0.5712"
"MTL","2016","34","11625","0.7837","0.7817","23.0554","0.1983","10.3882","12508","0.8095","0.7982","141.2297","1.1291","9.4338","-118.1743","0.9544"
"HOU","2016","34","10801","0.7476","0.7546","-75.2035","-0.6963","11.7584","13168","0.8015","0.798","45.8993","0.3486","9.3425","-121.1028","2.4159"
"DCU","2019","34","12793","0.8021","0.8037","-20.259","-0.1584","8.4021","12570","0.8201","0.8119","103.3693","0.8223","8.1715","-123.6283","0.2306"
"COL","2019","34","10273","0.7831","0.7765","68.4045","0.6659","10.861","14140","0.8435","0.8297","194.3935","1.3748","7.5717","-125.989","3.2892"
"HOU","2017","34","10501","0.76","0.7599","1.6711","0.0159","12.1413","13410","0.8234","0.8137","130.9202","0.9763","8.7086","-129.2491","3.4327"
"VAN","2018","34","11180","0.7909","0.7881","30.9548","0.2769","9.7644","13292","0.8357","0.8236","161.0769","1.2118","8.0388","-130.1221","1.7256"
"PHI","2013","34","11330","0.7629","0.7833","-231.1319","-2.04","11.963","12143","0.783","0.7911","-97.7279","-0.8048","11.087","-133.404","0.876"
"MTL","2018","34","12650","0.8194","0.8197","-3.3897","-0.0268","8.4294","14254","0.8418","0.8326","130.8419","0.9179","7.4752","-134.2316","0.9541"
"PHI","2017","34","11340","0.7673","0.7729","-63.4846","-0.5598","10.8125","13427","0.8154","0.8099","73.6248","0.5483","8.6472","-137.1094","2.1653"
"PHI","2015","34","10880","0.7571","0.7557","14.6418","0.1346","12.0029","13451","0.8141","0.8027","153.5343","1.1414","9.0324","-138.8925","2.9705"
"MTL","2017","34","12124","0.7946","0.8009","-75.6277","-0.6238","9.2291","12586","0.8068","0.8013","69.1442","0.5494","9.2652","-144.7719","-0.036"
"VAN","2016","34","11707","0.769","0.7706","-18.4915","-0.158","11.0877","12609","0.8048","0.7942","133.6078","1.0596","9.5227","-152.0993","1.565"
"MIN","2019","34","11833","0.8004","0.7984","23.0858","0.1951","9.4921","14254","0.8393","0.8268","177.4972","1.2452","7.5215","-154.4114","1.9706"
"POR","2018","34","11925","0.8037","0.7948","105.474","0.8845","9.8909","13266","0.8358","0.8161","261.4657","1.9709","8.7187","-155.9917","1.1722"
"CHI","2018","34","13117","0.8127","0.815","-29.9675","-0.2285","7.9771","13687","0.8344","0.824","141.2495","1.032","7.5507","-171.217","0.4264"
"MTL","2014","34","12301","0.7848","0.7982","-164.132","-1.3343","9.983","13255","0.8134","0.8128","7.9557","0.06","9.0822","-172.0877","0.9007"
"HOU","2019","34","11894","0.8211","0.8155","65.8624","0.5537","8.4826","13674","0.8499","0.8317","249.608","1.8254","7.4605","-183.7456","1.0221"
"MIN","2017","34","13690","0.8052","0.8154","-140.2069","-1.0242","8.3133","12301","0.8011","0.7972","48.0609","0.3907","9.1889","-188.2678","-0.8755"
"SJE","2015","34","10502","0.754","0.7583","-44.4532","-0.4233","12.4968","12208","0.7949","0.7827","148.2945","1.2147","10.514","-192.7477","1.9828"
"ORL","2019","34","12028","0.804","0.8051","-14.248","-0.1185","9.2416","12730","0.8347","0.8204","182.7599","1.4357","8.3096","-197.0078","0.932"
"FCD","2014","34","11192","0.7789","0.7883","-105.0661","-0.9388","10.4488","12273","0.8172","0.8093","95.8651","0.7811","9.5348","-200.9313","0.914"
"COL","2018","34","12839","0.8067","0.8095","-36.0468","-0.2808","8.2534","14098","0.8383","0.8266","166.1572","1.1786","7.7702","-202.2039","0.4832"
"VAN","2017","34","10056","0.7472","0.756","-88.7913","-0.883","12.329","13503","0.8182","0.8095","117.007","0.8665","8.6807","-205.7983","3.6483"
"SJE","2017","34","12628","0.7977","0.8011","-43.6946","-0.346","9.7568","12670","0.813","0.7991","175.8858","1.3882","9.5049","-219.5805","0.2518"
"HOU","2014","34","11697","0.7771","0.7923","-177.1493","-1.5145","10.6503","12393","0.8025","0.7984","51.048","0.4119","10.2488","-228.1974","0.4015"
"COL","2017","34","11439","0.7697","0.778","-94.1113","-0.8227","10.8247","13626","0.8217","0.8116","138.0914","1.0134","8.6808","-232.2026","2.1439"
"DCU","2017","34","10956","0.7506","0.765","-157.0788","-1.4337","11.6699","13097","0.8026","0.7949","100.0591","0.764","9.441","-257.1379","2.229"
"CHI","2013","34","9943","0.7172","0.7548","-374.1488","-3.7629","12.986","12671","0.7887","0.7962","-95.6697","-0.755","10.6246","-278.4791","2.3613"
"SJE","2018","34","12460","0.8038","0.8079","-51.7899","-0.4156","8.9247","13244","0.8297","0.812","234.4813","1.7705","8.5591","-286.2713","0.3656"
"MIN","2018","34","12365","0.7905","0.8017","-138.2063","-1.1177","8.9607","13768","0.8298","0.8184","156.0232","1.1332","7.9305","-294.2295","1.0302"
"CHI","2016","34","11586","0.7521","0.7685","-189.7402","-1.6377","10.876","13727","0.8119","0.8033","118.1776","0.8609","8.9819","-307.9179","1.8941"
"CHV","2013","34","10737","0.7307","0.7724","-448.7916","-4.1799","11.7915","12702","0.7992","0.8039","-60.7056","-0.4779","10.0509","-388.086","1.7406"
