"Team","Season","Games","PassF","PctFPass Completion","xPctFExpected pass completion percentage.","ScoreFNumber of passes completed over/under expected.","Per100FPasses completed over/under expected, measured per 100 passes.","VertFAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","PassA","PctAPass Completion","xPctAExpected pass completion percentage.","ScoreANumber of passes completed over/under expected.","Per100APasses completed over/under expected, measured per 100 passes.","VertAAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","ScoreDiffNumber of passes completed over/under expected.","VertDiffAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions."
"CIN","2020","2","401","0.7456","0.7629","-6.9166","-1.7248","11.5","239","0.8117","0.7997","2.8729","1.202","12.5369","-9.7895","-1.0369"
"NYRB","2015","34","3709","0.7231","0.7289","-21.5147","-0.5801","17.6007","4049","0.6691","0.6719","-11.3653","-0.2807","21.7311","-10.1494","-4.1304"
"POR","2019","34","4063","0.7797","0.7704","37.9084","0.933","15.644","4816","0.7938","0.7838","48.1519","0.9998","14.5651","-10.2434","1.0788"
"NER","2015","34","3462","0.6693","0.6572","41.7393","1.2056","23.8557","4548","0.7364","0.7248","52.632","1.1573","17.569","-10.8927","6.2866"
"LAFC","2020","2","304","0.8092","0.8227","-4.1045","-1.3502","11.1698","209","0.6411","0.6042","7.7238","3.6956","26.0621","-11.8283","-14.8923"
"TOR","2015","34","3739","0.7288","0.7271","6.2861","0.1681","18.0911","3927","0.7359","0.7313","18.3427","0.4671","18.6221","-12.0567","-0.531"
"RSL","2016","34","4140","0.7147","0.7215","-28.0424","-0.6774","18.3342","3998","0.7121","0.7159","-15.3258","-0.3833","18.5202","-12.7166","-0.1861"
"MTL","2020","2","238","0.7227","0.7387","-3.8185","-1.6044","15.6274","217","0.8249","0.7792","9.92","4.5714","13.8609","-13.7385","1.7665"
"POR","2020","2","365","0.7644","0.7964","-11.696","-3.2044","13.9922","177","0.7062","0.6844","3.868","2.1853","20.6045","-15.564","-6.6123"
"LAG","2017","34","4341","0.7586","0.7566","8.7444","0.2014","17.1459","4361","0.7718","0.7662","24.3977","0.5595","15.6149","-15.6532","1.5309"
"RSL","2014","34","4139","0.7606","0.763","-10.0148","-0.242","17.5329","3437","0.7483","0.7465","6.4373","0.1873","19.0914","-16.4522","-1.5585"
"LAG","2014","34","4183","0.7724","0.7725","-0.4778","-0.0114","15.8921","3990","0.7361","0.7321","16.0885","0.4032","19.5082","-16.5664","-3.616"
"MIN","2019","34","4267","0.741","0.7455","-19.065","-0.4468","16.4526","4796","0.7959","0.7964","-2.3556","-0.0491","13.097","-16.7094","3.3556"
"CHI","2015","34","3922","0.729","0.7192","38.2468","0.9752","18.9027","4540","0.7564","0.7441","55.6036","1.2247","17.3683","-17.3568","1.5344"
"TOR","2020","2","227","0.6784","0.7228","-10.0771","-4.4392","16.1583","375","0.8427","0.8214","7.988","2.1301","10.0228","-18.065","6.1355"
"CLB","2014","34","4861","0.813","0.8111","9.1033","0.1873","13.4919","4070","0.771","0.763","32.5091","0.7987","18.2918","-23.4058","-4.7999"
"ORL","2019","34","4189","0.7515","0.7562","-19.7272","-0.4709","16.7927","4467","0.7833","0.782","5.8776","0.1316","13.7231","-25.6048","3.0696"
"POR","2016","34","3842","0.7017","0.7069","-20.0699","-0.5224","20.3226","4068","0.7296","0.7282","5.7734","0.1419","17.7112","-25.8433","2.6114"
"MTL","2017","34","4561","0.756","0.761","-23.0682","-0.5058","15.631","4199","0.7471","0.7458","5.5038","0.1311","17.2685","-28.572","-1.6375"
"COL","2015","34","3885","0.6718","0.6724","-2.2523","-0.058","22.3014","4204","0.7065","0.7001","26.9754","0.6417","20.4776","-29.2278","1.8238"
"CLB","2019","34","5085","0.7827","0.7865","-19.2017","-0.3776","13.0571","5131","0.8004","0.7983","11.0732","0.2158","12.786","-30.2749","0.271"
"SEA","2019","34","4711","0.7913","0.7877","17.0548","0.362","13.2304","4328","0.787","0.776","47.6498","1.101","14.0525","-30.5949","-0.8221"
"ATL","2018","34","4641","0.7837","0.7832","2.1484","0.0463","13.3504","3809","0.7684","0.7598","32.8621","0.8627","16.1342","-30.7138","-2.7839"
"POR","2018","34","4062","0.7393","0.7311","33.2612","0.8188","18.0927","4583","0.7934","0.7794","64.0901","1.3984","15.0481","-30.8289","3.0446"
"DCU","2015","34","4402","0.7326","0.7304","9.5974","0.218","19.3039","3874","0.7171","0.7065","41.1776","1.0629","20.3273","-31.5802","-1.0234"
"FCD","2014","34","3880","0.7557","0.7581","-9.3565","-0.2411","17.5659","3692","0.7519","0.7457","22.8068","0.6177","18.9492","-32.1633","-1.3834"
"NER","2014","34","3588","0.6611","0.6852","-86.4322","-2.4089","24.4382","4666","0.7285","0.7398","-52.9999","-1.1359","17.5867","-33.4323","6.8516"
"NYRB","2014","34","4260","0.7763","0.7784","-9.0239","-0.2118","16.0375","3686","0.7569","0.7502","24.8629","0.6745","18.648","-33.8868","-2.6105"
"HOU","2014","34","4210","0.7242","0.7403","-67.7605","-1.6095","19.0921","4407","0.747","0.7543","-32.3853","-0.7349","18.1169","-35.3752","0.9752"
"SJE","2016","34","3917","0.689","0.6885","2.0891","0.0533","20.592","4364","0.7363","0.7276","37.5593","0.8607","18.1908","-35.4702","2.4012"
"PHI","2013","34","3623","0.6991","0.7091","-35.9082","-0.9911","22.7505","4195","0.7526","0.7526","0.0513","0.0012","19.2501","-35.9595","3.5004"
"MTL","2015","34","4096","0.7261","0.7188","29.7354","0.726","18.1878","3989","0.7776","0.761","66.5643","1.6687","16.8302","-36.8289","1.3576"
"HOU","2015","34","3807","0.6724","0.6759","-13.0027","-0.3415","22.3684","3983","0.7108","0.7047","24.0498","0.6038","20.0604","-37.0526","2.308"
"CHI","2014","34","3631","0.6973","0.7031","-20.9622","-0.5773","21.386","4491","0.7653","0.7617","16.3945","0.3651","16.7792","-37.3567","4.6067"
"NER","2017","34","3639","0.7318","0.7132","67.5146","1.8553","19.5786","4927","0.81","0.7885","106.2093","2.1557","14.6494","-38.6947","4.9292"
"RSL","2019","34","4598","0.7621","0.7552","31.3759","0.6824","15.4169","4323","0.7988","0.7823","71.069","1.644","13.8546","-39.6932","1.5623"
"POR","2017","34","4283","0.7635","0.751","53.4113","1.2471","17.373","4631","0.7713","0.7511","93.5266","2.0196","17.2336","-40.1153","0.1394"
"VAN","2013","34","3794","0.6982","0.7244","-99.432","-2.6208","21.4392","3786","0.7195","0.7343","-55.993","-1.479","20.225","-43.4389","1.2142"
"LAG","2015","34","4041","0.7303","0.7387","-34.1899","-0.8461","17.7379","4076","0.7176","0.7151","10.1037","0.2479","18.8037","-44.2937","-1.0659"
"SJE","2015","34","4079","0.6864","0.6865","-0.2853","-0.007","21.698","4249","0.7357","0.7253","44.1043","1.038","18.7576","-44.3897","2.9404"
"DCU","2016","34","3876","0.6409","0.6551","-55.2973","-1.4267","22.2917","4612","0.7173","0.7196","-10.6844","-0.2317","18.1603","-44.6128","4.1314"
"VAN","2016","34","4497","0.7216","0.7228","-5.4148","-0.1204","18.063","4053","0.7518","0.7414","42.0388","1.0372","17.2575","-47.4536","0.8054"
"MTL","2019","34","4511","0.7706","0.776","-24.3124","-0.539","13.7816","4372","0.788","0.7825","23.9909","0.5487","13.3113","-48.3033","0.4703"
"VAN","2018","34","4077","0.7307","0.7322","-6.2135","-0.1524","17.4968","4322","0.7918","0.7819","42.5331","0.9841","14.1929","-48.7467","3.3038"
"NER","2016","34","3510","0.6809","0.6845","-12.621","-0.3596","21.0427","5366","0.7495","0.7428","36.3789","0.678","15.817","-49","5.2258"
"VAN","2017","34","4127","0.7102","0.7207","-43.4996","-1.054","19.299","4704","0.7727","0.7712","7.134","0.1517","14.9539","-50.6336","4.3452"
"PHI","2017","34","3996","0.708","0.7071","3.4958","0.0875","20.0908","4948","0.7906","0.7797","54.2225","1.0958","14.4032","-50.7267","5.6875"
"CHI","2017","34","5203","0.7892","0.7942","-26.3562","-0.5066","13.757","4207","0.7728","0.7665","26.4957","0.6298","16.3008","-52.8519","-2.5438"
"DCU","2019","34","4139","0.7292","0.7434","-58.978","-1.4249","15.9361","4095","0.7585","0.7598","-5.4084","-0.1321","14.9563","-53.5696","0.9798"
"HOU","2016","34","3525","0.6411","0.6501","-31.7093","-0.8996","22.9193","4534","0.7675","0.7627","22.0927","0.4873","15.358","-53.802","7.5613"
"CIN","2019","34","4825","0.7552","0.7626","-35.7065","-0.74","14.4784","4722","0.7886","0.7847","18.4609","0.391","13.5205","-54.1674","0.9579"
"DCU","2013","34","4396","0.7234","0.7452","-95.8486","-2.1804","19.7648","3576","0.6882","0.6985","-37.0047","-1.0348","23.1312","-58.8439","-3.3664"
"NYRB","2013","34","4389","0.7448","0.7646","-86.8867","-1.9796","17.5347","3956","0.7442","0.7498","-22.3491","-0.5649","19.246","-64.5376","-1.7113"
"CLB","2013","34","3181","0.646","0.6785","-103.1974","-3.2442","23.8302","4394","0.7412","0.7494","-36.0474","-0.8204","19.5322","-67.15","4.298"
"MTL","2018","34","4712","0.7704","0.7741","-17.3638","-0.3685","14.6672","4271","0.8082","0.7956","53.9841","1.264","13.3376","-71.3479","1.3296"
"PHI","2015","34","3417","0.6693","0.6598","32.5341","0.9521","23.1776","4342","0.7791","0.7551","104.4442","2.4054","16.2136","-71.9101","6.964"
"CHI","2018","34","4724","0.7688","0.7722","-15.6799","-0.3319","14.5429","4514","0.8033","0.7906","57.1207","1.2654","13.301","-72.8007","1.2418"
"LAG","2016","34","4446","0.7483","0.7521","-16.7606","-0.377","16.881","3984","0.7359","0.7207","60.5977","1.521","17.5466","-77.3583","-0.6656"
"DCU","2017","34","3942","0.6903","0.7041","-54.5675","-1.3843","20.0966","4677","0.7545","0.7494","24.0222","0.5136","16.5627","-78.5898","3.5339"
"HOU","2019","34","4383","0.7693","0.7727","-14.6663","-0.3346","14.9502","4676","0.8099","0.7959","65.5206","1.4012","13.0889","-80.1868","1.8613"
"HOU","2018","34","4035","0.7425","0.7393","12.755","0.3161","18.2327","4573","0.7979","0.7772","94.866","2.0745","14.2175","-82.111","4.0152"
"POR","2014","34","3722","0.716","0.7392","-86.4546","-2.3228","18.7145","3720","0.7145","0.7149","-1.5172","-0.0408","20.8441","-84.9375","-2.1296"
"MTL","2014","34","4504","0.7527","0.7617","-40.535","-0.9","16.6596","4124","0.7789","0.768","44.7357","1.0848","17.0963","-85.2707","-0.4367"
"HOU","2017","34","3613","0.6585","0.6677","-33.3076","-0.9219","23.3772","4940","0.7992","0.7885","52.7428","1.0677","14.1371","-86.0505","9.2402"
"CHI","2013","34","3095","0.6426","0.6858","-133.476","-4.3126","23.622","4113","0.7406","0.7468","-25.7","-0.6248","19.3518","-107.776","4.2702"
"SJE","2018","34","4506","0.7572","0.762","-21.486","-0.4768","15.959","4376","0.7815","0.761","90.0283","2.0573","15.534","-111.5143","0.425"
"SJE","2017","34","4630","0.7257","0.7356","-45.6173","-0.9853","18.3969","4390","0.7667","0.7502","72.6162","1.6541","16.8192","-118.2335","1.5778"
"MIN","2017","34","4903","0.7465","0.7661","-96.264","-1.9634","15.1436","4091","0.76","0.7541","24.0264","0.5873","16.0208","-120.2904","-0.8772"
"VAN","2019","34","5582","0.7863","0.7901","-21.573","-0.3865","13.1131","4227","0.824","0.7916","136.8555","3.2377","13.1934","-158.4285","-0.0803"
"CHV","2014","34","3522","0.6783","0.7021","-83.9181","-2.3827","21.3392","4482","0.8126","0.7953","77.289","1.7244","14.7243","-161.2071","6.6149"
"MIN","2018","34","4514","0.7311","0.7566","-115.3662","-2.5557","15.1007","4320","0.7843","0.7734","47.0324","1.0887","14.6116","-162.3986","0.4891"
