"Player","Team","Season","MinutesIncludes stoppage time.","Shots","SoTShots on Target","GGoals","xGxGoals","xPlaceDifference between post- and pre-shot xG models.","G-xG","KeyPKey Passes","APrimary Assists","xAxAssists","A-xA","xG+xA","PAExpected points added through scoring goals.","xPAExpected points added through taking shots."
"Keon Daniel","PHI","2013","1851","0","0","0","0","0","0","8","0","0.8428","-0.8428","0.8428","0","0"
"Joel Lindpere","CHI","2013","1548","1","0","0","0.0251","-0.0251","-0.0251","9","1","0.7887","0.2113","0.8138","0","0.0147"
"Bradford Rusin","VAN","2013","1504","7","2","0","0.5593","-0.4209","-0.5593","1","0","0.2404","-0.2404","0.7998","0","0.34"
"Brandon Barklage","NYRB","2013","1874","5","3","0","0.3566","0.7027","-0.3566","2","1","0.4396","0.5604","0.7963","0","0.3838"
"Nana Attakora","SJE","2013","718","4","0","0","0.7791","-0.7791","-0.7791","0","0","0","0","0.7791","0","0.5554"
"Patrick Ianni","SEA","2013","767","5","1","0","0.7586","-0.6856","-0.7586","0","0","0","0","0.7586","0","0.4431"
"Russell Teibert","VAN","2013","1922","0","0","0","0","0","0","7","0","0.7455","-0.7455","0.7455","0","0"
"Daigo Kobayashi","VAN","2013","1765","3","1","0","0.0993","-0.0232","-0.0993","9","0","0.6365","-0.6365","0.7358","0","0.05"
"Zach Scott","SEA","2013","1598","6","3","0","0.5995","0.2949","-0.5995","1","0","0.1276","-0.1276","0.727","0","0.3384"
"Todd Dunivant","LAG","2013","2390","5","2","0","0.3137","0.4645","-0.3137","2","0","0.4108","-0.4108","0.7245","0","0.3498"
"Kei Kamara","SKC","2013","1146","3","1","0","0.6539","-0.1676","-0.6539","1","0","0.0636","-0.0636","0.7175","0","0.6134"
"Hendry Thomas","COL","2013","2481","9","1","1","0.7152","-0.3967","0.2848","0","0","0","0","0.7152","0.6948","0.3726"
"Aurélien Collin","SKC","2013","2793","8","1","1","0.7128","-0.2973","0.2872","0","0","0","0","0.7128","0.6013","0.5521"
"Pa Modou Kah","POR","2013","1860","5","3","0","0.4032","-0.121","-0.4032","2","0","0.3078","-0.3078","0.711","0","0.4513"
"Dwayne De Rosario","DCU","2013","1715","5","2","0","0.5587","0.0387","-0.5587","1","0","0.1312","-0.1312","0.69","0","0.2729"
"Quincy Amarikwa","CHI","2013","377","3","2","2","0.6121","0.6112","1.3879","2","0","0.0695","-0.0695","0.6816","0.0152","0.0047"
"Martín Rivero","COL","2013","770","0","0","0","0","0","0","9","1","0.6666","0.3334","0.6666","0","0"
"Kyle Beckerman","RSL","2013","2456","8","5","1","0.3123","0.8848","0.6877","1","1","0.3326","0.6674","0.6449","1.0551","0.2146"
"Jeff Larentowicz","CHI","2013","3023","6","2","0","0.5131","-0.2733","-0.5131","2","1","0.1296","0.8704","0.6427","0","0.3383"
"Kenny Cooper","FCD","2013","1866","1","0","0","0.6228","-0.6228","-0.6228","0","0","0","0","0.6228","0","0.3761"
"Dilly Duka","CHI","2013","1877","6","3","0","0.1158","-0.0588","-0.1158","4","1","0.5035","0.4965","0.6193","0","0.0666"
"Mike Fucito","SJE","2013","265","3","0","0","0.6154","-0.6154","-0.6154","0","0","0","0","0.6154","0","0.574"
"Blas Pérez","FCD","2013","2189","6","2","1","0.5116","0.2566","0.4884","2","0","0.1025","-0.1025","0.6141","0.8897","0.5335"
"Marvin Chávez","SJE","2013","1119","0","0","0","0","0","0","8","0","0.6108","-0.6108","0.6108","0","0"
"Jeff Parke","PHI","2013","2981","8","0","0","0.5591","-0.5591","-0.5591","1","0","0.0512","-0.0512","0.6102","0","0.4631"
"Vicente Sánchez","COL","2013","650","2","0","0","0.2062","-0.2062","-0.2062","2","1","0.4039","0.5961","0.61","0","0.1856"
"Bernardo Añor","CLB","2013","1775","7","1","1","0.6088","-0.3658","0.3912","0","0","0","0","0.6088","0.5325","0.4857"
"Michael Farfan","PHI","2013","2159","2","0","0","0.0779","-0.0779","-0.0779","6","0","0.5181","-0.5181","0.5961","0","0.1141"
"José Gonçalves","NER","2013","3329","6","5","1","0.5749","0.6634","0.4251","1","0","0.0191","-0.0191","0.594","1.0074","0.4403"
"Jalil Anibaba","CHI","2013","3300","8","4","1","0.4422","0.6958","0.5578","3","0","0.1394","-0.1394","0.5816","0.2493","0.2684"
"Carlos Alvarez","CHV","2013","2320","2","0","0","0.1271","-0.1271","-0.1271","8","0","0.4477","-0.4477","0.5749","0","0.0752"
"Dom Dwyer","SKC","2013","750","6","0","0","0.5741","-0.5741","-0.5741","0","0","0","0","0.5741","0","0.2671"
"Ricardo Clark","HOU","2013","2686","6","0","0","0.569","-0.569","-0.569","0","0","0","0","0.569","0","0.5142"
"Lamar Neagle","SEA","2013","2588","5","0","0","0.1672","-0.1672","-0.1672","6","0","0.4012","-0.4012","0.5684","0","0.1079"
"Heath Pearce","NYRB","2013","1188","1","0","0","0.0154","-0.0154","-0.0154","1","1","0.5528","0.4472","0.5682","0","0.009"
"Erick","FCD","2013","693","3","0","0","0.5652","-0.5652","-0.5652","0","0","0","0","0.5652","0","0.384"
"Clint Dempsey","SEA","2013","709","5","0","0","0.4615","-0.4615","-0.4615","1","0","0.1032","-0.1032","0.5646","0","0.185"
"Bobby Convey","TOR","2013","1898","1","0","0","0.021","-0.021","-0.021","8","0","0.537","-0.537","0.558","0","0.0127"
"Ty Harden","SJE","2013","635","3","0","0","0.4805","-0.4805","-0.4805","1","0","0.0709","-0.0709","0.5514","0","0.2616"
"Marco Di Vaio","MTL","2013","2933","3","1","1","0.5506","0.2178","0.4494","0","0","0","0","0.5506","0.6258","0.4183"
"Wálter Martínez","SJE","2013","1009","0","0","0","0","0","0","1","1","0.5406","0.4594","0.5406","0","0"
"Jordan Harvey","VAN","2013","2260","5","3","2","0.5374","0.579","1.4626","0","0","0","0","0.5374","1.9257","0.3873"
"Olmes García","RSL","2013","1131","6","1","1","0.4849","0.0939","0.5151","1","0","0.0518","-0.0518","0.5367","1.0339","0.2177"
"Kléberson","PHI","2013","587","2","1","0","0.4052","0.0509","-0.4052","1","0","0.1304","-0.1304","0.5356","0","0.2568"
"Steven Lenhart","SJE","2013","1425","8","2","0","0.5231","0.1708","-0.5231","0","0","0","0","0.5231","0","0.3452"
"Lionard Pajoy","DCU","2013","1243","3","1","1","0.3355","0.3915","0.6645","1","0","0.1868","-0.1868","0.5223","0.8579","0.2586"
"Patrice Bernier","MTL","2013","2694","3","0","0","0.0926","-0.0926","-0.0926","4","0","0.4214","-0.4214","0.514","0","0.0847"
"Marc Burch","SEA","2013","1266","0","0","0","0","0","0","7","0","0.512","-0.512","0.512","0","0"
"Fabián Espíndola","NYRB","2013","2173","1","0","0","0.2024","-0.2024","-0.2024","1","0","0.3049","-0.3049","0.5074","0","0.1181"
"Adam Moffat","SEA","2013","421","2","1","0","0.2619","-0.1594","-0.2619","1","0","0.2381","-0.2381","0.5001","0","0.1481"
"Bobby Burling","CHV","2013","1814","7","4","0","0.4353","0.8066","-0.4353","1","0","0.0592","-0.0592","0.4945","0","0.3153"
"Gabriel Torres","COL","2013","545","1","0","0","0.4786","-0.4786","-0.4786","0","0","0","0","0.4786","0","0.3398"
"Chris Pontius","DCU","2013","1873","2","2","0","0.2675","0.4456","-0.2675","5","0","0.2089","-0.2089","0.4763","0","0.0704"
"Je-Vaughn Watson","FCD","2013","1495","2","1","1","0.4388","0.1635","0.5612","1","0","0.0371","-0.0371","0.4759","1.1832","0.5037"
"Justin Mapp","MTL","2013","2307","2","0","0","0.0877","-0.0877","-0.0877","6","0","0.3872","-0.3872","0.4749","0","0.1256"
"Stephen McCarthy","NER","2013","1698","4","1","0","0.474","0.0528","-0.474","0","0","0","0","0.474","0","0.4015"
"Ned Grabavoy","RSL","2013","2924","5","1","0","0.175","-0.1039","-0.175","8","1","0.2964","0.7036","0.4715","0","0.0828"
"Carlyle Mitchell","VAN","2013","1289","3","1","0","0.394","-0.2806","-0.394","1","0","0.074","-0.074","0.468","0","0.2894"
"Daniel Woolard","DCU","2013","2382","5","3","0","0.4175","0.4576","-0.4175","1","0","0.0441","-0.0441","0.4616","0","0.3949"
"Cam Weaver","HOU","2013","817","5","1","0","0.4599","-0.0398","-0.4599","0","0","0","0","0.4599","0","0.3064"
"Josh Williams","CLB","2013","2487","8","3","2","0.4582","1.0101","1.5418","0","0","0","0","0.4582","0.4884","0.2145"
"Andrew Jacobson","FCD","2013","2477","2","1","1","0.4568","0.4381","0.5432","0","0","0","0","0.4568","0.4","0.2039"
"Mauro Díaz","FCD","2013","464","1","0","0","0.0196","-0.0196","-0.0196","2","0","0.4335","-0.4335","0.4531","0","0.0189"
"Jairo Arrieta","CLB","2013","1993","4","0","0","0.4392","-0.4392","-0.4392","0","0","0","0","0.4392","0","0.317"
"Tyson Wahl","CLB","2013","2318","1","1","0","0.2817","0.2265","-0.2817","2","0","0.1536","-0.1536","0.4352","0","0.2606"
"Felipe","MTL","2013","2493","4","2","0","0.156","-0.044","-0.156","5","1","0.2676","0.7324","0.4237","0","0.0833"
"Benny Feilhaber","SKC","2013","1857","4","1","0","0.1392","-0.0969","-0.1392","7","0","0.2742","-0.2742","0.4134","0","0.1079"
"Wil Trapp","CLB","2013","1505","2","0","0","0.0336","-0.0336","-0.0336","8","0","0.3687","-0.3687","0.4023","0","0.0208"
"C.J. Sapong","SKC","2013","1706","5","0","0","0.3995","-0.3995","-0.3995","0","0","0","0","0.3995","0","0.3917"
"Edson Buddle","COL","2013","1766","7","0","0","0.3991","-0.3991","-0.3991","0","0","0","0","0.3991","0","0.3666"
"Agustín Viana","CLB","2013","1602","6","1","0","0.3987","-0.3093","-0.3987","0","0","0","0","0.3987","0","0.1547"
"Futty Danso","POR","2013","1463","3","0","0","0.3977","-0.3977","-0.3977","0","0","0","0","0.3977","0","0.2345"
"Andy Rose","SEA","2013","985","4","0","0","0.3964","-0.3964","-0.3964","0","0","0","0","0.3964","0","0.3147"
"Markus Holgersson","NYRB","2013","3104","4","0","0","0.2282","-0.2282","-0.2282","1","1","0.1622","0.8378","0.3904","0","0.0924"
"Carlos Bocanegra","CHV","2013","1131","3","1","0","0.098","0.3231","-0.098","1","0","0.2894","-0.2894","0.3874","0","0.0618"
"Nick DeLeon","DCU","2013","2036","6","1","0","0.1378","-0.0063","-0.1378","4","0","0.2466","-0.2466","0.3844","0","0.1131"
"Joao Plata","RSL","2013","1766","4","0","0","0.076","-0.076","-0.076","2","1","0.3018","0.6982","0.3778","0","0.0428"
"Clarence Goodson","SJE","2013","846","2","0","0","0.3726","-0.3726","-0.3726","0","0","0","0","0.3726","0","0.2157"
"Soony Saad","SKC","2013","1458","3","0","0","0.1565","-0.1565","-0.1565","3","0","0.2064","-0.2064","0.363","0","0.1172"
"Cordell Cato","SJE","2013","1126","1","0","0","0.3622","-0.3622","-0.3622","0","0","0","0","0.3622","0","0.13"
"Doneil Henry","TOR","2013","1779","4","0","0","0.3367","-0.3367","-0.3367","1","0","0.0229","-0.0229","0.3597","0","0.2641"
"Darren Mattocks","VAN","2013","1029","2","0","0","0.3573","-0.3573","-0.3573","0","0","0","0","0.3573","0","0.0375"
"José Erick Correa","CHV","2013","1139","1","0","0","0.3168","-0.3168","-0.3168","1","0","0.0368","-0.0368","0.3536","0","0.2253"
"Justin Braun","TOR","2013","880","0","0","0","0","0","0","2","0","0.3524","-0.3524","0.3524","0","0"
"Robbie Rogers","LAG","2013","632","1","0","0","0.0375","-0.0375","-0.0375","2","0","0.31","-0.31","0.3475","0","0.0259"
"Chris Rolfe","CHI","2013","2253","10","1","0","0.2678","-0.2188","-0.2678","2","0","0.0789","-0.0789","0.3467","0","0.1505"
"Ryan Johnson","POR","2013","1880","5","3","2","0.2913","0.7974","1.7087","1","0","0.0489","-0.0489","0.3402","1.2796","0.1312"
"Eric Avila","CHV","2013","2343","3","0","0","0.0689","-0.0689","-0.0689","3","0","0.2705","-0.2705","0.3394","0","0.0431"
"Andrea Pisanu","MTL","2013","676","0","0","0","0","0","0","7","0","0.3287","-0.3287","0.3287","0","0"
"Maicon Santos","CHI","2013","457","2","0","0","0.3269","-0.3269","-0.3269","0","0","0","0","0.3269","0","0.0543"
"Andrew Driver","HOU","2013","1840","2","1","0","0.0531","0.176","-0.0531","5","0","0.2688","-0.2688","0.3218","0","0.074"
"Kofi Opare","LAG","2013","562","2","1","1","0.321","0.4342","0.679","0","0","0","0","0.321","1.0198","0.3261"
"Walter Vílchez","CHV","2013","1042","0","0","0","0","0","0","1","0","0.3168","-0.3168","0.3168","0","0"
"Jerry Bengtson","NER","2013","1128","2","1","0","0.3148","0.0612","-0.3148","0","0","0","0","0.3148","0","0.22"
"Jordan Stewart","SJE","2013","1165","2","1","0","0.3139","0.3407","-0.3139","0","0","0","0","0.3139","0","0.2586"
"Jack Jewsbury","POR","2013","2389","5","0","0","0.2081","-0.2081","-0.2081","2","0","0.1047","-0.1047","0.3127","0","0.0771"
"Matt Besler","SKC","2013","2254","2","0","0","0.078","-0.078","-0.078","1","0","0.2323","-0.2323","0.3103","0","0.0579"
"Frédéric Piquionne","POR","2013","886","2","0","0","0.3057","-0.3057","-0.3057","0","0","0","0","0.3057","0","0.1415"
"Mikaël Silvestre","POR","2013","747","1","0","0","0.1424","-0.1424","-0.1424","1","0","0.1624","-0.1624","0.3048","0","0.0861"
"Juninho Pernambucano","NYRB","2013","1064","0","0","0","0","0","0","8","0","0.3038","-0.3038","0.3038","0","0"
"Hogan Ephraim","TOR","2013","839","1","1","0","0.0392","0.2999","-0.0392","1","0","0.2632","-0.2632","0.3024","0","0.0049"
"Oswaldo Minda","CHV","2013","1299","2","0","0","0.3","-0.3","-0.3","0","0","0","0","0.3","0","0.2311"
"Eric Brunner","HOU","2013","969","1","0","0","0.1132","-0.1132","-0.1132","1","0","0.1841","-0.1841","0.2972","0","0.0926"
"Jhon Kennedy Hurtado","SEA","2013","2434","6","0","0","0.2959","-0.2959","-0.2959","0","0","0","0","0.2959","0","0.2516"
"Marcelo Sarvas","LAG","2013","3083","7","1","0","0.1851","-0.1326","-0.1851","2","0","0.1105","-0.1105","0.2956","0","0.0723"
"Kelyn Rowe","NER","2013","2763","6","0","0","0.1711","-0.1711","-0.1711","4","0","0.1187","-0.1187","0.2898","0","0.0669"
"Luis Gil","RSL","2013","2219","4","2","2","0.1585","0.319","1.8415","2","0","0.1248","-0.1248","0.2833","1.1915","0.0898"
"Oriol Rosell","SKC","2013","2903","8","1","0","0.1622","-0.1161","-0.1622","3","0","0.12","-0.12","0.2822","0","0.1201"
"Karl Ouimette","MTL","2013","592","4","0","0","0.2708","-0.2708","-0.2708","0","0","0","0","0.2708","0","0.1899"
"Dax McCarty","NYRB","2013","2801","3","2","2","0.1559","0.9433","1.8441","2","0","0.1095","-0.1095","0.2654","1.3324","0.0926"
"Kekuta Manneh","VAN","2013","875","3","0","0","0.1246","-0.1246","-0.1246","1","0","0.1405","-0.1405","0.2651","0","0.1147"
"Kenny Miller","VAN","2013","1766","0","0","0","0","0","0","3","0","0.2635","-0.2635","0.2635","0","0"
"Alan Gordon","SJE","2013","1546","5","2","0","0.2634","-0.011","-0.2634","0","0","0","0","0.2634","0","0.1504"
"Danny Califf","TOR","2013","379","1","0","0","0.2632","-0.2632","-0.2632","0","0","0","0","0.2632","0","0.1567"
"Leonardo","LAG","2013","1186","5","2","0","0.263","0.3451","-0.263","0","0","0","0","0.263","0","0.1937"
"Adam Moffat","HOU","2013","2072","5","1","1","0.1529","-0.0749","0.8471","3","0","0.1096","-0.1096","0.2625","0.8748","0.1122"
"Daniele Paponi","MTL","2013","878","2","0","0","0.2623","-0.2623","-0.2623","0","0","0","0","0.2623","0","0.4142"
"Luis Silva","DCU","2013","1091","1","0","0","0.0979","-0.0979","-0.0979","3","0","0.1631","-0.1631","0.261","0","0.0673"
"Andrés Romero","MTL","2013","1807","0","0","0","0","0","0","3","0","0.2602","-0.2602","0.2602","0","0"
"Andrew Wenger","MTL","2013","982","3","1","1","0.2592","0.4871","0.7408","0","0","0","0","0.2592","0.3245","0.1204"
"Jermaine Taylor","HOU","2013","2294","4","0","0","0.2143","-0.2143","-0.2143","1","0","0.0407","-0.0407","0.255","0","0.2248"
"Luis Silva","TOR","2013","1002","0","0","0","0","0","0","6","0","0.2535","-0.2535","0.2535","0","0"
"Fabian Castillo","FCD","2013","2328","4","1","0","0.2488","-0.0586","-0.2488","0","0","0","0","0.2488","0","0.2345"
"Kalif Alhassan","POR","2013","1447","3","0","0","0.0974","-0.0974","-0.0974","2","1","0.148","0.852","0.2453","0","0.1018"
"Chris Schuler","RSL","2013","1563","3","0","0","0.2435","-0.2435","-0.2435","0","0","0","0","0.2435","0","0.0893"
"Davy Arnaud","MTL","2013","1900","1","0","0","0.0333","-0.0333","-0.0333","1","0","0.2095","-0.2095","0.2428","0","0.0177"
"Daniel Paladini","CHI","2013","927","1","1","0","0.0083","0.0652","-0.0083","2","0","0.2336","-0.2336","0.2418","0","0.0048"
"Gale Agbossoumonde","TOR","2013","1175","2","0","0","0.0994","-0.0994","-0.0994","1","0","0.1422","-0.1422","0.2417","0","0.0859"
"Teal Bunbury","SKC","2013","285","1","0","0","0.2323","-0.2323","-0.2323","0","0","0","0","0.2323","0","0.1593"
"Blake Smith","MTL","2013","378","2","0","0","0.0951","-0.0951","-0.0951","2","1","0.134","0.866","0.229","0","0.0465"
"Wandrille Lefevre","MTL","2013","437","2","1","0","0.2266","-0.1388","-0.2266","0","0","0","0","0.2266","0","0.2273"
"Péguy Luyindula","NYRB","2013","980","0","0","0","0","0","0","1","1","0.2262","0.7738","0.2262","0","0"
"Ibrahim Sekagya","NYRB","2013","764","1","1","1","0.2262","0.1689","0.7738","0","0","0","0","0.2262","0.4001","0.0905"
"Rafael Gladiador","DCU","2013","361","3","0","0","0.2231","-0.2231","-0.2231","0","0","0","0","0.2231","0","0.147"
"Danny Cruz","PHI","2013","2246","4","1","0","0.0637","0.0833","-0.0637","1","0","0.1576","-0.1576","0.2212","0","0.0309"
"Gershon Koffie","VAN","2013","2067","4","0","0","0.2192","-0.2192","-0.2192","0","0","0","0","0.2192","0","0.1592"
"Jonathan Osorio","TOR","2013","1881","0","0","0","0","0","0","4","0","0.218","-0.218","0.218","0","0"
"Antoine Hoppenot","PHI","2013","922","0","0","0","0","0","0","1","0","0.2149","-0.2149","0.2149","0","0"
"Lewis Neal","DCU","2013","543","2","0","0","0.1158","-0.1158","-0.1158","1","0","0.0979","-0.0979","0.2137","0","0.0307"
"Atiba Harris","COL","2013","2171","3","0","0","0.2121","-0.2121","-0.2121","0","0","0","0","0.2121","0","0.1622"
"Rodney Wallace","POR","2013","2154","3","0","0","0.2119","-0.2119","-0.2119","0","0","0","0","0.2119","0","0.1738"
"Sebastian Velasquez","RSL","2013","1003","3","0","0","0.0862","-0.0862","-0.0862","2","0","0.125","-0.125","0.2112","0","0.0298"
"Dominic Oduro","CLB","2013","3013","8","1","0","0.1486","-0.1289","-0.1486","2","0","0.0578","-0.0578","0.2064","0","0.1027"
"Darel Russell","TOR","2013","1025","3","1","0","0.1836","0.2757","-0.1836","1","0","0.0215","-0.0215","0.2051","0","0.1132"
