"Player","Team","Season","MinutesIncludes stoppage time.","Passes","Pass %Pass Completion","xPass %Expected pass completion percentage.","ScoreNumber of passes completed over/under expected.","Per100Passes completed over/under expected, measured per 100 passes.","DistanceAverage distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","VerticalAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","Touch %Players' share of their team's number of touches."
"Stefan Marinovic","VAN","2017","493","150","0.6267","0.5933","5.0114","3.341","50.7701","43.1066","0.1916"
"Michael Harrington","COL","2015","1364","165","0.6727","0.6424","5.0019","3.0315","25.2655","17.6591","0.107"
"Sean Johnson","CHI","2015","2032","616","0.5925","0.5844","4.9988","0.8115","47.3121","41.2826","0.2055"
"Josh Williams","TOR","2015","1157","274","0.8504","0.8321","4.9927","1.8222","22.2377","8.1264","0.193"
"Maikel van der Werff","CIN","2020","198","94","0.8617","0.8087","4.9848","5.303","20.4613","9.4116","0.2185"
"Brandon Barklage","SJE","2014","968","206","0.7039","0.6798","4.9686","2.412","26.9631","19.9358","0.1125"
"Jalil Anibaba","SEA","2014","1390","222","0.8243","0.802","4.9668","2.2373","23.4605","12.3962","0.1227"
"Ty Harden","SJE","2014","1333","295","0.8441","0.8273","4.9612","1.6818","24.3828","10.8069","0.1171"
"Gustav Svensson","SEA","2019","1976","300","0.8867","0.8702","4.9496","1.6499","23.1334","7.6793","0.0986"
"Léo Pereira","ORL","2017","872","252","0.7778","0.7582","4.938","1.9595","25.3674","11.3645","0.1963"
"Saad Abdul-Salaam","SKC","2017","998","76","0.8158","0.7508","4.9364","6.4952","20.4902","10.4544","0.0578"
"Brad Knighton","NER","2018","685","195","0.5949","0.5696","4.9351","2.5308","52.2525","44.1742","0.2443"
"Ike Opara","SKC","2013","1529","228","0.8421","0.8205","4.9331","2.1636","24.4763","8.1216","0.1502"
"Andrew Dykstra","DCU","2014","391","124","0.5484","0.5087","4.916","3.9645","55.2661","50.9608","0.1923"
"Brandon Bye","NER","2019","2925","258","0.6318","0.6128","4.909","1.9027","23.0297","17.4305","0.0937"
"Amro Tarek","ORL","2018","1859","451","0.7783","0.7674","4.8836","1.0828","23.5436","12.5179","0.1624"
"Carlos Bocanegra","CHV","2013","1131","230","0.813","0.7922","4.7945","2.0846","26.5943","12.65","0.1792"
"Jordan Harvey","VAN","2017","2695","273","0.6886","0.6711","4.7842","1.7525","22.8964","13.2322","0.088"
"Steven Beitashour","VAN","2015","2624","305","0.7344","0.7188","4.7673","1.5631","22.6129","11.7786","0.1012"
"Jordan Stewart","SJE","2016","1309","161","0.7764","0.7468","4.7657","2.96","22.7014","10.91","0.1054"
"Russell Teibert","VAN","2018","1783","191","0.8953","0.8704","4.7628","2.4936","16.3999","5.293","0.0619"
"Andrea Pirlo","NYC","2017","1133","194","0.9021","0.8776","4.7464","2.4466","23.3621","6.8129","0.0626"
"Benoit Cheyrou","TOR","2017","687","57","0.8772","0.794","4.7444","8.3234","20.8447","10.0817","0.0405"
"Kim Kee-hee","SEA","2018","2652","548","0.812","0.8034","4.7443","0.8657","26.5178","9.1129","0.1387"
"Chris Seitz","FCD","2016","2730","776","0.6598","0.6537","4.7359","0.6103","43.7356","35.9265","0.1799"
"Claude Dielna","NER","2018","1440","238","0.6975","0.6776","4.7216","1.9839","23.7971","14.2571","0.1418"
"Víctor Bernárdez","SJE","2017","2374","448","0.7835","0.773","4.7048","1.0502","26.156","11.0274","0.1468"
"Steven Caldwell","TOR","2013","2230","395","0.7494","0.7375","4.689","1.1871","30.5443","18.4262","0.1587"
"Tony Beltran","RSL","2015","2996","326","0.684","0.6697","4.6876","1.4379","20.7749","14.7535","0.102"
"Perry Kitchen","LAG","2019","625","43","0.907","0.7985","4.6636","10.8455","20.7842","9.9301","0.0574"
"Nana Attakora","SJE","2013","718","107","0.8224","0.779","4.6499","4.3457","25.1453","9.0957","0.147"
"Aubrey David","FCD","2016","395","79","0.7975","0.7388","4.6353","5.8675","23.8906","11.2467","0.1331"
"Je-Vaughn Watson","NER","2017","862","93","0.8495","0.7998","4.6201","4.9679","22.9168","8.4816","0.0495"
"Nick DeLeon","DCU","2018","1164","167","0.7605","0.7329","4.6053","2.7577","18.1862","7.444","0.0983"
"Danilo Silva","LAFC","2018","789","191","0.8639","0.8398","4.6037","2.4103","23.3089","8.6605","0.1241"
"Tyler Miller","MIN","2020","196","66","0.5758","0.5065","4.5735","6.9296","56.0889","51.3789","0.2175"
"Micheal Azira","SEA","2014","680","65","0.8462","0.7761","4.5565","7.01","22.2384","10.7375","0.0371"
"Chris Seitz","FCD","2017","486","142","0.7254","0.6933","4.546","3.2014","42.1821","32.9216","0.198"
"Jonathan Bornstein","CHI","2019","990","91","0.7802","0.7304","4.5292","4.9771","19.9737","8.6465","0.082"
"Russell Teibert","VAN","2015","1469","127","0.874","0.8386","4.5036","3.5462","21.0786","7.5302","0.049"
"Jukka Raitala","MTL","2018","2485","473","0.7949","0.7855","4.4779","0.9467","23.5543","10.2418","0.1164"
"Héctor Jiménez","CLB","2016","1355","160","0.7562","0.7283","4.4771","2.7982","18.7632","9.6435","0.0459"
"Darrius Barnes","NER","2015","430","44","0.7727","0.6712","4.4689","10.1565","29.3807","15.5642","0.0965"
"Corey Ashe","ORL","2015","708","93","0.7634","0.7155","4.4591","4.7947","18.7401","10.3982","0.083"
"Nigel de Jong","LAG","2016","1673","227","0.8943","0.8747","4.4514","1.961","22.3094","6.8524","0.0952"
"Jermaine Taylor","MIN","2017","763","155","0.7871","0.7584","4.4487","2.8701","21.0751","9.292","0.0849"
"Darlington Nagbe","ATL","2019","3071","239","0.9038","0.8852","4.447","1.8607","19.1328","4.5269","0.0548"
"Jukka Raitala","CLB","2017","2106","241","0.7386","0.7202","4.4328","1.8393","19.4412","9.9124","0.0574"
"Shane O'Neill","ORL","2018","1217","308","0.8474","0.8331","4.419","1.4347","23.8704","7.9324","0.1328"
"Harrison Afful","CLB","2016","2736","451","0.7894","0.7798","4.3318","0.9605","20.6989","7.2419","0.1009"
"Kofi Sarkodie","HOU","2014","3107","354","0.7684","0.7562","4.3222","1.221","23.2549","11.1124","0.0894"
"Nick Hagglund","CIN","2019","1985","529","0.794","0.7858","4.314","0.8155","25.0019","10.1635","0.167"
"Nathan Smith","LAG","2017","984","102","0.7843","0.7421","4.3021","4.2177","20.8891","10.6454","0.0792"
"Nick Hagglund","TOR","2015","864","180","0.7722","0.7485","4.2776","2.3765","25.9051","13.524","0.1353"
"Nicolas Hasler","SKC","2019","716","99","0.8182","0.775","4.2772","4.3204","20.988","7.4483","0.0762"
"A.J. DeLaGarza","HOU","2017","2851","267","0.6966","0.6806","4.2667","1.598","23.6247","14.1256","0.0868"
"Ike Opara","SKC","2015","572","113","0.7699","0.7322","4.2574","3.7676","25.4667","12.2032","0.1695"
"Jimmy Medranda","SKC","2018","798","102","0.8824","0.8407","4.2478","4.1645","19.7793","3.91","0.065"
"Djimi Traore","SEA","2013","2418","518","0.8417","0.8335","4.2334","0.8173","24.6969","10.8617","0.1618"
"Sheanon Williams","VAN","2017","1445","148","0.7162","0.6877","4.2234","2.8537","25.7697","16.8351","0.0992"
"Thomas Piermayr","COL","2014","1215","191","0.6859","0.6638","4.2158","2.2072","30.8013","18.444","0.1059"
"Zach Scott","SEA","2015","1613","408","0.8186","0.8084","4.1819","1.025","24.3363","11.1513","0.1427"
"Bressan","FCD","2019","1261","285","0.8175","0.8029","4.1771","1.4657","23.341","10.2007","0.0948"
"Sean Johnson","CHI","2014","3211","1038","0.5385","0.5345","4.1632","0.4011","50.2316","45.4033","0.2219"
"Ibrahim Sekagya","NYRB","2013","764","153","0.8824","0.8552","4.1506","2.7128","24.0993","9.7261","0.1589"
"Carlos Valdés","PHI","2014","749","128","0.8281","0.7958","4.1432","3.2368","23.1042","10.7929","0.1604"
"Hassoun Camara","MTL","2013","3115","508","0.8209","0.8127","4.1277","0.8125","22.1486","9.9504","0.1242"
"Jalen Robinson","DCU","2017","591","116","0.819","0.7834","4.1259","3.5568","24.44","11.8232","0.119"
"Marcel de Jong","VAN","2016","510","48","0.7083","0.6226","4.1166","8.5762","28.6678","15.5969","0.0723"
"Marcus Hahnemann","SEA","2013","391","108","0.5926","0.5546","4.103","3.799","52.5697","47.0797","0.1459"
"Liam Ridgewell","POR","2014","1467","303","0.7624","0.7489","4.0737","1.3445","27.1329","15.6036","0.1779"
"Cristian Roldan","SEA","2017","3171","328","0.8018","0.7895","4.0511","1.2351","20.1883","9.2919","0.0795"
"Román Torres","SEA","2015","335","73","0.8904","0.8349","4.0493","5.547","27.0668","11.5032","0.1364"
"Carlos Salcedo","RSL","2014","878","188","0.8564","0.8349","4.0317","2.1445","27.4125","11.2908","0.1232"
"Román Torres","SEA","2019","1276","273","0.7766","0.7619","3.9919","1.4622","26.6395","11.2919","0.1143"
"James Sands","NYC","2019","1634","423","0.8747","0.8653","3.9766","0.9401","21.8542","7.2224","0.1239"
"Atiba Harris","FCD","2016","2149","291","0.6907","0.6771","3.9761","1.3663","25.1275","13.8703","0.0898"
"Jack Jewsbury","POR","2015","1871","136","0.9118","0.8826","3.9642","2.9148","21.4538","5.0701","0.0462"
"Warren Creavalle","PHI","2016","1959","139","0.8058","0.7775","3.9271","2.8252","19.1217","9.0883","0.0573"
"Deklan Wynne","COL","2019","1010","202","0.8069","0.7878","3.8669","1.9143","24.6306","10.5726","0.1441"
"Brad Smith","SEA","2018","482","71","0.7324","0.678","3.8591","5.4353","17.9399","9.762","0.0892"
"Darlington Nagbe","POR","2016","2617","114","0.8684","0.8346","3.8552","3.3818","17.3185","3.4994","0.0395"
"Marvell Wynne","COL","2014","2585","449","0.7661","0.7576","3.8186","0.8505","24.4384","14.3686","0.1304"
"Nicolas Hasler","CHI","2018","842","78","0.7051","0.6562","3.8168","4.8933","23.4","15.0385","0.0609"
"Connor Maloney","CLB","2019","871","117","0.6838","0.6513","3.7977","3.2459","21.7017","13.0196","0.0965"
"RJ Allen","ORL","2018","1082","162","0.8086","0.7852","3.79","2.3395","19.1111","8.1082","0.0641"
"Heath Pearce","MTL","2014","1968","391","0.8235","0.8139","3.7611","0.9619","22.7316","9.1629","0.1251"
"Spencer Richey","CIN","2020","198","60","0.6667","0.604","3.7592","6.2653","39.9679","34.3007","0.1319"
"Brad Smith","SEA","2019","2146","285","0.7263","0.7131","3.7553","1.3177","19.2298","9.8384","0.0842"
"Tyler Adams","NYRB","2017","2172","185","0.8","0.7797","3.7544","2.0294","17.1861","7.3159","0.0742"
"Maikel van der Werff","CIN","2019","1097","222","0.8198","0.803","3.7254","1.6781","26.088","9.9325","0.1553"
"Bastian Schweinsteiger","CHI","2017","2131","379","0.8865","0.8768","3.7116","0.9793","23.5065","7.5336","0.0957"
"Chris McCann","ATL","2018","1986","264","0.7462","0.7322","3.7097","1.4052","22.165","9.7005","0.0982"
"Jhon Kennedy Hurtado","SEA","2013","2434","433","0.8499","0.8414","3.6705","0.8477","22.5379","8.0075","0.1443"
"Aníbal Godoy","SJE","2016","2084","184","0.8913","0.8715","3.6422","1.9794","20.0064","6.3662","0.0766"
"Kortne Ford","COL","2018","1234","259","0.7799","0.7659","3.6355","1.4037","23.5542","10.5693","0.1116"
"David Ousted","CHI","2019","1374","389","0.6555","0.6462","3.6225","0.9312","42.7533","34.5225","0.1644"
"Kofi Opare","LAG","2014","530","85","0.9294","0.8869","3.6164","4.2545","23.732","7.1056","0.1347"
"Francisco Calvo","CHI","2020","198","46","0.8043","0.7258","3.6155","7.8597","24.3978","14.1075","0.1671"
"Hendry Thomas","COL","2013","2481","267","0.8539","0.8405","3.5827","1.3418","20.168","7.7696","0.0813"
"Bobby Burling","COL","2017","838","153","0.7908","0.7675","3.5753","2.3368","29.0077","13.7466","0.0947"
"Steven Taylor","POR","2016","881","161","0.8447","0.8226","3.5693","2.2169","27.3011","8.0607","0.1401"
"Demar Phillips","RSL","2017","1043","138","0.6304","0.6047","3.5572","2.5777","24.6596","17.47","0.0877"
"Jalil Anibaba","SKC","2015","1374","131","0.626","0.5988","3.5509","2.7106","25.5866","19.3534","0.0805"
"Clarence Goodson","SJE","2014","979","217","0.8571","0.8408","3.5452","1.6337","25.6709","8.0834","0.1712"
"Steven Birnbaum","DCU","2015","1961","343","0.7726","0.7623","3.5424","1.0328","24.8232","13.0989","0.1263"
"Cristian Roldan","SEA","2015","1212","61","0.9016","0.8438","3.5274","5.7826","17.9499","6.0384","0.0227"
"Gustav Svensson","SEA","2018","2262","333","0.8589","0.8483","3.5178","1.0564","20.7879","7.3562","0.1003"
"Sebastian Lletget","LAG","2015","1519","62","0.9032","0.8466","3.5077","5.6576","17.6227","3.8766","0.0296"
"Bryan Meredith","SEA","2018","97","28","0.9286","0.8037","3.497","12.4891","36.9599","27.8464","0.2035"
"Michael Ciani","LAG","2017","588","141","0.8723","0.8476","3.4896","2.4749","26.0648","7.2417","0.17"
"Osvaldo Alonso","MIN","2019","2585","334","0.9042","0.8937","3.4879","1.0443","18.7301","6.2592","0.0961"
"John McCarthy","PHI","2018","97","39","0.6154","0.5261","3.4822","8.9286","47.5075","42.3259","0.2359"
"Yeimar Gómez Andrade","SEA","2020","101","49","0.8571","0.7861","3.4807","7.1035","19.6629","9.653","0.2231"
"Josh Williams","NYC","2015","453","60","0.8167","0.7587","3.4798","5.7996","21.8603","9.9878","0.0912"
"Jonathan Bornstein","CHI","2020","183","27","0.7407","0.6121","3.4726","12.8615","17.8403","12.8076","0.0958"
"Oniel Fisher","SEA","2015","941","153","0.7386","0.7159","3.4639","2.264","22.7033","11.3106","0.0955"
"Scott Sutter","ORL","2017","2948","316","0.7342","0.7233","3.4411","1.089","20.2833","11.8326","0.0854"
"Axel Sjöberg","COL","2019","485","133","0.8722","0.8463","3.4371","2.5843","20.4383","7.1533","0.1299"
"Deian Boldor","MTL","2017","447","103","0.8058","0.7725","3.4347","3.3347","24.2641","11.2756","0.1611"
"Brian Carroll","PHI","2015","1943","118","0.8644","0.8353","3.4294","2.9063","19.6172","8.0695","0.0593"
"Jakob Glesnes","PHI","2020","207","25","0.8","0.6632","3.4197","13.6788","30.9916","17.4018","0.1225"
"Justin Hoyte","CIN","2019","1617","320","0.8375","0.8268","3.4128","1.0665","21.9964","7.8983","0.1214"
"DaMarcus Beasley","HOU","2016","2110","284","0.6866","0.6746","3.4006","1.1974","20.9193","12.6609","0.1217"
"Matt Miazga","NYRB","2015","2289","382","0.7304","0.7215","3.3958","0.889","23.7347","14.2302","0.1514"
"Eriq Zavaleta","TOR","2015","1257","212","0.7925","0.7764","3.3957","1.6017","23.8532","12.8057","0.1066"
"Chris Schuler","ORL","2018","860","207","0.8792","0.8628","3.395","1.6401","23.4309","7.0922","0.1484"
"Ben Sweat","MIA","2020","206","22","0.8636","0.7096","3.3894","15.4065","19.7098","8.6198","0.1289"
"Bill Hamid","DCU","2020","205","69","0.8116","0.7625","3.3843","4.9048","33.2914","25.8633","0.1912"
"Kemar Lawrence","NYRB","2019","1913","189","0.6296","0.6118","3.3617","1.7787","23.6866","15.6887","0.0953"
"Amobi Okugo","POR","2017","451","51","0.8431","0.7779","3.325","6.5196","26.7457","12.9634","0.0665"
"Kip Colvey","SJE","2016","349","48","0.7083","0.6391","3.3213","6.9193","20.2376","16.4881","0.1042"
"Raymon Gaddis","PHI","2014","3287","341","0.7243","0.7146","3.3108","0.9709","20.5659","12.8682","0.1089"
"Matt Besler","SKC","2013","2254","534","0.8221","0.8159","3.3074","0.6194","26.9334","12.5384","0.2005"
"Zarek Valentin","POR","2017","1671","229","0.7031","0.6886","3.3007","1.4414","23.9683","14.5","0.1004"
"Wil Trapp","CLB","2016","2736","572","0.8881","0.8823","3.2999","0.5769","22.5013","7.2366","0.1158"
"Sam Adekugbe","VAN","2014","222","24","0.875","0.739","3.2649","13.6039","30.5804","16.4737","0.0528"
"Wandrille Lefevre","MTL","2014","1321","377","0.8249","0.8163","3.255","0.8634","26.5133","11.9536","0.1712"
"Walker Hume","FCD","2017","194","53","0.8491","0.7877","3.2539","6.1394","24.7365","12.5654","0.1731"
"Jorge Villafaña","POR","2018","714","70","0.7571","0.7107","3.2504","4.6435","20.4816","10.7509","0.0848"
"Boniek García","HOU","2013","2056","70","0.9286","0.8824","3.2352","4.6217","16.7277","4.1121","0.0352"
"Anthony Wallace","NYRB","2015","580","72","0.7083","0.6635","3.2313","4.488","21.735","14.3271","0.1193"
"Stefan Frei","SEA","2020","202","75","0.9067","0.8637","3.225","4.2999","28.1187","20.0131","0.1705"
"A.J. DeLaGarza","HOU","2019","2188","266","0.7256","0.7134","3.2241","1.2121","20.6558","11.027","0.0956"
"Luis Martins","SKC","2020","196","21","0.9048","0.7514","3.221","15.338","21.8498","5.6569","0.0822"
"A.J. Cochran","HOU","2015","547","80","0.775","0.7348","3.2178","4.0222","26.3167","12.9303","0.1175"
"Chris Tierney","NER","2014","2081","203","0.6847","0.6689","3.2177","1.5851","27.5252","18.6022","0.0863"
"Erik Palmer-Brown","SKC","2017","723","164","0.8476","0.828","3.2108","1.9578","24.0174","6.1364","0.1325"
"Adam Grinwis","ORL","2018","487","143","0.6434","0.621","3.1998","2.2376","43.6454","36.5226","0.1544"
"Danny Wilson","COL","2018","2122","461","0.833","0.826","3.1995","0.694","25.8461","10.254","0.1331"
"Steven Kinney","CHI","2014","143","18","0.8889","0.7113","3.1958","17.7543","24.3479","14.3111","0.0912"
"Diego Chara","POR","2013","2963","238","0.8487","0.8354","3.1848","1.3382","19.1692","7.8582","0.072"
"Jack Elliott","PHI","2018","1543","426","0.8216","0.8141","3.1808","0.7467","26.0695","11.7316","0.1886"
"Andoni Iraola","NYC","2016","2359","404","0.8936","0.8857","3.1754","0.786","18.6507","3.7651","0.078"
"Hugo Arellano","LAG","2017","361","107","0.8785","0.8489","3.1717","2.9642","25.2388","7.3213","0.1688"
"Ike Opara","MIN","2020","196","33","0.8788","0.7827","3.1693","9.604","24.8859","7.2624","0.1469"
"Carlos Gruezo","FCD","2017","2815","297","0.8283","0.8176","3.168","1.0667","24.9884","10.3779","0.0697"
"Shalrie Joseph","SEA","2013","642","54","0.9074","0.8488","3.1627","5.8568","19.527","6.1994","0.041"
"Jimmy Ockford","SJE","2018","1192","271","0.797","0.7854","3.1601","1.1661","23.9364","11.102","0.1402"
"Cody Cropper","NER","2017","2719","723","0.6058","0.6015","3.1483","0.4355","48.6749","42.2128","0.1774"
"Sam Vines","COL","2019","2381","266","0.7105","0.6987","3.1438","1.1819","21.7017","12.129","0.0943"
"Carlos Miguel Coronel","PHI","2019","353","100","0.61","0.5786","3.1407","3.1407","46.0038","39.8061","0.1576"
"Tyrone Mears","SEA","2015","3179","575","0.7252","0.7198","3.1356","0.5453","24.3639","11.1852","0.108"
"Aníbal Godoy","SJE","2019","1479","166","0.9036","0.8848","3.116","1.8771","21.7799","4.0957","0.0796"
"Joe Bendik","ORL","2016","3332","948","0.6424","0.6391","3.1074","0.3278","46.4517","38.3849","0.1784"
"Chris Duvall","MTL","2018","1285","174","0.7356","0.718","3.0697","1.7642","19.366","12.4114","0.0868"
"Andre Blake","PHI","2015","572","151","0.4967","0.4764","3.0561","2.0239","54.8121","50.8475","0.1884"
"Marcelo Silva","RSL","2017","704","156","0.8526","0.8332","3.0167","1.9338","24.5822","9.2346","0.1405"
"Alex","CHI","2014","2112","138","0.7681","0.7463","3.009","2.1804","21.878","10.16","0.0513"
"José Andrés Martínez","PHI","2020","102","11","1","0.7267","3.0068","27.3345","17.4838","12.42","0.1031"
"Miles Robinson","ATL","2018","333","51","0.8824","0.8237","2.9932","5.8691","23.4441","4.5188","0.0372"
"Amadou Dia","SKC","2016","880","88","0.6818","0.6478","2.992","3.4001","19.2444","11.7444","0.0846"
"Chris Schuler","RSL","2016","294","63","0.8254","0.778","2.9835","4.7357","24.6975","9.8243","0.1291"
"Lovel Palmer","CHI","2015","1952","237","0.6709","0.6583","2.9814","1.258","26.0113","15.1523","0.0994"
"Victor Giro","ORL","2018","469","80","0.85","0.8128","2.9791","3.7239","20.5395","6.0993","0.0713"
"Joevin Jones","SEA","2019","1022","107","0.785","0.7573","2.9666","2.7725","20.2382","9.7632","0.0428"
"Lee Nguyen","NER","2015","2892","51","0.7647","0.7066","2.9649","5.8136","30.5436","18.1475","0.0189"
"Servando Carrasco","SEA","2013","1351","114","0.8509","0.8249","2.9648","2.6007","23.3249","9.4562","0.0543"
"Darwin Cerén","HOU","2019","612","65","0.8615","0.8161","2.9508","4.5397","22.1538","8.4021","0.0479"
"Lewis Neal","DCU","2013","543","62","0.8871","0.8397","2.9378","4.7384","22.1337","10.9547","0.0448"
"Richard Balchan","RSL","2014","249","30","0.8333","0.7355","2.9364","9.7881","16.2247","9.3993","0.0638"
"Chris Duvall","MTL","2017","2368","235","0.7319","0.7195","2.923","1.2438","19.8498","10.8286","0.0771"
"David Bingham","SJE","2013","96","34","0.6176","0.5323","2.9012","8.5329","54.3965","48.4421","0.2706"
"Jason Hernandez","TOR","2018","578","90","0.8222","0.79","2.8994","3.2216","23.5525","10.6976","0.0752"
"Jeremiah Gutjahr","CHI","2019","555","62","0.6452","0.5985","2.8946","4.6687","23.5492","14.8795","0.0626"
"Mikey Lopez","NYC","2017","737","84","0.9048","0.8706","2.8678","3.414","17.9412","6.1511","0.0397"
"Bill Tuiloma","POR","2018","802","115","0.7913","0.7664","2.8608","2.4876","24.2776","9.396","0.0809"
"Dilly Duka","MTL","2014","1088","33","0.8485","0.762","2.8544","8.6497","19.0587","6.2414","0.0215"
"Collen Warner","TOR","2015","1899","143","0.8252","0.8052","2.8533","1.9953","20.7639","9.3238","0.0503"
"Omar González","TOR","2019","1379","355","0.7944","0.7863","2.8473","0.8021","25.5875","10.9017","0.1611"
"Vincent Nogueira","PHI","2014","2666","128","0.8438","0.8215","2.842","2.2204","20.4972","7.6152","0.0351"
"Hendry Thomas","FCD","2014","831","100","0.9","0.8716","2.8381","2.8381","19.4762","6.9023","0.083"
"Kevin Ellis","SKC","2017","496","130","0.8846","0.863","2.8134","2.1642","23.0184","6.1348","0.1766"
"Greg Cochrane","CHI","2015","356","32","0.75","0.6625","2.8015","8.7546","25.5885","14.4541","0.0796"
"Kristoffer Reaves","FCD","2018","180","33","0.8182","0.7334","2.7968","8.4751","22.8225","7.7468","0.123"
"Jonathan Campbell","SEA","2019","388","115","0.8174","0.7931","2.7954","2.4308","25.2451","10.108","0.1865"
"Miguel Ibarra","MIN","2019","1655","86","0.7442","0.7117","2.7936","3.2484","20.8182","10.4008","0.0342"
"Ethan Finlay","CLB","2014","2064","49","0.7959","0.7391","2.7856","5.6849","17.2218","9.5661","0.0167"
"Alec Kann","ATL","2018","98","30","0.8","0.7073","2.7811","9.2705","41.6489","32.1732","0.1814"
"Samuel Piette","MTL","2017","1034","120","0.875","0.8518","2.7791","2.3159","18.947","6.8415","0.0872"
"Mix Diskerud","NYC","2015","2214","173","0.8382","0.8221","2.7748","1.6039","18.9036","7.5282","0.0458"
"Rod Fanni","MTL","2019","295","58","0.8793","0.8316","2.7665","4.7699","20.3664","8.2027","0.148"
"Steven Caldwell","TOR","2014","1917","445","0.8225","0.8163","2.7604","0.6203","25.4598","11.2845","0.153"
"Connor Lade","NYRB","2016","1511","144","0.7361","0.717","2.755","1.9132","18.2217","9.9707","0.0734"
"Kevin Kratz","ATL","2018","663","45","0.9333","0.8723","2.7475","6.1055","14.7927","3.4704","0.0149"
"Norberto Paparatto","POR","2014","1133","201","0.806","0.7924","2.731","1.3587","23.898","11.2551","0.1657"
"Javier Morales","RSL","2016","2366","109","0.8349","0.8099","2.7255","2.5005","17.7789","5.3069","0.0275"
"Kellyn Acosta","COL","2019","2865","132","0.8333","0.8127","2.7198","2.0604","19.7783","7.9367","0.0434"
"Gershon Koffie","NER","2016","1656","88","0.7841","0.7532","2.7177","3.0883","21.8714","11.4699","0.0507"
"DaMarcus Beasley","HOU","2019","1126","162","0.7716","0.7549","2.7098","1.6727","17.7172","8.6243","0.1051"
"Rod Fanni","MTL","2018","2491","587","0.8586","0.854","2.7079","0.4613","23.4115","8.6712","0.16"
"Calum Mallace","MTL","2016","952","72","0.8333","0.7958","2.6998","3.7497","23.7358","9.89","0.0341"
"Diego Calderón","COL","2013","330","67","0.791","0.7509","2.6902","4.0152","26.6387","18.0962","0.133"
"Marcelo Silva","RSL","2018","1704","499","0.8577","0.8523","2.6874","0.5386","23.3805","6.2672","0.1743"
"Richie Marquez","PHI","2015","1984","257","0.786","0.7756","2.6822","1.0437","24.0714","13.1337","0.1317"
"Matthew Jones","PHI","2016","97","22","0.8182","0.6966","2.6738","12.1535","38.6444","30.9141","0.1517"
"Warren Creavalle","TOR","2014","658","78","0.8077","0.7736","2.6569","3.4063","22.0531","10.0065","0.0661"
"Eirik Holmen Johansen","NYC","2016","97","31","0.871","0.7853","2.6557","8.5667","38.8763","28.1119","0.1822"
"Ty Harden","CHI","2015","289","64","0.9219","0.8804","2.6539","4.1467","23.8197","5.087","0.1577"
"Mathieu Deplagne","CIN","2019","3155","394","0.7766","0.7699","2.6529","0.6733","18.3549","7.4114","0.096"
"Jackson Yueill","SJE","2019","2953","302","0.8907","0.882","2.6431","0.8752","21.1273","5.6407","0.0584"
"Ben Zemanski","POR","2014","821","40","0.85","0.7843","2.6292","6.5729","20.1456","12.7679","0.0411"
"Sacha Kljestan","NYRB","2017","2797","152","0.8553","0.8381","2.6129","1.719","16.1271","7.1232","0.0387"
"Fernando Meza","ATL","2020","199","54","0.9444","0.8961","2.6079","4.8295","20.0993","7.1769","0.1816"
"Brad Ring","SJE","2013","292","51","0.9216","0.8705","2.6039","5.1057","26.0912","7.8831","0.1635"
"Zarek Valentin","POR","2016","1736","183","0.6339","0.6197","2.6019","1.4218","25.7663","16.7517","0.0875"
"Daigo Kobayashi","NER","2015","1218","68","0.8529","0.8147","2.5992","3.8224","20.6593","10.7288","0.0291"
"Shaun Maloney","CHI","2015","1317","45","0.8667","0.8089","2.5974","5.772","20.558","8.8243","0.0304"
"Aaron Maund","RSL","2016","1899","310","0.7742","0.7658","2.5883","0.8349","26.0132","12.7361","0.1457"
"Stefan Frei","SEA","2014","3309","885","0.6181","0.6152","2.588","0.2924","47.0344","40.6643","0.1732"
"Brandt Bronico","CHI","2020","165","18","0.7222","0.5785","2.5863","14.3683","23.44","17.4225","0.0688"
"Auro","TOR","2018","1545","257","0.7743","0.7643","2.5797","1.0038","19.4796","9.754","0.0991"
"Darel Russell","TOR","2013","1025","79","0.7468","0.7144","2.5659","3.248","25.0125","17.4829","0.0446"
"Alex De John","ORL","2019","435","61","0.8525","0.8104","2.5658","4.2062","22.05","8.8965","0.0971"
"Zac MacMath","PHI","2013","3324","1094","0.542","0.5397","2.5509","0.2332","51.2956","46.7036","0.2244"
"Ethan White","PHI","2015","1308","191","0.733","0.7196","2.5472","1.3336","22.6682","12.2334","0.1339"
"Marc Burch","COL","2017","291","28","0.8214","0.7305","2.5464","9.0943","20.399","11.8614","0.0627"
"Greg Garza","ATL","2018","1013","86","0.8023","0.7728","2.5429","2.9569","18.0366","4.8447","0.0694"
"Servando Carrasco","ORL","2016","2207","212","0.8443","0.8324","2.5363","1.1964","21.2896","9.6193","0.0597"
"Erik Friberg","SEA","2015","1012","107","0.8411","0.8176","2.5207","2.3558","22.1922","8.151","0.0566"
"Juan David Cabezas","HOU","2017","2415","253","0.8024","0.7924","2.5186","0.9955","21.6191","10.8659","0.0986"
"Justin Morrow","TOR","2018","1932","199","0.7789","0.7663","2.5134","1.263","17.3851","9.3531","0.082"
"Aarón Guillén","FCD","2017","404","73","0.7671","0.7327","2.5101","3.4385","19.3775","11.0526","0.0851"
"Matt Turner","NER","2020","100","27","0.7407","0.6478","2.5096","9.2948","40.4767","34.4744","0.2101"
