"Team","Season","Games","PassF","PctFPass Completion","xPctFExpected pass completion percentage.","ScoreFNumber of passes completed over/under expected.","Per100FPasses completed over/under expected, measured per 100 passes.","VertFAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","PassA","PctAPass Completion","xPctAExpected pass completion percentage.","ScoreANumber of passes completed over/under expected.","Per100APasses completed over/under expected, measured per 100 passes.","VertAAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","ScoreDiffNumber of passes completed over/under expected.","VertDiffAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions."
"PHI","2019","34","4772","0.7519","0.7313","98.0933","2.0556","0.5234","3328","0.7058","0.6999","19.6802","0.5914","1.7336","78.4131","-1.2102"
"RSL","2013","34","3825","0.72","0.7137","24.2183","0.6332","1.4795","3105","0.6319","0.649","-53.089","-1.7098","2.6363","77.3073","-1.1569"
"NYC","2019","34","3458","0.6929","0.6906","8.0286","0.2322","1.6519","3131","0.6583","0.6798","-67.4331","-2.1537","2.0409","75.4616","-0.3889"
"SKC","2014","34","3600","0.68","0.676","14.254","0.3959","1.6384","2388","0.6336","0.6589","-60.4012","-2.5294","1.9426","74.6552","-0.3042"
"LAG","2013","34","4393","0.6938","0.6891","20.9547","0.477","1.7736","2825","0.6581","0.676","-50.6273","-1.7921","1.2171","71.582","0.5565"
"FCD","2016","34","3076","0.6928","0.6907","6.2915","0.2045","1.1516","3168","0.6695","0.6884","-59.8025","-1.8877","1.988","66.094","-0.8364"
"HOU","2015","34","3300","0.6803","0.6718","28.125","0.8523","1.7128","3234","0.6642","0.6755","-36.6441","-1.1331","1.321","64.7691","0.3917"
"RSL","2019","34","3306","0.7359","0.7326","10.8778","0.329","0.8698","3625","0.6756","0.6904","-53.8456","-1.4854","1.4454","64.7234","-0.5757"
"SEA","2016","34","3868","0.6998","0.6853","56.3404","1.4566","1.5048","3443","0.6982","0.7","-6.05","-0.1757","1.58","62.3904","-0.0752"
"RSL","2014","34","3980","0.7236","0.7126","43.7027","1.0981","1.8816","3340","0.6581","0.6633","-17.2767","-0.5173","1.881","60.9793","0.0007"
"SJE","2019","34","4355","0.7316","0.7175","61.3113","1.4078","0.5966","3178","0.6834","0.6832","0.8255","0.026","2.2073","60.4858","-1.6108"
"SKC","2018","34","5119","0.7517","0.7385","67.3718","1.3161","0.4715","2872","0.7082","0.7055","7.8668","0.2739","0.8993","59.505","-0.4278"
"SKC","2017","34","4169","0.7551","0.7431","49.9046","1.197","-0.1824","2532","0.6817","0.6849","-8.2503","-0.3258","1.281","58.155","-1.4634"
"FCD","2017","34","3415","0.6908","0.68","36.698","1.0746","1.277","3433","0.7073","0.7134","-21.2403","-0.6187","0.8723","57.9383","0.4048"
"NYRB","2013","34","3484","0.6757","0.6701","19.2386","0.5522","2.1791","3285","0.6685","0.6801","-38.0343","-1.1578","1.7352","57.2729","0.4438"
"HOU","2013","34","3294","0.6791","0.6678","37.1281","1.1271","1.1592","3142","0.6547","0.6607","-19.0346","-0.6058","1.8561","56.1627","-0.6969"
"CLB","2013","34","2939","0.6859","0.6851","2.5442","0.0866","1.9325","3139","0.6387","0.6552","-51.7036","-1.6471","2.3015","54.2478","-0.369"
"NYC","2018","34","4031","0.7021","0.6945","30.5127","0.757","1.428","3195","0.6723","0.6794","-22.8027","-0.7137","1.5685","53.3154","-0.1405"
"COL","2013","34","3223","0.6562","0.6642","-25.7007","-0.7974","2.2136","3061","0.6514","0.6763","-76.3069","-2.4929","2.2264","50.6063","-0.0128"
"TOR","2014","34","3133","0.6674","0.6617","17.9152","0.5718","1.9515","3734","0.6676","0.6763","-32.1939","-0.8622","1.6999","50.1092","0.2515"
"POR","2019","34","4464","0.713","0.6923","92.583","2.074","1.5782","3998","0.7024","0.6916","42.8318","1.0713","1.6288","49.7512","-0.0506"
"LAFC","2018","34","4188","0.7541","0.7363","74.4317","1.7773","0.7233","3375","0.7052","0.697","27.5896","0.8175","1.1814","46.8421","-0.458"
"NYRB","2017","34","4544","0.6983","0.707","-39.6635","-0.8729","1.8487","2761","0.6393","0.6705","-86.3462","-3.1274","2.2865","46.6827","-0.4378"
"SEA","2017","34","4327","0.7217","0.709","55.321","1.2785","1.2345","3335","0.6993","0.6964","9.4761","0.2841","1.3961","45.8448","-0.1615"
"NYRB","2016","34","4474","0.694","0.6933","3.1566","0.0706","2.2177","3005","0.6423","0.6562","-41.8742","-1.3935","2.4689","45.0308","-0.2511"
"CHI","2017","34","3316","0.7144","0.7179","-11.4756","-0.3461","0.7692","3527","0.6884","0.7023","-49.1024","-1.3922","1.1284","37.6268","-0.3592"
"SEA","2013","34","3416","0.6666","0.6615","17.3964","0.5093","2.2368","3098","0.6646","0.6711","-19.9333","-0.6434","2.0364","37.3297","0.2004"
"PHI","2018","34","4015","0.7305","0.7189","46.4799","1.1577","0.3632","3361","0.7093","0.7059","11.5457","0.3435","1.1159","34.9342","-0.7527"
"SKC","2015","34","3100","0.6516","0.6586","-21.5098","-0.6939","2.0312","2670","0.6146","0.6356","-55.9273","-2.0947","2.2457","34.4175","-0.2145"
"MTL","2019","34","3701","0.7309","0.729","6.8391","0.1848","0.477","3365","0.7007","0.7089","-27.3058","-0.8115","1.1581","34.1449","-0.6811"
"POR","2017","34","3833","0.7057","0.6944","43.3412","1.1307","1.2991","3599","0.7027","0.7001","9.2942","0.2582","1.5358","34.0471","-0.2368"
"TOR","2018","34","4548","0.7496","0.738","52.638","1.1574","0.5643","3666","0.7199","0.7144","19.977","0.5449","0.9213","32.6611","-0.3571"
"SJE","2018","34","3459","0.7037","0.6841","67.8625","1.9619","1.2262","4307","0.7123","0.704","35.7777","0.8307","1.0358","32.0848","0.1904"
"NYRB","2015","34","4605","0.6923","0.6964","-18.9123","-0.4107","1.7201","3175","0.6337","0.6494","-49.9332","-1.5727","2.2923","31.021","-0.5722"
"ORL","2017","34","3221","0.6777","0.6862","-27.2825","-0.847","1.3436","3726","0.6946","0.7098","-56.7635","-1.5234","1.3967","29.481","-0.053"
"CHI","2019","34","3960","0.7101","0.701","35.9184","0.907","1.5256","3857","0.7278","0.726","6.978","0.1809","1.0026","28.9403","0.523"
"TOR","2016","34","3563","0.6831","0.688","-17.4181","-0.4889","1.597","3591","0.6781","0.6909","-46.1589","-1.2854","1.4426","28.7408","0.1544"
"SEA","2014","34","3754","0.6726","0.6705","8.0736","0.2151","2.3862","3406","0.69","0.696","-20.5227","-0.6025","1.4245","28.5963","0.9617"
"DCU","2016","34","3235","0.6541","0.6626","-27.5906","-0.8529","2.1824","3403","0.6535","0.67","-56.0392","-1.6468","2.0189","28.4486","0.1635"
"POR","2013","34","3835","0.7025","0.7016","3.3407","0.0871","1.1313","3254","0.6364","0.6441","-25.0157","-0.7688","2.5408","28.3564","-1.4095"
"NER","2014","34","3986","0.713","0.7092","15.2979","0.3838","0.8333","2934","0.6663","0.6705","-12.181","-0.4152","1.3772","27.4788","-0.5439"
"CLB","2016","34","4039","0.6885","0.684","18.1322","0.4489","1.8049","3085","0.6635","0.6662","-8.3776","-0.2716","1.7232","26.5098","0.0817"
"FCD","2018","34","3844","0.7151","0.7085","25.7102","0.6688","0.5093","3842","0.7069","0.7069","-0.0118","-0.0003","1.2113","25.722","-0.7021"
"COL","2014","34","3204","0.691","0.6963","-17.047","-0.5321","0.3658","3193","0.6665","0.6796","-41.9674","-1.3144","2.0262","24.9204","-1.6604"
"COL","2016","34","3252","0.6897","0.697","-23.5795","-0.7251","1.3846","3610","0.669","0.6824","-48.302","-1.338","1.6985","24.7225","-0.3139"
"CLB","2017","34","3750","0.6981","0.6988","-2.6852","-0.0716","1.4437","3347","0.6875","0.695","-25.2502","-0.7544","0.9557","22.565","0.488"
"NYC","2016","34","3001","0.6568","0.6652","-25.3504","-0.8447","2.7497","3193","0.6383","0.6533","-47.8838","-1.4996","1.3262","22.5334","1.4235"
"CLB","2014","34","3654","0.6834","0.6841","-2.8308","-0.0775","1.6001","3347","0.6543","0.6612","-23.094","-0.69","1.8007","20.2631","-0.2006"
"SEA","2018","34","4354","0.723","0.7107","53.5886","1.2308","1.0224","4006","0.7187","0.7102","34.124","0.8518","1.3343","19.4645","-0.3119"
"CIN","2020","2","220","0.7227","0.706","3.6869","1.6759","0.6576","229","0.655","0.7169","-14.1634","-6.1849","1.6693","17.8503","-1.0117"
"SJE","2015","34","3340","0.6461","0.6519","-19.4257","-0.5816","1.6012","3458","0.6657","0.6764","-36.8464","-1.0655","1.7131","17.4207","-0.1119"
"MTL","2018","34","3558","0.7288","0.7301","-4.6639","-0.1311","0.8019","3621","0.7015","0.7073","-21.1776","-0.5849","1.0125","16.5137","-0.2107"
"FCD","2019","34","3472","0.7221","0.7075","50.6874","1.4599","0.5234","3812","0.7156","0.7066","34.6043","0.9078","1.1803","16.0831","-0.657"
"MTL","2016","34","2756","0.6702","0.6735","-9.0969","-0.3301","1.5319","4028","0.6822","0.6884","-25.0371","-0.6216","1.929","15.9402","-0.3971"
"CLB","2015","34","3793","0.6694","0.6573","46.0432","1.2139","1.6039","3566","0.6814","0.6729","30.403","0.8526","1.3512","15.6402","0.2528"
"TOR","2017","34","3841","0.7238","0.7214","8.9558","0.2332","0.6813","3594","0.7031","0.7049","-6.3417","-0.1765","1.1258","15.2975","-0.4446"
"HOU","2014","34","3437","0.6893","0.6798","32.676","0.9507","1.5844","3373","0.6837","0.6785","17.4101","0.5162","1.5141","15.266","0.0702"
"MIN","2020","2","229","0.7162","0.6896","6.079","2.6546","1.269","273","0.685","0.7166","-8.6259","-3.1597","1.3543","14.7049","-0.0853"
"CLB","2020","2","307","0.759","0.7163","13.0818","4.2612","2.4577","228","0.6711","0.6773","-1.4246","-0.6248","1.4249","14.5064","1.0328"
"RSL","2018","34","3492","0.7463","0.7463","-0.1865","-0.0053","0.2508","2980","0.6638","0.6686","-14.4355","-0.4844","1.7214","14.2489","-1.4707"
"MTL","2020","2","199","0.8191","0.7793","7.9152","3.9775","-0.6438","215","0.6372","0.6653","-6.0469","-2.8125","0.8772","13.9621","-1.521"
"TOR","2020","2","211","0.7441","0.7025","8.7657","4.1544","1.0203","211","0.7156","0.7393","-4.9863","-2.3632","1.0072","13.752","0.0131"
"ATL","2017","34","4021","0.7237","0.7346","-43.7342","-1.0876","0.915","2953","0.6617","0.6811","-57.3735","-1.9429","1.9016","13.6393","-0.9866"
"NER","2017","34","3632","0.7134","0.7083","18.607","0.5123","1.1638","3976","0.7171","0.7156","5.7488","0.1446","0.7225","12.8582","0.4414"
"SEA","2019","34","4241","0.727","0.7103","70.6695","1.6663","0.7209","4300","0.736","0.7226","57.9229","1.347","1.0826","12.7467","-0.3617"
"NSH","2020","2","310","0.7194","0.7012","5.6309","1.8164","1.4976","165","0.6606","0.701","-6.6597","-4.0362","-0.0439","12.2906","1.5415"
"RSL","2015","34","3552","0.7066","0.7039","9.7181","0.2736","1.9536","3455","0.6564","0.6568","-1.3261","-0.0384","1.8518","11.0442","0.1018"
"PHI","2017","34","2917","0.676","0.6787","-7.7722","-0.2664","1.1565","3532","0.6815","0.6868","-18.6506","-0.528","1.3591","10.8783","-0.2026"
"FCD","2015","34","2999","0.6529","0.6583","-16.1583","-0.5388","1.528","3552","0.6737","0.6812","-26.6211","-0.7495","1.8867","10.4627","-0.3587"
"SJE","2017","34","3598","0.7248","0.7209","14.2664","0.3965","0.2228","3654","0.6869","0.6858","4.2185","0.1154","1.6615","10.0479","-1.4387"
"ORL","2018","34","3922","0.7251","0.7182","27.3926","0.6984","1.1316","4137","0.7155","0.7109","18.8776","0.4563","1.4791","8.515","-0.3475"
"MIA","2020","2","232","0.6767","0.6463","7.0483","3.0381","1.6363","190","0.7053","0.711","-1.0928","-0.5752","0.1035","8.1411","1.5328"
"DCU","2014","34","3002","0.6835","0.6845","-2.9039","-0.0967","0.9298","3975","0.6792","0.6815","-8.9459","-0.2251","1.7295","6.0419","-0.7997"
"NER","2016","34","4164","0.7024","0.7011","5.4198","0.1302","1.5814","3075","0.6826","0.6828","-0.5868","-0.0191","1.5287","6.0066","0.0527"
"RSL","2020","2","177","0.6384","0.6874","-8.6741","-4.9006","-0.5763","209","0.622","0.6876","-13.7034","-6.5566","2.0419","5.0293","-2.6182"
"ORL","2020","2","227","0.6696","0.684","-3.2588","-1.4356","1.3334","239","0.6946","0.7277","-7.9213","-3.3143","-0.0837","4.6624","1.4171"
"SEA","2020","2","249","0.6707","0.6581","3.1288","1.2565","0.8923","220","0.6636","0.6693","-1.254","-0.57","2.4579","4.3828","-1.5656"
"SKC","2020","2","347","0.7925","0.7808","4.0755","1.1745","-1.6034","152","0.6645","0.6614","0.4693","0.3087","1.6872","3.6062","-3.2905"
"CHI","2015","34","3278","0.6714","0.6725","-3.3573","-0.1024","1.3503","3401","0.6683","0.6701","-6.0015","-0.1765","1.0581","2.6441","0.2922"
"VAN","2020","2","138","0.7101","0.6685","5.7521","4.1682","2.5317","330","0.7485","0.7356","4.2542","1.2891","-0.0125","1.4979","2.5442"
"COL","2020","2","253","0.6957","0.6827","3.2873","1.2993","1.0023","191","0.712","0.7026","1.8047","0.9449","2.5511","1.4825","-1.5488"
"HOU","2016","34","3503","0.6988","0.6941","16.628","0.4747","1.9132","3406","0.6829","0.6782","16.1642","0.4746","1.6021","0.4638","0.311"
"POR","2018","34","3538","0.7111","0.6989","43.288","1.2235","1.1488","4403","0.7052","0.6952","43.9949","0.9992","1.1594","-0.707","-0.0106"
"LAFC","2020","2","259","0.6486","0.6356","3.3681","1.3004","2.6277","203","0.67","0.645","5.0627","2.4939","1.7097","-1.6946","0.918"
"MTL","2015","34","2859","0.6939","0.7019","-22.595","-0.7903","0.349","3763","0.683","0.6884","-20.4941","-0.5446","1.6095","-2.1009","-1.2605"
"LAG","2020","2","219","0.6712","0.645","5.7548","2.6277","3.0882","282","0.734","0.7049","8.2137","2.9127","2.3901","-2.459","0.6981"
"HOU","2020","2","296","0.7095","0.6996","2.9309","0.9902","1.9632","236","0.7415","0.7179","5.5761","2.3628","0.5258","-2.6452","1.4374"
"NER","2020","2","163","0.6442","0.6673","-3.7745","-2.3157","1.6142","221","0.724","0.7247","-0.1629","-0.0737","0.8997","-3.6116","0.7145"
"FCD","2020","2","218","0.6422","0.6607","-4.0331","-1.8501","2.1185","225","0.7156","0.7143","0.2773","0.1233","0.4758","-4.3105","1.6427"
"DCU","2020","2","193","0.715","0.7205","-1.0516","-0.5449","1.3264","243","0.6626","0.6452","4.2176","1.7356","2.459","-5.2691","-1.1326"
"PHI","2020","2","239","0.6611","0.6728","-2.7963","-1.17","1.8669","231","0.6234","0.6123","2.5495","1.1037","3.9155","-5.3458","-2.0485"
"LAG","2015","34","3646","0.6816","0.6882","-24.2733","-0.6658","1.2131","3430","0.6767","0.6818","-17.5032","-0.5103","0.9104","-6.77","0.3027"
"CHV","2013","34","2442","0.6511","0.6594","-20.1622","-0.8256","2.5275","3795","0.668","0.6714","-12.9161","-0.3403","1.877","-7.2461","0.6504"
"RSL","2017","34","4177","0.6983","0.7019","-14.7196","-0.3524","1.3833","2840","0.6771","0.679","-5.4777","-0.1929","1.6439","-9.2419","-0.2606"
"CHI","2020","2","217","0.6175","0.6521","-7.4961","-3.4544","2.4903","193","0.6736","0.6629","2.0691","1.0721","1.5349","-9.5652","0.9553"
"NYRB","2018","34","4144","0.6569","0.6696","-52.8651","-1.2757","2.9714","3161","0.6624","0.6761","-43.2632","-1.3687","1.9937","-9.6019","0.9777"
"VAN","2015","34","3102","0.6383","0.6592","-64.8256","-2.0898","2.2297","3669","0.6708","0.6857","-54.9064","-1.4965","1.1466","-9.9192","1.0832"
"NYRB","2020","2","199","0.6382","0.689","-10.1153","-5.083","3.0472","178","0.6854","0.683","0.4231","0.2377","-0.5033","-10.5384","3.5505"
"NYRB","2014","34","3627","0.6697","0.6639","21.208","0.5847","1.9403","3247","0.6979","0.6874","34.035","1.0482","1.346","-12.827","0.5942"
"NER","2015","34","4306","0.7058","0.7027","13.3822","0.3108","1.1585","3143","0.6927","0.6839","27.4352","0.8729","1.2222","-14.0531","-0.0637"
"POR","2020","2","193","0.6528","0.6826","-5.7374","-2.9727","1.2281","318","0.7138","0.6872","8.4804","2.6668","1.5818","-14.2177","-0.3537"
"SJE","2020","2","283","0.7138","0.7414","-7.8242","-2.7647","0.8326","194","0.7062","0.6702","6.974","3.5948","1.5792","-14.7982","-0.7465"
"HOU","2019","34","3513","0.7185","0.7039","51.0716","1.4538","1.0373","3817","0.7354","0.7179","66.6983","1.7474","0.5995","-15.6267","0.4378"
"ORL","2019","34","4011","0.7325","0.7227","39.3135","0.9801","0.8005","4804","0.7319","0.7203","55.8615","1.1628","0.9751","-16.548","-0.1747"
"NYC","2015","34","3474","0.6874","0.69","-9.0394","-0.2602","1.998","3336","0.6508","0.6482","8.7198","0.2614","1.6525","-17.7592","0.3455"
"LAG","2018","34","3632","0.6861","0.6765","35.073","0.9657","1.8144","3803","0.725","0.711","53.2003","1.3989","1.0631","-18.1274","0.7513"
"ATL","2020","2","192","0.6615","0.736","-14.3155","-7.456","0.1156","234","0.7265","0.7087","4.1534","1.7749","1.1294","-18.4689","-1.0138"
"FCD","2013","34","2760","0.6112","0.6269","-43.3309","-1.57","2.9266","3390","0.6605","0.6677","-24.3395","-0.718","2.2851","-18.9914","0.6415"
"HOU","2017","34","3157","0.6684","0.673","-14.7173","-0.4662","1.7348","3794","0.6895","0.6882","5.0084","0.132","1.6233","-19.7257","0.1115"
"LAG","2016","34","3548","0.6883","0.6873","3.3705","0.095","1.6224","3846","0.7062","0.7002","23.1183","0.6011","1.5532","-19.7478","0.0692"
"LAG","2017","34","3300","0.6864","0.6849","4.7229","0.1431","1.4159","3465","0.703","0.696","24.4946","0.7069","1.1921","-19.7717","0.2238"
"ORL","2015","34","3353","0.6803","0.6836","-10.9598","-0.3269","1.7643","3457","0.7023","0.6995","9.7109","0.2809","1.5723","-20.6707","0.192"
"NER","2013","34","3385","0.6818","0.6936","-39.8066","-1.176","1.7363","3377","0.6598","0.665","-17.8188","-0.5277","2.3603","-21.9878","-0.624"
"NYC","2020","2","159","0.6855","0.7275","-6.6661","-4.1925","1.9969","319","0.7868","0.7358","16.2784","5.103","1.579","-22.9446","0.418"
"FCD","2014","34","2970","0.6414","0.6483","-20.4768","-0.6895","2.0206","3787","0.6934","0.6927","2.5764","0.068","1.7632","-23.0532","0.2574"
"CLB","2019","34","3480","0.6825","0.692","-33.2904","-0.9566","1.1501","3699","0.7013","0.7038","-9.4357","-0.2551","1.2672","-23.8547","-0.1172"
"PHI","2016","34","3495","0.6615","0.6678","-21.9666","-0.6285","2.133","3336","0.6817","0.6804","4.161","0.1247","1.7854","-26.1277","0.3476"
"POR","2015","34","3681","0.6626","0.6576","18.2322","0.4953","1.2689","3668","0.6897","0.6776","44.5983","1.2159","1.729","-26.3661","-0.4601"
"SEA","2015","34","3180","0.6667","0.6715","-15.3771","-0.4836","1.7148","3693","0.6905","0.6873","11.7574","0.3184","1.6315","-27.1345","0.0833"
"SJE","2013","34","3398","0.6024","0.613","-35.9745","-1.0587","3.0774","3315","0.6742","0.6765","-7.7211","-0.2329","1.6928","-28.2534","1.3846"
"CHV","2014","34","2667","0.6475","0.6646","-45.3705","-1.7012","1.9246","3687","0.6876","0.692","-16.331","-0.4429","1.4814","-29.0396","0.4432"
"HOU","2018","34","3501","0.7124","0.7044","27.7548","0.7928","0.4931","3620","0.7265","0.7103","58.7892","1.624","1.2142","-31.0344","-0.7211"
"DCU","2017","34","3229","0.6556","0.6635","-25.5852","-0.7924","1.9766","3868","0.6957","0.6942","5.8181","0.1504","1.3455","-31.4033","0.6311"
"CHI","2018","34","2948","0.6788","0.6873","-25.0465","-0.8496","0.8749","4078","0.7097","0.7076","8.5039","0.2085","1.0681","-33.5505","-0.1933"
"ATL","2019","34","4247","0.7156","0.7242","-36.5421","-0.8604","0.8051","3072","0.7008","0.7017","-2.7621","-0.0899","1.7382","-33.7799","-0.9331"
"CHI","2014","34","3054","0.6513","0.6625","-34.3454","-1.1246","1.8792","3273","0.6712","0.6707","1.8182","0.0556","1.2644","-36.1637","0.6148"
"RSL","2016","34","3807","0.7187","0.7235","-18.1978","-0.478","1.448","3278","0.6754","0.6698","18.4643","0.5633","1.7753","-36.6621","-0.3273"
"DCU","2015","34","2958","0.6464","0.6539","-22.2803","-0.7532","1.0132","3905","0.6735","0.6697","14.6829","0.376","1.3317","-36.9632","-0.3185"
"MIN","2019","34","3412","0.6682","0.6712","-10.2741","-0.3011","1.9791","4724","0.7297","0.7227","32.7478","0.6932","1.4753","-43.0219","0.5038"
"CIN","2019","34","2763","0.6808","0.6911","-28.4752","-1.0306","1.8161","3955","0.7067","0.703","14.8031","0.3743","0.6472","-43.2783","1.1689"
"POR","2014","34","3522","0.6848","0.6869","-7.396","-0.21","1.7678","3578","0.6831","0.673","36.108","1.0092","1.9155","-43.504","-0.1477"
"MTL","2017","34","2806","0.67","0.6837","-38.5968","-1.3755","1.3056","3697","0.7098","0.7079","6.7886","0.1836","0.9261","-45.3854","0.3795"
"POR","2016","34","3308","0.6648","0.6692","-14.874","-0.4496","1.9157","4176","0.7119","0.7045","30.8607","0.739","1.5581","-45.7346","0.3576"
"VAN","2013","34","3015","0.6723","0.6841","-35.4395","-1.1754","1.6888","3586","0.674","0.671","10.7896","0.3009","1.9758","-46.2292","-0.287"
"SJE","2016","34","3731","0.6655","0.6764","-40.4892","-1.0852","2.1108","3638","0.6921","0.6902","7.2027","0.198","2.1027","-47.6919","0.0081"
"PHI","2015","34","3646","0.6572","0.6598","-9.7745","-0.2681","1.702","3791","0.6961","0.6857","39.6778","1.0466","1.3249","-49.4523","0.3772"
"MTL","2014","34","2551","0.6597","0.6757","-40.7992","-1.5993","1.5461","3743","0.6973","0.6949","9.061","0.2421","1.283","-49.8603","0.263"
"NYRB","2019","34","4410","0.6599","0.6758","-70.0582","-1.5886","3.0804","3377","0.6808","0.686","-17.5726","-0.5204","1.4934","-52.4856","1.587"
"SKC","2019","34","3848","0.7035","0.7075","-15.5618","-0.4044","0.9586","3413","0.7184","0.7068","39.8605","1.1679","0.9332","-55.4223","0.0255"
"MTL","2013","34","2657","0.6413","0.6621","-55.1291","-2.0749","2.6584","3730","0.6871","0.6853","6.9205","0.1855","1.5609","-62.0496","1.0974"
"COL","2015","34","3531","0.6457","0.671","-89.1907","-2.5259","1.598","3248","0.6653","0.6736","-26.9252","-0.829","2.1724","-62.2655","-0.5744"
"SJE","2014","34","3176","0.6448","0.6571","-39.0001","-1.228","1.5893","3816","0.6832","0.6765","25.6401","0.6719","1.3762","-64.6403","0.2131"
"DCU","2013","34","3116","0.655","0.677","-68.4873","-2.1979","1.163","3259","0.6573","0.6578","-1.7699","-0.0543","1.8166","-66.7174","-0.6536"
"VAN","2014","34","3336","0.6915","0.7108","-64.2963","-1.9273","0.9098","3451","0.6763","0.6754","3.2209","0.0933","1.8817","-67.5171","-0.9719"
"ORL","2016","34","3521","0.6759","0.6839","-28.166","-0.7999","1.5897","3643","0.6876","0.676","42.3741","1.1632","1.9484","-70.5401","-0.3587"
"PHI","2014","34","3692","0.6343","0.643","-31.825","-0.862","2.4287","3253","0.6938","0.6816","39.7883","1.2231","1.6953","-71.6133","0.7334"
"VAN","2018","34","2984","0.6585","0.6574","3.3861","0.1135","1.573","4834","0.734","0.7179","77.439","1.602","1.0861","-74.0529","0.4869"
"CHI","2013","34","3080","0.6234","0.6383","-46.0406","-1.4948","2.6827","3418","0.6881","0.6797","28.8433","0.8439","1.7501","-74.8839","0.9326"
"NER","2019","34","3681","0.6835","0.6898","-23.095","-0.6274","2.2974","3728","0.713","0.6979","56.0627","1.5038","1.1981","-79.1577","1.0994"
"MIN","2018","34","3190","0.6702","0.6802","-31.793","-0.9966","2.2173","4722","0.7361","0.7258","48.744","1.0323","0.8995","-80.537","1.3177"
"TOR","2013","34","2971","0.6284","0.6522","-70.5492","-2.3746","1.3503","3342","0.6709","0.6677","10.5368","0.3153","1.8451","-81.086","-0.4949"
"DCU","2018","34","3560","0.7143","0.7136","2.4632","0.0692","1.6126","4673","0.725","0.7067","85.5708","1.8312","1.0491","-83.1076","0.5635"
"VAN","2016","34","2943","0.6378","0.6522","-42.2892","-1.4369","1.9169","4032","0.6954","0.6848","43.0489","1.0677","1.7254","-85.3382","0.1915"
"CHI","2016","34","2503","0.6448","0.66","-37.9606","-1.5166","1.4709","4289","0.7144","0.7032","47.826","1.1151","1.6926","-85.7867","-0.2217"
"COL","2019","34","3087","0.6547","0.6578","-9.6769","-0.3135","2.0012","4454","0.7333","0.7132","89.586","2.0114","1.0474","-99.2629","0.9538"
"DCU","2019","34","3314","0.7046","0.7044","0.7573","0.0229","1.2523","5115","0.7363","0.7166","100.3445","1.9618","1.1319","-99.5872","0.1204"
"NER","2018","34","3906","0.6526","0.6734","-81.1806","-2.0784","1.792","3069","0.6869","0.6808","18.7551","0.6111","1.2982","-99.9358","0.4938"
"COL","2017","34","2856","0.6513","0.671","-56.3645","-1.9735","2.0303","4150","0.7229","0.7124","43.581","1.0501","1.039","-99.9455","0.9912"
"PHI","2013","34","2977","0.5932","0.6217","-84.8826","-2.8513","2.8081","3265","0.6671","0.6597","24.1357","0.7392","2.1339","-109.0183","0.6742"
"COL","2018","34","2653","0.6604","0.669","-22.8241","-0.8603","2.116","4492","0.7558","0.7342","96.8748","2.1566","0.4183","-119.6989","1.6978"
"MIN","2017","34","3342","0.6903","0.6994","-30.3406","-0.9079","1.5026","4351","0.7267","0.706","90.0023","2.0685","1.1352","-120.3429","0.3674"
