"Player","Team","Dribbling","Fouling","Interrupting","Passing","Receiving","Shooting","Goals Added"
"Tony Beltran","RSL","0.5321","-0.0302","-0.4783","0.5018","-0.2889","0.0217","0.2582"
"Terry Dunfield","TOR","-0.0932","0.2451","0.0539","0.1463","-0.0204","-0.0746","0.2571"
"Álvaro Rey","TOR","0.2822","0.0103","0.255","0.1864","-0.4843","0.0068","0.2564"
"Bakary Soumaré","PHI","-0.0308","-0.0024","0.3734","-0.0792","-0.001","-0.007","0.253"
"Sanna Nyassi","MTL","-0.0296","0.1275","0.3974","0.235","-0.4469","-0.035","0.2484"
"Tom Heinemann","VAN","0.0837","-0.0175","-0.0515","-0.0108","0.2713","-0.0268","0.2484"
"Bakary Soumaré","CHI","-0.2218","-0.2251","1.3159","-0.1512","-0.4084","-0.0688","0.2406"
"Federico Higuaín","CLB","1.7367","-0.3359","0.1121","3.4425","-3.7381","-0.9806","0.2367"
"Osvaldo Alonso","SEA","0.2343","-0.097","0.8646","0.1472","-0.6698","-0.2453","0.234"
"Bobby Boswell","HOU","-0.1484","0.0275","0.0543","0.331","0.0532","-0.0907","0.2269"
"Jamie Smith","COL","0.203","0.0286","0.0361","0.0175","-0.063","0.0004","0.2226"
"Futty Danso","POR","-0.1483","0.0464","0.3893","-0.1122","0.112","-0.0705","0.2167"
"Eric Brunner","HOU","0.0194","0.0022","0.4481","-0.1137","-0.1139","-0.0376","0.2045"
"Karl Ouimette","MTL","-0.1626","-0.0031","0.2425","-0.0114","0.1796","-0.0603","0.1847"
"Róger Torres","PHI","-0.027","0.0356","0.0947","0.0672","0.0027","0.0094","0.1826"
"José Villarreal","LAG","-0.4176","0.7185","-0.2322","0.031","0.1341","-0.0653","0.1685"
"Adam Jahn","SJE","-0.15","0.1021","0.1478","0.0394","0.0496","-0.0219","0.167"
"Brian Mullan","COL","-0.3096","-0.0266","-0.2705","0.9518","-0.1684","-0.0116","0.1651"
"Kyle Porter","DCU","-0.2714","-0.0617","0.9892","0.1254","-0.3139","-0.303","0.1646"
"Brian Ownby","HOU","0.0313","-0.0011","0.04","0.0817","0.0105","0.0003","0.1627"
"Peter Luccin","FCD","0.0222","0.0097","-0.0241","0.2044","-0.0347","-0.017","0.1605"
"Teal Bunbury","SKC","0.0531","-0.0337","0.01","0.0148","-0.037","0.1527","0.1599"
"Mark Bloom","TOR","-0.0771","0.0309","-0.0888","0.2892","0.011","-0.011","0.1542"
"Patrice Bernier","MTL","0.2138","-0.077","-0.0178","0.7398","-0.4394","-0.2755","0.1439"
"Camilo Sanvezzo","VAN","0.0656","-0.0256","-0.3061","-0.2651","0.9452","-0.2773","0.1367"
"Darren O'Dea","TOR","-0.4541","0.0544","-0.373","0.4612","0.3898","0.0559","0.1342"
"Fabinho","PHI","0.1194","-0.0023","0.0274","0.5249","-0.3046","-0.2307","0.1341"
"Stephen Keel","FCD","-0.0305","0.0582","0.1814","-0.0731","0.0279","-0.032","0.1319"
"Eriq Zavaleta","SEA","-0.1038","-0.0025","-0.0169","0.0297","0.1925","0.0281","0.1271"
"Daniel Paladini","CHI","-0.4057","-0.0213","0.1494","-0.0189","0.227","0.1904","0.1209"
"Marc Burch","SEA","-0.2784","-0.0564","0.1407","1.0669","-0.5264","-0.2278","0.1186"
"Dennis Iapichino","DCU","0.0262","-0.0429","0.1955","-0.0154","-0.0679","0.0192","0.1147"
"Alexander López","HOU","0.0093","0.0034","-0.0538","0.1708","-0.0079","-0.008","0.1138"
"Kenny Cooper","FCD","-0.5757","-0.0758","-0.4533","-0.7577","1.6442","0.3215","0.1032"
"Don Anding","PHI","-0.0546","-0.0047","0.0042","0.0733","0.092","-0.0109","0.0993"
"Andy Rose","SEA","-0.561","-0.0823","0.269","0.111","0.2674","0.0848","0.0889"
"Héctor Jiménez","LAG","-0.2029","0.0475","-0.1237","0.0526","-0.0407","0.3548","0.0876"
"Nathan Sturgis","COL","0.0169","0.1174","-0.5947","0.0974","0.4458","-0.0025","0.0803"
"Sam Adekugbe","VAN","0.0272","0.0143","0.0354","0.0181","-0.0163","-0.001","0.0777"
"Felipe","MTL","-0.9811","0.2351","-0.8262","0.0679","1.069","0.5122","0.0768999999999999"
"Michael Videira","CHI","0.0695","0.0029","0.0149","0.0085","-0.0188","-0.0013","0.0757"
"Brad Ring","SJE","0.0215","0.0295","0.1875","-0.0835","-0.0135","-0.0702","0.0713"
"Ryan Finley","CLB","-0.3631","-0.0049","-0.0976","-0.1573","0.4589","0.234","0.07"
"Marcelo Saragosa","DCU","-0.1177","-0.022","0.4993","-0.1366","-0.1352","-0.0246","0.0632"
"Jaime Frías","CHV","-0.0757","-0.0008","0.0969","0.0998","-0.0543","-0.0027","0.0632"
"Steven Beitashour","SJE","-0.2784","-0.0519","-0.1665","0.6806","-0.1758","0.0505","0.0585"
"Michael Bustamante","NYRB","0.1212","0.0079","0.0351","-0.0415","-0.0506","-0.0137","0.0584"
"Antoine Hoppenot","PHI","0.4639","0.0261","-0.1547","-0.4895","-0.2036","0.416","0.0582"
"Josh Gardner","SKC","0.0569","-0.0081","-0.0628","0.0872","-0.0325","0.0129","0.0536"
"Chris Wondolowski","SJE","-0.7015","-0.2867","0.1816","0.0451","0.6996","0.1146","0.0527"
"Ramón Núñez","FCD","-0.0634","-0.0029","-0.1269","0.2991","0.0028","-0.0591","0.0496"
"Frédéric Piquionne","POR","-0.5093","-0.1166","0.192","-0.1079","0.3572","0.2339","0.0493000000000001"
"Hunter Jumper","CHI","-0.0443","-0.0959","0.0886","-0.0005","0.1852","-0.0867","0.0464"
"Brian Ching","HOU","-0.1905","-0.0834","0.2147","0.0275","0.0863","-0.0083","0.0463"
"Servando Carrasco","HOU","-0.0234","0.0664","0.0671","-0.0164","-0.0401","-0.009","0.0446"
"Emery Welshman","TOR","0.0052","0.0241","0.0317","0.007","-0.0207","-0.0045","0.0428"
"Andrew Jean Baptiste","POR","-0.2515","-0.7527","0.9625","0.0659","0.1473","-0.1301","0.0414"
"Clint Dempsey","SEA","0.354","0.0378","0.059","0.2535","-0.4735","-0.1902","0.0406"
"Bright Dike","TOR","0.1705","-0.0748","0.0582","-0.1273","-0.0669","0.0772","0.0369"
"Sam Cruz Garza","SJE","-0.1334","-0.0115","0.0245","0.0149","-0.0029","0.1449","0.0365"
"Andrew Farrell","NER","0.735","-0.0573","-0.2025","0.071","-0.3984","-0.1143","0.0335"
"Andre Akpan","NYRB","0.1395","-0.0066","-0.022","0.0021","0.0946","-0.1754","0.0322"
"Hugh Alexander Dixon","HOU","0.0252","0","0.0038","0.0138","-0.0084","-0.0028","0.0316"
"Rafael García","LAG","-0.0342","0.0362","0.0903","0.0458","-0.0806","-0.0319","0.0256"
"DeAndre Yedlin","SEA","0.6888","0.1327","-0.1292","-0.2507","-0.363","-0.0536","0.025"
"Laurent Courtois","LAG","0.1123","-0.0121","-0.0237","-0.0336","-0.0257","0.0046","0.0218"
"Mike Magee","LAG","-0.3765","-0.1061","-0.0287","0.5054","-0.0025","0.0278","0.0194"
"Sinisa Ubiparipovic","MTL","0.0208","-0.0015","0.0156","0.007","-0.0207","-0.005","0.0162"
"Ty Harden","SJE","-0.2533","0.034","0.2348","-0.0544","0.0999","-0.0471","0.0139"
"Chris Rolfe","CHI","0.8313","-0.2128","0.4526","0.3982","-1.3298","-0.1343","0.00519999999999995"
"Mehdi Ballouchy","SJE","-0.0362","-0.0178","0.0354","0.1132","-0.0675","-0.0229","0.00419999999999999"
"Pa Modou Kah","POR","-0.4451","-0.2845","0.5351","0.5127","-0.2875","-0.0277","0.00300000000000012"
"Stephen McCarthy","NER","0.2831","0.0629","-0.4331","0.1005","-0.064","0.0518","0.00120000000000003"
"Dillon Serna","COL","-0.0077","-0.0016","-0.0096","0.0219","-0.0147","0.0111","-0.000599999999999999"
"Anthony Wallace","COL","0.0479","-0.0315","0.0396","0.0635","-0.0959","-0.0244","-0.000799999999999999"
"Wells Thompson","CHI","0.189","-0.0427","0.0221","-0.0481","-0.0873","-0.034","-0.001"
"Amando Moreno","NYRB","0.0019","0.0002","-0.0035","-0.0032","0.0027","-0.0001","-0.002"
"David Horst","POR","-0.0043","0.2411","-0.1362","-0.0467","-0.0574","-0.0008","-0.00429999999999998"
"Jimmy Medranda","SKC","0.003","-0.0000024926","-0.0023","-0.0056","0.0004","-0.0003","-0.0048024926"
"Charlie Davies","NER","0.0587","-0.0041","-0.0266","-0.1028","0.0805","-0.0116","-0.0059"
"Michael Thomas","TOR","-0.0063","0","-0.0039","0.0049","-0.0043","-0.0015","-0.0111"
"Taylor Kemp","DCU","-0.0275","-0.043","0.3368","-0.0519","-0.1998","-0.0271","-0.0125"
"Andre Akpan","COL","0.0019","-0.0019","-0.0051","-0.0152","0.0126","-0.0063","-0.014"
"Brenton Griffiths","COL","-0.0012","-0.0004","-0.0088","-0.0008","-0.0039","-0.0009","-0.016"
"Connor Lade","NYRB","-0.0941","0.0106","0.1381","-0.0607","-0.0013","-0.0088","-0.0162"
"Ethan White","DCU","-0.2369","0.0507","0.1406","-0.1309","0.1143","0.0431","-0.0191"
"Matt Miazga","NYRB","-0.0247","-0.0053","0.0153","-0.0008","-0.0044","-0.0001","-0.02"
"Jámison Olave","NYRB","-0.0502","-0.1282","0.4634","-0.6915","0.2873","0.0974","-0.0218"
"José Gonçalves","NER","0.1383","-0.1307","-0.1909","0.0336","0.0334","0.0927","-0.0236"
"Bilal Duckett","NER","-0.0181","0.0093","0.0078","-0.0035","-0.0192","-0.001","-0.0247"
"Jared Jeffrey","DCU","-0.1329","-0.0269","-0.0391","0.074","-0.016","0.1149","-0.026"
"Michael Nanchoff","POR","-0.002","-0.0126","0.004","-0.0131","-0.0028","-0.0002","-0.0267"
"Chris Korb","DCU","0.5412","0.0453","-0.5146","0.3195","-0.3161","-0.1041","-0.0287999999999999"
"Donnie Smith","NER","0.0171","-0.005","0.0038","0.0131","-0.0491","-0.0119","-0.032"
"Anthony Arena","HOU","-0.0045","0.0082","0.0002","-0.021","-0.017","-0.0005","-0.0346"
"Dan Gargan","SJE","-0.0999","0.01","-0.0324","0.1958","-0.1118","0.0029","-0.0354"
"Eddie Gaven","CLB","-0.492","0.3004","0.6959","-0.301","-0.096","-0.1446","-0.0373"
"Giovani Casillas","CHV","-0.0411","-0.0193","-0.0429","0.1179","-0.1651","0.1132","-0.0373"
"Taylor Morgan","TOR","-0.0334","0","-0.0081","-0.006","0.0117","-0.0018","-0.0376"
"Jermaine Taylor","HOU","-0.2046","0.0877","0.5993","-0.4242","-0.0976","0.0014","-0.038"
"Shaun Francis","CHI","-0.0565","-0.0447","0.0699","0.0256","-0.0182","-0.0154","-0.0393"
"Dylan Remick","SEA","-0.0084","-0.001","-0.0325","0.0394","-0.0317","-0.0066","-0.0408"
"Juninho Pernambucano","NYRB","-0.0176","-0.0312","0.0394","0.3897","-0.2129","-0.2109","-0.0435"
"Chris Albright","PHI","-0.0041","-0.0049","-0.0096","0.0006","-0.0228","-0.0047","-0.0455"
"Mike Fucito","SJE","-0.1427","-0.0266","-0.0581","-0.1297","0.1175","0.1875","-0.0521"
"Bobby Warshaw","FCD","-0.0713","-0.0069","0.1158","0.0867","-0.1431","-0.0344","-0.0532"
"Diego Fagundez","NER","0.0958","-0.2471","-0.4524","-0.3601","0.6456","0.2636","-0.0546"
"Josué Martínez","NYRB","-0.0107","-0.002","0.0086","0.0076","-0.0509","-0.0077","-0.0551"
"Adam Moffat","SEA","-0.1252","-0.0145","0.1691","0.0594","-0.1355","-0.0094","-0.0561"
"Konrad Warzycha","CLB","-0.1354","-0.0002","0.0282","-0.0154","-0.0381","0.1046","-0.0563"
"Danny Koevermans","TOR","0.0064","-0.016","0.0183","-0.0809","0.0669","-0.0538","-0.0591"
"Marco Delgado","CHV","0.044","0.0143","0.0922","0.1972","-0.3374","-0.0695","-0.0592"
"Davy Arnaud","MTL","-0.2255","-0.0655","0.6073","-0.24","0.1357","-0.2713","-0.0593"
"Sainey Nyassi","DCU","0.1232","-0.0895","0.5019","-0.1968","-0.2762","-0.1219","-0.0593"
"John Stertzer","RSL","-0.0408","-0.0029","-0.0152","-0.0304","0.0104","0.0157","-0.0632"
"Hernán Bernardello","MTL","-0.0481","-0.0568","-0.068","0.3867","-0.1917","-0.0859","-0.0638"
"Greg Cochrane","LAG","0.009","0.1234","0.165","-0.0763","-0.2171","-0.0678","-0.0638"
"Omar Cummings","HOU","-0.1066","0.0014","-0.015","-0.1549","0.0842","0.1255","-0.0654"
"Josh Williams","CLB","-0.478","0.1704","-0.2116","0.1319","0.3101","0.0102","-0.067"
"Robbie Rogers","LAG","0.1832","0.0075","0.0544","-0.1345","-0.3186","0.139","-0.069"
"Sean Franklin","LAG","-0.5731","0.0912","-0.4274","0.5274","0.3278","-0.0163","-0.0704000000000001"
"Jack Jewsbury","POR","-0.3128","0.0618","-0.1012","0.3486","-0.1059","0.0377","-0.0718"
"Yordany Alvarez","RSL","-0.1552","-0.0847","0.1186","0.1985","-0.0402","-0.1132","-0.0762"
"Nick DeLeon","DCU","1.2323","0.1149","-0.0612","-0.6123","-0.5736","-0.1773","-0.0772"
"Chris Tierney","NER","-0.5659","0.0915","-0.6514","1.3293","-0.2834","0.0003","-0.0796"
"Yazid Atouba","CHI","-0.0426","0.0135","-0.0198","0.0005","-0.039","0.0071","-0.0803"
"Danny Califf","TOR","0.2799","0.0001","-0.1501","-0.0629","-0.0599","-0.0924","-0.0853"
"Mike Chabala","HOU","-0.0613","0.0102","-0.0353","0.001","-0.0218","0.0204","-0.0868"
"Marcus Tracy","SJE","-0.046","-0.0025","-0.04","-0.0049","0.0232","-0.0175","-0.0877"
"Bobby Burling","CHV","-0.3451","0.306","0.147","-0.3211","0.1158","0.0063","-0.0911"
"Nat Borchers","RSL","0.0262","0.0248","0.4095","-0.5153","-0.0361","-0.0043","-0.0952"
"Aaron Schoenfeld","CLB","-0.4369","0.228","-0.0533","0.0081","0.1845","-0.0277","-0.0973"
"Sal Zizzo","POR","0.0449","0.0543","0.2108","-0.2323","-0.0559","-0.1246","-0.1028"
"Germán Mera","COL","-0.0501","-0.0165","0.0723","-0.0593","-0.0258","-0.0243","-0.1037"
"Matías Sánchez","CLB","-0.1348","-0.0782","0.1328","0.2717","-0.2599","-0.0359","-0.1043"
"Brad Evans","SEA","-0.418","-0.0879","-0.7789","0.3214","0.7152","0.1431","-0.1051"
"Phillip Lund","SEA","-0.0437","-0.0028","-0.0076","-0.0073","-0.0382","-0.0095","-0.1091"
"Danny Cruz","PHI","0.5908","0.2199","-0.178","-0.5421","-0.0884","-0.1142","-0.112"
"Bradlee Baladez","FCD","-0.0123","-0.0113","-0.0406","-0.0094","-0.0309","-0.0075","-0.112"
"Rauwshan McKenzie","POR","-0.0155","0.0046","-0.0615","-0.0199","-0.02","-0.0007","-0.113"
"Daniel Antúnez","CHV","-0.02","-0.0139","0.019","-0.0035","-0.081","-0.0175","-0.1169"
"Samuel Ochoa","SEA","-0.0505","-0.032","-0.037","-0.1348","0.2129","-0.0758","-0.1172"
"Chris Wingert","RSL","0.0588","0.0083","-0.8801","1.0679","-0.3554","-0.0181","-0.1186"
"Mauro Rosales","SEA","-0.3059","0.1301","0.1847","0.9915","-0.699","-0.4222","-0.1208"
"Jonas Elmer","TOR","-0.0153","-0.0141","-0.0212","0.0549","-0.0964","-0.0366","-0.1287"
"Laurent Courtois","CHV","-0.0688","-0.0054","-0.0914","-0.1095","0.1422","0.0015","-0.1314"
"Pablo Mastroeni","LAG","-0.0143","0.02","0.0097","0.0018","-0.1185","-0.0428","-0.1441"
"Alain Rochat","VAN","-0.1347","0.0404","0.1132","-0.0092","-0.0721","-0.0878","-0.1502"
"Carlo Franco Chueco del Rio","CHV","-0.0252","0.004","-0.0083","-0.1038","-0.0146","-0.0047","-0.1526"
"Walker Zimmerman","FCD","0.0041","0.0378","-0.1459","-0.1153","0.1256","-0.062","-0.1557"
"Kalifa Cissé","NER","-0.0548","-0.0897","0.1655","-0.1105","-0.0913","0.0193","-0.1615"
"Miller Bolaños","CHV","0.0917","0.0497","-0.0003","-0.1655","-0.1227","-0.0171","-0.1642"
"Charlie Rugg","LAG","-0.1486","-0.0245","-0.0104","-0.0407","0.0814","-0.022","-0.1648"
"Erick","FCD","-0.323","-0.0489","-0.1074","-0.0911","0.4069","-0.0022","-0.1657"
"Kellyn Acosta","FCD","-0.0829","0.0481","-0.0984","0.1069","-0.1129","-0.0285","-0.1677"
"Conor Casey","PHI","-0.3491","-0.3405","-0.2615","0.5196","0.1918","0.0704","-0.1693"
"Maximiliano Urruti","TOR","-0.1558","0.0016","0.0448","-0.0305","-0.0095","-0.0221","-0.1715"
"Matteo Ferrari","MTL","0.0231","-0.0378","-0.211","0.2388","-0.0415","-0.1459","-0.1743"
"Lawrence Olum","SKC","0.0873","0.0038","0.0659","-0.1376","-0.055","-0.1405","-0.1761"
"Kofi Opare","LAG","-0.0183","0.0755","-0.0019","-0.0843","-0.1234","-0.0296","-0.182"
"Tony Tchani","CLB","-0.4592","-0.2427","0.4787","0.3642","-0.1159","-0.2075","-0.1824"
