"Player","Team","Season","MinutesIncludes stoppage time.","Passes","Pass %Pass Completion","xPass %Expected pass completion percentage.","ScoreNumber of passes completed over/under expected.","Per100Passes completed over/under expected, measured per 100 passes.","DistanceAverage distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","VerticalAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","Touch %Players' share of their team's number of touches."
"Jeff Parke","DCU","2014","1258","250","0.88","0.8423","9.4319","3.7728","24.2867","10.3721","0.0574"
"Tim Parker","VAN","2016","2764","471","0.7665","0.7464","9.4296","2.002","24.1266","11.9473","0.0507"
"Jan Gregus","MIN","2020","196","104","0.8173","0.7269","9.4005","9.0389","23.7686","6.0939","0.1586"
"Héctor Jiménez","CLB","2016","1355","681","0.7621","0.7483","9.3806","1.3775","19.1449","3.2936","0.0718"
"Clint Dempsey","SEA","2017","2437","989","0.8352","0.8257","9.3785","0.9483","17.459","2.2119","0.0949"
"Kortne Ford","COL","2018","1234","323","0.8173","0.7883","9.3697","2.9008","19.1087","4.9792","0.0639"
"Nick Hagglund","TOR","2015","864","172","0.7558","0.7014","9.3589","5.4412","24.2781","14.0641","0.0586"
"Jahmir Hyka","SJE","2017","1988","841","0.7955","0.7844","9.3576","1.1127","17.9618","-2.1326","0.0822"
"Aleksandar Katai","CHI","2019","2281","911","0.7552","0.745","9.327","1.0238","17.0266","-0.5567","0.1068"
"Jason Hernandez","NYC","2016","2466","570","0.8316","0.8152","9.317","1.6346","21.1558","6.4273","0.0615"
"Marc Burch","SEA","2013","1266","569","0.6854","0.6691","9.2963","1.6338","23.1152","7.3163","0.0769"
"Ethan Finlay","CLB","2016","2641","603","0.7347","0.7193","9.2898","1.5406","16.9795","0.962","0.0585"
"Fidel Escobar","NYRB","2017","535","163","0.7853","0.7288","9.2104","5.6505","22.7695","11.2552","0.0689"
"Jámison Olave","RSL","2016","1602","270","0.8037","0.7696","9.2037","3.4088","24.8924","10.2465","0.0425"
"RJ Allen","NYC","2015","1137","406","0.7537","0.7311","9.1922","2.2641","20.2122","6.3652","0.0844"
"Sunny","RSL","2018","1567","754","0.8966","0.8844","9.1727","1.2165","19.0504","2.1052","0.0878"
"Saad Abdul-Salaam","SEA","2019","1217","422","0.7796","0.758","9.131","2.1637","18.4426","2.6946","0.0626"
"Jeff Larentowicz","CHI","2015","2815","681","0.79","0.7766","9.1061","1.3372","25.801","11.8622","0.0679"
"Marcelo Sarvas","LAG","2013","3083","1627","0.8297","0.8242","9.071","0.5575","20.0106","6.0459","0.1367"
"Sean Franklin","VAN","2018","933","304","0.7961","0.7662","9.0651","2.9819","19.0193","4.9053","0.0906"
"Sam Vines","COL","2019","2381","630","0.8032","0.7888","9.0559","1.4374","19.5869","4.6372","0.081"
"Adam Lundkvist","HOU","2018","1343","541","0.7874","0.7707","9.0481","1.6725","20.1182","0.1571","0.092"
"Jámison Olave","RSL","2015","1984","295","0.8102","0.7796","9.0283","3.0604","24.6095","10.5024","0.0445"
"Harrison Afful","CLB","2017","1919","993","0.7845","0.7754","9.0258","0.9089","19.1559","1.7313","0.1042"
"RJ Allen","NYC","2017","1099","503","0.7694","0.7515","9.0186","1.793","19.3198","5.3229","0.093"
"Kim Kee-hee","SEA","2018","2652","526","0.8327","0.8156","8.9981","1.7107","22.7057","9.3764","0.0479"
"Jay Chapman","TOR","2019","610","250","0.816","0.7801","8.984","3.5936","17.0909","0.2967","0.038"
"Leonardo","HOU","2017","2843","424","0.7995","0.7784","8.954","2.1118","22.2988","10.6939","0.0481"
"Chris Korb","DCU","2015","1557","565","0.7451","0.7293","8.9351","1.5814","22.7543","7.9301","0.0895"
"Marcelo Sarvas","LAG","2014","2372","1416","0.8581","0.8518","8.9191","0.6299","19.3614","3.9306","0.1195"
"Michael Barrios","FCD","2016","2577","657","0.7443","0.7308","8.8933","1.3536","16.9508","-0.3396","0.0767"
"Tommy Redding","ORL","2016","1475","250","0.852","0.8165","8.8785","3.5514","24.141","9.2685","0.0504"
"Joseph Mora","DCU","2018","2748","824","0.7585","0.7478","8.8395","1.0728","16.9672","4.3807","0.0768"
"Ricardo Clark","CLB","2018","693","290","0.8931","0.8626","8.8342","3.0463","19.814","5.3019","0.062"
"Andrés Flores","POR","2019","863","289","0.872","0.8415","8.8097","3.0483","17.083","1.914","0.0545"
"Brandon Vincent","CHI","2018","3064","1034","0.7708","0.7623","8.7964","0.8507","19.6043","3.2851","0.0904"
"Victor Ulloa","FCD","2017","1353","644","0.8168","0.8031","8.7919","1.3652","20.6743","4.0066","0.0815"
"Aurélien Collin","ORL","2015","2593","532","0.8102","0.7936","8.7863","1.6516","25.2329","10.2153","0.0571"
"Tommy McNamara","NYC","2017","1674","589","0.8404","0.8255","8.7558","1.4866","18.8461","3.5242","0.064"
"Marvell Wynne","COL","2014","2585","739","0.7916","0.7798","8.7436","1.1832","22.5626","7.9065","0.0793"
"Bobby Burling","COL","2017","838","158","0.7785","0.7233","8.7263","5.523","26.8928","12.329","0.0471"
"Alexander López","HOU","2015","1006","458","0.7664","0.7474","8.7022","1.9","18.6335","2.1358","0.0913"
"Fabinho","PHI","2014","1757","681","0.7313","0.7185","8.6928","1.2765","18.4823","6.2149","0.0986"
"Marc Burch","COL","2017","291","159","0.7799","0.7253","8.6814","5.46","19.4256","3.327","0.1343"
"Brandt Bronico","CHI","2019","2066","822","0.8017","0.7912","8.6436","1.0515","18.5206","4.1032","0.0802"
"Patrick Doody","CHI","2017","673","305","0.7738","0.7455","8.6245","2.8277","20.3688","2.3679","0.1"
"Jack Price","COL","2020","195","140","0.8214","0.76","8.5998","6.1427","25.0809","4.4604","0.1634"
"Ibson","MIN","2018","2325","1172","0.8251","0.8178","8.5809","0.7322","18.7429","5.9355","0.1237"
"José Aja","ORL","2016","899","195","0.8769","0.833","8.5673","4.3935","23.1496","7.4284","0.0579"
"Adailton","CHI","2015","1614","284","0.8275","0.7974","8.5457","3.009","24.3748","11.7721","0.0469"
"Saad Abdul-Salaam","SKC","2016","2586","981","0.7778","0.7691","8.5359","0.8701","18.8315","-0.1442","0.0858"
"Zarek Valentin","POR","2016","1736","671","0.772","0.7593","8.535","1.272","20.653","3.7299","0.0933"
"Adolfo Machado","HOU","2018","1887","638","0.7759","0.7625","8.5154","1.3347","21.0734","7.9615","0.0845"
"Larrys Mabiala","POR","2017","1265","291","0.8213","0.7921","8.4853","2.9159","22.7536","10.9839","0.0596"
"Eddie Johnson","DCU","2014","2078","790","0.8165","0.8058","8.4499","1.0696","15.9764","-1.5403","0.0953"
"Michael Mancienne","NER","2018","980","264","0.8295","0.7975","8.4489","3.2004","24.5063","11.6821","0.0761"
"Bobby Boswell","DCU","2015","3216","657","0.7671","0.7543","8.4467","1.2856","25.8668","13.6757","0.057"
"Calum Mallace","MTL","2016","952","273","0.8388","0.808","8.4207","3.0845","22.4024","4.5625","0.0583"
"Brad Davis","SKC","2016","1415","605","0.7421","0.7283","8.4055","1.3893","19.2386","-0.0601","0.0726"
"Matt Besler","SKC","2014","2316","844","0.7761","0.7661","8.3794","0.9928","25.1794","10.1211","0.0902"
"Saad Abdul-Salaam","SKC","2017","998","363","0.8182","0.7951","8.3792","2.3083","18.3694","-0.3339","0.0803"
"Brad Smith","SEA","2019","2146","1081","0.7798","0.7721","8.3721","0.7745","16.3018","1.2093","0.1053"
"Cristian Fernández","DCU","2014","1455","504","0.7123","0.6957","8.3639","1.6595","25.937","9.5427","0.095"
"Darwin Cerén","SJE","2017","1754","894","0.8747","0.8654","8.3185","0.9305","23.5486","4.0211","0.1183"
"Brent Kallman","MIN","2018","2161","313","0.8498","0.8233","8.3114","2.6554","23.1964","9.0203","0.0491"
"Danilo Silva","LAFC","2018","789","193","0.8912","0.8482","8.3043","4.3028","24.7896","8.911","0.0489"
"Diego Rossi","LAFC","2018","2814","928","0.8006","0.7917","8.3003","0.8944","15.6736","-1.6148","0.0899"
"Jonathan Osorio","TOR","2016","2609","1049","0.8704","0.8625","8.2721","0.7886","16.6787","0.912","0.0996"
"Giancarlo González","LAG","2019","1608","257","0.8366","0.8045","8.2526","3.2111","24.1797","10.2225","0.0355"
"Claude Dielna","NER","2017","1030","252","0.8056","0.7728","8.2524","3.2748","24.399","12.6468","0.0662"
"Brent Kallman","MIN","2017","2092","368","0.837","0.8146","8.219","2.2334","22.9445","9.0137","0.0495"
"Darwin Cerén","HOU","2019","612","260","0.8808","0.8492","8.2134","3.159","23.2774","4.4284","0.0646"
"Walker Zimmerman","FCD","2017","1741","343","0.7784","0.7545","8.1947","2.3891","23.818","10.9143","0.0479"
"Kyle Fisher","MTL","2017","1596","253","0.8182","0.7858","8.1836","3.2346","22.2327","6.3536","0.0426"
"Ryan Hollingshead","FCD","2018","903","352","0.804","0.7808","8.1734","2.322","17.2577","1.6486","0.0586"
"Kevan George","CLB","2014","224","109","0.945","0.8701","8.1563","7.4828","19.7466","4.5135","0.0674"
"Eric Miller","COL","2016","2286","818","0.7714","0.7614","8.1511","0.9965","19.0141","1.9961","0.0893"
"Harrison Afful","CLB","2015","810","416","0.7476","0.7281","8.1309","1.9546","19.7352","2.8921","0.1093"
"Will Johnson","ORL","2019","1847","705","0.8624","0.8509","8.0947","1.1482","19.2577","1.625","0.0911"
"Jason Hernandez","TOR","2017","580","103","0.8738","0.7954","8.0758","7.8406","19.2752","7.6224","0.0406"
"Rudy Camacho","MTL","2018","1696","402","0.8856","0.8655","8.0656","2.0064","22.8207","8.2394","0.0616"
"Kevin Ellis","SKC","2014","1692","559","0.8301","0.8156","8.0589","1.4417","20.7306","6.7272","0.0766"
"Dan Gargan","LAG","2015","1916","802","0.7793","0.7693","8.0251","1.0006","21.9602","6.5387","0.0853"
"Robin Jansson","ORL","2019","2663","531","0.8286","0.8135","8.019","1.5102","23.9535","11.6432","0.0541"
"Víctor Cabrera","MTL","2015","1866","509","0.8487","0.833","7.9809","1.568","22.3552","7.2525","0.0813"
"Patrice Bernier","MTL","2016","1270","496","0.8306","0.8146","7.9536","1.6035","20.6247","3.0308","0.0796"
"Jack Elliott","PHI","2018","1543","424","0.8231","0.8044","7.9488","1.8747","24.5133","10.4596","0.0618"
"Steven Beitashour","SJE","2013","2629","903","0.7231","0.7144","7.9403","0.8793","21.4253","9.4394","0.0941"
"Ignacio Piatti","MTL","2015","2337","816","0.8088","0.7991","7.9104","0.9694","18.1066","2.2223","0.1177"
"Matt Hedges","FCD","2013","3030","399","0.8421","0.8223","7.9039","1.9809","24.9967","9.4729","0.0458"
"Tim Parker","VAN","2015","1370","240","0.75","0.7172","7.8705","3.2794","24.1298","11.8364","0.0499"
"Jorge Corrales","CHI","2018","1417","547","0.8007","0.7864","7.8476","1.4347","21.0396","2.332","0.0933"
"Luis Felipe","SJE","2018","1060","448","0.8772","0.8598","7.8199","1.7455","18.8323","2.9061","0.0974"
"Donny Toia","MTL","2016","1478","485","0.8247","0.8086","7.8051","1.6093","18.7417","2.5177","0.0844"
"Eric Alexander","NYRB","2013","2642","936","0.8109","0.8026","7.7494","0.8279","16.9432","3.3787","0.0821"
"Andrew Farrell","NER","2014","3067","1119","0.7668","0.7598","7.7448","0.6921","23.6093","8.2581","0.0998"
"Andrew Gutman","CIN","2019","542","211","0.7536","0.717","7.7176","3.6576","19.3953","8.0157","0.0989"
"Marcos López","SJE","2019","1252","598","0.811","0.7981","7.712","1.2896","20.5705","0.8281","0.0774"
"Richard Eckersley","TOR","2013","1543","620","0.7419","0.7295","7.6904","1.2404","21.4599","10.3869","0.1178"
"Kevan George","CLB","2015","311","137","0.9124","0.8563","7.6847","5.6093","19.3243","4.5463","0.0616"
"Jordy Delem","SEA","2017","810","323","0.8173","0.7936","7.6755","2.3763","18.0444","1.3255","0.0646"
"Eduardo Sosa","CLB","2018","440","185","0.8649","0.8235","7.6481","4.1341","15.8752","2.7563","0.0593"
"Baggio Husidic","LAG","2017","491","207","0.9034","0.8664","7.646","3.6937","18.7973","1.2878","0.0588"
"Jackson Yueill","SJE","2018","1385","708","0.8475","0.8367","7.6455","1.0799","18.9228","4.0378","0.0936"
"Jeanderson","POR","2015","103","50","0.92","0.7672","7.6383","15.2767","18.3678","3.7122","0.06"
"Josué Colmán","ORL","2018","1186","424","0.8066","0.7886","7.6215","1.7975","16.6096","0.7201","0.061"
"Andrew Farrell","NER","2015","3035","746","0.7949","0.7847","7.6128","1.0205","25.9855","12.7895","0.0722"
"Andy O'Brien","VAN","2014","2449","296","0.7838","0.7581","7.5943","2.5657","23.8263","11.089","0.0386"
"Steven Taylor","POR","2016","881","147","0.8299","0.7783","7.5915","5.1643","26.3592","11.2285","0.051"
"Corey Ashe","CLB","2016","1295","560","0.7875","0.7739","7.5902","1.3554","19.5284","1.7831","0.0778"
"A.J. Soares","NER","2014","3027","547","0.7751","0.7613","7.5832","1.3863","28.7431","14.8236","0.0542"
"Marc Burch","MIN","2017","1327","521","0.7582","0.7436","7.576","1.4541","18.5986","5.5279","0.0848"
"Chris Pontius","DCU","2015","1654","553","0.7848","0.7711","7.5723","1.3693","16.6738","-0.6636","0.0776"
"Jimmy Medranda","SKC","2017","2232","998","0.8016","0.794","7.5421","0.7557","19.5859","1.963","0.0778"
"Heath Pearce","NYRB","2013","1188","435","0.7701","0.7528","7.5107","1.7266","21.3285","8.7426","0.0772"
"Oriol Rosell","SKC","2014","635","432","0.9074","0.89","7.5074","1.7378","22.0487","4.5039","0.1301"
"Ronald Zubar","NYRB","2016","1734","368","0.7636","0.7432","7.5052","2.0395","22.6672","13.1125","0.0523"
"Michael Lahoud","PHI","2015","1329","447","0.8568","0.84","7.502","1.6783","20.5092","3.4641","0.0769"
"Hérculez Gómez","SEA","2016","927","279","0.7312","0.7043","7.4993","2.6879","19.593","-0.5676","0.0394"
"Frédéric Brillant","DCU","2018","2390","393","0.8117","0.7926","7.4979","1.9079","23.2612","9.746","0.0444"
"José Aja","ORL","2017","1363","245","0.7959","0.7654","7.4748","3.0509","25.6515","12.2454","0.0555"
"Drew Conner","CHI","2017","983","330","0.8212","0.7986","7.4739","2.2648","17.6462","2.0017","0.0487"
"Sean Davis","NYRB","2019","2821","1306","0.7634","0.7577","7.4674","0.5718","17.9044","7.9474","0.1188"
"Daniel Steres","LAG","2018","1451","344","0.8023","0.7806","7.464","2.1698","23.2576","9.9836","0.0565"
"Steven Beitashour","VAN","2015","2624","860","0.7453","0.7367","7.4562","0.867","20.2265","7.4573","0.0909"
"Scott Caldwell","NER","2018","1619","630","0.8254","0.8136","7.4135","1.1768","18.8565","4.276","0.073"
"Jackson Yueill","SJE","2017","1038","483","0.8509","0.8356","7.4045","1.533","20.717","4.4205","0.1089"
"Sean St Ledger","COL","2015","1128","182","0.7912","0.7506","7.388","4.0593","25.0335","15.6912","0.046"
"Matteo Ferrari","MTL","2014","2317","489","0.8057","0.7906","7.3859","1.5104","24.281","11.6952","0.0608"
"Vincent Nogueira","PHI","2014","2666","1575","0.8241","0.8194","7.3808","0.4686","18.825","3.7025","0.1473"
"Botond Baráth","SKC","2019","1915","470","0.8383","0.8226","7.3593","1.5658","23.5865","8.2411","0.06"
"Kyle Beckerman","RSL","2016","2550","1308","0.8272","0.8216","7.3212","0.5597","21.255","8.2192","0.1221"
"Sacha Kljestan","ORL","2018","2724","1435","0.8174","0.8123","7.3206","0.5101","17.0166","1.926","0.1316"
"Nigel Reo-Coker","CHV","2014","813","425","0.8824","0.8651","7.3158","1.7214","18.5633","4.4082","0.1499"
"Sam Vines","COL","2020","195","84","0.9048","0.8178","7.3036","8.6947","18.2993","-0.8283","0.1015"
"Víctor Vázquez","TOR","2018","1522","910","0.7945","0.7865","7.297","0.8019","20.4902","3.7992","0.0983"
"Rudy Camacho","MTL","2019","1599","642","0.8894","0.8781","7.2468","1.1288","23.0023","7.9474","0.0884"
"Bradley Diallo","LAG","2017","1502","523","0.7839","0.7701","7.213","1.3792","17.5656","3.7673","0.0845"
"Dylan Remick","HOU","2017","1262","414","0.7778","0.7604","7.1853","1.7356","18.7616","5.4875","0.0938"
"Daigo Kobayashi","NER","2015","1218","509","0.8251","0.811","7.1831","1.4112","19.627","5.0681","0.0665"
"Seth Sinovic","SKC","2016","578","239","0.841","0.811","7.1689","2.9995","19.0702","1.1649","0.0637"
"Mauro Díaz","FCD","2018","868","536","0.7743","0.7609","7.1518","1.3343","22.0713","4.34","0.1331"
"Rafael Ramos","ORL","2015","2153","998","0.7886","0.7814","7.1505","0.7165","17.9842","1.0675","0.1041"
"Carlos Cermeño","FCD","2017","360","151","0.9073","0.86","7.1425","4.7301","19.0516","2.8895","0.057"
"Román Torres","SEA","2016","831","196","0.7959","0.7597","7.0972","3.621","25.8232","13.0619","0.0566"
"Omar Gaber","LAFC","2018","295","154","0.7987","0.7526","7.0949","4.6071","16.8232","2.9153","0.0455"
"Bobby Burling","COL","2016","1525","235","0.7404","0.7102","7.0939","3.0187","28.2929","14.7606","0.0475"
"Jimmy Ockford","SJE","2018","1192","229","0.7817","0.7507","7.0848","3.0938","22.6262","10.9833","0.0479"
"Deklan Wynne","COL","2018","2214","563","0.7815","0.769","7.0536","1.2529","19.6035","6.7732","0.0774"
"Albert Rusnák","RSL","2017","2777","1333","0.7614","0.7562","7.052","0.529","23.0288","3.0223","0.1192"
"Zach Pfeffer","PHI","2015","1074","382","0.8482","0.8298","7.0332","1.8412","18.5531","2.9084","0.0554"
"Clint Dempsey","SEA","2018","995","360","0.8611","0.8416","7.0329","1.9536","16.9613","1.8697","0.0756"
"Drew Moor","TOR","2018","620","251","0.8685","0.8406","7.0064","2.7914","19.4122","7.8736","0.069"
"Kamani Hill","COL","2014","926","359","0.8357","0.8162","6.9944","1.9483","17.2763","-0.5843","0.0763"
"Perry Kitchen","LAG","2019","625","174","0.8621","0.822","6.9713","4.0065","17.1476","5.2834","0.0603"
"Damien Perrinelle","NYRB","2015","2587","640","0.8047","0.7938","6.9469","1.0855","22.5437","12.9758","0.0569"
"Carlos Alvarez","COL","2014","612","241","0.8257","0.7969","6.9464","2.8823","20.8876","4.8314","0.071"
"Sam Cronin","COL","2016","3132","1360","0.8199","0.8148","6.9315","0.5097","22.2307","6.3183","0.115"
"Tony Rocha","ORL","2016","342","182","0.8956","0.8576","6.9233","3.804","16.7541","3.3078","0.0588"
"Gastón Sauro","CLB","2016","981","214","0.8458","0.8135","6.9217","3.2344","21.5449","9.372","0.0462"
"Kwame Watson-Siriboe","RSL","2013","680","95","0.9053","0.8327","6.8897","7.2523","20.438","8.2739","0.0362"
"Jalil Anibaba","HOU","2016","2837","858","0.7249","0.7169","6.8822","0.8021","21.9958","8.8996","0.0822"
"Ned Grabavoy","POR","2016","747","270","0.8889","0.8634","6.8807","2.5484","14.7306","0.6444","0.0393"
"Rolf Feltscher","LAG","2018","1393","591","0.7343","0.7227","6.8762","1.1635","20.4689","4.2665","0.1021"
"Andrew Farrell","NER","2019","2864","746","0.7587","0.7495","6.876","0.9217","23.5752","12.1903","0.0832"
"Justin Mapp","MTL","2015","276","127","0.7953","0.7412","6.8672","5.4073","17.4566","2.6106","0.073"
"Abdoulie Mansally","RSL","2013","848","345","0.8029","0.783","6.8618","1.9889","22.7546","6.146","0.0694"
"Frankie Amaya","CIN","2019","1341","491","0.835","0.8211","6.8505","1.3952","19.8017","1.1402","0.0883"
"Andrew Jacobson","VAN","2017","1828","420","0.7262","0.7099","6.83","1.6262","23.4264","10.9721","0.0735"
"Gastón Sauro","CLB","2018","574","147","0.8844","0.8379","6.8278","4.6448","21.1837","9.3252","0.0645"
"Zoltán Stieber","DCU","2017","560","272","0.7426","0.7176","6.8194","2.5071","21.0021","3.1769","0.0966"
"Chris Korb","DCU","2013","2897","1153","0.7554","0.7495","6.7867","0.5886","21.6946","6.7195","0.0979"
"Gianluca Busio","SKC","2019","1046","341","0.8592","0.8394","6.7546","1.9808","18.1016","-2.1024","0.0499"
"Maynor Figueroa","FCD","2017","2520","848","0.796","0.7881","6.7161","0.792","23.2105","5.6482","0.0932"
"Steven Birnbaum","DCU","2016","2522","411","0.7178","0.7014","6.7156","1.634","22.4115","10.7787","0.0479"
"Alejandro Fuenmayor","HOU","2019","768","199","0.8794","0.8457","6.7134","3.3735","23.516","9.2376","0.0674"
"Jared Watts","COL","2015","1140","230","0.7696","0.7404","6.6997","2.9129","27.5804","13.0315","0.0571"
"Matías Pérez García","ORL","2016","945","480","0.7792","0.7652","6.6925","1.3943","20.6318","2.1541","0.0996"
"Daniel Lovitz","MTL","2017","1918","723","0.769","0.7598","6.6815","0.9241","20.8537","1.795","0.0843"
"Ike Opara","SKC","2016","1702","509","0.776","0.7629","6.6722","1.3108","24.1286","11.4555","0.0587"
"Oswaldo Minda","CHV","2014","1722","657","0.8737","0.8635","6.6583","1.0134","21.139","4.2636","0.1054"
"Carlos Gruezo","FCD","2016","2393","902","0.837","0.8297","6.6281","0.7348","22.4126","5.6919","0.1017"
"Aurélien Collin","NYRB","2016","2114","475","0.7095","0.6955","6.6221","1.3941","25.999","15.2449","0.0567"
"Aníbal Godoy","NSH","2020","195","117","0.9231","0.8665","6.6216","5.6595","20.219","4.0132","0.1299"
"Luciano Acosta","DCU","2018","2973","1629","0.779","0.7749","6.617","0.4062","16.4245","5.419","0.1539"
"Kevin Ellis","SKC","2016","1041","303","0.8383","0.8165","6.6129","2.1825","24.8052","9.2266","0.0745"
"Valeri Qazaishvili","SJE","2017","839","293","0.8362","0.8137","6.5964","2.2513","17.3674","1.6724","0.0852"
"Chad Barson","CLB","2016","361","126","0.8333","0.781","6.5956","5.2346","20.3957","7.0835","0.0558"
"Mikey Ambrose","ORL","2016","444","202","0.7772","0.7447","6.5789","3.2569","16.5466","2.6285","0.0955"
"Chris Durkin","DCU","2018","1665","549","0.8415","0.8295","6.5772","1.198","19.5685","4.8734","0.078"
"Justen Glad","RSL","2015","593","113","0.7876","0.7295","6.5651","5.8098","18.3918","6.0054","0.0553"
"Alex Crognale","CLB","2019","1000","205","0.8146","0.7826","6.5585","3.1993","24.3771","12.9383","0.0523"
"Russell Teibert","VAN","2016","754","268","0.8209","0.7965","6.5486","2.4435","23.5036","6.7262","0.0856"
"Luis Silva","RSL","2015","558","230","0.8348","0.8064","6.5351","2.8414","15.9678","1.8105","0.061"
"Marco Fabián","PHI","2019","1372","737","0.8399","0.831","6.5227","0.885","18.2254","1.705","0.0843"
"Sean Davis","NYRB","2015","502","231","0.8831","0.8549","6.5108","2.8185","16.3454","4.1241","0.04"
"Zach Loyd","FCD","2016","998","203","0.7833","0.7512","6.4995","3.2017","23.7143","10.2299","0.0656"
"Steven Gerrard","LAG","2015","1242","554","0.8321","0.8204","6.4912","1.1717","22.9499","7.0272","0.1204"
"Marco Farfan","POR","2017","442","138","0.7971","0.7502","6.4684","4.6872","18.6503","5.9358","0.0606"
"Akira Kaji","CHV","2014","1368","554","0.796","0.7844","6.4501","1.1643","18.6263","4.1651","0.1082"
"Johnny Leverón","VAN","2014","1506","260","0.8154","0.7908","6.3915","2.4583","24.2479","11.9941","0.048"
"Brian Carroll","PHI","2014","1590","586","0.8498","0.839","6.3449","1.0828","19.3464","5.8538","0.0854"
"Romain Métanire","MIN","2019","2655","1322","0.7179","0.7131","6.3432","0.4798","20.3503","4.8107","0.1359"
"David Horst","RSL","2018","343","44","0.8409","0.6968","6.34","14.4092","26.9914","16.2202","0.0433"
"Lucas Rodríguez","DCU","2019","2966","904","0.8573","0.8503","6.3289","0.7001","17.4064","1.3047","0.0918"
"Ager Aketxe","TOR","2018","774","509","0.8212","0.8088","6.3202","1.2417","17.8622","2.5765","0.1096"
"Rafael Ramos","ORL","2016","1101","456","0.7675","0.7538","6.2868","1.3787","17.7223","1.5452","0.1075"
"Greg Garza","CIN","2020","167","68","0.8824","0.79","6.2821","9.2384","17.7659","-3.8863","0.0892"
"Andy Rose","SEA","2014","633","329","0.7964","0.7773","6.263","1.9037","18.504","6.2789","0.0486"
"Dillon Powers","ORL","2019","684","287","0.8606","0.8389","6.2448","2.1759","18.8065","2.7436","0.1172"
"Francisco Calvo","CHI","2019","2127","720","0.8083","0.7997","6.206","0.8619","23.7459","9.8085","0.0888"
"Greg Garza","ATL","2018","1013","401","0.7905","0.775","6.2057","1.5476","15.83","0.2512","0.0948"
"Aníbal Godoy","SJE","2019","1479","692","0.8858","0.8769","6.2052","0.8967","21.3728","3.673","0.1148"
"Kwame Watson-Siriboe","NYC","2015","750","125","0.832","0.7824","6.2015","4.9612","19.8755","7.8145","0.0344"
"Steven Birnbaum","DCU","2020","205","68","0.8235","0.7326","6.1805","9.0889","22.4261","11.4932","0.0862"
"Jason Hernandez","NYC","2015","2473","473","0.7907","0.7777","6.1458","1.2993","23.7493","11.7514","0.0559"
"Marco Delgado","TOR","2016","2120","998","0.8046","0.7985","6.1399","0.6152","18.1637","4.3551","0.1017"
"Brad Evans","SEA","2015","2507","600","0.7983","0.7882","6.0982","1.0164","20.9909","7.0163","0.0595"
"Calum Mallace","MTL","2015","1928","691","0.8321","0.8233","6.0955","0.8821","20.4614","2.9414","0.0833"
"Niko Hansen","CLB","2019","306","106","0.8396","0.7823","6.0761","5.7321","18.1952","0.2365","0.0349"
"Daniel Woolard","DCU","2013","2382","659","0.8149","0.8057","6.0516","0.9183","22.053","8.9983","0.069"
"Damien Perrinelle","NYRB","2016","798","196","0.7908","0.7599","6.0505","3.087","22.9444","12.9844","0.0525"
"Vincent Nogueira","PHI","2015","2132","1119","0.8588","0.8534","6.0421","0.54","20.9558","4.3043","0.1232"
"Carlos Gruezo","FCD","2017","2815","1153","0.8612","0.856","6.0242","0.5225","23.0006","5.5048","0.1069"
"Tsubasa Endoh","TOR","2019","929","324","0.7963","0.7778","6.0079","1.8543","18.0714","-1.949","0.0627"
"Jeff Larentowicz","CHI","2014","3211","1079","0.8109","0.8054","5.9936","0.5555","21.4754","8.1909","0.0973"
"Sean Nealis","NYRB","2019","525","87","0.7471","0.6788","5.9472","6.8359","20.9061","13.0135","0.0416"
"Gershon Koffie","NER","2016","1656","765","0.8288","0.821","5.9163","0.7734","21.4201","7.139","0.0971"
"Diego Fagundez","NER","2020","197","76","0.9079","0.8301","5.9157","7.7838","23.3477","7.4432","0.1209"
"Jeb Brovsky","NYC","2015","1222","562","0.7829","0.7724","5.9136","1.0522","18.7672","4.3489","0.0913"
"Tomás Martínez","HOU","2019","2486","953","0.8069","0.8007","5.909","0.62","18.8388","4.4004","0.0994"
"Jeb Brovsky","MTL","2013","2832","1060","0.7981","0.7925","5.8985","0.5565","19.2882","6.3258","0.0969"
"Marcel de Jong","VAN","2017","854","205","0.7073","0.6786","5.8857","2.8711","24.9166","10.8291","0.0781"
"Marquinhos Pedroso","DCU","2019","311","125","0.808","0.761","5.8797","4.7037","17.8582","1.1951","0.0711"
"Ronald Matarrita","NYC","2016","2140","885","0.7379","0.7312","5.8756","0.6639","19.7912","5.008","0.1065"
"Oniel Fisher","SEA","2017","561","284","0.7887","0.7681","5.8695","2.0667","16.8945","1.774","0.0838"
"Chris Klute","POR","2016","763","271","0.8118","0.7902","5.8641","2.1639","18.5851","2.4566","0.1048"
"Víctor Cabrera","MTL","2016","2084","454","0.826","0.8131","5.8592","1.2906","26.368","10.1927","0.0665"
"Jeff Larentowicz","LAG","2016","1636","600","0.8367","0.8269","5.841","0.9735","20.6105","5.6904","0.077"
"James Riley","LAG","2014","269","112","0.8839","0.832","5.8114","5.1887","19.6086","4.0958","0.0673"
"Wan Kuzain","SKC","2018","348","127","0.9291","0.8835","5.7962","4.5639","15.8244","-1.7793","0.0477"
"Marvin Loría","POR","2019","893","322","0.823","0.805","5.791","1.7985","17.133","-0.4496","0.0472"
"Bobby Boswell","DCU","2017","950","170","0.7706","0.7366","5.7784","3.3991","24.271","12.4051","0.0536"
