"Player","Team","Season","MinutesIncludes stoppage time.","Passes","Pass %Pass Completion","xPass %Expected pass completion percentage.","ScoreNumber of passes completed over/under expected.","Per100Passes completed over/under expected, measured per 100 passes.","DistanceAverage distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","VerticalAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","Touch %Players' share of their team's number of touches."
"Eduard Atuesta","LAFC","2019","2874","2017","0.8577","0.8316","52.7326","2.6144","19.2781","6.1473","0.1464"
"Michael Bradley","TOR","2014","2364","1348","0.8093","0.7703","52.6565","3.9063","24.7363","8.4377","0.1506"
"Osvaldo Alonso","SEA","2015","1977","1139","0.9236","0.8776","52.4064","4.6011","20.6547","4.9694","0.132"
"Sebastian Lletget","LAG","2019","2517","1330","0.8752","0.8366","51.3571","3.8614","17.1651","0.938","0.1146"
"Reggie Cannon","FCD","2018","3198","1173","0.861","0.8176","50.9839","4.3465","16.3878","0.0309","0.0957"
"Jamiro Monteiro","PHI","2019","2249","1268","0.8644","0.8244","50.6988","3.9983","17.4508","3.6434","0.1229"
"Cristian Roldan","SEA","2017","3171","1625","0.8271","0.7961","50.33","3.0972","19.8165","6.1032","0.1225"
"Darlington Nagbe","POR","2016","2617","1146","0.8883","0.8446","50.0968","4.3714","17.6606","1.9612","0.1311"
"Eddie Segura","LAFC","2019","3249","1081","0.914","0.8682","49.4735","4.5766","19.8768","7.5619","0.0673"
"Diego Chara","POR","2017","2758","1152","0.8941","0.8514","49.1809","4.2692","20.488","5.4276","0.1053"
"Brooks Lennon","RSL","2018","3116","1438","0.838","0.8038","49.1548","3.4183","20.1491","1.3387","0.1084"
"Matt Besler","SKC","2018","3020","1305","0.869","0.8314","49.0042","3.7551","24.3479","9.584","0.0913"
"Ned Grabavoy","RSL","2013","2924","1177","0.8649","0.8236","48.6746","4.1355","15.6608","1.8061","0.0986"
"Cristian Roldan","SEA","2019","2783","1412","0.8484","0.8143","48.2635","3.4181","20.1607","4.7285","0.1236"
"Chris Tierney","NER","2015","2812","1443","0.7242","0.6913","47.5006","3.2918","22.3449","4.3282","0.1156"
"Júnior Moreno","DCU","2019","2818","1437","0.8852","0.8523","47.2259","3.2864","17.5488","3.2129","0.1238"
"Diego Chara","POR","2015","2664","1198","0.8606","0.8215","46.8828","3.9134","21.297","6.9235","0.1186"
"Auro","TOR","2019","2035","1065","0.8648","0.8211","46.5045","4.3666","17.0543","1.3339","0.1047"
"Javier Morales","RSL","2015","2302","1687","0.8103","0.783","46.0686","2.7308","19.0397","3.9015","0.184"
"Scott Caldwell","NER","2016","2777","1332","0.8739","0.8398","45.3845","3.4072","18.8294","4.5413","0.1084"
"Seth Sinovic","SKC","2017","3101","1470","0.8497","0.8192","44.7858","3.0467","18.4811","-0.2798","0.1024"
"Jordan Harvey","LAFC","2019","2556","1151","0.8758","0.8369","44.6758","3.8815","16.5549","1.2394","0.0783"
"Ashley Cole","LAG","2018","2909","1083","0.8467","0.8056","44.5319","4.1119","17.6707","2.7262","0.0942"
"Alejandro Bedoya","PHI","2019","3118","1498","0.8578","0.8282","44.3367","2.9597","16.3236","1.6544","0.1053"
"Aníbal Godoy","SJE","2016","2084","1033","0.8761","0.8332","44.2802","4.2866","21.3288","4.8238","0.1277"
"Joevin Jones","SEA","2016","2727","1264","0.8228","0.7878","44.1956","3.4965","17.2817","0.4597","0.0965"
"Jonathan Osorio","TOR","2018","2809","1345","0.8952","0.8624","44.05","3.2751","16.0743","0.7967","0.1095"
"Jonathan dos Santos","LAG","2018","2062","1256","0.879","0.844","43.9373","3.4982","19.0455","4.1029","0.1484"
"Graham Zusi","SKC","2019","2587","1344","0.8251","0.793","43.2688","3.2194","20.4966","4.0204","0.1283"
"Cristian Roldan","SEA","2018","3329","1445","0.8325","0.8026","43.2317","2.9918","18.5411","2.6137","0.1132"
"Chris McCann","ATL","2018","1986","814","0.855","0.8028","42.5204","5.2236","18.9324","2.6711","0.0856"
"Chris Wingert","RSL","2014","2746","1449","0.8157","0.7869","41.8406","2.8876","19.7139","6.3495","0.1122"
"Jack Price","COL","2019","2442","1132","0.8048","0.768","41.6632","3.6805","24.447","5.7884","0.1243"
"Juninho Pereira","LAG","2013","2963","1670","0.8329","0.8082","41.37","2.4772","23.6188","5.7255","0.132"
"Benny Feilhaber","LAFC","2018","3104","1757","0.8606","0.8371","41.2156","2.3458","19.593","4.3924","0.1262"
"Diego Chara","POR","2013","2963","1393","0.86","0.8306","40.9714","2.9412","18.8501","5.6206","0.1166"
"Tony Beltran","RSL","2017","1958","930","0.8043","0.7603","40.9043","4.3983","17.0787","5.2757","0.1116"
"Bastian Schweinsteiger","CHI","2018","2939","1494","0.842","0.8147","40.8036","2.7312","21.8647","7.6147","0.1361"
"Ben Sweat","NYC","2018","2379","1090","0.833","0.796","40.3645","3.7032","17.8306","1.5379","0.0942"
"Ilie Sánchez","SKC","2017","3235","1783","0.8581","0.8356","40.2119","2.2553","21.211","5.729","0.1231"
"Marco Delgado","TOR","2019","2767","1639","0.8523","0.8279","40.0496","2.4435","17.5044","4.0112","0.1274"
"Aníbal Godoy","SJE","2018","2533","1255","0.9004","0.8685","40.0224","3.189","22.5539","4.293","0.1306"
"Ebenezer Ofori","NYC","2018","2047","1148","0.9094","0.8746","39.905","3.476","17.8487","2.6661","0.096"
"Bastian Schweinsteiger","CHI","2019","2927","1216","0.861","0.8284","39.6467","3.2604","22.4845","9.0682","0.0997"
"Alexander Callens","NYC","2017","3304","825","0.8873","0.8396","39.337","4.7681","21.6547","8.9887","0.0641"
"Dax McCarty","CHI","2019","3095","1608","0.8632","0.839","38.8401","2.4154","19.0691","4.5241","0.1301"
"Kyle Beckerman","RSL","2015","2528","1209","0.8304","0.7991","37.8489","3.1306","20.2823","7.3984","0.1268"
"Ned Grabavoy","RSL","2014","2934","1220","0.873","0.8426","37.0462","3.0366","17.0212","2.1329","0.0953"
"Matt Hedges","FCD","2019","3206","877","0.8803","0.838","37.0367","4.2231","22.8346","9.9519","0.0696"
"Wil Trapp","CLB","2016","2736","1398","0.8734","0.8469","36.9841","2.6455","21.1611","6.7124","0.1147"
"Sean Franklin","LAG","2013","2946","1337","0.7973","0.7697","36.9637","2.7647","18.5278","3.9503","0.1001"
"Milton Valenzuela","CLB","2018","2758","1194","0.8023","0.7715","36.8763","3.0885","18.6051","0.9833","0.1035"
"Zarek Valentin","POR","2019","1892","852","0.8638","0.8206","36.8064","4.32","20.6409","2.9266","0.0911"
"Raymon Gaddis","PHI","2015","2584","960","0.7906","0.7523","36.7552","3.8287","18.849","8.4612","0.0996"
"Brad Davis","HOU","2013","2326","1113","0.7601","0.7274","36.3614","3.267","21.1982","2.7143","0.124"
"Haris Medunjanin","PHI","2018","2723","1719","0.8226","0.8017","35.9598","2.0919","23.4947","7.0003","0.1362"
"Luke Boden","ORL","2015","2414","1186","0.7715","0.7412","35.9092","3.0278","19.643","4.9294","0.1217"
"James Riley","DCU","2013","1877","863","0.8598","0.8183","35.7714","4.145","17.6755","5.0668","0.1074"
"Josh Williams","CLB","2017","1956","534","0.8708","0.8039","35.7393","6.6928","22.0275","10.7598","0.0649"
"DaMarcus Beasley","HOU","2018","2435","1137","0.8716","0.8402","35.7193","3.1415","18.4652","1.4424","0.1132"
"Waylon Francis","CLB","2015","2572","917","0.7884","0.7495","35.7104","3.8943","20.6553","1.7393","0.0885"
"Jorge Villafaña","POR","2019","2138","928","0.806","0.7677","35.5827","3.8343","18.2218","2.1445","0.0955"
"Aaron Herrera","RSL","2019","3028","1134","0.8254","0.7941","35.4381","3.1251","21.3957","3.8373","0.0996"
"Russell Canouse","DCU","2018","1680","683","0.896","0.8448","34.9893","5.1229","16.0665","3.6891","0.0925"
"Javier Morales","RSL","2016","2366","1754","0.8227","0.8029","34.6723","1.9768","18.6931","4.3248","0.1542"
"Ryan Hollingshead","FCD","2019","3286","1256","0.8256","0.7982","34.4434","2.7423","17.7719","1.9074","0.1039"
"Bacary Sagna","MTL","2019","2390","1192","0.7693","0.7405","34.3351","2.8805","17.8507","2.9692","0.1119"
"Jackson Yueill","SJE","2019","2953","1778","0.8706","0.8514","34.2166","1.9244","20.432","4.4177","0.1291"
"Scott Sutter","ORL","2017","2948","1156","0.7673","0.7377","34.1898","2.9576","19.3811","4.4605","0.1066"
"Sam Cronin","SJE","2014","2831","1311","0.836","0.8101","34.0216","2.5951","22.3377","4.3852","0.1191"
"Osvaldo Alonso","SEA","2013","2351","1251","0.8793","0.8521","33.9911","2.7171","20.7352","5.561","0.1304"
"Albert Rusnák","RSL","2019","2658","1184","0.8345","0.8058","33.895","2.8627","21.2059","1.8586","0.114"
"Vytautas Andriuskevicius","POR","2017","1937","813","0.7983","0.7566","33.8938","4.169","18.611","1.8119","0.0874"
"Scott Caldwell","NER","2017","2357","967","0.8749","0.8399","33.8223","3.4977","18.9199","3.2509","0.0867"
"Matías Vera","HOU","2019","2896","1082","0.9104","0.8791","33.7732","3.1214","21.5638","3.7595","0.1058"
"Marvell Wynne","SJE","2015","2972","1061","0.7785","0.7468","33.679","3.1743","20.3114","7.3662","0.0986"
"Justin Morrow","TOR","2019","2565","1103","0.8377","0.8072","33.672","3.0528","16.5803","-1.1144","0.0911"
"Gustav Svensson","SEA","2017","2827","952","0.8519","0.8166","33.5868","3.528","20.7899","6.2897","0.074"
"Jonathan Osorio","TOR","2015","2360","1002","0.8832","0.8498","33.5101","3.3443","16.6773","0.9571","0.1"
"Sebastian Lletget","LAG","2018","2030","1180","0.8475","0.8194","33.1484","2.8092","17.6368","0.3678","0.1174"
"Jack Price","COL","2018","3029","1625","0.8246","0.8043","33.0543","2.0341","24.661","6.3926","0.1523"
"Matías Laba","VAN","2016","2925","1155","0.8693","0.8407","33.0334","2.86","21.4211","5.2218","0.1161"
"Chris Wingert","NYC","2015","2335","825","0.8133","0.7736","32.7603","3.9709","19.7348","9.2223","0.0851"
"Russell Teibert","VAN","2015","1469","661","0.8775","0.8279","32.7602","4.9562","19.9066","5.2522","0.0853"
"Tyrone Mears","SEA","2015","3179","1537","0.8185","0.7972","32.7011","2.1276","19.49","2.4049","0.1132"
"Reto Ziegler","FCD","2019","3208","943","0.878","0.8435","32.5821","3.4552","22.9909","8.6627","0.0744"
"Harrison Afful","CLB","2018","3114","1517","0.7989","0.7775","32.5621","2.1465","19.2447","1.7806","0.1165"
"Bastian Schweinsteiger","CHI","2017","2131","1403","0.8475","0.8243","32.4826","2.3152","22.3359","5.5811","0.1477"
"DaMarcus Beasley","HOU","2016","2110","873","0.8328","0.7956","32.4346","3.7153","16.4129","3.9931","0.11"
"Oniel Fisher","DCU","2018","2017","742","0.8423","0.799","32.1312","4.3304","16.3213","1.0615","0.0855"
"Oriol Rosell","ORL","2018","1868","954","0.8836","0.8501","32.0454","3.3591","21.0308","6.0932","0.1201"
"Kelvin Leerdam","SEA","2019","2611","1134","0.7998","0.7719","31.6207","2.7884","18.4485","1.6074","0.0958"
"Chad Marshall","SEA","2017","2550","406","0.9064","0.8287","31.5521","7.7714","22.4599","8.9128","0.0394"
"Kai Wagner","PHI","2019","2951","1378","0.8062","0.7836","31.1605","2.2613","18.7409","0.2316","0.1038"
"Jordan Harvey","LAFC","2018","2360","1018","0.8477","0.8172","31.1249","3.0575","16.9574","2.5855","0.0806"
"Lee Nguyen","LAFC","2019","1323","843","0.8921","0.8553","31.0225","3.68","16.9746","2.5889","0.075"
"Rolf Feltscher","LAG","2019","2370","1018","0.7721","0.7417","30.9745","3.0427","17.6455","2.7576","0.1005"
"Gustav Svensson","SEA","2019","1976","937","0.8666","0.8337","30.8501","3.2924","22.3508","8.3674","0.0984"
"DaMarcus Beasley","HOU","2017","2170","859","0.8556","0.8198","30.8137","3.5872","18.8841","3.2903","0.1036"
"Victor Ulloa","FCD","2015","3121","1374","0.8326","0.8102","30.7929","2.2411","19.2401","6.2354","0.122"
"Luke Boden","ORL","2016","1736","946","0.7791","0.7466","30.7295","3.2484","19.4495","4.46","0.1172"
"Zarek Valentin","POR","2017","1671","791","0.8255","0.787","30.4993","3.8558","22.2634","3.1111","0.0997"
"Víctor Vázquez","TOR","2017","2517","1644","0.8096","0.7912","30.2811","1.8419","22.1311","2.7379","0.1286"
"Alexander Callens","NYC","2018","2981","1057","0.8789","0.8503","30.2536","2.8622","19.3545","6.8805","0.0755"
"Raymon Gaddis","PHI","2019","3242","1327","0.8493","0.8265","30.1917","2.2752","17.8039","1.6161","0.0895"
"Marc Burch","COL","2016","2635","1148","0.7622","0.7359","30.1907","2.6299","20.8453","5.9035","0.108"
"Samuel Piette","MTL","2018","3251","1397","0.8933","0.8718","30.1541","2.1585","20.9338","4.2876","0.1096"
"Sean Davis","NYRB","2018","2788","1380","0.7674","0.7455","30.1481","2.1846","18.6553","7.0112","0.1128"
"Paxton Pomykal","FCD","2019","2083","932","0.8455","0.8131","30.1464","3.2346","19.3247","2.555","0.1077"
"Keegan Rosenberry","PHI","2018","3008","1529","0.8339","0.8143","29.9898","1.9614","17.459","0.5755","0.1163"
"Tony Beltran","RSL","2015","2996","1233","0.7851","0.7608","29.8973","2.4248","16.9749","5.1978","0.11"
"Victor Ulloa","FCD","2014","2583","1095","0.8466","0.8193","29.8127","2.7226","19.144","5.3558","0.1149"
"Nicolás Lodeiro","SEA","2018","2644","1891","0.7779","0.7622","29.6976","1.5705","20.3741","4.0406","0.1852"
"Javier Morales","FCD","2017","820","642","0.8505","0.8043","29.6414","4.617","21.9499","4.8605","0.1079"
"Ilie Sánchez","SKC","2018","3369","1997","0.8538","0.839","29.609","1.4827","21.3746","6.0194","0.1265"
"Steven Birnbaum","DCU","2019","3353","819","0.7973","0.7615","29.3303","3.5812","20.0522","10.7814","0.0612"
"Carlos Carmona","ATL","2017","2894","1355","0.8982","0.8765","29.2838","2.1612","19.6697","2.7843","0.1076"
"Demar Phillips","RSL","2016","2371","1197","0.7811","0.7567","29.2376","2.4426","17.6058","4.1983","0.1043"
"Wil Trapp","CLB","2015","1657","883","0.8709","0.8381","28.9787","3.2818","22.802","6.7557","0.1159"
"Keegan Rosenberry","PHI","2016","3307","1496","0.742","0.7226","28.9787","1.9371","22.8895","6.0963","0.1182"
"Jordan Harvey","VAN","2015","2421","883","0.7746","0.7421","28.7148","3.252","19.4656","7.0521","0.0956"
"Giovani dos Santos","LAG","2017","2360","898","0.863","0.8311","28.7093","3.197","20.4839","1.5503","0.1078"
"Lee Young-Pyo","VAN","2013","2964","1346","0.8202","0.7989","28.6687","2.1299","20.3639","5.625","0.1175"
"Alejandro Pozuelo","TOR","2019","2728","1804","0.7905","0.7746","28.5462","1.5824","19.1256","2.2649","0.1467"
"Brad Davis","HOU","2014","2176","1029","0.7415","0.7138","28.5213","2.7717","20.9154","1.7669","0.121"
"Sebastián Méndez","ORL","2019","1997","1119","0.899","0.8736","28.4413","2.5417","18.528","3.6629","0.1241"
"Jan Gregus","MIN","2019","2923","1644","0.806","0.7887","28.4323","1.7295","21.8638","4.427","0.1544"
"Seth Sinovic","SKC","2018","1793","925","0.8465","0.816","28.1585","3.0442","19.4937","3.0224","0.0894"
"James Riley","COL","2015","1547","646","0.8034","0.7598","28.1524","4.358","20.7869","7.3329","0.107"
"Diego Fagundez","NER","2016","2410","922","0.8189","0.7884","28.0729","3.0448","16.0045","2.6621","0.0814"
"Jordan Harvey","VAN","2017","2695","777","0.7761","0.7399","28.0598","3.6113","21.0793","6.8084","0.0965"
"Cristian Roldan","SEA","2016","2825","1370","0.8314","0.811","27.9742","2.0419","18.2231","4.9133","0.111"
"Dan Gargan","LAG","2014","2551","1248","0.7644","0.7421","27.9036","2.2359","22.7411","5.8834","0.096"
"Nick DeLeon","DCU","2017","1712","660","0.8152","0.773","27.8234","4.2157","19.4712","4.1609","0.1041"
"Cristián Maidana","HOU","2016","1815","1203","0.7697","0.7468","27.5518","2.2903","19.7213","3.7265","0.1109"
"Ilsinho","PHI","2019","1230","663","0.8401","0.7987","27.454","4.1409","15.0672","0.2031","0.0652"
"Eduard Atuesta","LAFC","2018","1663","903","0.8893","0.859","27.3491","3.0287","18.2118","4.4426","0.0892"
"Russell Teibert","VAN","2019","2370","701","0.8759","0.8372","27.1427","3.872","17.711","2.0667","0.084"
"Jorge Moreira","POR","2019","2482","1204","0.7608","0.7383","27.1217","2.2526","21.0428","3.6138","0.1167"
"Ike Opara","SKC","2018","3051","988","0.8613","0.8339","27.1197","2.7449","22.5514","8.9248","0.0729"
"Ike Opara","SKC","2017","2935","877","0.87","0.8394","26.889","3.066","23.3087","8.2849","0.0673"
"Chad Marshall","SEA","2016","2818","518","0.8243","0.7725","26.8253","5.1786","23.11","11.7875","0.0443"
"Perry Kitchen","DCU","2015","3064","1178","0.8616","0.8389","26.8247","2.2771","20.9561","4.3197","0.1039"
"Chris Mavinga","TOR","2019","2316","706","0.8881","0.8501","26.8208","3.799","21.2214","7.5483","0.0633"
"Magnus Eriksson","SJE","2019","3061","1680","0.7833","0.7674","26.787","1.5945","19.1011","3.6308","0.134"
"Jordan Stewart","SJE","2014","2788","1026","0.808","0.782","26.6613","2.5986","20.2459","6.514","0.0937"
"Lamine Sané","ORL","2019","2521","600","0.8617","0.8173","26.601","4.4335","21.3336","9.6151","0.0592"
"Daniel Steres","LAG","2019","2860","659","0.8316","0.7913","26.5187","4.0241","23.4808","10.963","0.0549"
"Matt Besler","SKC","2017","2531","992","0.8569","0.8301","26.5086","2.6722","25.2399","10.5168","0.0887"
"Tony Beltran","RSL","2014","2690","1337","0.8384","0.8186","26.4973","1.9819","17.7789","2.8122","0.1131"
"Drew Moor","TOR","2016","3104","677","0.8626","0.8235","26.4741","3.9105","21.6507","9.351","0.0594"
"Chris Duvall","MTL","2017","2368","806","0.8213","0.7885","26.4689","3.284","17.7239","1.6218","0.0929"
"Alexander Callens","NYC","2019","2398","664","0.8825","0.8427","26.4407","3.982","20.123","6.7069","0.0771"
"Antonio Nocerino","ORL","2017","2385","890","0.8607","0.8311","26.356","2.9613","19.4898","4.1965","0.0876"
"Dax McCarty","CHI","2017","2637","1570","0.858","0.8412","26.3289","1.677","20.5326","5.6097","0.1441"
"Albert Rusnák","RSL","2018","2837","1282","0.8198","0.7994","26.1891","2.0428","21.131","2.2201","0.1134"
"Matt Hedges","FCD","2017","2623","535","0.8579","0.8091","26.1546","4.8887","23.8679","10.9824","0.0596"
"Hwang In-Beom","VAN","2019","3078","1454","0.8501","0.8321","26.1515","1.7986","20.0749","3.4139","0.1357"
"Daniel Steres","LAG","2017","2002","504","0.879","0.8271","26.1371","5.1859","25.5576","9.5304","0.0675"
"Saphir Taïder","MTL","2018","3076","1791","0.8314","0.8168","26.1318","1.4591","22.3861","2.5687","0.1509"
"Dave Romney","LAG","2017","2470","593","0.8145","0.7706","26.0533","4.3935","22.1951","8.5527","0.0598"
"Michael Parkhurst","CLB","2015","3118","784","0.8431","0.8099","26.0134","3.318","26.6753","10.8581","0.0677"
"Justen Glad","RSL","2016","2628","455","0.8593","0.8022","26.0125","5.717","21.8963","7.9087","0.0491"
"Ashley Cole","LAG","2016","2418","948","0.8428","0.8154","25.9813","2.7406","18.0482","1.5444","0.0989"
"Nathan Sturgis","COL","2013","2186","1098","0.8333","0.8097","25.9236","2.361","19.351","5.2129","0.1233"
"Jonathan Osorio","TOR","2019","1921","898","0.8742","0.8454","25.8451","2.8781","16.2859","1.4782","0.0869"
"Seth Sinovic","SKC","2014","2992","1304","0.8037","0.7839","25.8377","1.9814","20.0819","3.7095","0.1054"
"Matt Hedges","FCD","2018","3217","832","0.8486","0.8176","25.7951","3.1004","24.6033","9.6547","0.0702"
"Tristan Blackmon","LAFC","2019","1510","700","0.8743","0.8376","25.6535","3.6648","17.7162","4.2149","0.0818"
"Eriq Zavaleta","TOR","2018","1602","499","0.8978","0.8464","25.6467","5.1396","21.7764","7.6513","0.0618"
"A.J. DeLaGarza","HOU","2019","2188","747","0.8407","0.8064","25.5998","3.427","19.3187","1.5435","0.0871"
"Sean Franklin","DCU","2015","2256","1134","0.7884","0.7659","25.4194","2.2416","21.5522","3.8208","0.1256"
"Josh Williams","CLB","2018","1621","546","0.8919","0.8458","25.1773","4.6112","20.9523","7.2865","0.0659"
"Felipe","NYRB","2017","3221","1586","0.8052","0.7893","25.1462","1.5855","18.9074","8.1145","0.1213"
"Steven Birnbaum","DCU","2018","3355","612","0.8039","0.7633","24.8684","4.0635","21.1709","9.1791","0.0496"
"Walker Zimmerman","LAFC","2018","2549","685","0.838","0.8021","24.5862","3.5892","21.3701","9.9452","0.0626"
"Zach Scott","SEA","2015","1613","291","0.8694","0.785","24.5523","8.4372","25.7726","11.9383","0.0408"
"DaMarcus Beasley","HOU","2015","2565","1049","0.8151","0.7919","24.3438","2.3207","16.8905","4.888","0.1144"
"Drew Moor","TOR","2019","1134","381","0.9291","0.8655","24.2512","6.3651","19.5047","7.7237","0.0671"
"Juan David Cabezas","HOU","2017","2415","802","0.8815","0.8514","24.2109","3.0188","22.4095","5.4697","0.0956"
"Joao Plata","RSL","2017","2461","1149","0.7502","0.7292","24.1855","2.1049","19.0358","2.4508","0.1176"
"Reggie Cannon","FCD","2019","2523","968","0.845","0.8201","24.1779","2.4977","17.2662","-0.9915","0.0956"
"Matt Besler","SKC","2019","2308","889","0.8549","0.8278","24.0677","2.7073","23.4027","9.2036","0.0868"
"Felipe Gutiérrez","SKC","2019","2952","1338","0.8341","0.8161","24.0577","1.798","20.6862","3.1042","0.1164"
"Perry Kitchen","DCU","2014","3024","1172","0.8618","0.8413","24.0489","2.052","20.62","4.0246","0.1046"
"Michael Parkhurst","ATL","2018","3188","1081","0.8927","0.8706","23.9088","2.2117","24.8812","7.1153","0.0843"
"Dave Romney","LAG","2018","2556","836","0.7703","0.7418","23.8593","2.854","20.878","6.5166","0.0803"
"Walker Zimmerman","LAFC","2019","2369","789","0.8403","0.8102","23.7817","3.0142","21.244","9.489","0.0641"
"Jack Jewsbury","POR","2014","1544","654","0.844","0.8078","23.6739","3.6199","19.2327","3.846","0.0988"
"Laurent Ciman","LAFC","2018","2181","612","0.8382","0.7998","23.5434","3.847","26.5029","11.8939","0.0665"
"Tomás Martínez","HOU","2018","2610","1179","0.8227","0.8028","23.5126","1.9943","20.3605","4.736","0.1164"
"Justin Hoyte","CIN","2019","1617","499","0.8838","0.8367","23.4935","4.7081","19.8767","3.9298","0.0819"
"Diego Chara","POR","2014","2973","1227","0.8663","0.8472","23.4902","1.9144","19.7326","5.773","0.1108"
"Steven Beitashour","LAFC","2019","2037","890","0.8618","0.8355","23.4347","2.6331","17.0394","0.2487","0.0751"
"Jonathan Mensah","CLB","2019","2372","615","0.8602","0.8221","23.4107","3.8066","22.3869","8.5283","0.0703"
"Boniek García","HOU","2019","2822","1174","0.8646","0.8446","23.3965","1.9929","18.8904","3.3331","0.108"
"Jeff Larentowicz","ATL","2018","3017","1052","0.8954","0.8732","23.3587","2.2204","20.4782","3.677","0.077"
"Reto Ziegler","FCD","2018","2800","892","0.843","0.8169","23.3167","2.614","25.3413","10.461","0.077"
"Russell Teibert","VAN","2018","1783","745","0.8631","0.8318","23.3109","3.129","20.0749","4.7531","0.1033"
"Haris Medunjanin","PHI","2017","3298","1793","0.7775","0.7645","23.2339","1.2958","25.929","6.4168","0.1516"
"Tyrone Mears","SEA","2016","3043","1401","0.7887","0.7721","23.2197","1.6574","19.8296","1.9749","0.1025"
"Russell Canouse","DCU","2019","2365","966","0.8768","0.8528","23.1632","2.3978","18.0721","3.2451","0.1005"
"Sebastian Lletget","LAG","2016","2210","1076","0.8364","0.8149","23.1266","2.1493","17.0406","0.4355","0.1073"
"Wil Trapp","CLB","2014","2669","1341","0.8576","0.8404","23.0358","1.7178","21.7567","7.5695","0.1216"
"Leandro González Pirez","ATL","2019","2936","1268","0.8391","0.821","22.9843","1.8126","25.59","10.8991","0.0967"
"Jack Jewsbury","POR","2016","1654","620","0.8516","0.8146","22.9769","3.706","22.3831","2.6728","0.0906"
"Eriq Zavaleta","TOR","2017","2531","734","0.8215","0.7903","22.949","3.1266","22.3507","9.6898","0.0631"
"Aljaz Struna","HOU","2019","2885","654","0.8823","0.8473","22.8562","3.4948","21.3588","9.184","0.069"
