"Player","Team","Season","MinutesIncludes stoppage time.","Shots","SoTShots on Target","GGoals","xGxGoals","xPlaceDifference between post- and pre-shot xG models.","G-xG","KeyPKey Passes","APrimary Assists","xAxAssists","A-xA","xG+xA","PAExpected points added through scoring goals.","xPAExpected points added through taking shots."
"Álvaro Saborio","RSL","2013","1449","34","13","7","4.3697","2.0078","2.6303","11","1","1.0497","-0.0497","5.4195","6.7645","2.8805"
"Eric Alexander","NYRB","2013","2642","31","9","4","2.9506","0.0438","1.0494","22","2","2.4654","-0.4654","5.416","1.7958","1.545"
"Darren Mattocks","VAN","2013","1029","39","13","3","4.6775","-1.2763","-1.6775","15","1","0.7376","0.2624","5.415","1.0917","2.8505"
"Erick Torres","CHV","2013","1452","40","18","6","4.7855","1.633","1.2145","9","1","0.5598","0.4401","5.3453","4.0123","2.7602"
"Devon Sandoval","RSL","2013","958","16","9","3","4.2892","0.3869","-1.2892","11","0","1.0525","-1.0525","5.3417","2.175","2.5489"
"Andrés Romero","MTL","2013","1807","18","7","2","2.3976","0.6619","-0.3976","23","2","2.9027","-0.9027","5.3003","1.3918","2.1607"
"Héctor Jiménez","LAG","2013","1263","19","7","3","2.3351","-0.3103","0.6649","24","3","2.9471","0.0529","5.2822","0.9578","1.0233"
"Alan Gordon","SJE","2013","1546","28","10","3","3.3136","0.7173","-0.3136","16","2","1.9056","0.0944","5.2192","2.8069","3.028"
"Andrew Wenger","MTL","2013","982","21","7","0","2.9887","-0.9779","-2.9887","14","3","2.119","0.881","5.1078","0","2.2477"
"Davy Arnaud","MTL","2013","1900","11","6","1","1.6774","-0.6203","-0.6774","22","5","3.2763","1.7237","4.9536","0.6945","1.0957"
"Juan Agudelo","NER","2013","1108","21","11","7","4.5115","0.5925","2.4885","4","0","0.4382","-0.4382","4.9497","3.0323","2.7194"
"Adam Jahn","SJE","2013","1193","26","9","4","3.7232","1.0366","0.2768","14","0","1.2148","-1.2148","4.938","3.3723","3.2118"
"Sam Cronin","SJE","2013","3211","23","7","2","1.5915","-0.5528","0.4085","27","4","3.3299","0.6701","4.9214","1.2496","1.2449"
"Ricardo Clark","HOU","2013","2686","35","8","3","2.7548","0.0415","0.2452","26","3","2.1206","0.8794","4.8754","1.5302","1.6529"
"Chris Pontius","DCU","2013","1873","36","8","1","3.3526","-2.2666","-2.3526","22","2","1.4734","0.5266","4.826","0.761","2.2204"
"Eric Avila","CHV","2013","2343","24","10","3","2.0686","1.0544","0.9314","28","0","2.6777","-2.6777","4.7463","2.0839","1.3613"
"Saër Sène","NER","2013","1337","37","17","5","3.6508","1.2379","1.3492","14","4","1.0697","2.9303","4.7205","3.9596","2.614"
"Juan Luis Anangonó","CHI","2013","902","27","8","1","4.105","-1.1732","-3.105","8","1","0.6032","0.3968","4.7082","0.6256","1.6887"
"Russell Teibert","VAN","2013","1922","27","7","2","1.899","-0.3667","0.101","25","6","2.8086","3.1914","4.7076","1.2436","1.0736"
"Michael Farfan","PHI","2013","2159","35","17","0","2.6629","1.0721","-2.6629","23","1","2.0075","-1.0075","4.6703","0","1.8912"
"Soony Saad","SKC","2013","1458","50","13","3","2.3883","-0.3583","0.6117","24","4","2.2566","1.7434","4.6449","1.427","1.7157"
"Bernardo Añor","CLB","2013","1775","42","14","2","3.2313","-0.8528","-1.2313","18","0","1.3718","-1.3718","4.6031","0.1801","1.8314"
"Brad Davis","HOU","2013","2326","32","13","2","1.7965","1.0525","0.2035","21","5","2.7976","2.2024","4.5941","2.2135","1.2635"
"Dwayne De Rosario","DCU","2013","1715","46","14","2","2.0546","0.9934","-0.0546","25","1","2.4768","-1.4768","4.5314","1.2566","1.3313"
"Olmes García","RSL","2013","1131","26","14","4","3.0245","1.5957","0.9755","12","3","1.4464","1.5536","4.4709","2.4908","1.6664"
"Luis Gil","RSL","2013","2219","32","11","3","3.1488","0.6422","-0.1488","17","0","1.2214","-1.2215","4.3703","1.3019","1.5972"
"Rafael Baca","SJE","2013","2539","25","7","0","2.1818","-1.1973","-2.1818","19","2","2.1599","-0.1599","4.3418","0","1.3723"
"José Villarreal","LAG","2013","1189","32","10","1","2.823","0.0879","-1.823","19","1","1.4397","-0.4397","4.2627","1.7931","2.2509"
"Joel Lindpere","CHI","2013","1548","16","5","1","1.2121","0.0173","-0.2121","22","7","3.0293","3.9707","4.2413","0.5161","0.5785"
"Jeremy Brockie","TOR","2013","1164","28","12","1","2.972","-0.4254","-1.972","8","2","1.2423","0.7577","4.2143","0.5979","2.1208"
"Nick DeLeon","DCU","2013","2036","31","12","2","2.7436","0.1879","-0.7436","19","1","1.4514","-0.4514","4.195","1.3776","1.5927"
"José Adolfo Valencia","POR","2013","741","19","6","1","2.2999","-0.9152","-1.2999","11","3","1.8716","1.1284","4.1715","1.2121","1.7481"
"Jonathan Osorio","TOR","2013","1881","24","7","4","2.5386","1.1938","1.4614","17","0","1.5516","-1.5516","4.0902","3.7608","1.9235"
"Sheanon Williams","PHI","2013","3105","7","0","0","0.2287","-0.2287","-0.2287","25","3","3.8524","-0.8524","4.0811","0","0.1804"
"Diego Chara","POR","2013","2963","9","2","0","1.3594","-0.4641","-1.3594","28","2","2.6865","-0.6865","4.0458","0","0.6425"
"Daniele Paponi","MTL","2013","878","26","11","2","3.0603","-0.0388","-1.0603","13","1","0.9539","0.0461","4.0142","1.8182","2.6893"
"Robbie Findley","RSL","2013","1335","27","11","3","3.6518","-0.0928","-0.6518","8","1","0.353","0.647","4.0048","1.1274","2.2416"
"Carlos Alvarez","CHV","2013","2320","29","9","2","2.8832","-0.2801","-0.8832","20","3","1.1085","1.8915","3.9916","2.1413","2.4079"
"Antoine Hoppenot","PHI","2013","922","20","8","3","2.8383","0.2665","0.1617","10","2","1.1179","0.8821","3.9562","1.2422","2.3517"
"Kei Kamara","SKC","2013","1146","35","10","6","2.8764","1.0293","3.1236","14","1","1.0735","-0.0735","3.9499","4.8486","2.3242"
"Péguy Luyindula","NYRB","2013","980","19","11","0","2.2978","0.0482","-2.2978","14","5","1.6125","3.3875","3.9103","0","1.3211"
"Dillon Powers","COL","2013","2646","24","9","3","1.6021","1.1664","1.3979","32","2","2.3043","-0.3043","3.9064","1.8589","0.6571"
"Lloyd Sam","NYRB","2013","911","7","5","5","1.2689","1.555","3.7311","13","1","2.5055","-1.5055","3.7744","2.1438","0.4447"
"Mike Magee","LAG","2013","955","26","10","4","2.7066","1.5559","1.2934","6","0","0.9972","-0.9972","3.7038","1.7061","1.6136"
"Luis Silva","DCU","2013","1091","24","8","3","2.0368","-0.3445","0.9632","23","1","1.6404","-0.6404","3.6772","1.1478","1.2107"
"Kyle Porter","DCU","2013","1708","36","13","3","2.2732","1.03","0.7268","12","0","1.3431","-1.3431","3.6164","2.6277","1.7061"
"Kalif Alhassan","POR","2013","1447","30","10","2","1.6031","1.5824","0.3969","20","2","1.924","0.076","3.5271","2.0576","1.047"
"C.J. Sapong","SKC","2013","1706","23","12","4","2.3179","0.1238","1.6821","15","2","1.1644","0.8356","3.4823","1.6173","1.5474"
"Benny Feilhaber","SKC","2013","1857","27","10","3","2.0533","1.1665","0.9467","23","3","1.4136","1.5864","3.4669","1.2814","1.154"
"Justin Meram","CLB","2013","869","19","5","1","1.8094","-0.572","-0.8093","12","1","1.6549","-0.6549","3.4643","0.3245","1.4576"
"Patrice Bernier","MTL","2013","2694","15","2","0","0.6225","-0.4826","-0.6225","20","5","2.8168","2.1832","3.4393","0","0.2481"
"Kekuta Manneh","VAN","2013","875","35","15","6","2.4509","0.2469","3.5491","9","1","0.9808","0.0192","3.4317","2.3608","1.5738"
"Sean Franklin","LAG","2013","2946","8","1","0","0.4612","-0.4488","-0.4612","27","3","2.9601","0.0399","3.4213","0","0.4044"
"Tristan Bowen","CHV","2013","1257","27","7","2","1.5629","-0.2656","0.4371","12","1","1.7701","-0.7701","3.333","1.3714","0.8995"
"Sanna Nyassi","MTL","2013","1286","17","7","0","1.4441","-0.4009","-1.4441","16","1","1.8828","-0.8828","3.3268","0","1.3012"
"Cam Weaver","HOU","2013","817","15","4","2","2.2432","-0.466","-0.2432","13","0","1.061","-1.061","3.3042","1.1153","1.3598"
"Chris Tierney","NER","2013","2556","15","2","0","0.7289","-0.3938","-0.7289","23","4","2.5714","1.4286","3.3004","0","0.4887"
"Daigo Kobayashi","VAN","2013","1765","15","5","2","1.1907","0.0372","0.8093","25","4","2.0909","1.9091","3.2816","1.1275","0.7987"
"Jeff Larentowicz","CHI","2013","3023","35","10","2","1.5331","-0.0645","0.4669","20","2","1.7323","0.2677","3.2653","1.9977","1.2236"
"Keon Daniel","PHI","2013","1851","27","5","0","1.5552","-0.9245","-1.5553","24","1","1.6892","-0.6892","3.2445","0","0.9885"
"Frédéric Piquionne","POR","2013","886","26","8","0","1.9448","-0.646","-1.9448","11","4","1.2651","2.7349","3.2099","0","1.2927"
"Andrew Driver","HOU","2013","1840","20","10","3","1.8335","0.4459","1.1665","18","0","1.3349","-1.3349","3.1684","1.2243","1.1092"
"Chance Myers","SKC","2013","2595","11","4","1","0.5999","0.3336","0.4001","25","2","2.4746","-0.4746","3.0745","0.5186","0.3836"
"Conor Doyle","DCU","2013","862","22","11","2","2.3784","0.4164","-0.3785","5","1","0.6885","0.3115","3.067","2.3049","1.6523"
"Lionard Pajoy","DCU","2013","1243","17","4","1","2.3228","-1.091","-1.3228","8","0","0.6862","-0.6862","3.009","0.4528","1.2512"
"Michel","FCD","2013","2478","23","8","2","1.4996","0.2294","0.5004","22","1","1.5063","-0.5063","3.0059","1.0965","1.0235"
"Bradley Wright-Phillips","NYRB","2013","363","12","6","1","2.1306","0.374","-1.1306","2","1","0.8179","0.1821","2.9485","0.0828","0.86"
"Jerry Bengtson","NER","2013","1128","16","6","1","2.1712","-0.4583","-1.1712","10","0","0.7673","-0.7673","2.9385","0.9584","1.874"
"Chris Klute","COL","2013","2916","5","2","0","0.355","-0.1866","-0.355","26","5","2.5828","2.4172","2.9378","0","0.1376"
"Daniel Paladini","CHI","2013","927","11","5","2","1.8723","0.0887","0.1277","12","2","1.0616","0.9384","2.9339","1.8925","1.4406"
"Bobby Convey","TOR","2013","1898","14","3","1","1.0026","0.4113","-0.0026","24","2","1.9139","0.0861","2.9165","0.8579","0.7941"
"Cordell Cato","SJE","2013","1126","18","5","1","1.2646","0.6228","-0.2646","18","2","1.6209","0.3791","2.8855","1.1664","1.0479"
"Juninho Pereira","LAG","2013","2963","41","10","1","1.2729","0.1202","-0.2729","27","1","1.5127","-0.5127","2.7856","0.8557","0.7709"
"Alex","CHI","2013","1745","27","8","0","1.1497","-0.1722","-1.1497","21","0","1.6116","-1.6116","2.7612","0","0.5535"
"Jack McBean","LAG","2013","615","15","7","1","2.5945","0.3317","-1.5945","3","0","0.1596","-0.1596","2.7542","1.2121","1.8156"
"Andrew Wiedeman","TOR","2013","875","22","4","1","1.8666","-0.9033","-0.8666","8","1","0.8495","0.1505","2.7161","1.8513","1.4297"
"Justin Braun","TOR","2013","880","11","4","1","1.7566","0.046","-0.7566","10","2","0.9126","1.0874","2.6692","0.1763","0.954"
"Nigel Reo-Coker","VAN","2013","3034","14","2","1","0.7345","-0.622","0.2655","28","2","1.8912","0.1088","2.6257","0.0553","0.3795"
"Matt Besler","SKC","2013","2254","2","0","0","0.0239","-0.0239","-0.0239","19","1","2.5895","-1.5895","2.6134","0","0.0162"
"Steven Lenhart","SJE","2013","1425","23","8","2","1.9664","0.5904","0.0336","13","1","0.6129","0.3871","2.5792","1.1905","1.0397"
"Kyle Beckerman","RSL","2013","2456","33","10","1","1.1383","0.5076","-0.1383","18","2","1.4402","0.5598","2.5785","0.0012","0.58"
"Nathan Sturgis","COL","2013","2186","20","5","2","1.6825","0.8466","0.3175","14","1","0.8701","0.1299","2.5527","0.518","0.7682"
"Michael Harrington","POR","2013","3189","2","0","0","0.0999","-0.0999","-0.0999","27","1","2.4447","-1.4447","2.5446","0","0.0716"
"Mauro Díaz","FCD","2013","464","10","6","3","2.1324","0.9654","0.8676","8","1","0.41","0.59","2.5423","2.6632","1.1482"
"Ryan Finley","CLB","2013","513","17","4","1","2.4353","-1.4376","-1.4353","1","0","0.0877","-0.0877","2.523","0.7459","1.3877"
"Dax McCarty","NYRB","2013","2801","13","3","1","0.6828","0.286","0.3172","19","4","1.7661","2.2339","2.4489","1.8513","0.467"
"Warren Creavalle","HOU","2013","1764","15","4","1","1.0531","0.0564","-0.0531","12","1","1.3958","-0.3958","2.4489","0.637","0.7838"
"Steve Zakuani","SEA","2013","525","8","2","0","1.0906","-0.4459","-1.0906","9","1","1.3488","-0.3488","2.4394","0","0.7621"
"Luis Silva","TOR","2013","1002","18","8","0","1.2819","-0.9195","-1.2819","11","2","1.1469","0.8531","2.4287","0","0.9247"
"Andrew Farrell","NER","2013","3059","7","1","0","0.4599","0.0468","-0.4599","21","0","1.967","-1.967","2.4269","0","0.2353"
"Lee Young-Pyo","VAN","2013","2964","12","3","0","0.736","-0.4684","-0.736","20","1","1.5671","-0.5671","2.3031","0","0.5884"
"DeAndre Yedlin","SEA","2013","2945","10","4","1","0.7157","-0.1184","0.2843","16","1","1.5626","-0.5626","2.2783","0.9656","0.4848"
"Jair Benitez","FCD","2013","2645","7","1","1","0.2766","0.1787","0.7234","18","1","1.9438","-0.9438","2.2204","0.1495","0.1591"
"Aurélien Collin","SKC","2013","2793","13","6","2","1.8545","1.1444","0.1455","6","0","0.3655","-0.3655","2.2201","1.6858","1.6632"
"Dom Dwyer","SKC","2013","750","20","6","2","1.8378","-0.8959","0.1622","6","1","0.3716","0.6284","2.2095","0.6143","0.9122"
"Jason Johnson","HOU","2013","493","14","6","1","1.658","0.0718","-0.658","5","0","0.5482","-0.5482","2.2063","0.5861","1.1028"
"Kofi Sarkodie","HOU","2013","3176","9","1","0","0.4287","-0.3204","-0.4287","18","2","1.7748","0.2252","2.2035","0","0.1811"
"Reggie Lambe","TOR","2013","1968","9","0","0","0.6674","-0.6674","-0.6674","17","1","1.4922","-0.4922","2.1597","0","0.3173"
"Je-Vaughn Watson","FCD","2013","1495","16","9","1","1.0313","0.7491","-0.0313","10","2","1.1132","0.8868","2.1445","0.6026","0.7666"
"Sherjill MacDonald","CHI","2013","624","10","5","0","1.1753","-0.2903","-1.1753","8","1","0.9495","0.0505","2.1248","0","0.8274"
"Mario Martínez","SEA","2013","549","10","5","0","0.3344","0.0662","-0.3344","9","0","1.7709","-1.7709","2.1053","0","0.1507"
"Marvin Chávez","SJE","2013","1119","22","4","1","0.9333","-0.3964","0.0667","11","0","1.1343","-1.1343","2.0676","1.0614","0.7558"
"Nick LaBrocca","COL","2013","1300","25","9","1","1.2554","0.7527","-0.2554","15","1","0.8109","0.1891","2.0663","0.9656","0.8823"
"Robbie Rogers","LAG","2013","632","17","6","0","1.2415","-0.118","-1.2415","10","1","0.7732","0.2268","2.0147","0","0.7306"
"Sebastian Velasquez","RSL","2013","1003","16","8","0","1.3114","-0.4891","-1.3114","7","0","0.6994","-0.6994","2.0109","0","0.6699"
"José Erick Correa","CHV","2013","1139","14","10","1","1.5556","0.1443","-0.5556","11","0","0.4356","-0.4356","1.9912","0.5986","0.9374"
"Zach Loyd","FCD","2013","2313","4","2","0","0.1757","-0.0374","-0.1757","15","0","1.8113","-1.8113","1.9871","0","0.1411"
"Álvaro Rey","TOR","2013","822","11","3","1","0.9056","0.1728","0.0944","15","1","1.0801","-0.0801","1.9857","0.0076","0.4187"
"Quincy Amarikwa","CHI","2013","377","9","5","1","1.5474","0.0215","-0.5474","5","0","0.42","-0.42","1.9674","1.3655","1.4237"
"Corey Ashe","HOU","2013","2794","4","0","0","0.1956","-0.1956","-0.1956","21","1","1.7654","-0.7654","1.9611","0","0.1106"
"Seth Sinovic","SKC","2013","3017","12","5","0","0.8156","-0.5735","-0.8156","17","3","1.1382","1.8618","1.9538","0","0.6452"
"Brian Carroll","PHI","2013","3223","12","4","1","0.5323","0.4942","0.4677","18","0","1.4022","-1.4022","1.9345","0.6399","0.2636"
"Matthew Watson","VAN","2013","1376","13","2","0","1.3004","-0.8462","-1.3004","9","1","0.634","0.366","1.9344","0","0.7817"
"Maicon Santos","CHI","2013","457","16","4","1","1.3698","-0.5001","-0.3698","4","0","0.546","-0.546","1.9158","1.3655","1.2936"
"Andrew Jacobson","FCD","2013","2477","33","7","1","1.2648","-0.2496","-0.2648","9","0","0.6477","-0.6477","1.9125","0.2397","0.8413"
"Clint Dempsey","SEA","2013","709","25","7","1","1.1467","-0.3597","-0.1467","10","0","0.7596","-0.7596","1.9063","0.6713","0.5814"
"Juan Carlos Toja","NER","2013","983","12","3","1","1.4188","-0.3513","-0.4188","5","0","0.4477","-0.4477","1.8665","0.5956","1.3278"
"Erik Hurtado","VAN","2013","567","13","3","0","1.1212","-0.4357","-1.1212","6","2","0.7452","1.2548","1.8664","0","0.4261"
"Josh Williams","CLB","2013","2487","7","1","0","0.3005","-0.2622","-0.3005","20","0","1.5652","-1.5652","1.8657","0","0.2549"
"Jared Jeffrey","DCU","2013","841","14","5","2","1.2897","-0.2405","0.7103","11","0","0.5746","-0.5746","1.8642","0.6826","0.531"
"Andrea Pisanu","MTL","2013","676","10","4","1","0.5513","0.1043","0.4487","12","1","1.2987","-0.2987","1.85","0.0002","0.1411"
"Jorge Villafaña","CHV","2013","1530","12","1","1","0.865","-0.0114","0.135","11","4","0.9795","3.0205","1.8445","0.4314","0.488"
"Carlos Ruiz","DCU","2013","586","15","8","0","1.2051","-0.4417","-1.2051","6","0","0.6346","-0.6346","1.8397","0","0.6059"
"Steven Beitashour","SJE","2013","2629","5","1","1","0.6801","0.1987","0.3199","13","1","1.1513","-0.1513","1.8314","0.5196","0.2521"
"Tom Heinemann","VAN","2013","357","6","2","1","1.1245","-0.2172","-0.1245","6","1","0.6909","0.3091","1.8154","0.9999","0.8453"
"Jaime Castrillon","COL","2013","422","10","4","1","1.4056","0.2058","-0.4056","3","0","0.4031","-0.4031","1.8087","0.9841","1.2985"
"Perry Kitchen","DCU","2013","2973","7","1","0","0.1897","-0.1687","-0.1897","21","3","1.6158","1.3842","1.8054","0","0.147"
"Todd Dunivant","LAG","2013","2390","2","1","0","0.3161","0.3408","-0.3161","13","1","1.4821","-0.482","1.7982","0","0.0701"
"Wálter Martínez","SJE","2013","1009","14","4","2","0.8657","0.3458","1.1343","13","0","0.9244","-0.9244","1.79","1.4405","0.7331"
"Kléberson","PHI","2013","587","22","3","1","1.0404","0.2102","-0.0404","8","1","0.7494","0.2506","1.7898","1.8214","0.9224"
"Martín Rivero","COL","2013","770","16","5","1","1.0653","-0.4948","-0.0653","8","1","0.7194","0.2806","1.7847","1.2647","0.8793"
"Tony Beltran","RSL","2013","2407","7","3","0","0.2624","0.1262","-0.2624","23","0","1.4982","-1.4982","1.7606","0","0.158"
"Brian Mullan","COL","2013","1473","2","0","0","0.0499","-0.0499","-0.0499","19","1","1.6955","-0.6955","1.7454","0","0.0435"
"Eric Hassli","FCD","2013","506","14","4","0","1.1862","-0.198","-1.1862","4","1","0.539","0.461","1.7252","0","0.7693"
"Juninho Pernambucano","NYRB","2013","1064","19","3","0","0.6886","-0.5031","-0.6886","12","0","1.0031","-1.0032","1.6917","0","0.796"
"Benjamin Speas","CLB","2013","1015","13","2","0","0.5666","0.0846","-0.5666","11","1","1.1234","-0.1233","1.6899","0","0.469"
