"Player","Team","Season","MinutesIncludes stoppage time.","Passes","Pass %Pass Completion","xPass %Expected pass completion percentage.","ScoreNumber of passes completed over/under expected.","Per100Passes completed over/under expected, measured per 100 passes.","DistanceAverage distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","VerticalAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","Touch %Players' share of their team's number of touches."
"John Thorrington","DCU","2013","1116","88","0.7841","0.7418","3.7178","4.2248","19.4842","4.2628","0.0746"
"Jackson Yueill","SJE","2019","2953","372","0.7634","0.7535","3.7154","0.9988","17.8128","2.7105","0.0796"
"Eddie Segura","LAFC","2019","3249","62","0.871","0.8116","3.6792","5.9341","16.7331","4.4294","0.0146"
"Rece Buckmaster","NYRB","2019","597","75","0.8","0.7512","3.6567","4.8756","13.1424","2.7355","0.075"
"Collen Warner","TOR","2014","1726","179","0.6034","0.583","3.6511","2.0397","26.5354","1.3916","0.084"
"Ezequiel Barco","ATL","2019","1046","232","0.7155","0.6998","3.6474","1.5721","18.5704","1.8013","0.1336"
"David Estrada","DCU","2014","346","54","0.8519","0.7844","3.6397","6.7402","16.3006","-0.017","0.0701"
"Andrea Pirlo","NYC","2016","2946","375","0.6187","0.609","3.6377","0.9701","27.0256","2.7201","0.1079"
"Demar Phillips","RSL","2016","2371","374","0.7032","0.6935","3.6364","0.9723","17.4274","0.9704","0.0945"
"Bradford Jamieson","LAG","2017","1101","97","0.7526","0.7151","3.6364","3.7489","16.1472","-0.1565","0.0502"
"Diego Rossi","LAFC","2018","2814","555","0.7423","0.7358","3.6301","0.6541","15.6762","-1.5878","0.1525"
"Sam Vines","COL","2019","2381","200","0.76","0.7419","3.6292","1.8146","18.3932","1.1575","0.0721"
"Andrew Gutman","CIN","2019","542","62","0.6935","0.6351","3.6231","5.8437","18.2381","3.3202","0.092"
"Russell Canouse","DCU","2019","2365","139","0.8273","0.8014","3.6042","2.5929","15.6372","2.2752","0.0514"
"Brad Smith","SEA","2019","2146","456","0.6952","0.6873","3.6019","0.7899","16.7149","-0.3889","0.1267"
"Andrés Flores","POR","2019","863","93","0.8495","0.8109","3.5865","3.8565","14.9754","0.1657","0.0482"
"Fred","PHI","2015","109","20","1","0.8208","3.5838","17.9189","17.2615","1.955","0.0267"
"Nick Lima","SJE","2019","2004","278","0.7554","0.7425","3.5815","1.2883","17.8377","-2.8225","0.089"
"Diego Rubio","SKC","2018","882","156","0.7756","0.7527","3.5747","2.2915","16.0804","1.6579","0.0591"
"Gonzalo Pineda","SEA","2014","2431","344","0.6453","0.635","3.5578","1.0342","23.7462","3.911","0.0992"
"Greg Garza","CIN","2020","167","35","0.8286","0.727","3.5566","10.1617","17.8513","-5.2736","0.1279"
"Mauro Díaz","FCD","2017","1192","244","0.6721","0.6576","3.541","1.4512","22.1152","5.5624","0.1101"
"Carlos Alvarez","CHV","2014","762","89","0.7416","0.7018","3.5359","3.973","17.7734","4.4643","0.0971"
"Nick Lima","SJE","2018","3310","433","0.6513","0.6431","3.5291","0.815","21.1322","0.2587","0.1176"
"Maurice Edu","PHI","2015","2133","93","0.7849","0.747","3.5284","3.794","17.2989","2.6537","0.042"
"Jorge Corrales","CHI","2019","1123","138","0.7391","0.7136","3.524","2.5536","18.2536","2.9983","0.0636"
"Chad Barson","CLB","2015","512","75","0.7067","0.6598","3.5133","4.6844","19.6397","0.0889","0.0672"
"Alex Muyl","NYRB","2017","2113","349","0.7479","0.7378","3.5117","1.0062","15.4484","-0.3994","0.0986"
"Péguy Luyindula","NYRB","2013","980","116","0.7328","0.7026","3.4946","3.0126","17.3688","3.7078","0.0568"
"Giles Barnes","ORL","2017","2323","262","0.6565","0.6432","3.4894","1.3318","16.6629","1.5863","0.0949"
"Harrison Afful","CLB","2015","810","177","0.6441","0.6244","3.4879","1.9706","21.5248","0.9505","0.1403"
"Aníbal Godoy","SJE","2019","1479","86","0.8605","0.82","3.4811","4.0478","16.9952","3.3818","0.0457"
"Mike Fucito","SJE","2013","265","32","0.6562","0.5477","3.4744","10.8575","13.4773","2.8606","0.0574"
"Sebastián Saucedo","RSL","2017","666","143","0.7203","0.696","3.4742","2.4295","18.0587","-0.8082","0.0634"
"Luciano Acosta","DCU","2017","2566","472","0.6653","0.6579","3.4621","0.7335","18.9551","5.9188","0.1739"
"Saër Sène","NER","2014","435","76","0.7763","0.7308","3.4613","4.5543","15.9613","-0.3647","0.0623"
"Sunny","RSL","2017","1587","107","0.8879","0.8556","3.4513","3.2255","17.869","-0.0279","0.0362"
"Marquinhos Pedroso","DCU","2019","311","44","0.7727","0.6944","3.4476","7.8355","17.2973","-3.3925","0.0769"
"Atiba Harris","FCD","2015","2000","245","0.7306","0.7166","3.4313","1.4005","17.1083","0.483","0.0843"
"Cole Seiler","VAN","2016","198","26","0.7692","0.6374","3.4278","13.1839","19.0644","-0.3494","0.1514"
"Dave Romney","LAG","2019","1007","70","0.7857","0.7368","3.4271","4.8958","17.6941","-0.6621","0.0486"
"Ismael Tajouri-Shradi","NYC","2019","1033","168","0.75","0.7297","3.413","2.0315","16.9434","2.1905","0.0854"
"Jacori Hayes","FCD","2018","1111","108","0.7963","0.7647","3.4091","3.1566","15.4952","4.5521","0.0584"
"Mark Bloom","TOR","2016","360","44","0.8409","0.7636","3.4033","7.7349","16.9017","-3.9962","0.0614"
"Emerson Hyndman","ATL","2019","1086","184","0.8043","0.7859","3.403","1.8495","15.0337","0.805","0.0891"
"Francisco Calvo","CHI","2019","2127","70","0.6857","0.6372","3.398","4.8543","18.5439","3.7112","0.0346"
"Michael Salazar","MTL","2017","765","95","0.7158","0.68","3.3976","3.5764","19.1264","1.4248","0.071"
"Gastón Fernández","POR","2015","812","128","0.75","0.7235","3.3931","2.6508","18.824","3.7061","0.0634"
"Je-Vaughn Watson","FCD","2015","2140","176","0.7443","0.7252","3.3593","1.9087","16.807","0.6874","0.0742"
"Demar Phillips","RSL","2015","1480","219","0.6393","0.624","3.3374","1.5239","18.8483","3.1423","0.1007"
"Ike Opara","SKC","2013","1529","26","0.5385","0.4101","3.3373","12.8359","14.7687","0.8846","0.0229"
"Yoshimar Yotún","ORL","2018","2153","464","0.6487","0.6415","3.3344","0.7186","21.3101","2.3763","0.1633"
"Andrés Romero","MTL","2017","491","84","0.75","0.7104","3.3285","3.9625","17.0566","1.0063","0.1011"
"Jay Chapman","TOR","2018","1083","202","0.7376","0.7212","3.3236","1.6453","17.0217","-0.2607","0.0739"
"Conor Doyle","DCU","2014","390","52","0.8462","0.7825","3.3118","6.3688","15.2994","-1.4817","0.0367"
"Javier Calle","NYC","2015","586","87","0.6092","0.5711","3.31","3.8046","22.2838","3.1222","0.0825"
"Kyle Beckerman","RSL","2019","2299","163","0.8221","0.8019","3.298","2.0233","16.3242","4.2543","0.0674"
"Logan Pause","CHI","2014","725","39","0.8974","0.8132","3.2871","8.4286","17.6648","1.4862","0.0398"
"Hernán Bernardello","MTL","2017","1613","93","0.7742","0.7389","3.2791","3.5259","20.1695","4.7385","0.0453"
"Mekeil Williams","COL","2016","1602","218","0.711","0.696","3.2773","1.5033","18.15","1.0281","0.1003"
"Michael Barrios","FCD","2018","2738","585","0.665","0.6594","3.275","0.5598","16.0516","-0.9279","0.1549"
"Liam Fraser","TOR","2019","887","138","0.7971","0.7734","3.2712","2.3704","20.4984","5.2117","0.088"
"Robbie Findley","TOR","2015","1559","205","0.7463","0.7304","3.2646","1.5925","14.7096","-1.7727","0.0796"
"Luke Boden","ORL","2016","1736","306","0.6634","0.6528","3.258","1.0647","20.2768","0.2259","0.1176"
"Eddie Johnson","DCU","2014","2078","325","0.7846","0.7746","3.2421","0.9976","15.2119","-2.2975","0.1439"
"Niko Hansen","CLB","2019","306","52","0.7885","0.7262","3.2386","6.228","18.342","1.4154","0.0522"
"Jorge Villafaña","POR","2018","714","81","0.7778","0.7379","3.2339","3.9925","18.5862","-1.0378","0.0834"
"George John","FCD","2013","2245","10","0.7","0.377","3.2304","32.3036","18.1297","9.706","0.0108"
"Mathieu Choinière","MTL","2019","767","99","0.8283","0.7957","3.2267","3.2593","15.7595","-1.3184","0.067"
"Brad Evans","SEA","2016","1981","34","0.7941","0.6995","3.2171","9.462","17.5277","-0.6799","0.0175"
"Lloyd Sam","NYRB","2013","911","146","0.6918","0.6698","3.207","2.1965","19.2599","-0.5986","0.0624"
"Andrea Pirlo","NYC","2015","1148","156","0.5833","0.5628","3.2068","2.0556","27.5588","3.2819","0.1084"
"Kelyn Rowe","NER","2017","2046","306","0.6176","0.6072","3.2046","1.0473","23.417","4.7255","0.1262"
"Kevin Kratz","ATL","2017","699","151","0.7682","0.747","3.1988","2.1184","19.4279","-1.0083","0.0593"
"Samuel Piette","MTL","2019","2428","144","0.8472","0.825","3.1978","2.2207","20.2617","4.0641","0.0455"
"Anthony Jackson-Hamel","MTL","2015","198","21","0.7619","0.6102","3.186","15.1713","17.3751","0.0274","0.0276"
"Jack Elliott","PHI","2019","3374","61","0.6885","0.6363","3.1859","5.2228","14.7618","4.0024","0.016"
"Sebastián Saucedo","RSL","2015","211","26","0.8077","0.6854","3.1801","12.231","14.4306","2.0169","0.0403"
"Steven Birnbaum","DCU","2015","1961","50","0.68","0.6165","3.1756","6.3512","18.0954","-1.7365","0.0282"
"Nigel Reo-Coker","MTL","2015","2038","171","0.7661","0.7476","3.1677","1.8525","15.9677","0.8998","0.0715"
"Mohammed Abu","CLB","2018","113","22","0.8636","0.7198","3.1638","14.3807","26.5549","8.4211","0.0344"
"Jahmir Hyka","SJE","2017","1988","482","0.7116","0.7051","3.1476","0.653","19.666","-2.055","0.1403"
"Will Johnson","TOR","2016","1790","147","0.7755","0.7541","3.1436","2.1385","21.1199","3.3358","0.0653"
"Je-Vaughn Watson","NER","2017","862","88","0.7955","0.7598","3.1398","3.568","15.753","0.0366","0.0541"
"Lawrence Olum","POR","2018","1777","59","0.8475","0.7943","3.1367","5.3165","16.0152","2.2649","0.0291"
"Drew Conner","CHI","2017","983","130","0.7769","0.7529","3.1209","2.4007","17.3056","-0.0672","0.0667"
"Giles Barnes","HOU","2015","2651","286","0.6608","0.6499","3.1195","1.0907","16.1377","0.9256","0.1426"
"Danny Cruz","PHI","2013","2246","250","0.68","0.6675","3.1192","1.2477","16.938","-1.5842","0.1107"
"Servando Carrasco","SEA","2013","1351","71","0.7465","0.7026","3.1126","4.384","19.6708","6.095","0.0461"
"Waylon Francis","CLB","2019","1510","213","0.7465","0.7319","3.1074","1.4589","18.7106","-0.6484","0.0867"
"Kevin Garcia","HOU","2018","1219","64","0.7344","0.6859","3.1054","4.8522","18.7583","0.4977","0.0598"
"Kofi Sarkodie","HOU","2015","1409","180","0.7","0.6828","3.0962","1.7201","17.4794","3.1932","0.0923"
"Bradley Diallo","LAG","2017","1502","146","0.7466","0.7254","3.0957","2.1203","16.5283","1.0405","0.0831"
"Hany Mukhtar","NSH","2020","195","49","0.8163","0.7532","3.0953","6.3169","16.066","2.76","0.1635"
"Rodolfo Pizarro","MIA","2020","206","37","0.7838","0.7002","3.0908","8.3534","14.4757","2.7942","0.1753"
"Seb Hines","ORL","2015","2080","19","0.5789","0.4165","3.0866","16.2454","13.9094","4.9511","0.0129"
"Jacori Hayes","FCD","2019","982","76","0.8816","0.841","3.0861","4.0606","16.6513","3.5529","0.046"
"Gonzalo Verón","NYRB","2015","381","91","0.6374","0.6035","3.0813","3.3861","15.4224","-0.5687","0.0586"
"Rafael García","LAG","2016","304","27","0.8889","0.7751","3.0713","11.3753","16.6626","5.7926","0.0495"
"Tony Cascio","COL","2013","601","91","0.7143","0.6807","3.0582","3.3607","17.7282","2.1205","0.0748"
"Chris Klute","COL","2014","2299","289","0.7543","0.7437","3.0579","1.0581","20.1718","-1.9407","0.1011"
"Kwadwo Poku","NYC","2016","296","37","0.7838","0.7012","3.0538","8.2534","19.198","5.4796","0.0568"
"Sean St Ledger","COL","2015","1128","10","0.9","0.5956","3.0443","30.4433","22.9735","10.35","0.0107"
"Sebastián Saucedo","RSL","2019","1304","227","0.7357","0.7223","3.0422","1.3402","18.7156","-1.4889","0.1121"
"Miguel Almirón","ATL","2017","2570","628","0.7309","0.726","3.0408","0.4842","19.4108","1.6049","0.1841"
"Benny Feilhaber","SKC","2017","2452","557","0.6679","0.6624","3.0381","0.5454","21.7988","2.2614","0.1404"
"Jeff Larentowicz","ATL","2018","3017","108","0.8704","0.8423","3.0335","2.8088","16.8114","1.4343","0.027"
"Servando Carrasco","ORL","2017","897","41","0.8293","0.7553","3.0332","7.3982","13.9389","3.1218","0.0314"
"Víctor Cabrera","MTL","2019","1298","25","0.8","0.6795","3.0116","12.0464","19.5126","5.7132","0.0235"
"Matías Vera","HOU","2019","2896","130","0.8385","0.8153","3.0115","2.3165","17.5463","3.6101","0.0421"
"Mark-Anthony Kaye","LAFC","2019","2729","458","0.7707","0.7642","3.0103","0.6573","16.3757","4.6226","0.0927"
"Ben Zemanski","POR","2017","485","39","0.6923","0.6152","3.0074","7.7112","25.305","2.3295","0.0531"
"Joel Qwiberg","SJE","2018","394","51","0.8235","0.7647","3.0022","5.8866","16.789","-3.4072","0.075"
"Lucas Rodríguez","DCU","2019","2966","293","0.7986","0.7884","2.9927","1.0214","15.3521","1.1335","0.1035"
"Adam Lundkvist","HOU","2019","2642","465","0.643","0.6366","2.9877","0.6425","22.1711","-1.0768","0.1274"
"Sebastian Velasquez","RSL","2013","1003","158","0.7595","0.7406","2.984","1.8886","15.1403","1.2672","0.0778"
"Perry Kitchen","DCU","2015","3064","152","0.7895","0.7699","2.9823","1.9621","19.2329","3.4515","0.0501"
"Rodney Wallace","POR","2015","2108","381","0.6194","0.6116","2.9753","0.7809","16.7578","0.1527","0.1044"
"Henry Wingo","SEA","2017","192","60","0.7333","0.6838","2.974","4.9567","15.325","-1.6886","0.0559"
"David Horst","HOU","2015","2818","31","0.6452","0.5493","2.9714","9.585","13.7884","-1.8177","0.0137"
"Chad Marshall","SEA","2015","2727","28","0.5","0.394","2.9677","10.599","14.9702","4.7643","0.0133"
"Marc Burch","MIN","2018","451","77","0.7532","0.7147","2.9672","3.8535","20.1373","-1.6503","0.0847"
"Kalif Alhassan","POR","2013","1447","256","0.7344","0.7228","2.9668","1.1589","18.2184","0.686","0.0833"
"Shaun Francis","SJE","2016","1641","159","0.6667","0.648","2.9656","1.8652","19.1889","1.3178","0.0781"
"Romain Métanire","MIN","2019","2655","585","0.6427","0.6377","2.9593","0.5059","20.343","1.2754","0.1661"
"Mikey Lopez","NYC","2017","737","30","0.8333","0.7348","2.957","9.8568","15.8332","2.5913","0.0324"
"Albert Rusnák","RSL","2017","2777","622","0.6463","0.6415","2.9565","0.4753","24.3139","1.8071","0.153"
"Gustav Svensson","SEA","2017","2827","115","0.7217","0.6961","2.9537","2.5684","17.8576","2.68","0.0326"
"Raul Mendiola","LAG","2014","71","22","0.8636","0.7297","2.9476","13.398","18.2354","2.483","0.0566"
"Russell Teibert","VAN","2014","2146","249","0.743","0.7312","2.94","1.1807","19.3026","-0.0199","0.0743"
"Lucas Zelarayán","CLB","2020","192","45","0.7556","0.6902","2.939","6.5312","21.4072","4.7866","0.1695"
"Fanendo Adi","POR","2018","901","96","0.8021","0.7717","2.917","3.0386","14.1254","-1.8101","0.0843"
"Josh Williams","CLB","2018","1621","39","0.7949","0.7201","2.9144","7.4727","16.9359","1.1441","0.019"
"Brandon Bye","NER","2020","197","26","0.6923","0.5804","2.9097","11.1911","18.4712","0.9996","0.1232"
"A.J. DeLaGarza","LAG","2014","2678","157","0.7834","0.765","2.8943","1.8435","17.8243","1.6554","0.0614"
"Davy Arnaud","MTL","2013","1900","190","0.7316","0.7164","2.8919","1.5221","17.2361","3.818","0.0942"
"Perry Kitchen","DCU","2014","3024","146","0.8014","0.7816","2.8828","1.9746","17.4858","1.4399","0.0497"
"Michel","FCD","2014","1950","309","0.4854","0.4761","2.8738","0.93","28.0932","3.9655","0.1248"
"Agustín Pelletieri","CHV","2014","1803","53","0.7736","0.7194","2.8726","5.42","18.6189","6.5875","0.032"
"Luke Boden","ORL","2015","2414","379","0.6359","0.6283","2.8721","0.7578","20.5936","0.9327","0.1327"
"Scott Caldwell","NER","2018","1619","179","0.7877","0.7717","2.8707","1.6038","15.2341","2.5737","0.0577"
"Johan Kappelhof","CHI","2017","3100","106","0.7925","0.7654","2.8625","2.7004","18.8082","4.5935","0.0293"
"Steve Neumann","NER","2014","667","113","0.7257","0.7004","2.8525","2.5243","18.5543","3.6841","0.0425"
"Oriol Rosell","SKC","2014","635","52","0.8654","0.8106","2.8508","5.4824","21.7382","2.948","0.0569"
"Lucas Melano","POR","2015","775","77","0.7013","0.6643","2.8468","3.6971","14.7416","-0.9812","0.0839"
"Ilie Sánchez","SKC","2020","196","24","1","0.8816","2.8406","11.836","18.5828","2.6019","0.0569"
"Bobby Convey","SKC","2013","130","22","0.8636","0.7346","2.8388","12.9037","20.1844","-4.668","0.0737"
"Jesús Ferreira","FCD","2019","2653","286","0.7692","0.7593","2.8362","0.9917","16.1801","2.1987","0.0949"
"Kelyn Rowe","NER","2014","2099","437","0.6064","0.5999","2.8361","0.649","22.9093","0.4542","0.1424"
"Fatai Alashe","SJE","2017","1292","51","0.8627","0.8072","2.8345","5.5579","15.7175","2.1715","0.0308"
"Zach Loyd","FCD","2013","2313","239","0.6527","0.6409","2.8253","1.1821","21.0443","2.1436","0.0948"
"Calum Mallace","MTL","2014","1248","70","0.8","0.7597","2.8224","4.0321","18.8108","1.0416","0.0463"
"Brandon Vincent","CHI","2018","3064","259","0.6293","0.6185","2.8133","1.0862","21.4551","-0.2691","0.0861"
"Andreas Ivanschitz","SEA","2015","459","68","0.6324","0.591","2.8124","4.1359","22.3331","-0.8963","0.1483"
"Ethan Finlay","CLB","2015","2943","374","0.615","0.6075","2.8098","0.7513","18.0987","0.2872","0.1092"
"Diego Fagundez","NER","2019","1286","202","0.7079","0.6941","2.8006","1.3865","17.5564","2.5784","0.0647"
"Anton Tinnerholm","NYC","2020","201","29","0.8276","0.7312","2.7948","9.6374","14.7593","4.2748","0.152"
"Leonardo González","SEA","2013","2496","221","0.6833","0.6706","2.7885","1.2618","19.0981","4.5771","0.0691"
"Mo Adams","CHI","2019","536","25","0.92","0.8087","2.7817","11.1267","16.1649","4.301","0.0246"
"Robbie Keane","LAG","2015","2218","281","0.7046","0.6947","2.7785","0.9888","15.663","2.3106","0.1218"
"Alex Roldan","SEA","2019","502","41","0.878","0.8104","2.7751","6.7686","15.6755","-2.7993","0.0502"
"Tony Rocha","ORL","2016","342","52","0.8846","0.8315","2.763","5.3135","14.98","0.8537","0.0522"
"Raúl Rodríguez","HOU","2016","2298","25","0.76","0.6497","2.7586","11.0342","18.2274","2.4886","0.0146"
"Wells Thompson","CHI","2013","590","56","0.7857","0.7368","2.7382","4.8897","15.802","3.2549","0.0634"
"David Carney","NYRB","2013","686","56","0.6964","0.6475","2.7372","4.8879","24.0305","4.5548","0.0708"
"Nicolas Hasler","TOR","2018","1012","194","0.7732","0.7591","2.7351","1.4098","15.0624","-1.7813","0.0971"
"Cristian Higuita","ORL","2017","1655","176","0.8125","0.7971","2.7157","1.543","17.2661","1.2643","0.0715"
"Danny Leyva","SEA","2019","472","43","0.8837","0.8206","2.7134","6.3103","18.2542","5.5227","0.0596"
"Brad Evans","SEA","2013","1896","215","0.6419","0.6293","2.7047","1.258","18.6384","1.6619","0.0976"
"Ryan Hollingshead","FCD","2018","903","136","0.7647","0.7448","2.7032","1.9877","16.7039","-0.0372","0.0683"
"Chris Klute","POR","2016","763","81","0.7654","0.7321","2.6983","3.3313","18.4781","1.1159","0.0973"
"Ishmael Yartey","POR","2015","248","24","0.8333","0.7209","2.6974","11.2392","16.0338","0.7571","0.0618"
"Víctor Bernárdez","SJE","2013","2416","20","0.6","0.4651","2.6971","13.4854","17.8055","1.265","0.0147"
"Mike Magee","CHI","2015","421","43","0.7209","0.6582","2.6962","6.2701","18.4083","2.3642","0.0347"
"Mark Sherrod","HOU","2014","267","28","0.75","0.6537","2.6959","9.6282","16.1788","-1.7291","0.0408"
"Richard Balchan","RSL","2014","249","31","0.8065","0.7195","2.6954","8.6949","16.4139","0.5045","0.0589"
"Shaun Francis","SJE","2014","1562","115","0.7217","0.6984","2.6817","2.3319","20.665","2.474","0.063"
"Nick LaBrocca","COL","2015","673","91","0.7802","0.7508","2.681","2.9462","20.4654","2.118","0.0676"
"Luis Argudo","CLB","2019","1191","154","0.7727","0.7553","2.6804","1.7405","16.7204","-0.6183","0.0813"
"Mohamed El-Munir","LAFC","2019","681","171","0.7602","0.7446","2.6673","1.5598","16.7112","1.8104","0.0627"
"Luis Díaz","CLB","2020","107","18","0.6667","0.5185","2.6673","14.8183","15.4949","-1.7953","0.0775"
"Mikey Ambrose","ORL","2016","444","71","0.6901","0.6526","2.6645","3.7527","15.1888","1.3606","0.0957"
"Luis Felipe","SJE","2018","1060","70","0.8143","0.7762","2.6641","3.8059","17.4186","3.6406","0.0454"
"Matías Laba","VAN","2015","2707","114","0.7895","0.7662","2.6546","2.3286","17.8429","4.6817","0.0399"
"Chris Duvall","NYRB","2016","2079","208","0.7212","0.7084","2.6531","1.2756","17.3846","1.4585","0.0649"
"London Woodberry","NER","2015","1616","220","0.6273","0.6152","2.6517","1.2053","20.7116","2.784","0.0879"
"Miguel Almirón","ATL","2018","3005","861","0.7189","0.7159","2.6483","0.3076","20.174","1.3449","0.2224"
"Matt Hedges","FCD","2019","3206","25","0.76","0.6541","2.648","10.592","17.364","2.4748","0.0121"
"Bastian Schweinsteiger","CHI","2017","2131","330","0.7606","0.7526","2.6311","0.7973","20.6016","2.9168","0.1258"
"Brandon Servania","FCD","2019","1247","111","0.7928","0.7691","2.6283","2.3678","15.0473","3.9577","0.0651"
"Mohammed Saeid","MIN","2017","258","40","0.65","0.5843","2.6268","6.567","24.3556","5.9512","0.1277"
"Nigel Reo-Coker","VAN","2014","762","80","0.8","0.7672","2.6223","3.2779","15.1706","-1.5525","0.0586"
"Jon Bakero","TOR","2018","159","39","0.8974","0.8304","2.6162","6.7083","15.8208","-0.8787","0.098"
"Héctor Jiménez","CLB","2017","1457","256","0.7422","0.732","2.6154","1.0216","17.4902","-0.6913","0.0993"
"Walter Vílchez","CHV","2013","1042","21","0.8095","0.6852","2.6109","12.4328","15.9368","3.4062","0.0238"
"Nathan Sturgis","COL","2014","334","29","0.7931","0.7036","2.5961","8.9522","17.6155","0.7376","0.0558"
"Walker Zimmerman","FCD","2017","1741","17","0.6471","0.4944","2.5956","15.2683","14.222","0.1962","0.0124"
"Zachary Herivaux","NER","2018","180","16","0.9375","0.7754","2.5938","16.2114","15.2696","1.6531","0.0564"
"José Gonçalves","NER","2014","2567","34","0.6471","0.5708","2.5919","7.6234","22.3005","4.069","0.0131"
"Chris Tierney","NER","2016","2492","519","0.6185","0.6135","2.5909","0.4992","23.6117","1.156","0.1289"
"Brett Levis","VAN","2019","382","46","0.8043","0.7482","2.5846","5.6187","17.0302","-0.9125","0.0559"
"Darwin Cerén","SJE","2016","968","93","0.7957","0.7679","2.5845","2.779","22.9286","6.5995","0.0637"
"Jermain Defoe","TOR","2014","1655","166","0.7169","0.7013","2.5796","1.554","16.6876","3.1514","0.1291"
"Emmanuel Boateng","LAG","2017","2429","383","0.6945","0.6878","2.5586","0.668","16.9159","-1.4157","0.1153"
"Daniel Lovitz","TOR","2015","410","67","0.5672","0.529","2.557","3.8163","19.8933","1.5928","0.0545"
"Víctor Rodríguez","SEA","2017","523","150","0.7","0.683","2.553","1.702","16.792","3.2928","0.147"
"Alvas Powell","POR","2016","2165","224","0.6071","0.5958","2.545","1.1362","21.4203","1.2537","0.0902"
"Marcel de Jong","VAN","2017","854","37","0.5405","0.4718","2.5431","6.8733","27.6003","8.1836","0.0453"
"Dillon Powers","ORL","2019","684","88","0.7955","0.7666","2.5367","2.8826","18.7188","2.6463","0.0942"
"Gershon Koffie","NER","2016","1656","91","0.8022","0.7744","2.5298","2.78","17.3233","4.5634","0.035"
"Andrew Farrell","NER","2018","2942","428","0.7126","0.7067","2.5297","0.5911","19.1096","2.8186","0.0995"
"Álvaro Fernández","SEA","2016","556","70","0.7286","0.6925","2.528","3.6114","16.3066","2.0256","0.0639"
"Carlos Gruezo","FCD","2016","2393","123","0.7967","0.7763","2.5198","2.0486","20.2829","3.0339","0.0473"
"Saphir Taïder","MTL","2020","200","30","0.9","0.8161","2.5166","8.3888","18.9459","1.909","0.1236"
"Vincent Nogueira","PHI","2015","2132","190","0.7842","0.771","2.5146","1.3235","18.2821","3.9996","0.0699"
"Artur","CLB","2017","1831","173","0.7803","0.7658","2.5087","1.4501","17.8691","3.3755","0.0673"
"Aarón Guillén","FCD","2017","404","21","0.8571","0.7378","2.5053","11.9299","22.1675","2.7874","0.0555"
"Justin Mapp","MTL","2014","1840","330","0.6121","0.6046","2.4922","0.7552","21.2877","2.3084","0.1742"
"Gedion Zelalem","SKC","2019","475","68","0.8382","0.8016","2.4918","3.6644","18.9735","2.0649","0.0546"
"Bernardo Añor","CLB","2014","1801","306","0.7255","0.7174","2.4857","0.8123","18.8267","0.6103","0.1111"
"Daigo Kobayashi","NER","2014","1983","291","0.7766","0.7681","2.4793","0.852","17.4632","1.2927","0.0655"
"Kosuke Kimura","NYRB","2013","1747","201","0.7562","0.7439","2.4705","1.2291","17.0555","-0.4131","0.0773"
"Jukka Raitala","CLB","2017","2106","285","0.7088","0.7001","2.4633","0.8643","19.1193","0.0847","0.0866"
"Sebastian Lletget","LAG","2020","127","16","0.875","0.7212","2.4601","15.3755","14.5681","-0.9703","0.099"
"Chris Wondolowski","SJE","2018","2507","207","0.7101","0.6984","2.4392","1.1784","16.1378","1.4567","0.0718"
"Lewis Neal","DCU","2013","543","53","0.7547","0.7087","2.4384","4.6008","18.491","1.2303","0.0608"
"Joseph Mora","DCU","2020","145","20","0.9","0.7782","2.4368","12.1842","13.7862","-0.207","0.0964"
"Konrad Warzycha","CLB","2013","343","27","0.8148","0.7246","2.4347","9.0174","21.9961","5.1963","0.0297"
"Bojan Krkić","MTL","2019","650","112","0.7857","0.764","2.4292","2.1689","16.7323","3.1235","0.1243"
"Cole Bassett","COL","2018","361","37","0.8378","0.7722","2.4283","6.5631","17.26","2.0545","0.0651"
"Eduardo Sosa","CLB","2019","362","52","0.8077","0.7612","2.4176","4.6492","13.3363","4.6398","0.0632"
"Nick DeLeon","DCU","2016","2749","310","0.7226","0.7148","2.4168","0.7796","17.9735","0.1343","0.0891"
"Ricardo Pepi","FCD","2019","113","10","1","0.7584","2.4161","24.1612","11.3009","-0.46","0.02"
"Tony Beltran","RSL","2017","1958","358","0.7626","0.7558","2.4131","0.6741","14.5975","1.3254","0.1094"
"Julio Morales","CHV","2013","840","75","0.8","0.7679","2.4094","3.2126","11.5051","-1.3539","0.0914"
"Jalil Anibaba","NER","2019","1951","22","0.6364","0.5269","2.4075","10.9433","20.4726","2.6764","0.0155"
"Federico Bravo","NYC","2016","1220","37","0.7568","0.6917","2.4071","6.5057","18.5712","4.6","0.026"
"Harry Shipp","MTL","2016","1694","233","0.7167","0.7064","2.3992","1.0297","18.1547","1.6238","0.0962"
"Ager Aketxe","TOR","2018","774","207","0.7246","0.7131","2.3926","1.1558","18.906","2.2878","0.1289"
"Leonardo Bertone","CIN","2019","2261","152","0.6053","0.5895","2.3891","1.5718","22.9297","5.2908","0.0673"
"Justen Glad","RSL","2016","2628","12","0.8333","0.6343","2.3884","19.9035","18.5466","5.3667","0.0082"
"Stephen McCarthy","NER","2013","1698","8","0.875","0.5766","2.3873","29.8407","20.0031","5.2325","0.0087"
"Darwin Cerén","HOU","2019","612","49","0.8163","0.7677","2.3849","4.8672","17.2719","2.8116","0.0348"
