"Player","Team","Season","MinutesIncludes stoppage time.","Passes","Pass %Pass Completion","xPass %Expected pass completion percentage.","ScoreNumber of passes completed over/under expected.","Per100Passes completed over/under expected, measured per 100 passes.","DistanceAverage distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","VerticalAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","Touch %Players' share of their team's number of touches."
"Markus Holgersson","NYRB","2013","3104","1218","0.8342","0.8173","20.5328","1.6858","22.7772","11.1208","0.09"
"Nat Borchers","RSL","2013","2741","1005","0.8736","0.8538","19.8973","1.9798","22.3675","8.5119","0.0821"
"Jeff Parke","PHI","2013","2981","947","0.8205","0.7999","19.4713","2.0561","23.1689","10.7802","0.0848"
"Jimmy Nielsen","SKC","2013","3332","989","0.6643","0.6448","19.312","1.9527","42.5633","36.1191","0.1366"
"Hendry Thomas","COL","2013","2481","1326","0.8431","0.8289","18.9225","1.427","21.8135","7.0549","0.1062"
"Matt Hedges","FCD","2013","3030","984","0.8648","0.8464","18.1157","1.841","24.0553","9.2314","0.0908"
"Lee Young-Pyo","VAN","2013","2964","1750","0.7943","0.784","18.0498","1.0314","21.2349","8.0034","0.1179"
"Steven Beitashour","SJE","2013","2629","1218","0.7299","0.7154","17.6931","1.4526","22.1996","11.0882","0.0998"
"George John","FCD","2013","2245","734","0.8801","0.8568","17.1148","2.3317","24.2761","9.4176","0.0797"
"Matteo Ferrari","MTL","2013","3041","1440","0.8694","0.8582","16.1221","1.1196","22.3707","9.8651","0.1015"
"Richard Eckersley","TOR","2013","1543","816","0.7402","0.7217","15.0536","1.8448","22.4319","12.4716","0.1179"
"Tony Beltran","RSL","2013","2407","1499","0.7905","0.7806","14.9448","0.997","19.8986","6.4217","0.1096"
"Chris Wingert","RSL","2013","1879","1221","0.7912","0.7791","14.757","1.2086","22.1664","8.3418","0.1049"
"Yordany Alvarez","RSL","2013","1084","761","0.8476","0.8282","14.7369","1.9365","18.8969","6.3259","0.0813"
"Chad Barson","CLB","2013","1728","718","0.7563","0.737","13.8245","1.9254","21.4248","9.158","0.0859"
"Kwame Watson-Siriboe","RSL","2013","680","238","0.9286","0.8751","12.732","5.3496","20.2606","5.5268","0.0722"
"Chris Seitz","FCD","2013","774","241","0.751","0.702","11.826","4.9071","41.6376","34.3168","0.2069"
"Jonathan Osorio","TOR","2013","1881","848","0.8019","0.7887","11.2023","1.321","20.1272","3.5601","0.072"
"Jair Benitez","FCD","2013","2645","1564","0.7385","0.7316","10.7901","0.6899","25.247","11.1724","0.1104"
"Darren O'Dea","TOR","2013","1669","723","0.7068","0.6919","10.7439","1.486","29.0761","16.5048","0.105"
"Tally Hall","HOU","2013","3306","1178","0.5637","0.5546","10.6608","0.905","51.4416","46.6215","0.168"
"Michael Gspurning","SEA","2013","2681","805","0.636","0.6228","10.6608","1.3243","44.6269","38.9883","0.1578"
"Darlington Nagbe","POR","2013","3036","1421","0.8487","0.8414","10.4347","0.7343","15.5889","1.3561","0.0889"
"Alessandro Nesta","MTL","2013","2103","1103","0.8595","0.8503","10.0782","0.9137","23.931","11.4249","0.1018"
"Robbie Keane","LAG","2013","2113","802","0.7955","0.7836","9.5928","1.1961","15.7938","3.306","0.0792"
"Rafael Baca","SJE","2013","2539","1290","0.8357","0.8283","9.4813","0.735","18.8854","4.1347","0.0888"
"Kofi Sarkodie","HOU","2013","3176","1570","0.7771","0.7711","9.4062","0.5991","20.8493","7.4475","0.0987"
"Jordan Stewart","SJE","2013","1165","552","0.7609","0.744","9.3251","1.6893","21.1996","10.0067","0.1069"
"Jordan Harvey","VAN","2013","2260","958","0.7797","0.7701","9.2581","0.9664","19.4064","7.2122","0.0911"
"Donovan Ricketts","POR","2013","3126","787","0.5985","0.5872","8.8484","1.1243","51.577","45.8832","0.1463"
"Matt Besler","SKC","2013","2254","1274","0.7739","0.7671","8.7255","0.6849","27.6643","11.9122","0.1127"
"Soony Saad","SKC","2013","1458","419","0.7518","0.7319","8.3392","1.9903","18.8733","1.5139","0.049"
"Marcelo Sarvas","LAG","2013","3083","1822","0.8288","0.8249","7.0768","0.3884","20.1072","6.3619","0.1151"
"A.J. DeLaGarza","LAG","2013","2562","1055","0.819","0.8124","6.9542","0.6592","22.5338","9.6245","0.088"
"Abdoulie Mansally","RSL","2013","848","515","0.7728","0.7593","6.9455","1.3486","23.1553","9.5189","0.0804"
"Kyle Beckerman","RSL","2013","2456","1847","0.8251","0.8216","6.4654","0.35","20.7344","7.2045","0.1228"
"Jun Marques Davidson","VAN","2013","2099","897","0.8551","0.8482","6.1986","0.691","20.5488","5.8844","0.0822"
"Marc Burch","SEA","2013","1266","663","0.6833","0.6739","6.1957","0.9345","23.4246","8.6068","0.0672"
"Eric Alexander","NYRB","2013","2642","1075","0.8102","0.8046","6.0712","0.5648","17.1749","4.0072","0.0664"
"Clyde Simms","NER","2013","723","280","0.8643","0.8436","5.7823","2.0651","17.8617","2.8109","0.0629"
"Bobby Shuttleworth","NER","2013","2242","772","0.5972","0.5899","5.631","0.7294","50.517","44.4418","0.169"
"Ibrahim Sekagya","NYRB","2013","764","316","0.8449","0.8295","4.8858","1.5461","24.5032","10.4122","0.0969"
"Seth Sinovic","SKC","2013","3017","1612","0.7543","0.7513","4.8705","0.3021","20.8627","6.7117","0.1013"
"Lewis Neal","DCU","2013","543","374","0.8556","0.8431","4.6778","1.2508","21.3953","4.6557","0.0734"
"Jared Jeffrey","DCU","2013","841","514","0.856","0.8472","4.5461","0.8844","19.886","5.2692","0.0983"
"Marcus Hahnemann","SEA","2013","391","108","0.5926","0.5546","4.103","3.799","52.5697","47.0797","0.1132"
"Chance Myers","SKC","2013","2595","1306","0.7351","0.732","4.0602","0.3109","21.2979","8.9293","0.1001"
"Peter Luccin","FCD","2013","213","110","0.8545","0.819","3.9084","3.5531","21.1393","9.8754","0.0815"
"Jay DeMerit","VAN","2013","657","194","0.8351","0.8152","3.8485","1.9838","23.3252","12.3062","0.0741"
"Steven Caldwell","TOR","2013","2230","751","0.735","0.7299","3.8388","0.5112","28.8088","16.5474","0.085"
"Stephen McCarthy","NER","2013","1698","612","0.8333","0.8273","3.7038","0.6052","24.2871","9.1778","0.0878"
"Kellyn Acosta","FCD","2013","1081","518","0.7934","0.7863","3.6816","0.7107","20.4453","5.1475","0.0941"
"Diego Calderón","COL","2013","330","110","0.7909","0.7609","3.3007","3.0006","25.6992","16.0791","0.077"
"Alexander López","HOU","2013","93","57","0.9123","0.8545","3.2907","5.7732","18.6664","4.1824","0.0482"
"Daniel Woolard","DCU","2013","2382","1128","0.8183","0.8154","3.2529","0.2884","22.6117","9.8284","0.0918"
"Heath Pearce","NYRB","2013","1188","665","0.7654","0.7605","3.2522","0.4891","21.9052","10.0242","0.0891"
"Darel Russell","TOR","2013","1025","433","0.746","0.7385","3.2089","0.7411","22.8582","10.2647","0.0649"
"Zac MacMath","PHI","2013","3324","1105","0.5412","0.5384","3.0977","0.2803","51.2827","46.6521","0.1507"
"Brad Ring","SJE","2013","292","94","0.8404","0.8082","3.032","3.2256","25.3832","9.6184","0.0764"
"David Bingham","SJE","2013","96","34","0.6176","0.5323","2.9012","8.5329","54.3965","48.4421","0.2706"
"Dejan Jakovic","DCU","2013","1688","678","0.8407","0.8365","2.8705","0.4234","22.9738","9.9139","0.0956"
"Stephen Keel","FCD","2013","549","174","0.8621","0.8458","2.8386","1.6314","22.9172","10.2667","0.0643"
"Amobi Okugo","PHI","2013","3125","1098","0.8051","0.8026","2.7961","0.2547","23.2522","12.1309","0.0913"
"Laurent Courtois","LAG","2013","117","43","0.6977","0.638","2.5676","5.9712","17.6701","4.2684","0.0165"
"Sanna Nyassi","MTL","2013","1286","409","0.7702","0.7639","2.5494","0.6233","18.3224","-0.1836","0.0473"
"Sam Cronin","SJE","2013","3211","1577","0.7831","0.7816","2.4723","0.1568","22.4488","6.8123","0.1018"
"Evan Bush","MTL","2013","97","22","0.6818","0.5696","2.4681","11.2188","48.2896","43.9405","0.1454"
"Clint Dempsey","SEA","2013","709","328","0.8445","0.8371","2.4303","0.741","15.0481","2.6601","0.0878"
"Justin Morrow","SJE","2013","2127","1003","0.7308","0.7284","2.4161","0.2409","21.6999","9.0945","0.0861"
"Terry Dunfield","TOR","2013","325","187","0.7861","0.7742","2.2155","1.1847","21.4409","8.0654","0.1044"
"Don Anding","PHI","2013","35","10","0.7","0.5102","1.8984","18.9841","19.2024","1.426","0.0269"
"Bobby Convey","SKC","2013","130","72","0.875","0.8504","1.7745","2.4646","18.2205","-3.3781","0.0413"
"Sebastian Velasquez","RSL","2013","1003","488","0.8176","0.8141","1.7327","0.3551","16.3617","2.9752","0.0551"
"Hugh Alexander Dixon","HOU","2013","31","22","0.9545","0.8778","1.6877","7.6714","27.7759","-1.2232","0.0188"
"Leonardo","LAG","2013","1186","429","0.8718","0.8682","1.5401","0.359","20.8387","6.1162","0.0725"
"Logan Pause","CHI","2013","979","444","0.8333","0.8301","1.4417","0.3247","18.7142","5.391","0.0662"
"Jaime Alas","SJE","2013","142","54","0.7963","0.7697","1.4387","2.6643","16.5594","-0.5644","0.0256"
"Stefan Frei","TOR","2013","95","28","0.5","0.4507","1.38","4.9285","53.2155","51.5282","0.1702"
"Keon Daniel","PHI","2013","1851","963","0.8006","0.7993","1.2348","0.1282","19.5062","5.0118","0.0877"
"Pablo Mastroeni","COL","2013","332","199","0.8593","0.8532","1.2139","0.61","18.1942","4.2972","0.06"
"Wil Trapp","CLB","2013","1505","842","0.8266","0.8252","1.1823","0.1404","22.67","6.0136","0.1071"
"Maxim Tissot","MTL","2013","348","136","0.7426","0.7343","1.1357","0.835","20.5806","9.0825","0.0561"
"Michael Thomas","TOR","2013","16","6","1","0.8175","1.0949","18.249","22.8103","12.6883","0.0206"
"Jamie Smith","COL","2013","200","96","0.75","0.7387","1.0829","1.128","18.889","1.247","0.0382"
"Mehdi Ballouchy","SJE","2013","140","72","0.8194","0.8047","1.0602","1.4725","18.9197","3.9723","0.0282"
"Wandrille Lefevre","MTL","2013","437","147","0.7619","0.7548","1.0381","0.7062","29.8252","16.9167","0.0811"
"Quincy Amarikwa","CHI","2013","377","112","0.6429","0.6339","1.0066","0.8987","15.604","2.2938","0.0256"
"Danny Mwanga","COL","2013","629","170","0.7353","0.7294","0.9943","0.5849","15.6042","2.1478","0.0324"
"Eriq Zavaleta","SEA","2013","59","12","0.75","0.6675","0.9895","8.2455","11.9446","-0.3258","0.0073"
"Rodney Wallace","POR","2013","2154","1077","0.7512","0.7503","0.9161","0.0851","16.6052","3.0986","0.0841"
"Walker Zimmerman","FCD","2013","460","143","0.8182","0.8118","0.9086","0.6354","23.7498","10.0267","0.0639"
"Mark Bloom","TOR","2013","582","261","0.7203","0.717","0.8689","0.3329","23.8286","12.3521","0.1115"
"David Ousted","VAN","2013","1264","422","0.5877","0.5856","0.8679","0.2057","49.2356","42.8977","0.1514"
"Steve Zakuani","SEA","2013","525","220","0.7727","0.7688","0.8546","0.3884","16.8373","0.7266","0.0554"
"Pablo Mastroeni","LAG","2013","297","173","0.8671","0.8621","0.8543","0.4938","18.0709","3.2333","0.0402"
"Marcus Tracy","SJE","2013","86","20","0.7","0.6609","0.7819","3.9093","14.3744","3.8123","0.0091"
"John Stertzer","RSL","2013","44","14","0.9286","0.8731","0.7766","5.5473","16.9139","1.4046","0.0237"
"Nana Attakora","SJE","2013","718","245","0.7633","0.7605","0.6831","0.2788","23.9296","9.5727","0.0779"
"Phillip Lund","SEA","2013","21","6","1","0.8885","0.669","11.1507","9.0949","-4.83","0.0126"
"Martin Ponce","CHV","2013","201","87","0.8161","0.8087","0.6452","0.7416","17.4455","5.3336","0.0438"
"Shaun Francis","CHI","2013","95","36","0.7222","0.705","0.6208","1.7245","22.6308","12.6053","0.1028"
"Ruben Bover","NYRB","2013","156","58","0.7931","0.7828","0.6002","1.0348","20.6978","3.3846","0.0229"
"Mikaël Silvestre","POR","2013","747","366","0.8005","0.799","0.5735","0.1567","27.2225","14.4322","0.0844"
"Emery Welshman","TOR","2013","10","3","1","0.8224","0.5328","17.7608","11.4283","3.565","0.0112"
"Dillon Serna","COL","2013","17","9","0.8889","0.8316","0.5154","5.7271","12.3285","6.67","0.0203"
"Tony Cascio","COL","2013","601","201","0.7114","0.7094","0.4161","0.207","18.7157","4.7127","0.0409"
"Kalif Alhassan","POR","2013","1447","708","0.8008","0.8003","0.3866","0.0546","17.915","2.0975","0.0518"
"Matt Kassel","PHI","2013","112","55","0.7818","0.7751","0.3685","0.6699","20.3701","4.2905","0.0314"
"Aaron Wheeler","PHI","2013","188","71","0.7324","0.728","0.3098","0.4364","15.5466","1.7914","0.0178"
"Matt Miazga","NYRB","2013","20","2","1","0.8469","0.3061","15.307","25.2397","3.9675","0.0137"
"Bill Hamid","DCU","2013","2420","858","0.6282","0.6279","0.2846","0.0332","47.6746","41.4263","0.1568"
"Chris Schuler","RSL","2013","1563","611","0.8085","0.8081","0.2752","0.045","24.3447","12.5497","0.0915"
"Samuel Ochoa","SEA","2013","194","54","0.7963","0.7913","0.268","0.4962","14.5569","-0.5431","0.0292"
"Lloyd Sam","NYRB","2013","911","330","0.7485","0.7478","0.2358","0.0714","17.8644","1.7097","0.0335"
"Brian Ownby","HOU","2013","71","22","0.6818","0.6727","0.2016","0.9163","21.9085","6.2936","0.0201"
"Giovani Casillas","CHV","2013","207","59","0.7119","0.7084","0.2015","0.3416","21.2468","3.871","0.0311"
"Amando Moreno","NYRB","2013","8","4","0.75","0.7061","0.1757","4.3919","26.7553","3.9963","0.0075"
"Rauwshan McKenzie","POR","2013","99","21","0.8095","0.8018","0.1628","0.7755","27.3406","13.214","0.0563"
"Khari Stephenson","RSL","2013","867","347","0.8271","0.8267","0.1391","0.0401","18.3769","2.36","0.0434"
"Sinisa Ubiparipovic","MTL","2013","11","5","0.8","0.7723","0.1386","2.7725","16.1655","1.311","0.0107"
"Marius Obekop","NYRB","2013","100","23","0.6957","0.6905","0.1189","0.5169","19.5482","1.225","0.0159"
"Josué Martínez","NYRB","2013","17","4","0.75","0.7283","0.0868","2.171","20.7273","-2.3863","0.0097"
"Charlie Davies","NER","2013","44","9","0.8889","0.8837","0.0463","0.5141","13.5673","-4.0122","0.0089"
"Jimmy Medranda","SKC","2013","3","1","1","0.9639","0.0361","3.6112","26.464","1.84","0.0032"
"Andrew Weber","SEA","2013","247","65","0.6308","0.6302","0.0351","0.0541","44.7236","37.7518","0.0873"
"Corben Bone","CHI","2013","8","0","0","0","0","0","0","0","0"
"Brad Ring","POR","2013","4","0","0","0","0","0","0","0","0"
"Brenton Griffiths","COL","2013","4","0","0","0","0","0","0","0","0.0048"
"Dylan Remick","SEA","2013","30","14","0.5714","0.5763","-0.0683","-0.4881","28.7251","16.2479","0.0217"
"Cole Grossman","RSL","2013","177","83","0.7952","0.797","-0.1529","-0.1842","16.7419","3.4625","0.044"
"Michael Nanchoff","POR","2013","15","4","0.75","0.7883","-0.1532","-3.8301","29.2375","3.68","0.0083"
"Blake Smith","MTL","2013","378","151","0.7285","0.7296","-0.1648","-0.1091","19.0237","2.9611","0.0225"
"Rafael García","LAG","2013","266","102","0.8333","0.8352","-0.1937","-0.1899","22.1232","7.2935","0.0259"
"Chris Albright","PHI","2013","16","5","0.8","0.8389","-0.1945","-3.8898","11.7029","4.646","0.0062"
"Matt Pickens","COL","2013","104","22","0.8182","0.8278","-0.2121","-0.9641","35.75","28.6559","0.0371"
"Steward Ceus","COL","2013","100","24","0.625","0.6353","-0.2474","-1.0308","43.6666","35.6979","0.0816"
"Steven Kinney","CHI","2013","194","83","0.6627","0.6671","-0.3654","-0.4403","27.629","16.6127","0.1045"
"Josh Gardner","SKC","2013","283","132","0.7424","0.7456","-0.4162","-0.3153","20.259","6.4775","0.0351"
"Bobby Warshaw","FCD","2013","182","48","0.75","0.7593","-0.4466","-0.9305","24.1869","12.0439","0.0155"
"Miller Bolaños","CHV","2013","254","98","0.7959","0.8017","-0.5645","-0.5761","13.8945","0.4471","0.0497"
"Greg Klazura","VAN","2013","92","31","0.7097","0.7307","-0.6503","-2.0976","18.478","4.9598","0.0393"
"David Horst","POR","2013","113","21","0.7143","0.7464","-0.6747","-3.2126","26.0539","14.0081","0.0417"
"Yazid Atouba","CHI","2013","71","20","0.7","0.7338","-0.675","-3.3751","12.3463","0.7533","0.0168"
"Michael Bustamante","NYRB","2013","108","65","0.8308","0.8417","-0.7088","-1.0905","16.2092","2.6857","0.0442"
"Anthony Arena","HOU","2013","80","22","0.7273","0.7637","-0.802","-3.6454","24.4513","14.8089","0.0756"
"Futty Danso","POR","2013","1463","463","0.8121","0.8139","-0.8147","-0.176","25.7231","12.0087","0.0785"
"Anthony Wallace","COL","2013","141","66","0.6364","0.6487","-0.8173","-1.2383","26.9585","13.6153","0.025"
"Ike Opara","SKC","2013","1529","575","0.7861","0.7875","-0.8348","-0.1452","23.1049","8.9572","0.0899"
"Andre Akpan","NYRB","2013","167","57","0.7368","0.7516","-0.8401","-1.4739","13.5026","0.4075","0.0228"
"Donnie Smith","NER","2013","54","17","0.6471","0.6973","-0.8533","-5.0197","17.0341","2.6315","0.0465"
"Brandon McDonald","RSL","2013","295","101","0.7723","0.7809","-0.874","-0.8653","27.2418","15.2347","0.0779"
"Michael Seaton","DCU","2013","129","26","0.8077","0.842","-0.891","-3.4268","10.7164","-0.0663","0.0246"
"Taylor Morgan","TOR","2013","20","4","0.5","0.7237","-0.8948","-22.3693","15.2474","7.1012","0.0096"
"Boniek García","HOU","2013","2056","1057","0.7815","0.7824","-0.994","-0.094","18.4595","3.1086","0.1053"
"Bradlee Baladez","FCD","2013","34","8","0.5","0.6245","-0.9963","-12.4542","11.5929","6.6844","0.0185"
"Wells Thompson","CHI","2013","590","365","0.7863","0.7891","-1.0067","-0.2758","18.9781","6.7705","0.1006"
"Andre Akpan","COL","2013","14","4","0.25","0.5025","-1.0101","-25.2519","13.946","1.2363","0.0105"
"Carlo Chueca","CHV","2013","61","29","0.7586","0.7938","-1.0204","-3.5185","21.1469","1.9907","0.0256"
"Federico Higuaín","CLB","2013","2782","1674","0.7473","0.7479","-1.0418","-0.0622","21.5354","4.5111","0.1161"
"Lee Nguyen","NER","2013","3069","1579","0.7739","0.7746","-1.0426","-0.066","20.7353","6.5905","0.1088"
"Robbie Russell","DCU","2013","13","6","0.5","0.6751","-1.0507","-17.5123","25.1126","13.4933","0.01"
"Kevin Ellis","SKC","2013","120","47","0.7021","0.7264","-1.1409","-2.4275","17.6206","6.3788","0.0564"
"Eddie Gaven","CLB","2013","973","388","0.7526","0.7556","-1.1586","-0.2986","15.8564","2.6895","0.097"
"Collin Martin","DCU","2013","384","148","0.8108","0.8188","-1.1867","-0.8018","18.5085","0.7195","0.0423"
"Jaime Frías","CHV","2013","279","132","0.7879","0.7969","-1.1874","-0.8995","20.8156","8.6346","0.0745"
"Maximiliano Urruti","TOR","2013","49","11","0.6364","0.7518","-1.2693","-11.5392","21.2947","2.9377","0.0186"
"Servando Carrasco","HOU","2013","43","6","0.6667","0.8793","-1.2757","-21.2616","17.7821","2.2425","0.0102"
"Tyson Wahl","CLB","2013","2318","1025","0.719","0.7203","-1.3045","-0.1273","22.2223","10.9846","0.0902"
"Andy O'Brien","VAN","2013","1499","443","0.7901","0.7932","-1.4027","-0.3166","24.9798","12.068","0.0802"
"Péguy Luyindula","NYRB","2013","980","300","0.75","0.7548","-1.4463","-0.4821","17.0856","4.7836","0.0337"
"Mike Fucito","SJE","2013","265","63","0.6667","0.6897","-1.4494","-2.3007","13.4399","2.0298","0.0257"
"Bradford Rusin","VAN","2013","1504","459","0.8061","0.8093","-1.4609","-0.3183","23.2435","10.6469","0.0694"
"Carlos Bocanegra","CHV","2013","1131","426","0.777","0.7804","-1.4655","-0.344","26.6086","14.0972","0.1035"
"Milos Kocic","POR","2013","195","66","0.5606","0.583","-1.4757","-2.2359","47.9127","42.0935","0.1976"
"Greg Cochrane","LAG","2013","919","386","0.6969","0.7007","-1.4892","-0.3858","22.3156","9.4818","0.0745"
"Nick DeLeon","DCU","2013","2036","844","0.8069","0.8087","-1.544","-0.1829","18.0641","1.0751","0.0727"
"Hernán Bernardello","MTL","2013","665","435","0.8092","0.8128","-1.5627","-0.3592","25.599","8.8986","0.1068"
"Bakary Soumaré","PHI","2013","277","63","0.746","0.7715","-1.6058","-2.5489","23.4845","12.9804","0.0709"
"Sal Zizzo","POR","2013","315","152","0.75","0.7606","-1.6073","-1.0574","21.32","3.3093","0.0361"
"Kosuke Kimura","NYRB","2013","1747","847","0.7946","0.7965","-1.6082","-0.1899","19.5195","5.5839","0.0766"
"Teal Bunbury","SKC","2013","285","56","0.7679","0.7967","-1.6152","-2.8843","14.3341","-1.6778","0.0173"
"Álvaro Rey","TOR","2013","822","295","0.7254","0.731","-1.6319","-0.5532","22.1873","3.4157","0.0631"
"Lionard Pajoy","DCU","2013","1243","244","0.7951","0.802","-1.6853","-0.6907","13.8991","-1.8862","0.0332"
"Tim Melia","CHV","2013","191","79","0.6962","0.7185","-1.7614","-2.2296","34.8346","28.1954","0.2513"
"Kamani Hill","COL","2013","214","88","0.7841","0.8046","-1.8084","-2.055","16.7867","-0.4888","0.0331"
"Daniel Antúnez","CHV","2013","89","33","0.7273","0.7827","-1.8281","-5.5396","19.6068","6.8512","0.0256"
"Carlos Salcedo","RSL","2013","1157","457","0.8512","0.8557","-2.0409","-0.4466","23.4558","9.3709","0.0778"
"Marvell Wynne","COL","2013","2503","1228","0.7174","0.7191","-2.1008","-0.1711","23.3567","11.6262","0.1046"
"Julio Morales","CHV","2013","840","205","0.7951","0.8057","-2.1634","-1.0553","12.3339","-0.621","0.0427"
"Maximiliano Urruti","POR","2013","324","70","0.8","0.831","-2.1669","-3.0956","14.0982","-0.0969","0.0336"
"Kevan George","CLB","2013","501","162","0.7778","0.7912","-2.167","-1.3377","19.1667","6.9696","0.0421"
"Ryan Miller","POR","2013","382","201","0.791","0.8019","-2.1844","-1.0868","20.1417","3.4426","0.0524"
"Omar González","LAG","2013","2539","1149","0.7833","0.7852","-2.2113","-0.1925","24.723","11.6625","0.0934"
"Laurent Courtois","CHV","2013","286","117","0.7179","0.7376","-2.2968","-1.9631","19.8386","3.6269","0.0591"
"Servando Carrasco","SEA","2013","1351","631","0.7924","0.7962","-2.4265","-0.3845","22.1656","8.3174","0.076"
"Sam Adekugbe","VAN","2013","94","68","0.7794","0.8159","-2.4795","-3.6463","19.0331","5.8836","0.1145"
"Cordell Cato","SJE","2013","1126","365","0.6438","0.6508","-2.5284","-0.6927","16.7339","2.7427","0.0509"
"Ramón Núñez","FCD","2013","315","138","0.7391","0.7577","-2.5599","-1.855","20.5117","8.3642","0.032"
"Omar Cummings","HOU","2013","247","58","0.7414","0.7857","-2.5713","-4.4332","18.2126","-2.0066","0.0157"
"Danny Koevermans","TOR","2013","97","29","0.6207","0.7098","-2.5828","-8.9062","21.5064","6.6621","0.0188"
"Chris Tierney","NER","2013","2556","1377","0.6899","0.6918","-2.648","-0.1923","23.0118","8.0649","0.1029"
"Joe Cannon","VAN","2013","975","268","0.5821","0.592","-2.65","-0.9888","47.1568","40.9301","0.1881"
"Calum Mallace","MTL","2013","50","11","0.6364","0.8777","-2.6552","-24.1382","18.7731","5.4573","0.0168"
"Matthew Fondy","CHV","2013","270","62","0.6935","0.7369","-2.6881","-4.3357","14.1856","1.278","0.0303"
"Erik Hurtado","VAN","2013","567","177","0.7232","0.7389","-2.7859","-1.574","15.7008","1.0837","0.0363"
"Kalifa Cissé","NER","2013","483","237","0.8397","0.8518","-2.8785","-1.2146","19.044","4.8198","0.0848"
"Mike Chabala","HOU","2013","177","99","0.7071","0.737","-2.9668","-2.9967","24.4689","9.9039","0.0668"
"Carlo Cudicini","LAG","2013","2034","592","0.6436","0.6486","-2.9675","-0.5013","44.3396","37.6186","0.1959"
"Daigo Kobayashi","VAN","2013","1765","686","0.8032","0.8077","-3.0866","-0.4499","18.725","3.7455","0.0517"
"Tom Heinemann","VAN","2013","357","82","0.6098","0.6479","-3.1308","-3.8181","14.0025","2.509","0.0181"
"Gabriel Torres","COL","2013","545","113","0.7522","0.7811","-3.2636","-2.8881","19.3291","3.4805","0.0478"
"Jacob Peterson","SKC","2013","917","259","0.6988","0.7119","-3.3713","-1.3017","16.8063","1.9319","0.0404"
"Gale Agbossoumonde","TOR","2013","1175","337","0.7329","0.7429","-3.3738","-1.0011","26.8521","14.0525","0.079"
"José Gonçalves","NER","2013","3329","1383","0.7715","0.774","-3.4276","-0.2478","26.4905","12.8103","0.1034"
"Carlo Franco Chueco del Rio","CHV","2013","95","54","0.7963","0.8614","-3.5173","-6.5136","18.1386","-2.5918","0.117"
"Bilal Duckett","NER","2013","97","21","0.4286","0.5977","-3.5516","-16.9122","26.2526","21.1217","0.0872"
"Aaron Schoenfeld","CLB","2013","353","109","0.633","0.6662","-3.6171","-3.3184","14.4049","3.8942","0.0307"
"Kofi Opare","LAG","2013","562","194","0.8454","0.8641","-3.6289","-1.8705","21.5258","6.4969","0.0827"
"Charlie Rugg","LAG","2013","164","43","0.6977","0.7825","-3.648","-8.4837","12.0828","-0.016","0.0286"
"José Adolfo Valencia","POR","2013","741","190","0.7737","0.7932","-3.7154","-1.9555","13.4095","-0.4509","0.0257"
"Sam Cruz Garza","SJE","2013","124","39","0.5128","0.6091","-3.7545","-9.627","21.6957","7.0297","0.0206"
