"Player","Team","Season","MinutesIncludes stoppage time.","Passes","Pass %Pass Completion","xPass %Expected pass completion percentage.","ScoreNumber of passes completed over/under expected.","Per100Passes completed over/under expected, measured per 100 passes.","DistanceAverage distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","VerticalAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","Touch %Players' share of their team's number of touches."
"Liam Ridgewell","POR","2015","3085","1316","0.766","0.7218","58.0804","4.4134","29.5878","17.2159","0.0924"
"Chris Tierney","NER","2015","2812","1755","0.7043","0.6715","57.5187","3.2774","23.3304","7.5401","0.1111"
"Luke Boden","ORL","2015","2414","1594","0.7773","0.742","56.222","3.5271","19.9294","6.457","0.1175"
"Raymon Gaddis","PHI","2015","2584","1243","0.7691","0.7293","49.4521","3.9784","19.7137","10.3266","0.1023"
"Chris Wingert","NYC","2015","2335","1281","0.7955","0.7576","48.5724","3.7918","21.1498","10.8104","0.0969"
"Chad Marshall","SEA","2015","2727","1000","0.839","0.7949","44.1495","4.4149","23.6644","10.709","0.0767"
"James Riley","COL","2015","1547","838","0.7983","0.7476","42.5198","5.074","21.4405","8.8643","0.107"
"Sean Franklin","DCU","2015","2256","1578","0.7795","0.7525","42.5132","2.6941","22.3426","6.972","0.129"
"Omar González","LAG","2015","2779","1322","0.7799","0.7481","42.0663","3.182","26.0163","13.7675","0.1001"
"Waylon Francis","CLB","2015","2572","1257","0.7669","0.734","41.3599","3.2904","20.9859","4.8622","0.0901"
"Adam Larsen Kwarasey","POR","2015","3200","942","0.6263","0.5842","39.6583","4.21","51.1291","44.9546","0.1447"
"Javier Morales","RSL","2015","2302","1780","0.8073","0.7851","39.4827","2.2181","19.0384","4.0389","0.1376"
"Russell Teibert","VAN","2015","1469","788","0.8769","0.8296","37.2638","4.7289","20.0955","5.6194","0.0742"
"Tyrone Mears","SEA","2015","3179","2112","0.7931","0.7761","35.8367","1.6968","20.817","4.7954","0.1115"
"Seb Hines","ORL","2015","2080","840","0.8226","0.7804","35.4431","4.2194","24.1014","11.328","0.0829"
"Jorge Villafaña","POR","2015","3131","1608","0.7432","0.7215","34.8422","2.1668","19.6235","5.1834","0.102"
"Tony Beltran","RSL","2015","2996","1559","0.764","0.7418","34.5849","2.2184","17.7695","7.1959","0.1076"
"Kyle Beckerman","RSL","2015","2528","1527","0.8258","0.8033","34.3173","2.2474","20.8469","7.9773","0.1188"
"DaMarcus Beasley","HOU","2015","2565","1396","0.7994","0.775","34.1568","2.4468","17.8528","6.4583","0.1158"
"Matt Besler","SKC","2015","3050","1567","0.7569","0.7353","33.8074","2.1575","27.294","12.442","0.1117"
"Jonathan Osorio","TOR","2015","2360","1119","0.8767","0.8477","32.4235","2.8975","16.7477","1.6416","0.081"
"Marvell Wynne","SJE","2015","2972","1416","0.7479","0.7254","31.8373","2.2484","21.2927","9.542","0.0988"
"Fabinho","PHI","2015","2255","1222","0.7169","0.6923","29.9918","2.4543","22.3498","11.365","0.1131"
"Damien Perquis","TOR","2015","2204","760","0.8105","0.772","29.3164","3.8574","26.6594","13.6895","0.0805"
"Steve Clark","CLB","2015","3297","1310","0.8008","0.7786","29.0758","2.2195","36.0533","26.4662","0.1834"
"Zach Scott","SEA","2015","1613","699","0.8398","0.7987","28.7342","4.1108","24.9342","11.4789","0.075"
"Wil Trapp","CLB","2015","1657","1256","0.8774","0.8553","27.7973","2.2132","23.1847","7.2075","0.1162"
"Joevin Jones","CHI","2015","2428","1276","0.7821","0.7606","27.5152","2.1564","19.9998","4.7282","0.0961"
"Bobby Shuttleworth","NER","2015","3008","876","0.5982","0.5673","27.0319","3.0858","51.9894","45.3738","0.1429"
"Jordan Harvey","VAN","2015","2421","1156","0.7561","0.7328","26.8428","2.322","20.3111","8.4559","0.0965"
"Emanuel Pogatetz","CLB","2015","1599","778","0.8419","0.808","26.3689","3.3893","25.1359","9.5203","0.0927"
"Victor Ulloa","FCD","2015","3121","1695","0.8289","0.8137","25.8106","1.5227","19.3126","6.2992","0.1085"
"Andrea Pirlo","NYC","2015","1148","934","0.8116","0.7849","24.9154","2.6676","23.6766","9.1932","0.1323"
"David Horst","HOU","2015","2818","806","0.804","0.7731","24.898","3.0891","24.5419","9.7406","0.0731"
"Aurélien Collin","ORL","2015","2593","1145","0.8245","0.8033","24.2778","2.1203","25.4818","10.846","0.0939"
"Tyson Wahl","CLB","2015","1538","634","0.8454","0.8077","23.9086","3.7711","23.8252","8.4318","0.0814"
"Marco Donadel","MTL","2015","2127","1322","0.8026","0.7846","23.782","1.7989","26.1296","5.503","0.1043"
"Zach Loyd","FCD","2015","2574","1079","0.8082","0.7864","23.4524","2.1735","23.8752","10.3175","0.0953"
"Dan Kennedy","FCD","2015","1549","481","0.6965","0.6487","22.9655","4.7745","43.9979","36.6752","0.1774"
"Bobby Boswell","DCU","2015","3216","1338","0.7825","0.7654","22.9458","1.7149","26.1172","14.4711","0.0897"
"Víctor Bernárdez","SJE","2015","2691","916","0.7533","0.7289","22.3027","2.4348","28.2012","13.7744","0.0841"
"Drew Moor","COL","2015","2147","1001","0.7463","0.7241","22.1331","2.2111","23.4312","10.019","0.1"
"Adailton","CHI","2015","1614","632","0.8339","0.7994","21.7541","3.4421","23.7887","11.0855","0.0839"
"Perry Kitchen","DCU","2015","3064","1435","0.8578","0.8428","21.5945","1.5048","21.0132","4.8363","0.0898"
"Mohammed Saeid","CLB","2015","1717","1062","0.8635","0.8433","21.4623","2.0209","21.1313","4.8297","0.077"
"Sheanon Williams","HOU","2015","1244","631","0.7211","0.6873","21.3081","3.3769","22.999","11.1464","0.0997"
"RJ Allen","NYC","2015","1137","553","0.774","0.7356","21.1873","3.8313","20.1235","7.202","0.0892"
"Josh Saunders","NYC","2015","3207","1130","0.6212","0.6025","21.1434","1.8711","46.1146","39.9593","0.1815"
"Scott Caldwell","NER","2015","3100","1635","0.8459","0.833","21.1007","1.2906","20.1921","5.0131","0.0977"
"Steven Birnbaum","DCU","2015","1961","811","0.783","0.757","21.0909","2.6006","23.6329","11.0152","0.0871"
"Demar Phillips","RSL","2015","1480","868","0.7627","0.7387","20.7876","2.3949","18.6975","6.0341","0.1044"
"Jack Jewsbury","POR","2015","1871","954","0.847","0.8253","20.6951","2.1693","22.2606","3.8183","0.0795"
"Jason Hernandez","NYC","2015","2473","953","0.808","0.7865","20.4279","2.1435","24.1237","10.975","0.0876"
"Laurent Ciman","MTL","2015","2576","1223","0.8144","0.7982","19.7462","1.6146","26.9976","11.4909","0.1096"
"Jermaine Taylor","HOU","2015","1549","671","0.7809","0.7516","19.6853","2.9337","26.3645","12.5287","0.1036"
"Ned Grabavoy","NYC","2015","2025","872","0.8429","0.8209","19.1434","2.1953","15.3715","1.6328","0.0709"
"Shaun Maloney","CHI","2015","1317","661","0.7852","0.7576","18.2295","2.7579","19.8937","2.1979","0.0951"
"Raúl Rodríguez","HOU","2015","2548","1047","0.7851","0.7678","18.1458","1.7331","23.6353","11.2066","0.1044"
"Jámison Olave","RSL","2015","1984","596","0.8339","0.8035","18.1434","3.0442","22.9595","7.8638","0.0758"
"Jeff Larentowicz","CHI","2015","2815","1273","0.7942","0.78","18.0662","1.4192","25.9446","12.4027","0.101"
"Marco Delgado","TOR","2015","1806","837","0.8172","0.7958","17.9479","2.1443","17.4779","3.4316","0.0911"
"Josh Williams","TOR","2015","1157","544","0.8621","0.8292","17.9069","3.2917","22.6618","8.3572","0.1009"
"Chris Korb","DCU","2015","1557","781","0.7401","0.7172","17.8894","2.2906","23.2745","10.6466","0.0933"
"Dan Gargan","LAG","2015","1916","1067","0.7769","0.7604","17.65","1.6542","22.6628","8.3837","0.0871"
"Luis Marín","SKC","2015","783","266","0.7481","0.6842","16.9971","6.3899","42.0026","33.1585","0.0971"
"Dylan Remick","SEA","2015","1720","914","0.7582","0.7397","16.9339","1.8527","19.0575","7.0505","0.0907"
"Michael Harrington","COL","2015","1364","717","0.7559","0.7324","16.8769","2.3538","22.0617","9.2407","0.1065"
"Diego Fagundez","NER","2015","1888","822","0.8005","0.78","16.8358","2.0481","17.559","2.5475","0.0602"
"Matt Miazga","NYRB","2015","2289","886","0.7607","0.7418","16.763","1.892","22.8489","13.5426","0.0813"
"Kemar Lawrence","NYRB","2015","2140","1004","0.7291","0.7124","16.7355","1.6669","18.7557","5.282","0.0901"
"David Bingham","SJE","2015","3310","1076","0.5548","0.5393","16.6942","1.5515","52.4092","46.3196","0.1642"
"Rafael Ramos","ORL","2015","2153","1296","0.787","0.7742","16.6493","1.2847","18.4715","2.8361","0.0985"
"Cristian Higuita","ORL","2015","2376","1422","0.8685","0.8569","16.5002","1.1603","19.0675","4.2238","0.1137"
"Evan Bush","MTL","2015","3006","980","0.6449","0.6283","16.2324","1.6564","44.4056","37.0783","0.1435"
"Sean St Ledger","COL","2015","1128","458","0.81","0.775","16.0276","3.4995","25.3308","12.7376","0.0896"
"Will Johnson","POR","2015","1110","462","0.8593","0.8247","15.9661","3.4559","25.1725","3.4306","0.0857"
"Tally Hall","ORL","2015","2220","696","0.6997","0.6772","15.6373","2.2467","41.3706","33.7794","0.1535"
"Leonardo","LAG","2015","2436","932","0.8391","0.8226","15.328","1.6446","24.5456","8.9704","0.0888"
"Matt Hedges","FCD","2015","2881","987","0.8389","0.8234","15.3169","1.5519","23.9733","10.5947","0.0886"
"Andrew Farrell","NER","2015","3035","1258","0.7687","0.7566","15.1436","1.2038","27.1004","14.1764","0.1031"
"Benoit Cheyrou","TOR","2015","2570","1443","0.797","0.7865","15.0871","1.0455","22.6257","10.0154","0.1127"
"Michael Bradley","TOR","2015","2419","1510","0.8099","0.8002","14.6228","0.9684","20.892","5.5924","0.1215"
"Brian Carroll","PHI","2015","1943","737","0.8494","0.8297","14.4939","1.9666","20.2168","5.2694","0.0785"
"Héctor Jiménez","CLB","2015","1216","664","0.7304","0.7088","14.3882","2.1669","22.3532","4.5856","0.057"
"Eric Alexander","MTL","2015","963","433","0.8545","0.8219","14.108","3.2582","18.3484","3.3934","0.0478"
"Clint Irwin","COL","2015","3021","900","0.5378","0.5222","14.0078","1.5564","50.9073","45.806","0.1629"
"Michael Stephens","CHI","2015","1410","852","0.8392","0.8229","13.9063","1.6322","20.9411","6.0266","0.0821"
"Eric Gehrig","CHI","2015","2373","1154","0.7435","0.7315","13.8184","1.1974","25.36","11.3275","0.1065"
"Felipe","NYRB","2015","3122","2001","0.7896","0.7827","13.7871","0.689","20.5342","6.9826","0.1091"
"Sean St Ledger","ORL","2015","1307","618","0.8447","0.8226","13.6383","2.2068","21.6447","9.6494","0.0949"
"Nick Hagglund","TOR","2015","864","352","0.7642","0.7255","13.6365","3.874","25.1101","13.7879","0.0878"
"Robbie Rogers","LAG","2015","2478","1430","0.7476","0.7381","13.5433","0.9471","19.2091","7.2201","0.1113"
"Richie Marquez","PHI","2015","1984","538","0.803","0.7781","13.4067","2.492","23.7256","12.4888","0.0675"
"Michael Lahoud","PHI","2015","1329","564","0.8635","0.84","13.2477","2.3489","20.4586","4.1131","0.0708"
"Juninho Pereira","LAG","2015","3047","2067","0.8345","0.8282","13.2044","0.6388","22.7699","6.1485","0.116"
"Víctor Cabrera","MTL","2015","1866","929","0.8288","0.8148","13.065","1.4063","23.2055","8.2479","0.1116"
"Donny Toia","MTL","2015","2912","1383","0.7701","0.7606","13.0426","0.9431","20.5786","7.2028","0.0995"
"Amobi Okugo","ORL","2015","901","437","0.8764","0.847","12.8805","2.9475","18.3803","5.9953","0.0616"
"Damien Perrinelle","NYRB","2015","2587","1149","0.7972","0.786","12.8458","1.118","22.3508","12.7037","0.0883"
"Lovel Palmer","CHI","2015","1952","968","0.7314","0.7182","12.778","1.32","23.5652","8.1771","0.0925"
"Kofi Sarkodie","HOU","2015","1409","662","0.7266","0.7077","12.5218","1.8915","21.603","9.0417","0.0866"
"Dax McCarty","NYRB","2015","2959","2293","0.843","0.8376","12.457","0.5433","19.1651","6.391","0.1309"
"Steven Beitashour","VAN","2015","2624","1165","0.7425","0.732","12.2235","1.0492","20.8513","8.5887","0.0941"
"Jordan Stewart","SJE","2015","1221","560","0.7429","0.7211","12.1627","2.1719","22.4481","10.1444","0.0942"
"Kwame Watson-Siriboe","NYC","2015","750","262","0.8817","0.8362","11.9033","4.5432","21.0675","6.5611","0.0576"
"Brad Evans","SEA","2015","2507","1114","0.8151","0.8045","11.7703","1.0566","21.8957","7.6777","0.0813"
"Nigel Reo-Coker","MTL","2015","2038","1021","0.8198","0.8085","11.5638","1.1326","18.5036","5.4542","0.0804"
"Boniek García","HOU","2015","1547","774","0.7855","0.7707","11.4991","1.4857","16.7174","3.7819","0.0748"
"Nick Rimando","RSL","2015","2343","805","0.6547","0.6406","11.3525","1.4102","44.1632","37.3779","0.1579"
"David Ousted","VAN","2015","3315","945","0.6519","0.6401","11.1371","1.1785","45.7264","38.2881","0.1657"
"Shay Facey","NYC","2015","1966","876","0.8333","0.8208","10.9967","1.2553","22.6322","7.43","0.0972"
"Jon Busch","CHI","2015","1169","358","0.662","0.6319","10.7759","3.01","44.9867","37.7017","0.1504"
"Andrew Dykstra","DCU","2015","840","290","0.6517","0.6149","10.6711","3.6797","47.4928","41.1859","0.1682"
"Aníbal Godoy","SJE","2015","959","500","0.876","0.8549","10.5311","2.1062","23.4317","5.0894","0.1134"
"Gonzalo Pineda","SEA","2015","2000","1570","0.8261","0.8196","10.2999","0.656","20.1043","6.7528","0.0996"
"Jeff Attinella","RSL","2015","976","278","0.6547","0.6184","10.0819","3.6266","45.1518","38.6512","0.1133"
"Corey Ashe","ORL","2015","708","361","0.7839","0.7562","10.0231","2.7765","18.8073","5.3939","0.0836"
"Tim Parker","VAN","2015","1370","536","0.7668","0.7482","9.9768","1.8613","25.8237","11.8227","0.0833"
"Alexander López","HOU","2015","1006","502","0.7709","0.7511","9.9316","1.9784","18.4641","2.4858","0.0702"
"Jeremy Hall","NER","2015","1072","597","0.8007","0.7842","9.836","1.6476","20.7557","5.385","0.0952"
"Daigo Kobayashi","NER","2015","1218","577","0.8284","0.8115","9.7823","1.6954","19.7486","5.7353","0.0564"
"Zac MacMath","COL","2015","290","103","0.6505","0.557","9.6325","9.3519","49.3532","44.2158","0.1247"
"Elías Vásquez","RSL","2015","1379","475","0.7979","0.7776","9.6169","2.0246","24.9369","12.6456","0.0774"
"Harrison Afful","CLB","2015","810","530","0.7415","0.7237","9.4247","1.7782","20.4919","5.6294","0.1057"
"Raïs M'bolhi","PHI","2015","494","144","0.5486","0.4834","9.3887","6.5199","51.2343","47.2155","0.2094"
"Ahmed Kantari","TOR","2015","1068","473","0.7949","0.7763","8.8294","1.8667","25.2222","13.1287","0.0959"
"Sheanon Williams","PHI","2015","1371","767","0.6949","0.6835","8.7825","1.145","21.7062","9.4415","0.0946"
"Justen Glad","RSL","2015","593","206","0.7913","0.7521","8.0736","3.9192","20.38","7.4605","0.082"
"Kevin Ellis","SKC","2015","2513","1034","0.7921","0.7846","7.7622","0.7507","25.0506","10.7449","0.0976"
"David Mateos","ORL","2015","573","291","0.8351","0.8084","7.7524","2.6641","26.1114","11.3668","0.1069"
"Luis Silva","RSL","2015","558","244","0.8361","0.8048","7.6324","3.1281","16.4322","2.4503","0.0479"
"Justin Mapp","MTL","2015","276","137","0.8029","0.7476","7.5726","5.5274","17.434","2.7373","0.057"
"Kenney Walker","LAG","2015","317","191","0.8848","0.8469","7.2348","3.7879","20.4654","5.5676","0.0474"
"Darwin Cerén","ORL","2015","2432","1582","0.8597","0.8551","7.219","0.4563","21.1878","5.8652","0.1191"
"Calum Mallace","MTL","2015","1928","803","0.8356","0.8269","7.0058","0.8725","20.325","3.458","0.0683"
"Ronald Zubar","NYRB","2015","764","345","0.8522","0.832","6.9606","2.0176","21.8114","8.3773","0.0705"
"José Gonçalves","NER","2015","2666","1162","0.7608","0.7549","6.8268","0.5875","26.5429","12.5738","0.0918"
"John McCarthy","PHI","2015","1069","281","0.5053","0.4811","6.8232","2.4282","55.7358","51.0469","0.1052"
"Donovan Ricketts","ORL","2015","976","260","0.6962","0.6701","6.7772","2.6066","42.0028","35.1214","0.1073"
"Sean Davis","NYRB","2015","502","254","0.878","0.8516","6.6828","2.631","16.1827","4.2804","0.0352"
"Jalil Anibaba","SKC","2015","1374","694","0.6801","0.6708","6.4784","0.9335","21.762","9.889","0.0959"
"Jeanderson","POR","2015","103","57","0.8772","0.7652","6.3812","11.1951","18.1543","4.6868","0.0454"
"Gastón Sauro","CLB","2015","284","153","0.8889","0.8472","6.3724","4.1649","21.5653","6.0274","0.0741"
"Stefan Frei","SEA","2015","2951","934","0.6424","0.6357","6.224","0.6664","45.3702","37.5773","0.1514"
"Bakary Soumaré","MTL","2015","899","314","0.8248","0.8057","6.002","1.9115","26.0933","12.1303","0.0875"
"Sean Johnson","CHI","2015","2032","619","0.5929","0.5834","5.8777","0.9496","47.4101","41.3563","0.1533"
"Jean-Baptiste Pierazzi","SJE","2015","292","101","0.8911","0.8335","5.8183","5.7607","18.1072","5.1887","0.0791"
"Tyler Turner","ORL","2015","513","301","0.7774","0.7582","5.781","1.9206","19.4823","4.3215","0.0844"
"Abdoulie Mansally","RSL","2015","1438","779","0.751","0.7438","5.587","0.7172","19.9223","7.3656","0.0905"
"Chris Pontius","DCU","2015","1654","605","0.7868","0.7778","5.4522","0.9012","16.7304","-0.3186","0.0593"
"Matías Laba","VAN","2015","2707","1380","0.8275","0.8236","5.4095","0.392","20.6778","8.0789","0.1043"
"Zach Pfeffer","PHI","2015","1074","414","0.8309","0.8179","5.3854","1.3008","19.0263","3.8656","0.0444"
"Jordan Smith","VAN","2015","420","204","0.7157","0.6893","5.3772","2.6359","25.3005","8.9599","0.0655"
"Kevan George","CLB","2015","311","204","0.902","0.8762","5.2573","2.5771","20.3511","5.538","0.0629"
"Oniel Fisher","SEA","2015","941","460","0.7891","0.7779","5.1528","1.1202","20.1212","4.822","0.0798"
"Hassoun Camara","MTL","2015","531","226","0.7699","0.7472","5.1328","2.2712","23.6127","9.9821","0.0761"
"Hernán Grana","CLB","2015","639","453","0.7439","0.7329","4.9759","1.0984","20.7201","4.0461","0.1153"
"Ignacio Piatti","MTL","2015","2337","852","0.804","0.7984","4.7679","0.5596","17.9788","2.4076","0.0858"
"Greg Cochrane","CHI","2015","356","163","0.7178","0.6891","4.6755","2.8684","21.4356","6.2192","0.0873"
"Dave Romney","LAG","2015","286","136","0.7941","0.7613","4.4642","3.2825","24.5027","9.2541","0.0637"
"Amobi Okugo","SKC","2015","122","61","0.8689","0.7969","4.3902","7.197","21.4231","8.8946","0.0432"
"Andoni Iraola","NYC","2015","816","441","0.8322","0.8223","4.3603","0.9887","18.7527","2.4035","0.097"
"Mike Magee","CHI","2015","421","103","0.835","0.7927","4.3468","4.2202","17.2248","1.8724","0.02"
"Taylor Peay","POR","2015","349","147","0.7551","0.7266","4.191","2.851","20.8684","8.4654","0.0742"
"Andy Dorman","NER","2015","1215","551","0.8022","0.7946","4.1721","0.7572","21.6446","6.4024","0.0669"
"Daneil Cyrus","CHI","2015","562","275","0.7927","0.7776","4.1594","1.5125","24.1859","8.3666","0.0993"
"Leonardo González","SEA","2015","795","451","0.7251","0.7159","4.1454","0.9192","20.9562","10.5555","0.0596"
"Kaká","ORL","2015","2608","1331","0.7806","0.7776","4.0681","0.3056","17.486","2.8031","0.0957"
"Je-Vaughn Watson","FCD","2015","2140","1069","0.753","0.7493","3.9885","0.3731","22.5235","8.3933","0.1029"
"Lloyd Sam","NYRB","2015","2375","1016","0.7343","0.7305","3.8486","0.3788","16.438","2.0433","0.0648"
"Ike Opara","SKC","2015","572","231","0.7662","0.7499","3.7772","1.6351","25.1241","10.1768","0.0973"
"Seth Sinovic","SKC","2015","963","424","0.7241","0.7154","3.671","0.8658","19.9411","7.8599","0.0869"
"Mix Diskerud","NYC","2015","2214","1138","0.8058","0.8026","3.6003","0.3164","18.2731","4.2282","0.0867"
"Joseph Greenspan","COL","2015","203","87","0.6897","0.6483","3.5971","4.1346","23.0229","12.6381","0.0833"
"Kendall Waston","VAN","2015","2689","925","0.7254","0.7216","3.5592","0.3848","26.6617","13.9044","0.0881"
"Tommy Redding","ORL","2015","99","34","1","0.8961","3.5325","10.3898","22.3598","10.4616","0.0416"
"Servando Carrasco","ORL","2015","972","491","0.8635","0.8565","3.4662","0.706","22.9256","6.0882","0.0829"
"Steven Caldwell","TOR","2015","146","47","0.7872","0.7139","3.4488","7.3379","28.308","13.0439","0.0732"
"Fred","PHI","2015","109","76","0.9079","0.8645","3.3011","4.3435","18.2457","1.9716","0.0253"
"Christian Dean","VAN","2015","324","120","0.7","0.673","3.2359","2.6966","28.2839","15.7857","0.0804"
"Steven Gerrard","LAG","2015","1242","641","0.8315","0.8265","3.2056","0.5001","23.0239","7.2764","0.1007"
"Gastón Fernández","POR","2015","812","372","0.8118","0.8034","3.1195","0.8386","19.1127","3.9205","0.0396"
"Sebastian Lletget","LAG","2015","1519","623","0.8074","0.8024","3.1125","0.4996","16.8244","-0.465","0.0703"
"Ty Harden","SJE","2015","136","34","0.9118","0.821","3.0867","9.0785","23.6673","8.7468","0.0517"
"Dilly Duka","MTL","2015","1904","573","0.7766","0.7713","3.0613","0.5343","17.5019","1.4888","0.0534"
"Chance Myers","SKC","2015","895","475","0.7368","0.7306","2.9831","0.628","20.8483","7.9391","0.0836"
"Sebastián Saucedo","RSL","2015","211","81","0.8519","0.8164","2.8702","3.5434","15.6912","1.1557","0.0248"
"Andre Blake","PHI","2015","572","152","0.4934","0.4751","2.7775","1.8273","54.7823","50.8141","0.1457"
"Danny Mwanga","ORL","2015","127","36","0.9444","0.8691","2.7118","7.5328","12.4607","-3.45","0.0149"
"Eric Avila","ORL","2015","1424","595","0.8101","0.8057","2.6307","0.4421","15.7442","1.6595","0.0574"
"Harrison Heath","ORL","2015","152","80","0.9125","0.8799","2.6063","3.2579","19.5284","1.5338","0.0575"
"Nick LaBrocca","COL","2015","673","285","0.7649","0.756","2.5392","0.891","22.0499","6.5284","0.0533"
"London Woodberry","NER","2015","1616","793","0.691","0.6879","2.5343","0.3196","22.7401","7.9367","0.0992"
"Ty Harden","CHI","2015","289","90","0.8889","0.8609","2.5203","2.8003","23.8445","6.8859","0.0791"
"Eriq Zavaleta","TOR","2015","1257","437","0.7826","0.7771","2.3878","0.5464","23.9669","12.2429","0.0685"
"Paulo Renato","SJE","2015","395","132","0.7576","0.7399","2.3344","1.7685","25.6669","14.4595","0.0681"
"Josh Williams","NYC","2015","453","280","0.8036","0.7954","2.2821","0.815","17.9526","4.3039","0.0989"
"Michael Nanchoff","POR","2015","45","23","0.7826","0.6834","2.2816","9.9198","26.1341","8.87","0.0167"
"Kianz Froese","VAN","2015","256","74","0.8108","0.7804","2.2533","3.045","15.6848","5.7764","0.0233"
"Eric Kronberg","MTL","2015","293","90","0.5889","0.5641","2.2304","2.4782","49.3654","43.4853","0.2383"
"Anthony Jackson-Hamel","MTL","2015","198","45","0.8","0.7509","2.2074","4.9053","15.4001","-0.4217","0.0142"
"Chris Seitz","FCD","2015","682","198","0.6465","0.6356","2.1517","1.0867","43.1395","36.1297","0.1691"
"Sebastian Velasquez","NYC","2015","491","210","0.8524","0.8424","2.1026","1.0012","15.4603","0.9808","0.0401"
"Maurice Edu","PHI","2015","2133","837","0.7849","0.7825","2.0849","0.2491","24.4729","10.7796","0.0897"
"Román Torres","SEA","2015","335","120","0.8167","0.7997","2.0377","1.6981","26.6174","12.9317","0.0694"
"Clarence Goodson","SJE","2015","2594","996","0.7329","0.7309","2.014","0.2022","27.9205","14.5099","0.091"
"Marco Bustos","VAN","2015","34","19","0.8421","0.7391","1.9563","10.2962","17.5151","4.4789","0.0399"
"Steve Neumann","NER","2015","185","114","0.8596","0.8429","1.9088","1.6744","19.0715","1.6756","0.0232"
"Andrew Weber","POR","2015","95","30","0.6667","0.6035","1.8962","6.3205","45.8201","39.3262","0.1809"
"Norberto Paparatto","POR","2015","492","169","0.7278","0.7167","1.8697","1.1063","25.8889","13.9361","0.0876"
"A.J. DeLaGarza","LAG","2015","2091","942","0.7951","0.7932","1.8042","0.1915","21.3053","7.3059","0.0892"
"Joao Plata","RSL","2015","1513","461","0.7852","0.7814","1.7855","0.3873","16.2284","0.5872","0.0601"
"Sergio Campbell","CLB","2015","96","40","0.85","0.8066","1.7364","4.341","22.4548","8.7774","0.0859"
"Pecka","RSL","2015","127","59","0.8814","0.852","1.7338","2.9386","16.9377","0.9142","0.0382"
"Luis Silva","DCU","2015","409","165","0.7697","0.7594","1.7016","1.0313","20.3542","2.5572","0.0281"
"Luke Mishu","DCU","2015","169","58","0.7241","0.6951","1.6866","2.9079","23.3334","10.0665","0.0718"
"Kofi Opare","DCU","2015","1747","608","0.824","0.8214","1.5888","0.2613","22.7127","9.4599","0.0783"
"Angeliño","NYC","2015","1075","576","0.7587","0.7559","1.5742","0.2733","20.4986","6.0393","0.0841"
"Walker Zimmerman","FCD","2015","1211","400","0.7425","0.7387","1.5347","0.3837","24.3231","12.3024","0.0634"
"Jeb Brovsky","NYC","2015","1222","727","0.7607","0.7586","1.5223","0.2094","19.4239","5.7361","0.0929"
"Mauro Manotas","HOU","2015","157","39","0.8205","0.7819","1.5072","3.8645","13.7143","-1.3535","0.012"
"Jon Kempin","SKC","2015","288","70","0.7714","0.7501","1.4931","2.133","39.1247","31.0894","0.0958"
"Gonzalo Verón","NYRB","2015","381","132","0.6894","0.6783","1.4604","1.1064","15.7995","0.3929","0.0258"
"Ryan Meara","NYC","2015","97","33","0.5758","0.5321","1.442","4.3696","48.7373","43.6895","0.2414"
"Ezequiel Cirigliano","FCD","2015","464","238","0.8403","0.8346","1.3696","0.5754","18.2847","6.1854","0.0718"
"Pa Modou Kah","VAN","2015","2340","910","0.7725","0.771","1.3485","0.1482","26.6758","13.8427","0.0872"
"Matthew Watson","CHI","2015","725","339","0.823","0.8191","1.3378","0.3946","19.5676","5.404","0.0558"
"Troy Perkins","SEA","2015","342","109","0.5505","0.5382","1.3321","1.2221","53.4428","47.9255","0.1356"
"Tony Taylor","NYC","2015","72","22","0.7273","0.6706","1.2464","5.6655","12.4787","3.1311","0.0226"
"Nick DeLeon","DCU","2015","2373","951","0.8002","0.7989","1.2256","0.1289","18.8442","2.1168","0.0733"
"Nélson Haedo Valdez","SEA","2015","442","165","0.7879","0.781","1.1359","0.6884","13.7552","0.7576","0.0555"
"Markus Halsti","DCU","2015","1000","476","0.7899","0.7876","1.1001","0.2311","23.5522","8.5583","0.0726"
"Justin Morrow","TOR","2015","2965","1342","0.7496","0.7488","1.0815","0.0806","19.165","6.1218","0.0941"
"Kyle Bekker","MTL","2015","178","94","0.8404","0.8291","1.0683","1.1364","22.4183","3.5295","0.0742"
"Jimmy Ockford","SEA","2015","97","29","0.7586","0.7218","1.0674","3.6807","23.8807","13.2845","0.0647"
"Patrick Doody","CHI","2015","608","298","0.7215","0.718","1.0457","0.3509","21.3617","8.4475","0.0943"
"Marius Obekop","NYRB","2015","10","4","0.75","0.5346","0.8617","21.5417","14.0383","2.0413","0.0076"
"Chandler Hoffman","HOU","2015","56","20","0.9","0.8573","0.8543","4.2713","9.9224","-2.5242","0.0108"
"Boyd Okwuonu","RSL","2015","138","20","0.85","0.8098","0.8032","4.016","16.6011","0.598","0.0281"
"Michael Barrios","FCD","2015","1884","480","0.7688","0.7674","0.646","0.1346","15.1681","-0.2954","0.0535"
"Javier Calle","NYC","2015","586","358","0.7067","0.705","0.6216","0.1736","22.7149","8.7333","0.0592"
"Sam Adekugbe","VAN","2015","712","365","0.7562","0.7545","0.6072","0.1663","19.7558","4.6873","0.0904"
"Brad Davis","HOU","2015","2784","1312","0.7081","0.7076","0.5937","0.0452","19.4611","3.1296","0.0949"
