"Player","Team","Season","MinutesIncludes stoppage time.","Passes","Pass %Pass Completion","xPass %Expected pass completion percentage.","ScoreNumber of passes completed over/under expected.","Per100Passes completed over/under expected, measured per 100 passes.","DistanceAverage distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","VerticalAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","Touch %Players' share of their team's number of touches."
"Chris Korb","DCU","2014","1489","657","0.7839","0.7694","9.5327","1.4509","22.5742","10.3946","0.0879"
"Chris Wingert","RSL","2017","1869","840","0.7286","0.7173","9.4976","1.1307","23.1474","12.9817","0.0979"
"Maikel van der Werff","CIN","2019","1097","456","0.8136","0.7929","9.4449","2.0712","25.4312","10.8806","0.123"
"Diego Chara","POR","2014","2973","1316","0.8594","0.8523","9.4258","0.7162","20.0043","6.8083","0.1217"
"Kofi Sarkodie","HOU","2015","1409","482","0.7365","0.717","9.4256","1.9555","23.1429","11.2259","0.0847"
"Raïs M'bolhi","PHI","2015","494","144","0.5486","0.4834","9.3887","6.5199","51.2343","47.2155","0.2094"
"Tim Melia","SKC","2018","3369","1121","0.8046","0.7963","9.3838","0.8371","35.2361","25.7882","0.1504"
"Kenney Walker","LAG","2015","317","153","0.9281","0.8672","9.3205","6.0918","21.3671","6.1867","0.0477"
"Rolf Feltscher","LAG","2018","1393","552","0.7591","0.7422","9.3177","1.688","21.2705","8.2798","0.0989"
"Yordany Alvarez","RSL","2013","1084","679","0.8542","0.8405","9.3082","1.3709","19.166","6.5147","0.0946"
"Corey Ashe","ORL","2015","708","281","0.8221","0.789","9.2925","3.307","18.8005","6.0025","0.084"
"Doneil Henry","TOR","2014","1953","728","0.794","0.7813","9.2434","1.2697","25.3498","13.8607","0.1138"
"Héctor Jiménez","CLB","2019","1756","687","0.7991","0.7857","9.2431","1.3454","19.1163","6.403","0.0771"
"Justin Morrow","TOR","2014","2895","1199","0.7748","0.7671","9.2198","0.769","20.1885","9.2615","0.1092"
"Djordje Mihailovic","CHI","2017","810","317","0.8675","0.8385","9.206","2.9041","20.5042","5.2385","0.0452"
"Sean Franklin","VAN","2018","933","310","0.7871","0.7576","9.1499","2.9516","20.663","9.5012","0.0904"
"David Ousted","VAN","2014","3321","982","0.6487","0.6394","9.127","0.9294","45.5878","38.3694","0.1502"
"Micheal Azira","SEA","2014","680","331","0.8489","0.8214","9.1184","2.7548","19.917","6.859","0.0582"
"Michael Murillo","NYRB","2017","1438","649","0.7781","0.7642","9.0534","1.395","17.8336","8.774","0.1031"
"Wil Trapp","CLB","2019","2574","1562","0.8694","0.8637","8.9585","0.5735","20.6686","5.6804","0.1312"
"Greg Ranjitsingh","ORL","2019","204","77","0.6494","0.5333","8.9321","11.6001","51.425","45.4952","0.2129"
"Jason Hernandez","TOR","2017","580","184","0.8315","0.7832","8.897","4.8353","20.9535","9.47","0.0629"
"Ahmed Kantari","TOR","2015","1068","467","0.7987","0.7797","8.8886","1.9033","25.2354","13.2095","0.1091"
"Donovan Ricketts","POR","2013","3126","787","0.5985","0.5872","8.8484","1.1243","51.577","45.8832","0.1463"
"Jorge Corrales","CHI","2019","1123","472","0.8157","0.797","8.8058","1.8656","18.2422","5.8094","0.0824"
"Darwin Cerén","HOU","2019","612","276","0.8877","0.8559","8.7792","3.1809","24.079","5.6513","0.0669"
"Jeff Attinella","POR","2017","1352","387","0.6693","0.6466","8.763","2.2643","47.2112","39.9258","0.1804"
"Clint Irwin","TOR","2018","684","202","0.7574","0.7141","8.7432","4.3283","36.7721","30.7096","0.1049"
"David Mateos","ORL","2015","573","288","0.8438","0.8134","8.7401","3.0347","26.3076","11.4577","0.1156"
"Wandrille Lefevre","MTL","2016","1203","522","0.8008","0.7841","8.7141","1.6694","27.9434","13.4164","0.115"
"Zach Scott","SEA","2014","1512","496","0.8105","0.7929","8.6982","1.7537","24.6239","11.5828","0.0836"
"Román Torres","SEA","2016","831","365","0.7589","0.7351","8.6956","2.3823","25.6984","13.5754","0.0995"
"Cristian Roldan","SEA","2016","2825","1262","0.8384","0.8315","8.6898","0.6886","18.5568","5.7057","0.0934"
"Gastón Sauro","CLB","2018","574","289","0.8824","0.8524","8.6563","2.9953","21.3455","7.902","0.1052"
"Ronald Zubar","NYRB","2015","764","334","0.8593","0.8334","8.6407","2.587","21.9876","8.5224","0.0793"
"Bernie Ibini-Isei","VAN","2017","698","121","0.8512","0.7801","8.6094","7.1152","17.8587","4.2255","0.0281"
"Zach Scott","SEA","2016","963","458","0.7904","0.7717","8.574","1.8721","26.2655","12.4536","0.0897"
"Sam Vines","COL","2019","2381","696","0.7802","0.7679","8.5706","1.2314","20.7382","8.5004","0.0898"
"Héctor Jiménez","CLB","2014","1808","546","0.8004","0.7847","8.5676","1.5692","19.7261","6.1104","0.0562"
"Baggio Husidic","LAG","2017","491","200","0.935","0.8923","8.534","4.267","19.4206","0.9568","0.0513"
"Brad Smith","SEA","2019","2146","910","0.8055","0.7961","8.5255","0.9369","17.0119","4.7126","0.0894"
"Bressan","FCD","2019","1261","663","0.8311","0.8182","8.5026","1.2824","22.1355","7.7655","0.0929"
"Chris Tierney","NER","2013","2556","890","0.7506","0.741","8.4904","0.954","23.502","11.6323","0.0927"
"Tyler Miller","LAFC","2019","2780","825","0.7988","0.7885","8.4852","1.0285","34.4443","26.2194","0.1191"
"Kevin Ellis","SKC","2015","2513","1013","0.7976","0.7893","8.473","0.8364","25.2741","10.8564","0.1165"
"Joevin Jones","SEA","2019","1022","344","0.8634","0.8388","8.4695","2.4621","18.5648","2.1847","0.0525"
"Chris Schuler","ORL","2018","860","307","0.873","0.8454","8.4534","2.7535","24.093","8.1126","0.0955"
"Jon Erice","VAN","2019","1907","1101","0.8638","0.8561","8.4434","0.7669","19.5382","6.9273","0.1242"
"Ike Opara","SKC","2016","1702","799","0.7947","0.7842","8.4346","1.0556","24.6868","10.7095","0.0939"
"Sheanon Williams","PHI","2014","2248","871","0.7669","0.7573","8.428","0.9676","21.4164","11.61","0.1068"
"Cody Cropper","NER","2019","690","182","0.7527","0.7064","8.4265","4.63","41.4969","32.871","0.2155"
"Oriol Rosell","ORL","2019","1635","822","0.8613","0.8511","8.4156","1.0238","20.7289","6.8072","0.1118"
"Nigel Reo-Coker","MTL","2015","2038","850","0.8306","0.8207","8.3961","0.9878","19.0138","6.3705","0.0824"
"Nick Hagglund","TOR","2015","864","330","0.7576","0.7321","8.3923","2.5431","25.3843","14.5092","0.1018"
"Jared Watts","COL","2014","1224","714","0.8277","0.816","8.373","1.1727","23.5805","8.15","0.1019"
"Yordy Reyna","VAN","2018","2037","416","0.8798","0.8597","8.3708","2.0122","19.2991","3.7309","0.0513"
"Sean Davis","NYRB","2015","502","184","0.9076","0.8622","8.3563","4.5415","15.9534","4.6281","0.035"
"Víctor Bernárdez","SJE","2016","3047","1045","0.7665","0.7585","8.3443","0.7985","26.3652","11.5712","0.1006"
"Oguchi Onyewu","PHI","2017","2087","763","0.7982","0.7872","8.3371","1.0927","25.2675","11.5421","0.1067"
"Servando Carrasco","ORL","2017","897","374","0.877","0.8548","8.3174","2.2239","20.198","4.7156","0.0714"
"Brent Kallman","MIN","2019","1420","623","0.8684","0.855","8.3153","1.3347","21.971","7.6221","0.1018"
"Brad Guzan","ATL","2019","3342","1223","0.7441","0.7373","8.3014","0.6788","39.4627","29.136","0.1677"
"Juninho Pereira","LAG","2015","3047","1780","0.8506","0.8459","8.2884","0.4656","22.5211","6.4512","0.13"
"Jonathan dos Santos","LAG","2017","1101","555","0.9027","0.8878","8.2869","1.4931","20.0291","4.3959","0.118"
"Elías Vásquez","RSL","2015","1379","466","0.8004","0.7828","8.2334","1.7668","25.1147","12.9057","0.0908"
"Victor Giro","ORL","2018","469","249","0.8635","0.8304","8.2303","3.3053","20.3625","4.4522","0.0813"
"Daniel Lovitz","MTL","2018","2881","1133","0.7652","0.7581","8.1249","0.7171","19.8632","7.6437","0.098"
"Jan Gregus","MIN","2020","196","84","0.9048","0.8081","8.1236","9.671","21.5792","8.9549","0.1305"
"Reggie Cannon","FCD","2019","2523","993","0.8459","0.8378","8.1032","0.816","17.1153","1.023","0.0853"
"Alejandro Fuenmayor","HOU","2018","1952","851","0.8261","0.8166","8.0956","0.9513","25.6918","9.9911","0.1137"
"Raúl Fernández","FCD","2014","1990","565","0.5929","0.5786","8.0913","1.4321","48.2812","41.4401","0.1741"
"Felipe","NYRB","2015","3122","1503","0.8277","0.8223","8.076","0.5373","20.0691","8.1147","0.1124"
"Eric Alexander","HOU","2017","938","367","0.8665","0.8446","8.0471","2.1927","20.6647","5.2687","0.0901"
"Mohamed El-Munir","ORL","2018","2279","903","0.7896","0.7807","8.045","0.8909","18.3564","6.8598","0.1091"
"Chad Barson","CLB","2016","361","187","0.861","0.818","8.0417","4.3004","21.0498","7.1411","0.0696"
"Chris Korb","DCU","2015","1557","635","0.7496","0.737","8.0364","1.2656","23.3703","12.3816","0.095"
"Daigo Kobayashi","NER","2015","1218","432","0.8542","0.8356","8.0291","1.8586","20.4499","6.9096","0.0586"
"Aaron Maund","VAN","2018","998","251","0.8287","0.7967","8.0217","3.1959","23.473","11.5683","0.0882"
"Alex Bono","TOR","2016","1478","448","0.6205","0.6026","8.0216","1.7905","47.9138","41.8428","0.15"
"Raïs M'bolhi","PHI","2014","385","111","0.6577","0.5854","8.0175","7.2229","42.0998","37.6661","0.1493"
"Franco Escobar","ATL","2018","1940","867","0.8524","0.8431","8.0042","0.9232","18.4372","1.0293","0.0977"
"Robbie Rogers","LAG","2015","2478","1095","0.7653","0.758","7.9857","0.7293","19.4637","8.8815","0.1133"
"Jun Marques Davidson","VAN","2013","2099","840","0.8607","0.8512","7.9653","0.9483","20.767","6.2204","0.0935"
"Victor Ulloa","FCD","2017","1353","698","0.8596","0.8482","7.941","1.1377","20.3091","4.9453","0.0754"
"Clint Dempsey","SEA","2017","2437","685","0.8701","0.8585","7.9265","1.1572","18.853","2.0628","0.0557"
"Jeremy Hall","NER","2015","1072","448","0.8013","0.7837","7.8905","1.7613","21.4661","7.2116","0.1016"
"Latif Blessing","LAFC","2019","2962","1026","0.8684","0.8607","7.8885","0.7689","16.4916","4.42","0.0833"
"Richie Laryea","TOR","2019","1600","444","0.8649","0.8471","7.8829","1.7754","17.1832","0.4139","0.0632"
"Benoit Cheyrou","TOR","2015","2570","1262","0.809","0.8028","7.8564","0.6225","22.818","10.6624","0.1275"
"Amobi Okugo","ORL","2015","901","402","0.8731","0.8536","7.8486","1.9524","18.4387","6.0166","0.0687"
"Jay DeMerit","VAN","2014","999","339","0.8466","0.8235","7.8437","2.3138","22.0311","11.3959","0.0901"
"Saad Abdul-Salaam","SKC","2017","998","279","0.8136","0.7855","7.8365","2.8088","19.7202","5.0703","0.0635"
"Cristhian Paredes","POR","2019","1805","636","0.8648","0.8525","7.8151","1.2288","20.3526","4.5571","0.0777"
"Andy Rose","SEA","2014","633","300","0.8333","0.8073","7.8103","2.6034","19.1898","7.439","0.0409"
"Hernán Bernardello","MTL","2016","1076","409","0.868","0.8489","7.7942","1.9057","22.4896","5.3195","0.0988"
"Gedion Zelalem","SKC","2019","475","167","0.9162","0.8695","7.7852","4.6618","18.8863","3.7647","0.0459"
"Hassoun Camara","MTL","2016","2430","877","0.7731","0.7643","7.7507","0.8838","23.3731","8.6848","0.0987"
"Sean Davis","NYRB","2016","1270","428","0.8294","0.8114","7.7122","1.8019","18.3082","7.4046","0.0606"
"Jake Nerwinski","VAN","2018","2454","857","0.7818","0.7728","7.6977","0.8982","19.3962","6.4061","0.0991"
"Nigel Reo-Coker","CHV","2014","813","411","0.8978","0.8791","7.6961","1.8725","18.4881","4.4503","0.124"
"Russell Teibert","VAN","2016","754","313","0.8371","0.8125","7.6748","2.452","22.8252","7.159","0.0831"
"Víctor Bernárdez","SJE","2017","2374","948","0.8122","0.8042","7.6638","0.8084","26.6011","10.0585","0.1077"
"Matt Turner","NER","2019","1939","537","0.6518","0.6375","7.66","1.4264","45.3699","38.879","0.1972"
"Saad Abdul-Salaam","SKC","2016","2586","772","0.7798","0.7699","7.6596","0.9922","20.4626","5.0104","0.0761"
"Chris Wingert","RSL","2016","1613","723","0.7248","0.7142","7.6357","1.0561","20.5229","11.4122","0.0977"
"Jermaine Taylor","POR","2016","2007","713","0.8036","0.7929","7.6355","1.0709","23.1893","9.6921","0.0999"
"Carlos Gruezo","FCD","2017","2815","1320","0.8576","0.8518","7.6116","0.5766","23.4858","6.696","0.1121"
"Bacary Sagna","MTL","2018","877","402","0.7836","0.7647","7.6094","1.8929","17.6151","6.23","0.1124"
"Sam Adekugbe","VAN","2014","222","94","0.8936","0.8127","7.6033","8.0886","23.4429","7.2389","0.0608"
"Baggio Husidic","LAG","2016","1717","569","0.8506","0.8374","7.5476","1.3265","19.5609","3.8764","0.0526"
"Carlyle Mitchell","VAN","2014","778","285","0.8737","0.8474","7.4862","2.6267","20.6924","7.6477","0.0935"
"Waylon Francis","CLB","2019","1510","626","0.778","0.766","7.4854","1.1957","19.2806","7.0753","0.0898"
"Walker Zimmerman","FCD","2016","2927","1246","0.7913","0.7853","7.4727","0.5997","24.2268","10.8534","0.1201"
"A.J. DeLaGarza","LAG","2015","2091","800","0.8138","0.8044","7.4626","0.9328","21.7424","8.3526","0.0938"
"Diego Chara","POR","2016","2824","1193","0.8558","0.8496","7.4503","0.6245","21.1649","8.0733","0.1213"
"Vytautas Andriuskevicius","POR","2016","996","348","0.773","0.7516","7.4389","2.1376","20.8704","7.7906","0.0999"
"Sam Cronin","MIN","2017","1676","864","0.8796","0.871","7.4376","0.8608","19.5786","3.4709","0.1075"
"Sam Vines","COL","2020","195","89","0.8652","0.7818","7.4186","8.3355","20.949","6.1183","0.1018"
"Ryan Hollingshead","FCD","2018","903","312","0.8141","0.7903","7.4114","2.3754","18.457","3.7817","0.0516"
"Steven Caldwell","TOR","2013","2230","718","0.7479","0.7376","7.3783","1.0276","29.2308","17.1571","0.105"
"Matt Besler","SKC","2013","2254","1134","0.8078","0.8013","7.3526","0.6484","27.3179","13.0269","0.1328"
"Fatai Alashe","SJE","2017","1292","569","0.8471","0.8342","7.3401","1.29","22.8127","6.2933","0.0894"
"Kendall Waston","CIN","2019","2399","1176","0.7917","0.7854","7.338","0.624","25.3757","11.7009","0.1312"
"Everton Luiz","RSL","2019","2309","766","0.8747","0.8651","7.3286","0.9567","17.6973","2.6687","0.0807"
"Erik Palmer-Brown","SKC","2017","723","364","0.8681","0.8482","7.2439","1.9901","22.9659","7.076","0.1113"
"Shaun Maloney","CHI","2015","1317","364","0.8846","0.8647","7.2375","1.9883","18.4125","4.0067","0.0694"
"Jalil Anibaba","HOU","2016","2837","987","0.7042","0.6968","7.2315","0.7327","24.5671","13.8555","0.0998"
"Jorge Villafaña","POR","2014","1719","622","0.7797","0.7681","7.22","1.1608","19.1663","8.6158","0.099"
"Kevin Ellis","SKC","2017","496","315","0.8857","0.8628","7.2142","2.2902","24.1021","7.7426","0.1436"
"Richie Marquez","PHI","2016","3211","1097","0.7593","0.7528","7.2054","0.6568","25.2791","13.2364","0.0985"
"Brent Kallman","MIN","2018","2161","748","0.8302","0.8206","7.1996","0.9625","23.9644","9.7699","0.0949"
"Jake Gleeson","POR","2017","1990","504","0.6667","0.6524","7.1914","1.4269","46.5539","39.2814","0.141"
"Steven Gerrard","LAG","2015","1242","514","0.8774","0.8634","7.1909","1.399","24.2763","7.667","0.1017"
"Servando Carrasco","LAG","2018","1108","505","0.8693","0.8551","7.1513","1.4161","20.4804","5.5965","0.0736"
"Cristian Penilla","NER","2019","1959","327","0.8043","0.7826","7.0791","2.1649","19.5242","5.0702","0.0369"
"Alejandro Pozuelo","TOR","2019","2728","949","0.8651","0.8577","7.0735","0.7454","18.4825","2.4831","0.0755"
"Dax McCarty","NSH","2020","195","119","0.9076","0.8482","7.0618","5.9343","18.1025","5.9578","0.1648"
"Clint Irwin","TOR","2017","530","158","0.6266","0.582","7.0375","4.4541","46.1394","40.9298","0.1257"
"Joshua Yaro","PHI","2017","402","192","0.8958","0.8593","7.0158","3.6541","25.3551","5.7674","0.0952"
"Brian Rowe","VAN","2018","999","274","0.635","0.6095","6.9905","2.5513","47.3595","40.6982","0.1425"
"Kosuke Kimura","NYRB","2014","964","364","0.8242","0.8054","6.8473","1.8811","19.9921","7.7341","0.0826"
"Kyle Bekker","MTL","2016","1233","456","0.8728","0.8578","6.832","1.4982","20.9345","4.1592","0.0636"
"Kevin Ellis","SKC","2014","1692","765","0.8092","0.8002","6.8287","0.8926","22.7775","9.1956","0.1105"
"John McCarthy","PHI","2015","1069","281","0.5053","0.4811","6.8232","2.4282","55.7358","51.0469","0.1052"
"James Riley","LAG","2014","269","139","0.8561","0.8072","6.8035","4.8946","18.9404","7.4651","0.0877"
"Ben Zemanski","POR","2014","821","289","0.8512","0.8277","6.7806","2.3462","19.1544","4.674","0.0677"
"Donovan Ricketts","ORL","2015","976","260","0.6962","0.6701","6.7772","2.6066","42.0028","35.1214","0.1073"
"Nathan Smith","LAG","2017","984","355","0.7887","0.7697","6.7639","1.9053","19.1734","6.9557","0.086"
"Kendall Waston","VAN","2014","899","281","0.7758","0.7518","6.7362","2.3972","23.6267","13.4521","0.101"
"Samuel Piette","MTL","2018","3251","1648","0.8732","0.8691","6.7272","0.4082","20.8361","5.0945","0.1236"
"Alex","CHI","2014","2112","686","0.8105","0.8007","6.7085","0.9779","21.5146","6.0325","0.075"
"David Horst","HOU","2014","2851","964","0.8019","0.7949","6.6908","0.6941","23.6537","10.0073","0.1006"
"Robbie Rogers","LAG","2014","1489","821","0.799","0.7909","6.6826","0.814","18.2762","6.5981","0.1045"
"Walker Hume","FCD","2017","194","89","0.8539","0.7789","6.6816","7.5074","22.8248","12.5285","0.1056"
"Fabinho","PHI","2014","1757","630","0.7413","0.7307","6.6507","1.0557","19.3629","10.6727","0.1039"
"Alexander Callens","NYC","2020","201","92","0.8913","0.8192","6.6372","7.2143","20.7121","6.71","0.1237"
"Víctor Cabrera","MTL","2018","1016","464","0.8103","0.7961","6.6236","1.4275","25.6532","10.749","0.11"
"Darwin Cerén","SJE","2017","1754","983","0.8688","0.862","6.6193","0.6734","23.9058","5.7301","0.1241"
"Nick Hagglund","TOR","2017","1210","617","0.7942","0.7834","6.6132","1.0718","24.0043","11.1727","0.1017"
"Eric Alexander","MTL","2015","963","323","0.8545","0.8341","6.5856","2.0389","19.0116","4.6117","0.0451"
"Nick Hagglund","TOR","2016","944","419","0.7804","0.7648","6.5643","1.5667","22.2501","8.3483","0.08"
"Román Torres","SEA","2019","1276","496","0.7903","0.7771","6.537","1.3179","25.8907","10.5784","0.082"
"Nouhou Tolo","SEA","2019","912","367","0.8338","0.816","6.5351","1.7807","17.5821","2.5381","0.0484"
"Chris Wingert","RSL","2013","1879","1015","0.7882","0.7817","6.5271","0.6431","22.896","9.3924","0.1153"
"Luis Martins","SKC","2019","915","304","0.7993","0.778","6.4879","2.1342","19.1001","5.837","0.0921"
"Mark-Anthony Kaye","LAFC","2018","1711","750","0.872","0.8634","6.4428","0.859","17.7586","4.8269","0.0986"
"Sebastien Ibeagha","NYC","2019","1265","558","0.8405","0.829","6.4319","1.1527","21.8608","7.2438","0.0555"
"Dairon Asprilla","POR","2015","1126","171","0.7895","0.7519","6.4262","3.758","19.5161","6.1562","0.0263"
"Bobby Boswell","DCU","2017","950","359","0.7632","0.7453","6.4261","1.79","24.6938","13.1532","0.1093"
"Ryan Hollingshead","FCD","2016","2183","772","0.7578","0.7495","6.4193","0.8315","19.6098","6.43","0.0821"
"Brian Rowe","LAG","2014","290","74","0.7703","0.6836","6.4162","8.6706","39.2519","32.3399","0.1153"
"João Moutinho","LAFC","2018","964","426","0.7934","0.7784","6.4015","1.5027","19.2088","7.2418","0.0861"
"Jalil Anibaba","SEA","2014","1390","507","0.7929","0.7803","6.3712","1.2566","22.2708","11.0931","0.0869"
"Dilly Duka","MTL","2015","1904","334","0.8174","0.7983","6.3559","1.903","18.4979","3.428","0.0374"
"Marcos López","SJE","2019","1252","566","0.8163","0.805","6.3498","1.1219","20.4491","3.9931","0.0776"
"Justen Glad","RSL","2015","593","179","0.8156","0.7802","6.336","3.5397","21.2378","8.0519","0.09"
"Sean Franklin","DCU","2017","1545","613","0.7423","0.7319","6.3336","1.0332","22.7909","12.922","0.0994"
"Vincent Nogueira","PHI","2014","2666","1231","0.866","0.8608","6.3273","0.514","19.2044","4.3762","0.1091"
"Ned Grabavoy","POR","2016","747","211","0.8957","0.8658","6.3209","2.9957","15.303","1.5986","0.0295"
"Andrés Flores","POR","2019","863","244","0.873","0.8471","6.3151","2.5881","18.0514","3.6743","0.0474"
"Albert Rusnák","RSL","2018","2837","810","0.8802","0.8725","6.3067","0.7786","20.2222","3.1122","0.0604"
"Diego Fagundez","NER","2020","197","76","0.8947","0.8119","6.297","8.2855","23.6297","7.7595","0.1053"
"Rod Fanni","MTL","2018","2491","1179","0.8567","0.8513","6.289","0.5334","23.629","10.2005","0.1173"
"Stefan Frei","SEA","2015","2951","934","0.6424","0.6357","6.224","0.6664","45.3702","37.5773","0.1514"
"Jordan Smith","VAN","2015","420","148","0.7703","0.7283","6.2175","4.201","25.5966","11.2933","0.0641"
"Bradley Diallo","LAG","2017","1502","557","0.7882","0.777","6.2076","1.1145","18.8814","6.5957","0.0875"
"Rafael Ramos","ORL","2016","1101","389","0.8046","0.7888","6.1734","1.587","18.9189","5.4452","0.0892"
"David Guzmán","POR","2018","1055","549","0.8543","0.8431","6.1606","1.1222","23.5354","5.5288","0.1029"
"Andrew Farrell","NER","2020","197","81","0.8025","0.7267","6.1384","7.5783","23.6913","16.1426","0.1213"
"Will Johnson","POR","2015","1110","375","0.8827","0.8663","6.1344","1.6358","24.6658","4.6322","0.0944"
"Tommy McNamara","NYC","2017","1674","536","0.8657","0.8543","6.1215","1.1421","19.572","4.1254","0.047"
"Kelvin Leerdam","SEA","2017","1390","471","0.7813","0.7683","6.1092","1.2971","19.8238","5.8486","0.0829"
"Gershon Koffie","NER","2016","1656","762","0.8268","0.8188","6.1041","0.8011","21.9615","7.9468","0.1048"
"Je-Vaughn Watson","NER","2017","862","287","0.8362","0.815","6.0838","2.1198","20.3359","5.3962","0.0514"
"Bakary Soumaré","MTL","2015","899","312","0.8269","0.8075","6.0537","1.9403","26.1461","12.2501","0.0954"
"Matt Besler","SKC","2020","196","128","0.8516","0.8043","6.0522","4.7283","21.8409","10.8792","0.1558"
"Auro","TOR","2018","1545","750","0.8093","0.8013","6.0251","0.8034","18.2513","6.7024","0.0959"
"Abdoulie Mansally","RSL","2013","848","463","0.7754","0.7624","6.0114","1.2984","23.2882","10.1411","0.0906"
"Harrison Afful","CLB","2015","810","353","0.7904","0.7736","5.9367","1.6818","19.9741","7.9754","0.0949"
"Julio César","TOR","2014","681","205","0.6293","0.6004","5.9262","2.8908","46.5694","39.7928","0.1336"
"Chris Duvall","NYRB","2014","1731","730","0.7849","0.7768","5.9126","0.8099","21.4756","8.1809","0.0998"
"Andy Dorman","NER","2014","1319","655","0.8366","0.8276","5.9045","0.9015","23.3479","7.84","0.1154"
"Marc Burch","COL","2017","291","126","0.8016","0.7547","5.9035","4.6853","20.4155","6.2949","0.0982"
"Andy Gruenebaum","SKC","2014","1019","333","0.7117","0.694","5.9024","1.7725","41.1789","33.4325","0.1974"
"Andre Blake","PHI","2020","207","66","0.5606","0.4715","5.879","8.9075","53.326","48.2913","0.2507"
"Sean Johnson","CHI","2015","2032","619","0.5929","0.5834","5.8777","0.9496","47.4101","41.3563","0.1533"
"Zac MacMath","COL","2017","875","325","0.5754","0.5573","5.8682","1.8056","53.0133","46.4749","0.1851"
"Aníbal Godoy","SJE","2019","1479","772","0.8925","0.8849","5.8401","0.7565","21.948","3.7963","0.1208"
"Michael Ciani","LAG","2017","588","252","0.877","0.8539","5.8096","2.3054","25.8702","8.0915","0.113"
"Daniel Lovitz","MTL","2017","1918","682","0.761","0.7525","5.7966","0.8499","21.4022","7.0998","0.0773"
"Tim Howard","COL","2016","1654","615","0.7545","0.7451","5.7763","0.9392","38.9589","30.1672","0.1894"
"Kofi Sarkodie","SJE","2017","1403","498","0.7811","0.7696","5.7582","1.1563","20.866","6.6351","0.075"
"Bill Tuiloma","POR","2018","802","257","0.821","0.7987","5.7445","2.2352","24.4629","7.9659","0.0644"
"Aurélien Collin","PHI","2019","589","306","0.8497","0.831","5.7242","1.8706","22.7665","10.2113","0.1285"
"Matt Miazga","NYRB","2014","549","241","0.8714","0.8477","5.7158","2.3717","23.8963","11.3339","0.1044"
"Alejandro Fuenmayor","HOU","2019","768","414","0.8551","0.8413","5.6922","1.3749","24.0583","8.2197","0.1274"
"Jeff Attinella","POR","2018","2130","653","0.66","0.6513","5.6912","0.8716","45.4724","37.9489","0.1752"
"Abdoulie Mansally","RSL","2015","1438","618","0.7621","0.7529","5.6901","0.9207","20.4409","8.8329","0.0953"
"Aníbal Godoy","NSH","2020","195","104","0.9327","0.8783","5.6523","5.4349","21.0815","4.5624","0.1437"
"Brad Knighton","NER","2019","738","203","0.6404","0.6126","5.647","2.7818","47.5874","40.7485","0.1664"
"Peter Luccin","FCD","2014","294","137","0.8978","0.8566","5.6414","4.1178","21.8166","5.6971","0.0353"
"Bobby Shuttleworth","NER","2013","2242","772","0.5972","0.5899","5.631","0.7294","50.517","44.4418","0.1739"
"Andoni Iraola","NYC","2015","816","352","0.8693","0.8533","5.6232","1.5975","19.1268","2.152","0.1003"
"Micheal Azira","COL","2016","2700","1441","0.8397","0.8358","5.6148","0.3896","21.2483","6.5642","0.1247"
"Nouhou Tolo","SEA","2017","1146","508","0.813","0.802","5.6027","1.1029","18.8002","3.7961","0.0727"
"Evan Bush","MTL","2014","1263","460","0.7065","0.6944","5.5954","1.2164","41.0265","32.994","0.1756"
"Kevin Garcia","HOU","2017","233","69","0.8261","0.745","5.5933","8.1062","21.4477","8.785","0.0651"
"Clint Irwin","COL","2019","999","292","0.5582","0.5391","5.585","1.9127","49.3059","44.3557","0.1706"
"Bobby Shuttleworth","NER","2016","1970","629","0.6566","0.6477","5.579","0.887","46.0875","38.5543","0.1755"
"Júnior Moreno","DCU","2018","1682","742","0.8612","0.8537","5.5609","0.7494","18.3667","3.773","0.0951"
"John McCarthy","PHI","2017","784","214","0.5234","0.4974","5.5496","2.5933","55.6158","49.7482","0.1649"
"Miles Robinson","ATL","2018","333","109","0.9083","0.8574","5.5488","5.0906","20.6848","3.4479","0.0348"
"Greg Garza","ATL","2017","2320","961","0.7981","0.7924","5.5437","0.5769","18.4886","4.6028","0.0915"
"Uriel Antuna","LAG","2019","2591","297","0.8653","0.8467","5.5279","1.8612","14.9827","-0.8948","0.0346"
"Rafael Ramos","ORL","2015","2153","940","0.816","0.8101","5.5278","0.5881","18.5233","3.8723","0.0906"
"Patrick Ianni","CHI","2014","1100","455","0.8286","0.8165","5.4777","1.2039","27.0399","12.7632","0.1092"
"Gastón Sauro","CLB","2015","284","149","0.8926","0.8559","5.4727","3.6729","21.747","6.173","0.0862"
"Hassoun Camara","MTL","2015","531","189","0.7884","0.7594","5.4641","2.891","24.5288","11.8523","0.0751"
"Vadim Demidov","MIN","2017","288","134","0.8507","0.8106","5.3835","4.0175","23.5413","11.1687","0.1086"
"Damien Perrinelle","NYRB","2017","2139","1030","0.7602","0.755","5.3816","0.5225","23.6186","13.6976","0.111"
"Francisco Calvo","CHI","2020","198","101","0.802","0.749","5.3462","5.2933","24.1014","13.3969","0.127"
"Przemyslaw Tyton","CIN","2019","1489","474","0.6582","0.647","5.3357","1.1257","42.9548","34.6519","0.1654"
"Andraz Struna","NYC","2017","343","164","0.7927","0.7601","5.3357","3.2535","19.4035","7.0529","0.0721"
