"Player","Team","Season","MinutesIncludes stoppage time.","Passes","Pass %Pass Completion","xPass %Expected pass completion percentage.","ScoreNumber of passes completed over/under expected.","Per100Passes completed over/under expected, measured per 100 passes.","DistanceAverage distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","VerticalAverage vertical distance of completed passes, measured in yards. Assumes 115x80 field dimensions.","Touch %Players' share of their team's number of touches."
"Aníbal Godoy","SJE","2017","2285","1328","0.9157","0.8701","60.4862","4.5547","22.0517","5.2349","0.1297"
"Wil Trapp","CLB","2018","2855","1906","0.8935","0.8623","59.424","3.1177","22.3583","7.5498","0.1449"
"Liam Ridgewell","POR","2015","3085","1275","0.7757","0.7299","58.3471","4.5762","29.911","17.626","0.1153"
"Nat Borchers","POR","2015","3002","935","0.8663","0.8044","57.8661","6.1889","25.8929","10.1895","0.0908"
"Josh Williams","CLB","2017","1956","956","0.8776","0.8176","57.3743","6.0015","22.1218","10.1024","0.1055"
"Bastian Schweinsteiger","CHI","2018","2939","1798","0.8704","0.8386","57.2087","3.1818","22.6836","8.7081","0.141"
"Osvaldo Alonso","SEA","2017","2229","1473","0.9104","0.872","56.6171","3.8437","21.8731","6.2354","0.1319"
"Michael Bradley","TOR","2017","2902","2117","0.888","0.8616","56.077","2.6489","21.032","6.4623","0.1599"
"Ike Opara","SKC","2017","2935","1671","0.8683","0.835","55.7606","3.337","23.1082","8.2911","0.1303"
"Osvaldo Alonso","MIN","2019","2585","1346","0.9272","0.8861","55.2533","4.105","20.1359","6.0437","0.1314"
"Keegan Rosenberry","COL","2019","3377","1202","0.8228","0.7772","54.7485","4.5548","20.276","8.5514","0.1153"
"Matt Hedges","FCD","2018","3217","1521","0.8501","0.8143","54.4928","3.5827","24.5914","10.3741","0.1266"
"Osvaldo Alonso","SEA","2015","1977","1354","0.9232","0.883","54.3817","4.0164","20.9422","5.8077","0.1367"
"Graham Zusi","SKC","2018","3369","1737","0.8532","0.8221","53.9421","3.1055","21.5608","5.7937","0.125"
"Matt Besler","SKC","2017","2531","1788","0.8607","0.8309","53.3725","2.985","24.8655","10.3492","0.151"
"Luke Boden","ORL","2015","2414","1215","0.8214","0.7775","53.3499","4.3909","19.7223","8.1801","0.1136"
"Tommy Thompson","SJE","2019","2468","1102","0.9011","0.8534","52.5453","4.7682","16.8381","3.163","0.0893"
"Nick Rimando","RSL","2019","2854","1003","0.7218","0.6695","52.491","5.2334","40.1855","33.0575","0.1605"
"Diego Chara","POR","2015","2664","1264","0.875","0.8335","52.4275","4.1477","21.5382","7.8846","0.1271"
"Reto Ziegler","FCD","2018","2800","1565","0.8441","0.8113","51.361","3.2819","26.3137","10.9897","0.1389"
"Alexander Callens","NYC","2019","2398","1400","0.8514","0.8156","50.0996","3.5785","21.6326","8.2315","0.1303"
"Daniel Steres","LAG","2016","2885","1359","0.8381","0.8015","49.7314","3.6594","25.2912","11.35","0.1136"
"Michael Bradley","TOR","2014","2364","1453","0.8699","0.8359","49.3693","3.3978","23.5514","8.2316","0.1408"
"Drew Moor","TOR","2016","3104","1431","0.8637","0.8293","49.2657","3.4427","22.3915","9.4217","0.1142"
"David Mateos","ORL","2016","1912","987","0.8409","0.7911","49.1952","4.9843","28.1196","13.6782","0.1175"
"Andre Blake","PHI","2018","3218","991","0.6912","0.6418","49.0255","4.9471","42.988","36.109","0.1773"
"Michael Parkhurst","CLB","2016","3258","1720","0.8477","0.8193","48.8521","2.8402","25.2712","10.0722","0.1165"
"Haris Medunjanin","PHI","2019","3374","2170","0.8571","0.8347","48.7816","2.248","21.1952","8.6075","0.1471"
"Leandro González Pirez","ATL","2019","2936","1918","0.8462","0.8212","47.9716","2.5011","25.3391","10.3031","0.148"
"Larrys Mabiala","POR","2018","3016","1196","0.8428","0.8028","47.8358","3.9996","23.1689","10.9786","0.1113"
"Maxime Chanot","NYC","2019","3111","1662","0.8466","0.8182","47.1991","2.8399","23.4752","8.7128","0.1202"
"Tony Beltran","RSL","2017","1958","783","0.8033","0.7431","47.1158","6.0173","19.5585","9.3645","0.1068"
"Gustav Svensson","SEA","2017","2827","1381","0.8726","0.8384","47.106","3.411","21.7995","7.487","0.1045"
"Chris Mavinga","TOR","2019","2316","1162","0.8924","0.8521","46.8559","4.0323","21.6711","7.1235","0.1065"
"Michael Parkhurst","ATL","2017","3127","1819","0.8598","0.8341","46.7815","2.5718","25.2895","8.1471","0.1297"
"Walker Zimmerman","LAFC","2018","2549","1303","0.8603","0.8245","46.7317","3.5865","21.7876","8.8253","0.1204"
"Auro","TOR","2019","2035","944","0.8782","0.8291","46.3622","4.9113","18.2512","4.611","0.098"
"Antonio Mlinar Delamea","NER","2017","2732","913","0.8631","0.8124","46.3012","5.0713","24.5119","10.1107","0.102"
"Reggie Cannon","FCD","2018","3198","1091","0.8625","0.8203","46.0944","4.225","17.1037","3.716","0.0945"
"Juninho Pereira","LAG","2014","2940","1951","0.8929","0.8693","46.0002","2.3578","20.8488","4.4862","0.1306"
"Michael Parkhurst","CLB","2014","3025","1460","0.8795","0.8481","45.7895","3.1363","22.1594","8.8755","0.1102"
"Matt Hedges","FCD","2017","2623","1156","0.8469","0.8073","45.7206","3.9551","24.6195","11.8418","0.1241"
"Omar González","LAG","2015","2779","1263","0.7949","0.759","45.328","3.5889","26.3732","14.2591","0.1241"
"Jack Elliott","PHI","2019","3374","1677","0.8205","0.7937","45.003","2.6835","25.3371","12.0188","0.125"
"Walker Zimmerman","LAFC","2019","2369","1277","0.8622","0.827","44.8937","3.5156","21.8866","9.3394","0.1182"
"Osvaldo Alonso","SEA","2018","1980","1158","0.9162","0.8778","44.5014","3.8429","21.599","6.042","0.1162"
"Graham Zusi","SKC","2019","2587","1315","0.8631","0.8294","44.399","3.3764","20.874","5.2004","0.12"
"Daniel Steres","LAG","2019","2860","1239","0.8507","0.8149","44.3668","3.5809","24.0785","11.1747","0.1094"
"Júnior Moreno","DCU","2019","2818","1508","0.8886","0.8593","44.1916","2.9305","17.8637","3.8381","0.1242"
"Ike Opara","SKC","2018","3051","1597","0.8673","0.84","43.5039","2.7241","22.6079","8.2117","0.1284"
"Lalas Abubakar","CLB","2018","1928","990","0.9061","0.8623","43.3483","4.3786","21.7254","6.2587","0.1095"
"Alejandro Bedoya","PHI","2018","3010","1277","0.9021","0.8683","43.1866","3.3819","18.6177","4.794","0.0935"
"Joao Meira","CHI","2017","2608","1415","0.9046","0.8742","42.9448","3.035","23.2714","6.9372","0.1143"
"Graham Zusi","SKC","2017","2290","1100","0.8682","0.8292","42.8565","3.896","21.5474","3.1138","0.1039"
"Guram Kashia","SJE","2019","2113","1256","0.8615","0.8274","42.7423","3.403","25.1767","10.6605","0.1333"
"Ashley Cole","LAG","2018","2909","1087","0.8675","0.8286","42.297","3.8912","18.44","4.4747","0.0957"
"Jonathan Mensah","CLB","2018","2549","1402","0.8809","0.8508","42.1605","3.0072","21.7556","7.5126","0.1219"
"Brad Evans","SEA","2016","1981","900","0.8911","0.8443","42.0877","4.6764","21.1017","7.1541","0.0969"
"Jordan Harvey","LAFC","2019","2556","1082","0.8678","0.829","42.0596","3.8872","17.8233","4.2312","0.0845"
"Diego Chara","POR","2018","2632","1115","0.8933","0.8557","41.9437","3.7618","19.4437","5.7641","0.1174"
"Brooks Lennon","RSL","2018","3116","1450","0.8441","0.8155","41.4948","2.8617","21.2306","4.6239","0.1018"
"Matt Besler","SKC","2019","2308","1562","0.8566","0.83","41.4713","2.655","23.3319","9.4625","0.1392"
"Chad Marshall","SEA","2015","2727","972","0.8488","0.8064","41.1817","4.2368","23.9149","10.8803","0.0897"
"Tim Parker","NYRB","2019","2647","923","0.7443","0.7003","40.6011","4.3988","22.8493","14.9833","0.0922"
"Eduard Atuesta","LAFC","2019","2874","1944","0.8822","0.8614","40.4017","2.0783","19.6418","6.4844","0.1466"
"Steven Birnbaum","DCU","2019","3353","1424","0.8083","0.7801","40.0819","2.8147","21.5695","11.5254","0.1053"
"Marvell Wynne","SJE","2016","2981","1214","0.8213","0.7885","39.8213","3.2802","21.2774","8.8184","0.1103"
"Raymon Gaddis","PHI","2015","2584","991","0.775","0.7348","39.8128","4.0174","20.3275","12.2567","0.1104"
"Marc Burch","COL","2016","2635","1047","0.7775","0.7394","39.798","3.8011","22.0833","9.7234","0.0983"
"Chris Wingert","NYC","2015","2335","1165","0.7957","0.7616","39.7904","3.4155","21.6258","11.5453","0.1083"
"Ben Sweat","NYC","2018","2379","1190","0.8429","0.8095","39.7475","3.3401","18.4104","4.7581","0.0941"
"Justen Glad","RSL","2016","2628","1037","0.8419","0.8035","39.7311","3.8314","22.6632","8.7256","0.1033"
"Adam Larsen Kwarasey","POR","2015","3200","942","0.6263","0.5842","39.6583","4.21","51.1291","44.9546","0.1506"
"Josh Williams","CLB","2018","1621","891","0.9102","0.8659","39.4861","4.4317","21.4955","6.3087","0.0978"
"Erik Godoy","VAN","2019","2853","1330","0.8158","0.7861","39.4365","2.9652","24.7077","10.4876","0.1142"
"Darlington Nagbe","POR","2017","2517","940","0.9277","0.8857","39.4176","4.1934","17.8997","1.5934","0.0904"
"Chad Marshall","SEA","2018","2815","989","0.8736","0.8339","39.2485","3.9685","23.2231","8.0945","0.087"
"Aníbal Godoy","SJE","2016","2084","1020","0.8961","0.8577","39.1961","3.8428","21.0646","5.7784","0.126"
"Lawrence Olum","POR","2017","2326","996","0.8845","0.8452","39.196","3.9353","24.2851","9.9782","0.0892"
"Lamine Sané","ORL","2019","2521","1023","0.868","0.8298","39.1228","3.8243","22.5941","9.7663","0.107"
"Jonathan Mensah","CLB","2017","2327","1140","0.8649","0.8307","38.974","3.4188","22.7168","8.4539","0.1093"
"Eriq Zavaleta","TOR","2017","2531","1205","0.8133","0.7811","38.7827","3.2185","22.9066","10.602","0.1006"
"James Riley","COL","2015","1547","641","0.8097","0.7493","38.7111","6.0392","22.0276","10.7739","0.1136"
"Florian Jungwirth","SJE","2019","2943","1707","0.8752","0.8526","38.6812","2.266","24.3858","7.7083","0.1349"
"Roy Miller","POR","2017","2470","1088","0.8392","0.8037","38.6108","3.5488","24.4901","9.8624","0.1104"
"Johan Kappelhof","CHI","2017","3100","1646","0.8524","0.8289","38.5927","2.3446","23.8361","9.8909","0.1223"
"Scott Sutter","ORL","2017","2948","1056","0.8106","0.7744","38.2551","3.6226","19.4113","7.2661","0.0957"
"Darlington Nagbe","ATL","2019","3071","1323","0.9274","0.8987","38.0712","2.8776","18.7744","1.9659","0.0946"
"Zarek Valentin","POR","2018","2994","1193","0.8047","0.7728","38.0382","3.1884","22.0866","7.4313","0.1043"
"Steven Birnbaum","DCU","2018","3355","1283","0.8246","0.7951","37.9211","2.9557","22.4494","9.4343","0.0998"
"Gustav Svensson","SEA","2019","1976","1136","0.8812","0.8478","37.8424","3.3312","22.9992","8.3641","0.1212"
"Cristian Roldan","SEA","2017","3171","1569","0.8381","0.814","37.7582","2.4065","20.203","7.3129","0.1165"
"Tyson Wahl","CLB","2014","1518","654","0.8517","0.7942","37.5836","5.7467","22.9839","10.2835","0.095"
"Diego Chara","POR","2013","2963","1407","0.8706","0.8441","37.3742","2.6563","18.9764","6.3975","0.1175"
"Joevin Jones","SEA","2016","2727","1206","0.8367","0.8059","37.1133","3.0774","18.2437","4.292","0.0878"
"Darlington Nagbe","POR","2016","2617","903","0.9158","0.8751","36.8047","4.0758","18.0613","1.8317","0.0968"
"Matías Vera","HOU","2019","2896","1285","0.9183","0.8897","36.7246","2.8579","22.074","4.039","0.1232"
"Luke Boden","ORL","2016","1736","912","0.8081","0.7681","36.5024","4.0025","19.4153","8.1042","0.1119"
"Benjamin Angoua","NER","2017","2488","943","0.8378","0.7991","36.4128","3.8614","22.9243","10.0484","0.1101"
"Víctor Bernárdez","SJE","2014","2413","947","0.8004","0.762","36.3862","3.8423","29.1926","15.1473","0.1098"
"Nick Rimando","RSL","2018","3204","1197","0.726","0.6957","36.2624","3.0294","38.8021","31.0109","0.1689"
"Chris Mavinga","TOR","2017","2164","1154","0.8345","0.8031","36.2191","3.1386","21.9954","9.4725","0.1075"
"Sean Franklin","DCU","2015","2256","1273","0.806","0.7776","36.1373","2.8387","22.5018","8.7938","0.133"
"Jonathan Mensah","CLB","2019","2372","1308","0.8486","0.821","36.1037","2.7602","23.1448","9.6869","0.1253"
"Daniel Steres","LAG","2017","2002","1008","0.8532","0.8177","35.7783","3.5494","25.7529","10.6337","0.1262"
"Nat Borchers","RSL","2014","3094","1163","0.871","0.8404","35.6343","3.064","22.904","8.123","0.0985"
"Antonio Mlinar Delamea","NER","2018","1653","624","0.8526","0.7957","35.4534","5.6816","23.2111","9.3528","0.1137"
"Tommy Smith","COL","2019","2659","829","0.8359","0.7933","35.3314","4.2619","24.7034","11.61","0.0954"
"Matt Besler","SKC","2015","3050","1434","0.7894","0.7648","35.2626","2.459","26.8407","13.2062","0.1336"
"James Riley","DCU","2013","1877","980","0.8571","0.8213","35.1036","3.582","18.5281","7.6464","0.1162"
"Aljaz Struna","HOU","2019","2885","1271","0.8851","0.8576","35.0139","2.7548","22.1997","8.5978","0.116"
"Laurent Ciman","TOR","2019","1387","778","0.8869","0.8421","34.8317","4.4771","25.191","9.0794","0.1066"
"Kai Wagner","PHI","2019","2951","1153","0.8291","0.7991","34.6047","3.0013","18.9074","3.7477","0.1019"
"Omar González","LAG","2014","2036","1061","0.8369","0.8043","34.5994","3.261","25.1256","11.6253","0.1223"
"Nathan Sturgis","COL","2013","2186","1101","0.8656","0.8343","34.3948","3.124","19.2501","5.7059","0.1145"
"Diego Chara","POR","2017","2758","1203","0.8894","0.8609","34.2837","2.8499","20.6487","6.1458","0.1129"
"Atiba Harris","FCD","2017","2235","1027","0.8189","0.7855","34.246","3.3346","22.8273","9.615","0.0991"
"Leandro González Pirez","ATL","2018","3023","1884","0.8482","0.83","34.2451","1.8177","27.2995","10.3366","0.1452"
"Aníbal Godoy","SJE","2018","2533","1365","0.907","0.882","34.1333","2.5006","22.7546","4.9391","0.1316"
"Oriol Rosell","ORL","2018","1868","1100","0.8836","0.853","33.7169","3.0652","21.1465","6.7757","0.1239"
"Drew Moor","TOR","2019","1134","639","0.9124","0.8597","33.6472","5.2656","20.0816","8.4274","0.1124"
"Bastian Schweinsteiger","CHI","2017","2131","1452","0.8774","0.8543","33.5632","2.3115","23.0356","6.6962","0.1331"
"David Bingham","LAG","2018","3327","1131","0.6012","0.5716","33.556","2.9669","48.6836","42.0879","0.1437"
"Antonio Mlinar Delamea","NER","2019","1490","601","0.8769","0.8212","33.4456","5.565","22.4279","9.0004","0.106"
"Jeb Brovsky","MTL","2013","2832","1345","0.8201","0.7953","33.3636","2.4806","20.4132","9.0599","0.1131"
"Ryan Hollingshead","FCD","2019","3286","1403","0.851","0.8273","33.3169","2.3747","18.1022","3.1326","0.1021"
"DaMarcus Beasley","HOU","2018","2435","1111","0.8614","0.8314","33.2983","2.9971","19.4577","4.3496","0.118"
"Drew Moor","COL","2014","2151","1120","0.8375","0.8079","33.1627","2.961","27.0979","13.4469","0.1244"
"Jackson Yueill","SJE","2019","2953","1708","0.8975","0.8781","33.1443","1.9405","21.1254","5.0058","0.1173"
"Matt Besler","SKC","2016","1660","1006","0.835","0.8023","32.9232","3.2727","27.121","12.2957","0.1401"
"Laurent Ciman","MTL","2016","2685","1221","0.8092","0.7822","32.8898","2.6937","27.9635","12.3601","0.1272"
"Sebastian Lletget","LAG","2019","2517","979","0.9295","0.896","32.8268","3.3531","16.9689","0.554","0.0849"
"Sam Cronin","SJE","2014","2831","1317","0.874","0.8491","32.7719","2.4884","22.0743","5.154","0.1089"
"Jordan Stewart","SJE","2014","2788","1219","0.8294","0.8026","32.6658","2.6797","21.688","8.3802","0.1045"
"Seth Sinovic","SKC","2017","3101","1306","0.827","0.802","32.634","2.4988","19.4719","3.8284","0.0927"
"Aaron Long","NYRB","2017","2886","1042","0.761","0.7298","32.5884","3.1275","22.9482","14.1577","0.0963"
"Justen Glad","RSL","2018","3190","1642","0.8672","0.8474","32.5489","1.9823","23.728","6.8686","0.1194"
"Jonathan dos Santos","LAG","2018","2062","1186","0.9005","0.8732","32.3902","2.731","19.3978","4.7882","0.1344"
"Seb Hines","ORL","2015","2080","821","0.8283","0.7888","32.3565","3.9411","24.3372","11.4756","0.1009"
"Dave Romney","LAG","2017","2470","1005","0.8179","0.7859","32.1694","3.2009","24.1984","10.0513","0.0977"
"DaMarcus Beasley","HOU","2015","2565","1128","0.8121","0.7835","32.1675","2.8517","18.5475","7.3581","0.1227"
"Eriq Zavaleta","TOR","2018","1602","917","0.8844","0.8495","32.0211","3.4919","22.1922","7.4652","0.0974"
"Ebenezer Ofori","NYC","2018","2047","1260","0.9087","0.8834","31.916","2.533","18.0596","2.9157","0.0923"
"Russell Teibert","VAN","2015","1469","672","0.8899","0.843","31.4903","4.6861","20.616","6.0182","0.0806"
"Russell Canouse","DCU","2018","1680","745","0.8953","0.853","31.4804","4.2256","16.4977","3.9109","0.1006"
"Wil Trapp","CLB","2016","2736","1770","0.8819","0.8642","31.4283","1.7756","22.0792","7.137","0.135"
"Zarek Valentin","POR","2019","1892","849","0.8422","0.8052","31.4146","3.7002","21.8443","6.0087","0.1006"
"Liam Ridgewell","POR","2016","2151","960","0.8083","0.776","31.0364","3.233","27.8293","15.0004","0.1195"
"Keegan Rosenberry","PHI","2016","3307","1501","0.7582","0.7375","31.0076","2.0658","23.1823","9.6414","0.1232"
"Leonardo","HOU","2017","2843","907","0.8148","0.7806","30.9908","3.4168","23.5935","10.8966","0.0989"
"Milton Valenzuela","CLB","2018","2758","1060","0.7972","0.768","30.914","2.9164","20.4574","5.3275","0.0901"
"Michael Parkhurst","ATL","2018","3188","1789","0.8776","0.8603","30.8618","1.7251","25.3611","7.1173","0.1319"
"Andre Blake","PHI","2017","2523","777","0.6023","0.5627","30.7838","3.9619","50.3587","44.0376","0.1927"
"Harrison Afful","CLB","2018","3114","1409","0.8467","0.8249","30.7372","2.1815","20.0323","3.8107","0.102"
"Oniel Fisher","DCU","2018","2017","781","0.8271","0.7878","30.7004","3.9309","17.9753","5.4115","0.0856"
"Stefan Frei","SEA","2019","3373","1192","0.7601","0.7344","30.5559","2.5634","38.4094","28.9377","0.1729"
"Ibrahim Sekagya","NYRB","2014","2080","956","0.8724","0.8405","30.5034","3.1907","23.4986","9.7938","0.1075"
"Matt Reis","NER","2013","1085","408","0.6863","0.6117","30.4193","7.4557","48.693","42.4034","0.1981"
"Rolf Feltscher","LAG","2019","2370","812","0.8079","0.7706","30.3108","3.7329","18.1118","6.2532","0.0893"
"Scott Caldwell","NER","2016","2777","1246","0.87","0.8458","30.0926","2.4151","19.2689","5.0473","0.1106"
"DaMarcus Beasley","HOU","2016","2110","906","0.8002","0.767","30.0884","3.321","18.4046","7.466","0.1191"
"Andreu Fontàs","SKC","2019","1073","796","0.9033","0.8656","30.0034","3.7693","21.5498","7.8626","0.1301"
"Tyrone Mears","SEA","2015","3179","1654","0.812","0.794","29.6776","1.7943","21.1453","5.8639","0.1089"
"Steven Beitashour","VAN","2014","2555","1152","0.8003","0.7747","29.5984","2.5693","20.7838","9.3816","0.1137"
"Jordan Harvey","VAN","2015","2421","901","0.7736","0.7408","29.5823","3.2833","21.1341","10.4207","0.1007"
"DaMarcus Beasley","HOU","2017","2170","866","0.8337","0.7997","29.4406","3.3996","20.0213","6.461","0.1091"
"Miles Robinson","ATL","2019","3259","1906","0.872","0.8566","29.3799","1.5414","22.1981","6.606","0.1344"
"Chris Tierney","NER","2017","1827","794","0.7985","0.7616","29.2566","3.6847","21.0463","8.6751","0.082"
"Maxime Chanot","NYC","2017","1845","1051","0.8716","0.8437","29.2329","2.7814","24.2603","7.8413","0.1239"
"Benny Feilhaber","LAFC","2018","3104","1661","0.8874","0.8698","29.2128","1.7587","20.2234","4.6972","0.1173"
"Osvaldo Alonso","SEA","2013","2351","1334","0.8838","0.862","29.1076","2.182","21.4124","6.2765","0.1338"
"Joao Meira","CHI","2016","2452","1017","0.8505","0.8219","29.0921","2.8606","24.6577","8.7703","0.1064"
"Steve Clark","CLB","2015","3297","1310","0.8008","0.7786","29.0758","2.2195","36.0533","26.4662","0.1834"
"Drew Moor","TOR","2017","2339","1158","0.8679","0.843","28.8356","2.4901","22.3221","9.4413","0.1113"
"Donny Toia","RSL","2019","2319","1015","0.797","0.7687","28.7794","2.8354","20.5938","8.4571","0.1079"
"Ashley Cole","LAG","2016","2418","953","0.8709","0.8408","28.7079","3.0124","18.3537","2.8504","0.0993"
"Deklan Wynne","COL","2018","2214","919","0.8161","0.7849","28.7046","3.1235","20.5564","8.3481","0.1047"
"Damien Perquis","TOR","2015","2204","742","0.8154","0.7767","28.6866","3.8661","26.8504","13.8308","0.0985"
"Dax McCarty","CHI","2019","3095","1706","0.8722","0.8555","28.5267","1.6721","19.7247","4.8194","0.1369"
"A.J. DeLaGarza","LAG","2016","2232","980","0.8357","0.8068","28.3146","2.8892","20.0255","6.6733","0.1015"
"Nedum Onuoha","RSL","2019","2554","1045","0.8813","0.8544","28.1016","2.6891","21.5936","6.3012","0.1013"
"Zach Scott","SEA","2015","1613","688","0.843","0.8023","28.047","4.0766","24.9841","11.6224","0.0867"
"Chad Marshall","SEA","2014","3011","870","0.846","0.8138","28.0338","3.2223","22.4258","9.6818","0.0863"
"London Woodberry","NER","2016","2234","835","0.7856","0.7521","27.986","3.3516","24.1706","11.6363","0.0989"
"Andre Blake","PHI","2016","3114","899","0.6307","0.5996","27.9187","3.1055","46.6861","39.7731","0.177"
"Sebastián Méndez","ORL","2019","1997","1177","0.9133","0.8897","27.8605","2.3671","18.6127","4.1834","0.1298"
"Jared Watts","COL","2016","1784","940","0.8191","0.7895","27.8354","2.9612","25.6021","10.5609","0.1128"
"Ned Grabavoy","RSL","2013","2924","981","0.8797","0.8514","27.7937","2.8332","15.9804","2.5323","0.0804"
"Tristan Blackmon","LAFC","2019","1510","875","0.8789","0.8471","27.7755","3.1743","18.9005","6.7357","0.1086"
"Drew Moor","COL","2013","3023","1270","0.8047","0.7829","27.693","2.1805","25.3068","13.8414","0.1187"
"Emanuel Pogatetz","CLB","2015","1599","755","0.853","0.8164","27.639","3.6608","25.3101","9.7531","0.1124"
"Zarek Valentin","POR","2017","1671","806","0.8077","0.7736","27.4657","3.4077","22.9491","7.1981","0.1074"
"Jack Price","COL","2019","2442","1097","0.8624","0.8374","27.3937","2.4971","21.5766","6.9013","0.1153"
"Michael Bradley","TOR","2016","2329","1647","0.8452","0.8285","27.3912","1.6631","23.9404","9.3547","0.1597"
"Jukka Raitala","MTL","2019","2294","1101","0.8529","0.828","27.3295","2.4822","22.7422","8.958","0.1007"
"Marco Delgado","TOR","2019","2767","1283","0.8761","0.8549","27.1653","2.1173","17.84","5.1078","0.1005"
"Michael Boxall","MIN","2019","2819","1000","0.854","0.8269","27.0897","2.709","21.3473","7.6884","0.1009"
"Bobby Shuttleworth","NER","2015","3008","876","0.5982","0.5673","27.0319","3.0858","51.9894","45.3738","0.1464"
"Chris McCann","ATL","2018","1986","791","0.8407","0.8066","26.9413","3.406","20.0963","5.9466","0.0924"
"Jeff Larentowicz","ATL","2018","3017","1339","0.8872","0.8671","26.8993","2.0089","21.0258","4.3606","0.0976"
"Juninho Pereira","LAG","2013","2963","1466","0.8547","0.8366","26.5916","1.8139","22.738","7.443","0.1231"
"Leonardo","LAG","2014","1981","892","0.8711","0.8414","26.4935","2.9701","23.8195","9.2349","0.1001"
"Jack Price","COL","2018","3029","1830","0.8585","0.844","26.4067","1.443","23.7244","6.8842","0.1411"
"Justen Glad","RSL","2019","2251","1104","0.8424","0.8186","26.2782","2.3803","22.475","9.0663","0.1164"
"Justen Glad","RSL","2017","1759","751","0.8469","0.8119","26.2308","3.4928","24.3299","9.2599","0.1153"
"Lalas Abubakar","COL","2019","2191","688","0.8372","0.7994","26.0448","3.7856","23.4471","9.8512","0.1156"
"Joshua Yaro","PHI","2016","1416","581","0.8554","0.8107","25.9961","4.4744","23.6337","10.7286","0.0996"
"Felipe","NYRB","2017","3221","1562","0.8316","0.815","25.9945","1.6642","19.2384","9.1095","0.1223"
"Jordan Harvey","VAN","2017","2695","820","0.7524","0.7208","25.9813","3.1685","22.3872","10.2949","0.0965"
"Greg Garza","CIN","2019","998","468","0.8526","0.7971","25.939","5.5425","19.3335","5.3728","0.1008"
"Maxime Chanot","NYC","2018","1696","1011","0.8704","0.8449","25.8165","2.5536","23.0346","7.1589","0.1158"
"Kyle Beckerman","RSL","2015","2528","1326","0.8363","0.8169","25.7406","1.9412","21.1691","8.2285","0.1349"
