"Team","Season","Games","ShtFShots For","ShtAShots Against","GFGoals For (Own goals excluded.)","GAGoals Against (Own goals excluded.)","GDGoal Difference (Own goals excluded.)","xGFxGoals For (Own goals excluded.)","xGAxGoals Against (Own goals excluded.)","xGDxGoal Difference (Own goals excluded.)","GD-xGD","Pts","xPtsExpected points earned, given the same sample of shots over 1,000 simulations."
"LAFC","2018","34","73","71","6","2","4","5.4585","5.6376","-0.1791","4.1791","57","55.185"
"NYRB","2016","34","84","41","12","3","9","7.9079","3.1895","4.7184","4.2816","57","51.823"
"RSL","2013","34","60","61","7","4","3","4.6612","5.5931","-0.9319","3.9319","56","46.071"
"SEA","2019","34","82","54","6","3","3","6.689","2.8163","3.8727","-0.8727","56","45.867"
"RSL","2014","34","63","73","17","5","12","6.8378","6.9711","-0.1333","12.1333","56","43.275"
"NYC","2018","34","79","65","3","5","-2","4.5783","3.3425","1.2358","-3.2358","56","54.887"
"NER","2014","34","68","82","4","1","3","5.2799","5.848","-0.5681","3.5681","55","46.624"
"CHI","2017","34","42","50","3","6","-3","2.4329","4.857","-2.4242","-0.5758","55","49.653"
"ATL","2017","34","44","67","5","5","0","3.8844","5.7367","-1.8523","1.8523","55","50.055"
"PHI","2019","34","84","62","2","4","-2","7.1122","5.4702","1.642","-3.642","55","53.063"
"CLB","2017","34","69","54","7","4","3","5.0787","3.2897","1.789","1.211","54","48.481"
"POR","2018","34","73","74","5","4","1","4.4276","5.0905","-0.6629","1.6629","54","50.427"
"NYC","2016","34","49","57","6","8","-2","3.8565","4.2248","-0.3683","-1.6317","54","46.682"
"FCD","2014","34","52","64","9","9","0","5.4124","4.5723","0.8401","-0.8401","54","50.416"
"RSL","2019","34","56","64","6","4","2","3.9993","6.0469","-2.0476","4.0476","53","45.431"
"TOR","2016","34","58","55","3","4","-1","3.3777","3.7574","-0.3797","-0.6203","53","57.408"
"POR","2017","34","57","55","4","6","-2","4.797","5.7672","-0.9702","-1.0298","53","54.156"
"CLB","2015","34","61","57","7","6","1","5.0846","3.4216","1.663","-0.663","53","48.644"
"MIN","2019","34","66","80","4","8","-4","6.9517","6.2087","0.743","-4.743","53","52.384"
"POR","2015","34","66","57","4","3","1","4.8893","4.6843","0.2051","0.7949","53","54.027"
"SEA","2017","34","83","60","9","5","4","7.8689","4.1594","3.7094","0.2906","53","55.35"
"VAN","2015","34","59","60","2","4","-2","2.8292","4.3317","-1.5024","-0.4976","53","49.96"
"LAG","2013","34","74","49","6","6","0","6.7908","5.0823","1.7085","-1.7085","53","62.019"
"CLB","2014","34","78","51","7","4","3","8.8131","2.6504","6.1627","-3.1627","52","52.172"
"VAN","2017","34","61","88","4","7","-3","5.9376","6.1138","-0.1762","-2.8238","52","44.743"
"LAG","2016","34","38","79","4","3","1","3.8252","5.0737","-1.2486","2.2486","52","48.634"
"SEA","2013","34","78","65","2","6","-4","5.5471","5.7745","-0.2274","-3.7726","52","51.344"
"LAG","2019","34","70","72","7","3","4","5.1265","4.8227","0.3038","3.6962","51","47.212"
"DCU","2018","34","62","74","1","6","-5","4.3363","5.4282","-1.0919","-3.9081","51","44.263"
"COL","2013","34","64","44","7","7","0","6.382","5.6126","0.7694","-0.7694","51","48.015"
"SKC","2015","34","56","55","6","2","4","4.8499","2.9217","1.9282","2.0718","51","48.65"
"MTL","2015","34","58","48","6","5","1","3.6101","4.7209","-1.1109","2.1109","51","45.265"
"SEA","2015","34","41","55","4","5","-1","3.2241","3.4882","-0.2641","-0.7359","51","49.385"
"NER","2013","34","44","67","2","5","-3","4.0942","4.0266","0.0676","-3.0676","51","50.937"
"SJE","2013","34","60","72","3","3","0","6.7751","4.1134","2.6618","-2.6618","51","48.875"
"LAG","2015","34","52","48","6","4","2","2.6425","4.238","-1.5954","3.5954","51","47.366"
"CLB","2018","34","85","39","7","1","6","5.7516","2.3869","3.3647","2.6353","51","57.27"
"HOU","2013","34","78","58","5","4","1","7.917","4.9336","2.9834","-1.9834","51","48.842"
"DCU","2015","34","62","69","6","3","3","4.9848","4.8962","0.0887","2.9113","51","41.859"
"HOU","2017","34","66","61","9","3","6","4.1739","4.1976","-0.0237","6.0237","50","51.896"
"NER","2015","34","56","63","6","3","3","4.2664","4.6457","-0.3793","3.3793","50","46.011"
"NYRB","2017","34","71","34","4","4","0","5.437","3.6615","1.7755","-1.7755","50","50.812"
"PHI","2018","34","86","59","5","4","1","6.812","3.9395","2.8725","-1.8725","50","50.37"
"VAN","2014","34","47","51","5","2","3","4.2802","2.7562","1.524","1.476","50","51.104"
"NYRB","2014","34","46","76","4","5","-1","4.4666","6.0159","-1.5493","0.5493","50","47.906"
"DCU","2019","34","65","91","4","3","1","4.4999","5.1239","-0.624","1.624","50","39.772"
"TOR","2019","34","64","72","4","3","1","4.3514","4.2514","0.1","0.9","50","46.818"
"RSL","2018","34","65","72","4","5","-1","4.5667","5.2062","-0.6395","-0.3605","49","40.712"
"TOR","2015","34","55","49","5","5","0","4.104","3.0506","1.0534","-1.0533","49","52.353"
"POR","2019","34","97","70","3","6","-3","6.7664","6.2788","0.4876","-3.4876","49","46.228"
"SKC","2014","34","79","50","8","2","6","8.0354","3.384","4.6513","1.3487","49","51.672"
"CHI","2013","34","74","62","6","3","3","4.3369","6.7099","-2.3729","5.3729","49","47.151"
"SKC","2017","34","76","49","3","2","1","6.4483","2.9023","3.546","-2.546","49","56.033"
"POR","2014","34","70","70","6","8","-2","4.9137","9.2183","-4.3046","2.3046","49","44.73"
"MTL","2013","34","52","68","6","5","1","4.6742","5.2555","-0.5813","1.5813","49","47.145"
"FCD","2019","34","74","73","6","4","2","6.62","3.7524","2.8676","-0.8676","48","48.505"
"VAN","2013","34","50","70","2","1","1","4.0596","5.4607","-1.4011","2.4012","48","43.705"
"SEA","2016","34","73","41","6","5","1","5.9072","3.0984","2.8087","-1.8088","48","47.069"
"LAG","2018","34","58","67","5","3","2","4.9196","3.5482","1.3713","0.6287","48","44.372"
"NYRB","2019","34","85","78","3","5","-2","6.1389","6.3585","-0.2196","-1.7804","48","45.776"
"VAN","2018","34","56","79","3","5","-2","4.5639","4.9906","-0.4267","-1.5733","47","43.835"
"SJE","2015","34","71","48","5","2","3","7.0832","2.6172","4.4661","-1.4661","47","49.848"
"SKC","2016","34","84","40","8","3","5","8.2124","2.8118","5.4005","-0.4005","47","51.371"
"DCU","2016","34","78","53","10","4","6","8.7212","3.7252","4.996","1.004","46","50.445"
"MTL","2018","34","57","62","4","5","-1","2.9805","4.9125","-1.932","0.932","46","45.629"
"PHI","2013","34","71","49","8","4","4","7.1342","3.6882","3.446","0.554","46","48.193"
"SJE","2017","34","60","80","6","7","-1","4.9882","7.1506","-2.1624","1.1624","46","46.272"
"FCD","2017","34","81","54","6","5","1","4.4328","4.6735","-0.2407","1.2407","46","54.084"
"RSL","2016","34","46","75","4","6","-2","2.7065","6.4891","-3.7826","1.7825","46","42.74"
"MTL","2016","34","59","66","5","5","0","3.5825","4.5824","-0.9999","0.9999","45","43.127"
"NER","2017","34","61","70","7","6","1","4.4201","5.8882","-1.4681","2.4681","45","49.081"
"RSL","2017","34","80","51","6","5","1","5.2421","4.7974","0.4448","0.5552","45","47.664"
"NER","2019","34","58","89","5","8","-3","3.3051","6.3041","-2.9989","-0.0011","45","41.166"
"POR","2016","34","48","61","3","5","-2","4.6724","4.665","0.0074","-2.0074","44","51.147"
"FCD","2013","34","47","45","5","3","2","6.1868","3.1402","3.0466","-1.0466","44","47.953"
"SJE","2019","34","92","59","7","4","3","7.5768","4.2977","3.2791","-0.2791","44","51.094"
"ORL","2015","34","44","59","4","6","-2","3.3656","4.0529","-0.6873","-1.3127","44","44.2"
"HOU","2015","34","47","53","4","3","1","4.7199","4.363","0.3568","0.6432","42","43.562"
"PHI","2017","34","58","59","7","4","3","5.0546","3.6747","1.3799","1.6201","42","44.42"
"COL","2019","34","94","91","15","3","12","9.2195","7.5491","1.6704","10.3296","42","40.895"
"NER","2016","34","72","60","7","4","3","5.4162","5.2153","0.201","2.799","42","42.266"
"CHI","2019","34","74","52","7","6","1","4.3434","5.9825","-1.6391","2.6391","42","53.693"
"PHI","2014","34","79","49","5","4","1","5.812","4.1397","1.6724","-0.6724","42","50.258"
"PHI","2016","34","55","64","5","8","-3","4.548","5.3865","-0.8385","-2.1615","42","47.303"
"MTL","2019","34","69","59","6","8","-2","4.9178","4.2832","0.6346","-2.6346","41","44.923"
"NER","2018","34","79","52","3","6","-3","3.7643","5.1454","-1.3811","-1.6189","41","40.843"
"RSL","2015","34","51","84","1","6","-5","3.3306","5.7932","-2.4626","-2.5374","41","36.932"
"CLB","2013","34","64","49","4","5","-1","4.5237","4.8515","-0.3278","-0.6722","41","47.14"
"TOR","2014","34","61","70","7","11","-4","6.8113","6.2796","0.5317","-4.5317","41","50.172"
"ORL","2016","34","60","65","4","7","-3","4.3144","6.0435","-1.729","-1.271","41","40.308"
"HOU","2019","34","61","69","3","7","-4","4.7264","5.4684","-0.742","-3.258","40","48.02"
"VAN","2016","34","60","84","8","9","-1","4.8936","7.1541","-2.2605","1.2605","39","39.252"
"MTL","2017","34","43","69","1","6","-5","2.1469","5.8155","-3.6686","-1.3314","39","40.093"
"HOU","2014","34","65","67","4","6","-2","7.1614","6.8329","0.3285","-2.3285","39","39.63"
"ORL","2017","34","61","53","6","1","5","5.6135","2.7234","2.8901","2.1099","39","40.268"
"SKC","2019","34","76","86","4","8","-4","5.6927","7.4149","-1.7221","-2.2779","38","48.327"
"CLB","2019","34","65","65","3","6","-3","5.617","5.3739","0.2431","-3.2431","38","43.172"
"HOU","2018","34","66","46","7","7","0","5.0327","3.6755","1.3572","-1.3572","38","50.597"
"SJE","2016","34","48","56","2","5","-3","2.9129","4.5384","-1.6255","-1.3745","38","46.529"
"NYC","2015","34","57","65","5","7","-2","3.7231","5.7117","-1.9886","-0.0114","37","36.2"
"ORL","2019","34","68","59","4","1","3","4.7109","4.0443","0.6666","2.3334","37","47.442"
"PHI","2015","34","55","63","4","3","1","3.9953","6.4942","-2.4989","3.499","37","43.689"
"COL","2015","34","64","52","4","4","0","3.9454","4.1379","-0.1925","0.1925","37","41.75"
"CLB","2016","34","53","46","6","6","0","3.8893","4.837","-0.9477","0.9477","36","51.479"
"TOR","2018","34","55","75","4","4","0","3.3016","4.9143","-1.6126","1.6127","36","48.378"
"MIN","2017","34","56","92","5","6","-1","5.3493","8.8336","-3.4843","2.4843","36","30.213"
"MIN","2018","34","58","83","4","9","-5","3.9233","8.3735","-4.4502","-0.5498","36","40.118"
"CHI","2014","34","65","54","7","6","1","4.1218","5.2776","-1.1558","2.1558","36","41.7"
"HOU","2016","34","57","60","2","6","-4","4.8748","4.6341","0.2408","-4.2408","34","38.698"
"VAN","2019","34","47","117","4","6","-2","2.6037","8.1633","-5.5596","3.5596","34","30.511"
"CHV","2014","34","47","55","3","7","-4","2.9691","6.7352","-3.7661","-0.2339","33","36.492"
"COL","2017","34","45","71","0","4","-4","3.6615","4.847","-1.1855","-2.8145","33","35.645"
"COL","2014","34","59","58","9","10","-1","5.542","6.6825","-1.1405","0.1405","32","45.289"
"CHI","2018","34","51","70","6","4","2","4.6783","5.19","-0.5118","2.5118","32","33.491"
"DCU","2017","34","64","75","2","8","-6","4.4155","4.2996","0.116","-6.116","32","37.897"
"LAG","2017","34","62","63","7","7","0","6.6553","4.7385","1.9168","-1.9168","32","38.313"
"CHI","2016","34","42","69","4","8","-4","2.9198","6.4222","-3.5024","-0.4976","31","41.404"
"COL","2018","34","65","62","5","1","4","5.86","5.0009","0.8591","3.1409","31","34.651"
"CHI","2015","34","74","59","4","11","-7","5.6813","5.7971","-0.1158","-6.8842","30","45.708"
"SJE","2014","34","46","79","3","11","-8","3.1723","7.2428","-4.0705","-3.9295","30","34.864"
"TOR","2013","34","43","63","1","4","-3","2.8725","6.3151","-3.4426","0.4426","29","36.754"
"ORL","2018","34","74","71","3","7","-4","6.3159","6.2527","0.0632","-4.0632","28","35.521"
"MTL","2014","34","50","70","0","8","-8","3.0571","7.3328","-4.2757","-3.7243","28","43.01"
"CHV","2013","34","46","73","0","6","-6","3.1665","6.7617","-3.5952","-2.4048","26","27.608"
"CIN","2019","34","45","84","2","10","-8","4.8756","6.2289","-1.3533","-6.6467","24","29.706"
"SJE","2018","34","53","90","4","8","-4","4.1938","7.597","-3.4032","-0.5968","21","37.883"
"DCU","2013","34","58","65","1","6","-5","3.3034","6.095","-2.7916","-2.2084","16","31.241"
"SKC","2020","2","1","4","1","0","1","0.3133","0.3617","-0.0483","1.0483","6","2.932"
"ATL","2020","2","2","6","1","0","1","0.0644","0.261","-0.1966","1.1966","6","2.949"
"MIN","2020","2","6","5","2","1","1","0.6944","0.2915","0.4029","0.5971","6","2.85"
"COL","2020","2","7","2","2","1","1","0.5071","0.2922","0.2149","0.7851","6","3.039"
"NYRB","2020","2","2","12","0","0","0","0.1343","1.9552","-1.8208","1.8208","4","1.744"
"TOR","2020","2","3","3","0","0","0","0.148","0.08","0.068","-0.068","4","4.773"
"SEA","2020","2","8","2","1","0","1","0.8566","0.0873","0.7693","0.2307","4","4.832"
"CLB","2020","2","0","4","0","0","0","0","0.2788","-0.2788","0.2788","4","3.04"
"LAFC","2020","2","6","6","1","0","1","0.4719","0.693","-0.2211","1.2211","4","3.719"
"MTL","2020","2","4","6","1","1","0","0.3585","0.615","-0.2565","0.2565","4","1.966"
"FCD","2020","2","4","4","0","0","0","0.5156","0.3149","0.2007","-0.2007","4","3.63"
"DCU","2020","2","2","6","1","1","0","0.294","0.2532","0.0408","-0.0408","3","2.101"
"VAN","2020","2","3","1","0","0","0","0.278","0.0146","0.2634","-0.2634","3","4.495"
"POR","2020","2","1","5","0","0","0","0.0736","0.3629","-0.2893","0.2893","3","2.059"
"RSL","2020","2","10","1","0","0","0","1.8074","0.0139","1.7934","-1.7934","2","3.451"
"HOU","2020","2","3","1","0","1","-1","0.2974","0.3133","-0.016","-0.984","1","1.387"
"LAG","2020","2","1","2","0","0","0","0.0146","0.2137","-0.1991","0.1991","1","2.32"
"CHI","2020","2","2","8","0","1","-1","0.0873","0.8553","-0.768","-0.232","1","0.733"
"ORL","2020","2","2","3","0","1","-1","0.0255","0.304","-0.2785","-0.7215","1","3.142"
"SJE","2020","2","7","7","1","2","-1","0.2979","0.5747","-0.2768","-0.7232","1","1.661"
"PHI","2020","2","3","5","0","1","-1","0.2858","0.2354","0.0504","-1.0504","1","1.95"
"NER","2020","2","6","3","1","1","0","0.379","0.3295","0.0494","-0.0494","1","3.504"
"CIN","2020","2","4","3","0","0","0","0.2236","0.1605","0.063","-0.063","0","1.752"
"NYC","2020","2","1","0","0","0","0","0.0598","0","0.0598","-0.0598","0","0.816"
"NSH","2020","2","8","1","0","1","-1","0.3216","0.0382","0.2834","-1.2834","0","3.89"
"MIA","2020","2","7","3","0","0","0","0.7019","0.3117","0.3901","-0.3901","0","3.142"
